variant,country,year,gender,oldagedependencyratio2069
estimates,800,1950,male,3.435
estimates,800,1951,male,3.436
estimates,800,1952,male,3.403
estimates,800,1953,male,3.342
estimates,800,1954,male,3.262
estimates,800,1955,male,3.167
estimates,800,1956,male,3.204
estimates,800,1957,male,3.223
estimates,800,1958,male,3.22
estimates,800,1959,male,3.187
estimates,800,1960,male,3.123
estimates,800,1961,male,3.149
estimates,800,1962,male,3.148
estimates,800,1963,male,3.127
estimates,800,1964,male,3.094
estimates,800,1965,male,3.054
estimates,800,1966,male,3.096
estimates,800,1967,male,3.124
estimates,800,1968,male,3.137
estimates,800,1969,male,3.136
estimates,800,1970,male,3.123
estimates,800,1971,male,3.178
estimates,800,1972,male,3.212
estimates,800,1973,male,3.227
estimates,800,1974,male,3.223
estimates,800,1975,male,3.202
estimates,800,1976,male,3.248
estimates,800,1977,male,3.274
estimates,800,1978,male,3.282
estimates,800,1979,male,3.273
estimates,800,1980,male,3.249
estimates,800,1981,male,3.293
estimates,800,1982,male,3.317
estimates,800,1983,male,3.324
estimates,800,1984,male,3.316
estimates,800,1985,male,3.295
estimates,800,1986,male,3.347
estimates,800,1987,male,3.379
estimates,800,1988,male,3.393
estimates,800,1989,male,3.392
estimates,800,1990,male,3.378
estimates,800,1991,male,3.447
estimates,800,1992,male,3.492
estimates,800,1993,male,3.515
estimates,800,1994,male,3.516
estimates,800,1995,male,3.497
estimates,800,1996,male,3.555
estimates,800,1997,male,3.585
estimates,800,1998,male,3.591
estimates,800,1999,male,3.579
estimates,800,2000,male,3.55
estimates,800,2001,male,3.591
estimates,800,2002,male,3.617
estimates,800,2003,male,3.617
estimates,800,2004,male,3.579
estimates,800,2005,male,3.501
estimates,800,2006,male,3.453
estimates,800,2007,male,3.376
estimates,800,2008,male,3.282
estimates,800,2009,male,3.189
estimates,800,2010,male,3.103
estimates,800,2011,male,3.071
estimates,800,2012,male,3.037
estimates,800,2013,male,2.997
estimates,800,2014,male,2.946
estimates,800,2015,male,2.885
medium_variant,800,2015,male,2.885
medium_variant,800,2016,male,2.86
medium_variant,800,2017,male,2.823
medium_variant,800,2018,male,2.777
medium_variant,800,2019,male,2.726
medium_variant,800,2020,male,2.672
medium_variant,800,2021,male,2.658
medium_variant,800,2022,male,2.638
medium_variant,800,2023,male,2.612
medium_variant,800,2024,male,2.58
medium_variant,800,2025,male,2.542
medium_variant,800,2026,male,2.535
medium_variant,800,2027,male,2.522
medium_variant,800,2028,male,2.506
medium_variant,800,2029,male,2.49
medium_variant,800,2030,male,2.474
medium_variant,800,2031,male,2.488
medium_variant,800,2032,male,2.5
medium_variant,800,2033,male,2.514
medium_variant,800,2034,male,2.534
medium_variant,800,2035,male,2.564
medium_variant,800,2036,male,2.622
medium_variant,800,2037,male,2.683
medium_variant,800,2038,male,2.746
medium_variant,800,2039,male,2.814
medium_variant,800,2040,male,2.886
medium_variant,800,2041,male,2.98
medium_variant,800,2042,male,3.072
medium_variant,800,2043,male,3.164
medium_variant,800,2044,male,3.255
medium_variant,800,2045,male,3.346
medium_variant,800,2046,male,3.451
medium_variant,800,2047,male,3.551
medium_variant,800,2048,male,3.648
medium_variant,800,2049,male,3.743
medium_variant,800,2050,male,3.836
medium_variant,800,2051,male,3.942
medium_variant,800,2052,male,4.042
medium_variant,800,2053,male,4.14
medium_variant,800,2054,male,4.237
medium_variant,800,2055,male,4.335
medium_variant,800,2056,male,4.446
medium_variant,800,2057,male,4.554
medium_variant,800,2058,male,4.662
medium_variant,800,2059,male,4.773
medium_variant,800,2060,male,4.891
medium_variant,800,2061,male,5.029
medium_variant,800,2062,male,5.167
medium_variant,800,2063,male,5.307
medium_variant,800,2064,male,5.45
medium_variant,800,2065,male,5.597
medium_variant,800,2066,male,5.764
medium_variant,800,2067,male,5.929
medium_variant,800,2068,male,6.096
medium_variant,800,2069,male,6.27
medium_variant,800,2070,male,6.454
medium_variant,800,2071,male,6.659
medium_variant,800,2072,male,6.865
medium_variant,800,2073,male,7.074
medium_variant,800,2074,male,7.288
medium_variant,800,2075,male,7.509
medium_variant,800,2076,male,7.744
medium_variant,800,2077,male,7.977
medium_variant,800,2078,male,8.212
medium_variant,800,2079,male,8.449
medium_variant,800,2080,male,8.693
medium_variant,800,2081,male,8.944
medium_variant,800,2082,male,9.192
medium_variant,800,2083,male,9.439
medium_variant,800,2084,male,9.69
medium_variant,800,2085,male,9.947
medium_variant,800,2086,male,10.211
medium_variant,800,2087,male,10.471
medium_variant,800,2088,male,10.731
medium_variant,800,2089,male,10.995
medium_variant,800,2090,male,11.268
medium_variant,800,2091,male,11.55
medium_variant,800,2092,male,11.827
medium_variant,800,2093,male,12.105
medium_variant,800,2094,male,12.389
medium_variant,800,2095,male,12.681
medium_variant,800,2096,male,12.982
medium_variant,800,2097,male,13.278
medium_variant,800,2098,male,13.575
medium_variant,800,2099,male,13.876
medium_variant,800,2100,male,14.186
estimates,800,1950,female,3.983
estimates,800,1951,female,4
estimates,800,1952,female,3.981
estimates,800,1953,female,3.933
estimates,800,1954,female,3.865
estimates,800,1955,female,3.783
estimates,800,1956,female,3.819
estimates,800,1957,female,3.837
estimates,800,1958,female,3.834
estimates,800,1959,female,3.802
estimates,800,1960,female,3.742
estimates,800,1961,female,3.765
estimates,800,1962,female,3.76
estimates,800,1963,female,3.736
estimates,800,1964,female,3.703
estimates,800,1965,female,3.666
estimates,800,1966,female,3.706
estimates,800,1967,female,3.734
estimates,800,1968,female,3.748
estimates,800,1969,female,3.75
estimates,800,1970,female,3.742
estimates,800,1971,female,3.799
estimates,800,1972,female,3.835
estimates,800,1973,female,3.852
estimates,800,1974,female,3.851
estimates,800,1975,female,3.836
estimates,800,1976,female,3.885
estimates,800,1977,female,3.914
estimates,800,1978,female,3.924
estimates,800,1979,female,3.918
estimates,800,1980,female,3.898
estimates,800,1981,female,3.937
estimates,800,1982,female,3.957
estimates,800,1983,female,3.96
estimates,800,1984,female,3.949
estimates,800,1985,female,3.927
estimates,800,1986,female,3.968
estimates,800,1987,female,3.992
estimates,800,1988,female,4.003
estimates,800,1989,female,4.005
estimates,800,1990,female,4.001
estimates,800,1991,female,4.069
estimates,800,1992,female,4.121
estimates,800,1993,female,4.155
estimates,800,1994,female,4.173
estimates,800,1995,female,4.176
estimates,800,1996,female,4.241
estimates,800,1997,female,4.28
estimates,800,1998,female,4.299
estimates,800,1999,female,4.305
estimates,800,2000,female,4.301
estimates,800,2001,female,4.358
estimates,800,2002,female,4.402
estimates,800,2003,female,4.421
estimates,800,2004,female,4.401
estimates,800,2005,female,4.338
estimates,800,2006,female,4.292
estimates,800,2007,female,4.211
estimates,800,2008,female,4.113
estimates,800,2009,female,4.019
estimates,800,2010,female,3.938
estimates,800,2011,female,3.906
estimates,800,2012,female,3.876
estimates,800,2013,female,3.843
estimates,800,2014,female,3.803
estimates,800,2015,female,3.756
medium_variant,800,2015,female,3.756
medium_variant,800,2016,female,3.742
medium_variant,800,2017,female,3.717
medium_variant,800,2018,female,3.685
medium_variant,800,2019,female,3.652
medium_variant,800,2020,female,3.623
medium_variant,800,2021,female,3.63
medium_variant,800,2022,female,3.632
medium_variant,800,2023,female,3.629
medium_variant,800,2024,female,3.617
medium_variant,800,2025,female,3.599
medium_variant,800,2026,female,3.603
medium_variant,800,2027,female,3.597
medium_variant,800,2028,female,3.585
medium_variant,800,2029,female,3.57
medium_variant,800,2030,female,3.555
medium_variant,800,2031,female,3.56
medium_variant,800,2032,female,3.561
medium_variant,800,2033,female,3.561
medium_variant,800,2034,female,3.565
medium_variant,800,2035,female,3.576
medium_variant,800,2036,female,3.611
medium_variant,800,2037,female,3.646
medium_variant,800,2038,female,3.685
medium_variant,800,2039,female,3.729
medium_variant,800,2040,female,3.781
