variant,region,year,oldagedependencyratio2064
estimates,914,1950,6.786
estimates,914,1951,6.741
estimates,914,1952,6.649
estimates,914,1953,6.517
estimates,914,1954,6.353
estimates,914,1955,6.163
estimates,914,1956,6.203
estimates,914,1957,6.209
estimates,914,1958,6.181
estimates,914,1959,6.124
estimates,914,1960,6.041
estimates,914,1961,6.124
estimates,914,1962,6.173
estimates,914,1963,6.19
estimates,914,1964,6.173
estimates,914,1965,6.127
estimates,914,1966,6.206
estimates,914,1967,6.249
estimates,914,1968,6.262
estimates,914,1969,6.252
estimates,914,1970,6.224
estimates,914,1971,6.316
estimates,914,1972,6.38
estimates,914,1973,6.42
estimates,914,1974,6.436
estimates,914,1975,6.429
estimates,914,1976,6.516
estimates,914,1977,6.572
estimates,914,1978,6.604
estimates,914,1979,6.615
estimates,914,1980,6.611
estimates,914,1981,6.718
estimates,914,1982,6.802
estimates,914,1983,6.865
estimates,914,1984,6.909
estimates,914,1985,6.937
estimates,914,1986,7.017
estimates,914,1987,7.071
estimates,914,1988,7.103
estimates,914,1989,7.115
estimates,914,1990,7.108
estimates,914,1991,7.15
estimates,914,1992,7.164
estimates,914,1993,7.154
estimates,914,1994,7.123
estimates,914,1995,7.074
estimates,914,1996,7.064
estimates,914,1997,7.027
estimates,914,1998,6.969
estimates,914,1999,6.895
estimates,914,2000,6.811
estimates,914,2001,6.812
estimates,914,2002,6.789
estimates,914,2003,6.748
estimates,914,2004,6.697
estimates,914,2005,6.637
estimates,914,2006,6.67
estimates,914,2007,6.685
estimates,914,2008,6.683
estimates,914,2009,6.662
estimates,914,2010,6.626
estimates,914,2011,6.641
estimates,914,2012,6.637
estimates,914,2013,6.616
estimates,914,2014,6.581
estimates,914,2015,6.537
medium_variant,914,2015,6.537
medium_variant,914,2016,6.55
medium_variant,914,2017,6.545
medium_variant,914,2018,6.529
medium_variant,914,2019,6.505
medium_variant,914,2020,6.478
medium_variant,914,2021,6.508
medium_variant,914,2022,6.526
medium_variant,914,2023,6.535
medium_variant,914,2024,6.536
medium_variant,914,2025,6.533
medium_variant,914,2026,6.576
medium_variant,914,2027,6.608
medium_variant,914,2028,6.63
medium_variant,914,2029,6.644
medium_variant,914,2030,6.652
medium_variant,914,2031,6.699
medium_variant,914,2032,6.732
medium_variant,914,2033,6.76
medium_variant,914,2034,6.788
medium_variant,914,2035,6.822
medium_variant,914,2036,6.898
medium_variant,914,2037,6.97
medium_variant,914,2038,7.041
medium_variant,914,2039,7.113
medium_variant,914,2040,7.191
medium_variant,914,2041,7.305
medium_variant,914,2042,7.413
medium_variant,914,2043,7.518
medium_variant,914,2044,7.62
medium_variant,914,2045,7.721
medium_variant,914,2046,7.85
medium_variant,914,2047,7.968
medium_variant,914,2048,8.078
medium_variant,914,2049,8.182
medium_variant,914,2050,8.282
medium_variant,914,2051,8.403
medium_variant,914,2052,8.513
medium_variant,914,2053,8.614
medium_variant,914,2054,8.712
medium_variant,914,2055,8.808
medium_variant,914,2056,8.928
medium_variant,914,2057,9.039
medium_variant,914,2058,9.147
medium_variant,914,2059,9.256
medium_variant,914,2060,9.369
medium_variant,914,2061,9.512
medium_variant,914,2062,9.651
medium_variant,914,2063,9.791
medium_variant,914,2064,9.937
medium_variant,914,2065,10.095
medium_variant,914,2066,10.286
medium_variant,914,2067,10.478
medium_variant,914,2068,10.674
medium_variant,914,2069,10.876
medium_variant,914,2070,11.087
medium_variant,914,2071,11.328
medium_variant,914,2072,11.566
medium_variant,914,2073,11.807
medium_variant,914,2074,12.054
medium_variant,914,2075,12.311
medium_variant,914,2076,12.595
medium_variant,914,2077,12.878
medium_variant,914,2078,13.16
medium_variant,914,2079,13.44
medium_variant,914,2080,13.72
medium_variant,914,2081,14.011
medium_variant,914,2082,14.292
medium_variant,914,2083,14.567
medium_variant,914,2084,14.841
medium_variant,914,2085,15.118
medium_variant,914,2086,15.412
medium_variant,914,2087,15.699
medium_variant,914,2088,15.984
medium_variant,914,2089,16.27
medium_variant,914,2090,16.561
medium_variant,914,2091,16.87
medium_variant,914,2092,17.173
medium_variant,914,2093,17.476
medium_variant,914,2094,17.784
medium_variant,914,2095,18.1
medium_variant,914,2096,18.439
medium_variant,914,2097,18.776
medium_variant,914,2098,19.116
medium_variant,914,2099,19.46
medium_variant,914,2100,19.812
high_variant,914,2015,6.53662529674036
low_variant,914,2015,6.53662529674036
constant_fertility,914,2015,6.53662529674036
instant_replacement,914,2015,6.53662529674036
zero_migration,914,2015,6.53662529674036
constant_mortality,914,2015,6.53662529674036
no_change,914,2015,6.53662529674036
high_variant,914,2020,6.4779123486626
low_variant,914,2020,6.4779123486626
constant_fertility,914,2020,6.4779123486626
instant_replacement,914,2020,6.4779120283611
zero_migration,914,2020,6.4595186124141
constant_mortality,914,2020,6.42934052193696
no_change,914,2020,6.42934023469969
high_variant,914,2025,6.53282910755914
low_variant,914,2025,6.53282910755914
constant_fertility,914,2025,6.53282910755914
instant_replacement,914,2025,6.53282469719182
zero_migration,914,2025,6.49998731523947
constant_mortality,914,2025,6.39643515573626
no_change,914,2025,6.39643488693213
high_variant,914,2030,6.65182941384782
low_variant,914,2030,6.65182941384782
constant_fertility,914,2030,6.65182941384782
instant_replacement,914,2030,6.65181921779086
zero_migration,914,2030,6.61160402841691
constant_mortality,914,2030,6.41319260996063
no_change,914,2030,6.41319104545477
high_variant,914,2035,6.82176281303677
low_variant,914,2035,6.82176281303677
constant_fertility,914,2035,6.82176281303677
instant_replacement,914,2035,6.82162508730351
zero_migration,914,2035,6.77984818500808
constant_mortality,914,2035,6.47163530911138
no_change,914,2035,6.47165338116403
high_variant,914,2040,7.12394423190692
low_variant,914,2040,7.25855653862343
constant_fertility,914,2040,7.10281654175023
instant_replacement,914,2040,7.99311204100706
zero_migration,914,2040,7.14911609045524
constant_mortality,914,2040,6.71928165178106
no_change,914,2040,6.63771439375255
high_variant,914,2045,7.54441348567258
low_variant,914,2045,7.90689850537947
constant_fertility,914,2045,7.45045850577764
instant_replacement,914,2045,9.41361690649713
zero_migration,914,2045,7.6818865715897
constant_mortality,914,2045,7.11036239541082
no_change,914,2045,6.86272015726454
high_variant,914,2050,7.96119750186798
low_variant,914,2050,8.6296882311843
constant_fertility,914,2050,7.73032917363295
instant_replacement,914,2050,10.9326976537962
zero_migration,914,2050,8.25137830913729
constant_mortality,914,2050,7.51128519279953
no_change,914,2050,7.01475991626323
high_variant,914,2055,8.33682878704339
low_variant,914,2055,9.33522995311933
constant_fertility,914,2055,7.88132011628478
instant_replacement,914,2055,12.4940002541564
