variant,region,year,oldagedependencyratio2064
estimates,928,1950,8.426
estimates,928,1951,8.254
estimates,928,1952,7.984
estimates,928,1953,7.627
estimates,928,1954,7.189
estimates,928,1955,6.683
estimates,928,1956,6.483
estimates,928,1957,6.235
estimates,928,1958,5.961
estimates,928,1959,5.69
estimates,928,1960,5.434
estimates,928,1961,5.442
estimates,928,1962,5.448
estimates,928,1963,5.434
estimates,928,1964,5.379
estimates,928,1965,5.279
estimates,928,1966,5.343
estimates,928,1967,5.37
estimates,928,1968,5.366
estimates,928,1969,5.337
estimates,928,1970,5.288
estimates,928,1971,5.357
estimates,928,1972,5.401
estimates,928,1973,5.421
estimates,928,1974,5.418
estimates,928,1975,5.393
estimates,928,1976,5.465
estimates,928,1977,5.508
estimates,928,1978,5.525
estimates,928,1979,5.519
estimates,928,1980,5.495
estimates,928,1981,5.571
estimates,928,1982,5.625
estimates,928,1983,5.657
estimates,928,1984,5.667
estimates,928,1985,5.659
estimates,928,1986,5.728
estimates,928,1987,5.774
estimates,928,1988,5.797
estimates,928,1989,5.792
estimates,928,1990,5.762
estimates,928,1991,5.787
estimates,928,1992,5.786
estimates,928,1993,5.763
estimates,928,1994,5.728
estimates,928,1995,5.687
estimates,928,1996,5.741
estimates,928,1997,5.782
estimates,928,1998,5.812
estimates,928,1999,5.828
estimates,928,2000,5.833
estimates,928,2001,5.897
estimates,928,2002,5.947
estimates,928,2003,5.988
estimates,928,2004,6.026
estimates,928,2005,6.065
estimates,928,2006,6.186
estimates,928,2007,6.302
estimates,928,2008,6.412
estimates,928,2009,6.511
estimates,928,2010,6.598
estimates,928,2011,6.708
estimates,928,2012,6.802
estimates,928,2013,6.885
estimates,928,2014,6.963
estimates,928,2015,7.043
medium_variant,928,2015,7.043
medium_variant,928,2016,7.175
medium_variant,928,2017,7.299
medium_variant,928,2018,7.414
medium_variant,928,2019,7.522
medium_variant,928,2020,7.623
medium_variant,928,2021,7.772
medium_variant,928,2022,7.909
medium_variant,928,2023,8.036
medium_variant,928,2024,8.156
medium_variant,928,2025,8.271
medium_variant,928,2026,8.434
medium_variant,928,2027,8.588
medium_variant,928,2028,8.732
medium_variant,928,2029,8.866
medium_variant,928,2030,8.99
medium_variant,928,2031,9.158
medium_variant,928,2032,9.307
medium_variant,928,2033,9.455
medium_variant,928,2034,9.62
medium_variant,928,2035,9.814
medium_variant,928,2036,10.082
medium_variant,928,2037,10.361
medium_variant,928,2038,10.639
medium_variant,928,2039,10.9
medium_variant,928,2040,11.137
medium_variant,928,2041,11.405
medium_variant,928,2042,11.643
medium_variant,928,2043,11.858
medium_variant,928,2044,12.06
medium_variant,928,2045,12.252
medium_variant,928,2046,12.488
medium_variant,928,2047,12.707
medium_variant,928,2048,12.907
medium_variant,928,2049,13.082
medium_variant,928,2050,13.234
medium_variant,928,2051,13.421
medium_variant,928,2052,13.582
medium_variant,928,2053,13.726
medium_variant,928,2054,13.867
medium_variant,928,2055,14.014
medium_variant,928,2056,14.228
medium_variant,928,2057,14.437
medium_variant,928,2058,14.646
medium_variant,928,2059,14.862
medium_variant,928,2060,15.093
medium_variant,928,2061,15.404
medium_variant,928,2062,15.715
medium_variant,928,2063,16.025
medium_variant,928,2064,16.327
medium_variant,928,2065,16.619
medium_variant,928,2066,16.969
medium_variant,928,2067,17.3
medium_variant,928,2068,17.617
medium_variant,928,2069,17.927
medium_variant,928,2070,18.237
medium_variant,928,2071,18.611
medium_variant,928,2072,18.974
medium_variant,928,2073,19.322
medium_variant,928,2074,19.652
medium_variant,928,2075,19.961
medium_variant,928,2076,20.315
medium_variant,928,2077,20.643
medium_variant,928,2078,20.947
medium_variant,928,2079,21.234
medium_variant,928,2080,21.51
medium_variant,928,2081,21.838
medium_variant,928,2082,22.143
medium_variant,928,2083,22.432
medium_variant,928,2084,22.709
medium_variant,928,2085,22.979
medium_variant,928,2086,23.31
medium_variant,928,2087,23.625
medium_variant,928,2088,23.927
medium_variant,928,2089,24.22
medium_variant,928,2090,24.507
medium_variant,928,2091,24.86
medium_variant,928,2092,25.2
medium_variant,928,2093,25.529
medium_variant,928,2094,25.848
medium_variant,928,2095,26.162
medium_variant,928,2096,26.537
medium_variant,928,2097,26.898
medium_variant,928,2098,27.248
medium_variant,928,2099,27.588
medium_variant,928,2100,27.921
high_variant,928,2015,7.04252766713233
low_variant,928,2015,7.04252766713233
constant_fertility,928,2015,7.04252766713233
instant_replacement,928,2015,7.04252766713233
zero_migration,928,2015,7.04252766713233
constant_mortality,928,2015,7.04252766713233
no_change,928,2015,7.04252766713233
high_variant,928,2020,7.62315203008515
low_variant,928,2020,7.62315203008515
constant_fertility,928,2020,7.62315203008515
instant_replacement,928,2020,7.62315203008515
zero_migration,928,2020,7.58797626377418
constant_mortality,928,2020,7.56697461462154
no_change,928,2020,7.56697461462154
high_variant,928,2025,8.27140120279042
low_variant,928,2025,8.27140120279042
constant_fertility,928,2025,8.27140120279042
instant_replacement,928,2025,8.27140120279042
zero_migration,928,2025,8.20897157973693
constant_mortality,928,2025,8.10441511683325
no_change,928,2025,8.10441511683325
high_variant,928,2030,8.99027761945102
low_variant,928,2030,8.99027761945102
constant_fertility,928,2030,8.99027761945102
instant_replacement,928,2030,8.99027761945102
zero_migration,928,2030,8.90256162289255
constant_mortality,928,2030,8.65774317526408
no_change,928,2030,8.65774317526408
high_variant,928,2035,9.81423893203926
low_variant,928,2035,9.81423893203926
constant_fertility,928,2035,9.81423893203926
instant_replacement,928,2035,9.81423893203926
zero_migration,928,2035,9.71206812764181
constant_mortality,928,2035,9.25670303458634
no_change,928,2035,9.25670303458634
high_variant,928,2040,11.0124691524856
low_variant,928,2040,11.2648086769436
constant_fertility,928,2040,11.0166537613661
instant_replacement,928,2040,11.7659398571048
zero_migration,928,2040,11.0151087162682
constant_mortality,928,2040,10.2778353324415
no_change,928,2040,10.1657601377546
high_variant,928,2045,11.9055996877549
low_variant,928,2045,12.6197496143603
constant_fertility,928,2045,11.8818251171825
instant_replacement,928,2045,13.5523725935197
zero_migration,928,2045,12.125386619851
constant_mortality,928,2045,11.0404449867478
no_change,928,2045,10.7039162240394
high_variant,928,2050,12.5912609439957
