country,year,variant,freq,agebroad,totaldeaths
694,1950,estimates,5yearly,"Region, subregion, country or area *",Sierra Leone
694,1950,estimates,5yearly,0_4,202.676
694,1950,estimates,5yearly,5_9,17.911
694,1950,estimates,5yearly,10_14,9.525
694,1950,estimates,5yearly,15_19,9.881
694,1950,estimates,5yearly,20_24,12.255
694,1950,estimates,5yearly,25_29,11.719
694,1950,estimates,5yearly,30_34,10.466
694,1950,estimates,5yearly,35_39,9.802
694,1950,estimates,5yearly,40_44,9.262
694,1950,estimates,5yearly,45_49,9.026
694,1950,estimates,5yearly,50_54,9.473
694,1950,estimates,5yearly,55_59,10.654
694,1950,estimates,5yearly,60_64,12.239
694,1950,estimates,5yearly,65_69,13.052
694,1950,estimates,5yearly,70_74,11.935
694,1950,estimates,5yearly,75_79,8.574
694,1950,estimates,5yearly,80_84,4.238
694,1950,estimates,5yearly,85_89,0.949
694,1950,estimates,5yearly,90_94,0.109
694,1950,estimates,5yearly,95plus,0.006
694,1950,estimates,5yearly,0_14,230.112
694,1950,estimates,5yearly,0_19,239.993
694,1950,estimates,5yearly,0_24,252.248
694,1950,estimates,5yearly,5_14,27.436
694,1950,estimates,5yearly,15plus,143.64
694,1950,estimates,5yearly,15_24,22.136
694,1950,estimates,5yearly,15_49,72.411
694,1950,estimates,5yearly,15_59,92.538
694,1950,estimates,5yearly,15_64,104.777
694,1950,estimates,5yearly,20plus,133.759
694,1950,estimates,5yearly,20_64,94.896
694,1950,estimates,5yearly,20_69,107.948
694,1950,estimates,5yearly,25plus,121.504
694,1950,estimates,5yearly,25_69,95.693
694,1950,estimates,5yearly,40plus,89.517
694,1950,estimates,5yearly,50plus,71.229
694,1950,estimates,5yearly,60plus,51.102
694,1950,estimates,5yearly,65plus,38.863
694,1950,estimates,5yearly,70plus,25.811
694,1950,estimates,5yearly,80plus,5.302
694,1950,estimates,5yearly,90plus,0.115
694,1955,estimates,5yearly,"Region, subregion, country or area *",Sierra Leone
694,1955,estimates,5yearly,0_4,205.238
694,1955,estimates,5yearly,5_9,17.835
694,1955,estimates,5yearly,10_14,9.783
694,1955,estimates,5yearly,15_19,10.186
694,1955,estimates,5yearly,20_24,12.505
694,1955,estimates,5yearly,25_29,11.888
694,1955,estimates,5yearly,30_34,10.656
694,1955,estimates,5yearly,35_39,10.064
694,1955,estimates,5yearly,40_44,9.573
694,1955,estimates,5yearly,45_49,9.395
694,1955,estimates,5yearly,50_54,9.909
694,1955,estimates,5yearly,55_59,11.158
694,1955,estimates,5yearly,60_64,12.74
694,1955,estimates,5yearly,65_69,13.339
694,1955,estimates,5yearly,70_74,11.913
694,1955,estimates,5yearly,75_79,8.121
694,1955,estimates,5yearly,80_84,3.654
694,1955,estimates,5yearly,85_89,0.855
694,1955,estimates,5yearly,90_94,0.113
694,1955,estimates,5yearly,95plus,0.006
694,1955,estimates,5yearly,0_14,232.856
694,1955,estimates,5yearly,0_19,243.042
694,1955,estimates,5yearly,0_24,255.547
694,1955,estimates,5yearly,5_14,27.618
694,1955,estimates,5yearly,15plus,146.075
694,1955,estimates,5yearly,15_24,22.691
694,1955,estimates,5yearly,15_49,74.267
694,1955,estimates,5yearly,15_59,95.334
694,1955,estimates,5yearly,15_64,108.074
694,1955,estimates,5yearly,20plus,135.889
694,1955,estimates,5yearly,20_64,97.888
694,1955,estimates,5yearly,20_69,111.227
694,1955,estimates,5yearly,25plus,123.384
694,1955,estimates,5yearly,25_69,98.722
694,1955,estimates,5yearly,40plus,90.776
694,1955,estimates,5yearly,50plus,71.808
694,1955,estimates,5yearly,60plus,50.741
694,1955,estimates,5yearly,65plus,38.001
694,1955,estimates,5yearly,70plus,24.662
694,1955,estimates,5yearly,80plus,4.628
694,1955,estimates,5yearly,90plus,0.119
694,1960,estimates,5yearly,"Region, subregion, country or area *",Sierra Leone
694,1960,estimates,5yearly,0_4,216.324
694,1960,estimates,5yearly,5_9,18.027
694,1960,estimates,5yearly,10_14,9.868
694,1960,estimates,5yearly,15_19,10.479
694,1960,estimates,5yearly,20_24,12.885
694,1960,estimates,5yearly,25_29,12.129
694,1960,estimates,5yearly,30_34,10.818
694,1960,estimates,5yearly,35_39,10.26
694,1960,estimates,5yearly,40_44,9.847
694,1960,estimates,5yearly,45_49,9.733
694,1960,estimates,5yearly,50_54,10.342
694,1960,estimates,5yearly,55_59,11.706
694,1960,estimates,5yearly,60_64,13.401
694,1960,estimates,5yearly,65_69,14.01
694,1960,estimates,5yearly,70_74,12.374
694,1960,estimates,5yearly,75_79,8.329
694,1960,estimates,5yearly,80_84,3.632
694,1960,estimates,5yearly,85_89,0.806
694,1960,estimates,5yearly,90_94,0.106
694,1960,estimates,5yearly,95plus,0.007
694,1960,estimates,5yearly,0_14,244.219
694,1960,estimates,5yearly,0_19,254.698
694,1960,estimates,5yearly,0_24,267.583
694,1960,estimates,5yearly,5_14,27.895
694,1960,estimates,5yearly,15plus,150.864
694,1960,estimates,5yearly,15_24,23.364
694,1960,estimates,5yearly,15_49,76.151
694,1960,estimates,5yearly,15_59,98.199
694,1960,estimates,5yearly,15_64,111.6
694,1960,estimates,5yearly,20plus,140.385
694,1960,estimates,5yearly,20_64,101.121
694,1960,estimates,5yearly,20_69,115.131
694,1960,estimates,5yearly,25plus,127.5
694,1960,estimates,5yearly,25_69,102.246
694,1960,estimates,5yearly,40plus,94.293
694,1960,estimates,5yearly,50plus,74.713
694,1960,estimates,5yearly,60plus,52.665
694,1960,estimates,5yearly,65plus,39.264
694,1960,estimates,5yearly,70plus,25.254
694,1960,estimates,5yearly,80plus,4.551
694,1960,estimates,5yearly,90plus,0.113
694,1965,estimates,5yearly,"Region, subregion, country or area *",Sierra Leone
694,1965,estimates,5yearly,0_4,225.554
694,1965,estimates,5yearly,5_9,18.563
694,1965,estimates,5yearly,10_14,9.874
694,1965,estimates,5yearly,15_19,10.394
694,1965,estimates,5yearly,20_24,12.997
694,1965,estimates,5yearly,25_29,12.294
694,1965,estimates,5yearly,30_34,10.871
694,1965,estimates,5yearly,35_39,10.269
694,1965,estimates,5yearly,40_44,9.912
694,1965,estimates,5yearly,45_49,9.906
694,1965,estimates,5yearly,50_54,10.615
694,1965,estimates,5yearly,55_59,12.111
694,1965,estimates,5yearly,60_64,13.956
694,1965,estimates,5yearly,65_69,14.698
694,1965,estimates,5yearly,70_74,13.072
694,1965,estimates,5yearly,75_79,8.811
694,1965,estimates,5yearly,80_84,3.864
694,1965,estimates,5yearly,85_89,0.873
694,1965,estimates,5yearly,90_94,0.111
694,1965,estimates,5yearly,95plus,0.007
694,1965,estimates,5yearly,0_14,253.991
694,1965,estimates,5yearly,0_19,264.385
694,1965,estimates,5yearly,0_24,277.382
694,1965,estimates,5yearly,5_14,28.437
694,1965,estimates,5yearly,15plus,154.761
694,1965,estimates,5yearly,15_24,23.391
694,1965,estimates,5yearly,15_49,76.643
694,1965,estimates,5yearly,15_59,99.369
694,1965,estimates,5yearly,15_64,113.325
694,1965,estimates,5yearly,20plus,144.367
694,1965,estimates,5yearly,20_64,102.931
694,1965,estimates,5yearly,20_69,117.629
694,1965,estimates,5yearly,25plus,131.37
694,1965,estimates,5yearly,25_69,104.632
694,1965,estimates,5yearly,40plus,97.936
694,1965,estimates,5yearly,50plus,78.118
694,1965,estimates,5yearly,60plus,55.392
694,1965,estimates,5yearly,65plus,41.436
694,1965,estimates,5yearly,70plus,26.738
694,1965,estimates,5yearly,80plus,4.855
694,1965,estimates,5yearly,90plus,0.118
694,1970,estimates,5yearly,"Region, subregion, country or area *",Sierra Leone
