country,year,variant,freq,agebroad,totaldeaths
308,1950,estimates,5yearly,0_4,2.281
308,1950,estimates,5yearly,5_9,0.167
308,1950,estimates,5yearly,10_14,0.096
308,1950,estimates,5yearly,15_19,0.088
308,1950,estimates,5yearly,20_24,0.092
308,1950,estimates,5yearly,25_29,0.079
308,1950,estimates,5yearly,30_34,0.075
308,1950,estimates,5yearly,35_39,0.077
308,1950,estimates,5yearly,40_44,0.085
308,1950,estimates,5yearly,45_49,0.109
308,1950,estimates,5yearly,50_54,0.15
308,1950,estimates,5yearly,55_59,0.179
308,1950,estimates,5yearly,60_64,0.229
308,1950,estimates,5yearly,65_69,0.31
308,1950,estimates,5yearly,70_74,0.398
308,1950,estimates,5yearly,75_79,0.49
308,1950,estimates,5yearly,80_84,0.429
308,1950,estimates,5yearly,85_89,0.286
308,1950,estimates,5yearly,90_94,0.128
308,1950,estimates,5yearly,95plus,0.023
308,1950,estimates,5yearly,0_14,2.544
308,1950,estimates,5yearly,0_19,2.632
308,1950,estimates,5yearly,0_24,2.724
308,1950,estimates,5yearly,5_14,0.263
308,1950,estimates,5yearly,15plus,3.227
308,1950,estimates,5yearly,15_24,0.18
308,1950,estimates,5yearly,15_49,0.605
308,1950,estimates,5yearly,15_59,0.934
308,1950,estimates,5yearly,15_64,1.163
308,1950,estimates,5yearly,20plus,3.139
308,1950,estimates,5yearly,20_64,1.075
308,1950,estimates,5yearly,20_69,1.385
308,1950,estimates,5yearly,25plus,3.047
308,1950,estimates,5yearly,25_69,1.293
308,1950,estimates,5yearly,40plus,2.816
308,1950,estimates,5yearly,50plus,2.622
308,1950,estimates,5yearly,60plus,2.293
308,1950,estimates,5yearly,65plus,2.064
308,1950,estimates,5yearly,70plus,1.754
308,1950,estimates,5yearly,80plus,0.866
308,1950,estimates,5yearly,90plus,0.151
308,1955,estimates,5yearly,0_4,2.192
308,1955,estimates,5yearly,5_9,0.145
308,1955,estimates,5yearly,10_14,0.085
308,1955,estimates,5yearly,15_19,0.081
308,1955,estimates,5yearly,20_24,0.089
308,1955,estimates,5yearly,25_29,0.076
308,1955,estimates,5yearly,30_34,0.075
308,1955,estimates,5yearly,35_39,0.079
308,1955,estimates,5yearly,40_44,0.09
308,1955,estimates,5yearly,45_49,0.108
308,1955,estimates,5yearly,50_54,0.142
308,1955,estimates,5yearly,55_59,0.199
308,1955,estimates,5yearly,60_64,0.258
308,1955,estimates,5yearly,65_69,0.338
308,1955,estimates,5yearly,70_74,0.418
308,1955,estimates,5yearly,75_79,0.474
308,1955,estimates,5yearly,80_84,0.435
308,1955,estimates,5yearly,85_89,0.208
308,1955,estimates,5yearly,90_94,0.068
308,1955,estimates,5yearly,95plus,0.014
308,1955,estimates,5yearly,0_14,2.422
308,1955,estimates,5yearly,0_19,2.503
308,1955,estimates,5yearly,0_24,2.592
308,1955,estimates,5yearly,5_14,0.23
308,1955,estimates,5yearly,15plus,3.152
308,1955,estimates,5yearly,15_24,0.17
308,1955,estimates,5yearly,15_49,0.598
308,1955,estimates,5yearly,15_59,0.939
308,1955,estimates,5yearly,15_64,1.197
308,1955,estimates,5yearly,20plus,3.071
308,1955,estimates,5yearly,20_64,1.116
308,1955,estimates,5yearly,20_69,1.454
308,1955,estimates,5yearly,25plus,2.982
308,1955,estimates,5yearly,25_69,1.365
308,1955,estimates,5yearly,40plus,2.752
308,1955,estimates,5yearly,50plus,2.554
308,1955,estimates,5yearly,60plus,2.213
308,1955,estimates,5yearly,65plus,1.955
308,1955,estimates,5yearly,70plus,1.617
308,1955,estimates,5yearly,80plus,0.725
308,1955,estimates,5yearly,90plus,0.082
308,1960,estimates,5yearly,0_4,1.77
308,1960,estimates,5yearly,5_9,0.137
308,1960,estimates,5yearly,10_14,0.081
308,1960,estimates,5yearly,15_19,0.074
308,1960,estimates,5yearly,20_24,0.079
308,1960,estimates,5yearly,25_29,0.073
308,1960,estimates,5yearly,30_34,0.072
308,1960,estimates,5yearly,35_39,0.08
308,1960,estimates,5yearly,40_44,0.091
308,1960,estimates,5yearly,45_49,0.114
308,1960,estimates,5yearly,50_54,0.145
308,1960,estimates,5yearly,55_59,0.196
308,1960,estimates,5yearly,60_64,0.282
308,1960,estimates,5yearly,65_69,0.359
308,1960,estimates,5yearly,70_74,0.446
308,1960,estimates,5yearly,75_79,0.496
308,1960,estimates,5yearly,80_84,0.418
308,1960,estimates,5yearly,85_89,0.219
308,1960,estimates,5yearly,90_94,0.061
308,1960,estimates,5yearly,95plus,0.009
308,1960,estimates,5yearly,0_14,1.988
308,1960,estimates,5yearly,0_19,2.062
308,1960,estimates,5yearly,0_24,2.141
308,1960,estimates,5yearly,5_14,0.218
308,1960,estimates,5yearly,15plus,3.214
