country,year,variant,freq,agebroad,totaldeaths
703,1950,estimates,5yearly,0_4,42.272
703,1950,estimates,5yearly,5_9,1.335
703,1950,estimates,5yearly,10_14,1.108
703,1950,estimates,5yearly,15_19,2.042
703,1950,estimates,5yearly,20_24,2.898
703,1950,estimates,5yearly,25_29,3.2
703,1950,estimates,5yearly,30_34,2.767
703,1950,estimates,5yearly,35_39,2.924
703,1950,estimates,5yearly,40_44,4.527
703,1950,estimates,5yearly,45_49,6.383
703,1950,estimates,5yearly,50_54,8.605
703,1950,estimates,5yearly,55_59,10.114
703,1950,estimates,5yearly,60_64,12.059
703,1950,estimates,5yearly,65_69,15.442
703,1950,estimates,5yearly,70_74,18.868
703,1950,estimates,5yearly,75_79,20.376
703,1950,estimates,5yearly,80_84,16.571
703,1950,estimates,5yearly,85_89,8.769
703,1950,estimates,5yearly,90_94,2.803
703,1950,estimates,5yearly,95plus,0.523
703,1950,estimates,5yearly,0_14,44.715
703,1950,estimates,5yearly,0_19,46.757
703,1950,estimates,5yearly,0_24,49.655
703,1950,estimates,5yearly,5_14,2.443
703,1950,estimates,5yearly,15plus,138.871
703,1950,estimates,5yearly,15_24,4.94
703,1950,estimates,5yearly,15_49,24.741
703,1950,estimates,5yearly,15_59,43.46
703,1950,estimates,5yearly,15_64,55.519
703,1950,estimates,5yearly,20plus,136.829
703,1950,estimates,5yearly,20_64,53.477
703,1950,estimates,5yearly,20_69,68.919
703,1950,estimates,5yearly,25plus,133.931
703,1950,estimates,5yearly,25_69,66.021
703,1950,estimates,5yearly,40plus,125.04
703,1950,estimates,5yearly,50plus,114.13
703,1950,estimates,5yearly,60plus,95.411
703,1950,estimates,5yearly,65plus,83.352
703,1950,estimates,5yearly,70plus,67.91
703,1950,estimates,5yearly,80plus,28.666
703,1950,estimates,5yearly,90plus,3.326
703,1955,estimates,5yearly,0_4,21.988
703,1955,estimates,5yearly,5_9,1.103
703,1955,estimates,5yearly,10_14,0.923
703,1955,estimates,5yearly,15_19,1.382
703,1955,estimates,5yearly,20_24,1.915
703,1955,estimates,5yearly,25_29,2.22
703,1955,estimates,5yearly,30_34,2.615
703,1955,estimates,5yearly,35_39,2.555
703,1955,estimates,5yearly,40_44,3.18
703,1955,estimates,5yearly,45_49,5.646
703,1955,estimates,5yearly,50_54,8.415
703,1955,estimates,5yearly,55_59,11.801
703,1955,estimates,5yearly,60_64,14.199
703,1955,estimates,5yearly,65_69,16.628
703,1955,estimates,5yearly,70_74,20.045
703,1955,estimates,5yearly,75_79,21.062
703,1955,estimates,5yearly,80_84,18.087
