country,year,variant,freq,agebroad,totaldeaths
148,1950,estimates,5yearly,0_4,183.859
148,1950,estimates,5yearly,5_9,17.301
148,1950,estimates,5yearly,10_14,11.538
148,1950,estimates,5yearly,15_19,9.166
148,1950,estimates,5yearly,20_24,10.395
148,1950,estimates,5yearly,25_29,10.645
148,1950,estimates,5yearly,30_34,10.471
148,1950,estimates,5yearly,35_39,10.466
148,1950,estimates,5yearly,40_44,10.438
148,1950,estimates,5yearly,45_49,10.476
148,1950,estimates,5yearly,50_54,11.082
148,1950,estimates,5yearly,55_59,11.89
148,1950,estimates,5yearly,60_64,13.186
148,1950,estimates,5yearly,65_69,15.177
148,1950,estimates,5yearly,70_74,15.493
148,1950,estimates,5yearly,75_79,12.735
148,1950,estimates,5yearly,80_84,7.439
148,1950,estimates,5yearly,85_89,2.766
148,1950,estimates,5yearly,90_94,0.666
148,1950,estimates,5yearly,95plus,0.092
148,1950,estimates,5yearly,0_14,212.698
148,1950,estimates,5yearly,0_19,221.864
148,1950,estimates,5yearly,0_24,232.259
148,1950,estimates,5yearly,5_14,28.839
148,1950,estimates,5yearly,15plus,162.583
148,1950,estimates,5yearly,15_24,19.561
148,1950,estimates,5yearly,15_49,72.057
148,1950,estimates,5yearly,15_59,95.029
148,1950,estimates,5yearly,15_64,108.215
148,1950,estimates,5yearly,20plus,153.417
148,1950,estimates,5yearly,20_64,99.049
148,1950,estimates,5yearly,20_69,114.226
148,1950,estimates,5yearly,25plus,143.022
148,1950,estimates,5yearly,25_69,103.831
148,1950,estimates,5yearly,40plus,111.44
148,1950,estimates,5yearly,50plus,90.526
148,1950,estimates,5yearly,60plus,67.554
148,1950,estimates,5yearly,65plus,54.368
148,1950,estimates,5yearly,70plus,39.191
148,1950,estimates,5yearly,80plus,10.963
148,1950,estimates,5yearly,90plus,0.758
148,1955,estimates,5yearly,0_4,195.389
148,1955,estimates,5yearly,5_9,19.008
148,1955,estimates,5yearly,10_14,11.877
148,1955,estimates,5yearly,15_19,9.463
148,1955,estimates,5yearly,20_24,10.703
148,1955,estimates,5yearly,25_29,10.816
148,1955,estimates,5yearly,30_34,10.629
148,1955,estimates,5yearly,35_39,10.729
148,1955,estimates,5yearly,40_44,10.681
148,1955,estimates,5yearly,45_49,10.637
148,1955,estimates,5yearly,50_54,11.165
148,1955,estimates,5yearly,55_59,12.46
148,1955,estimates,5yearly,60_64,13.568
148,1955,estimates,5yearly,65_69,14.689
148,1955,estimates,5yearly,70_74,15.31
148,1955,estimates,5yearly,75_79,12.809
148,1955,estimates,5yearly,80_84,7.871
148,1955,estimates,5yearly,85_89,3.026
148,1955,estimates,5yearly,90_94,0.665
148,1955,estimates,5yearly,95plus,0.091
148,1955,estimates,5yearly,0_14,226.274
148,1955,estimates,5yearly,0_19,235.737
148,1955,estimates,5yearly,0_24,246.44
148,1955,estimates,5yearly,5_14,30.885
148,1955,estimates,5yearly,15plus,165.312
148,1955,estimates,5yearly,15_24,20.166
148,1955,estimates,5yearly,15_49,73.658
148,1955,estimates,5yearly,15_59,97.283
148,1955,estimates,5yearly,15_64,110.851
148,1955,estimates,5yearly,20plus,155.849
148,1955,estimates,5yearly,20_64,101.388
148,1955,estimates,5yearly,20_69,116.077
148,1955,estimates,5yearly,25plus,145.146
