country,year,variant,freq,agebroad,totaldeaths
458,1950,estimates,5yearly,"Region, subregion, country or area *",Malaysia
458,1950,estimates,5yearly,0_4,191.636
458,1950,estimates,5yearly,5_9,9.614
458,1950,estimates,5yearly,10_14,7.309
458,1950,estimates,5yearly,15_19,9.344
458,1950,estimates,5yearly,20_24,11.251
458,1950,estimates,5yearly,25_29,10.813
458,1950,estimates,5yearly,30_34,10.329
458,1950,estimates,5yearly,35_39,10.985
458,1950,estimates,5yearly,40_44,12.725
458,1950,estimates,5yearly,45_49,14.154
458,1950,estimates,5yearly,50_54,15.354
458,1950,estimates,5yearly,55_59,17.142
458,1950,estimates,5yearly,60_64,20.609
458,1950,estimates,5yearly,65_69,26.418
458,1950,estimates,5yearly,70_74,32.929
458,1950,estimates,5yearly,75_79,34.637
458,1950,estimates,5yearly,80_84,24.029
458,1950,estimates,5yearly,85_89,11.767
458,1950,estimates,5yearly,90_94,4.296
458,1950,estimates,5yearly,95plus,1.052
458,1950,estimates,5yearly,0_14,208.559
458,1950,estimates,5yearly,0_19,217.903
458,1950,estimates,5yearly,0_24,229.154
458,1950,estimates,5yearly,5_14,16.923
458,1950,estimates,5yearly,15plus,267.834
458,1950,estimates,5yearly,15_24,20.595
458,1950,estimates,5yearly,15_49,79.601
458,1950,estimates,5yearly,15_59,112.097
458,1950,estimates,5yearly,15_64,132.706
458,1950,estimates,5yearly,20plus,258.49
458,1950,estimates,5yearly,20_64,123.362
458,1950,estimates,5yearly,20_69,149.78
458,1950,estimates,5yearly,25plus,247.239
458,1950,estimates,5yearly,25_69,138.529
458,1950,estimates,5yearly,40plus,215.112
458,1950,estimates,5yearly,50plus,188.233
458,1950,estimates,5yearly,60plus,155.737
458,1950,estimates,5yearly,65plus,135.128
458,1950,estimates,5yearly,70plus,108.71
458,1950,estimates,5yearly,80plus,41.144
458,1950,estimates,5yearly,90plus,5.348
458,1955,estimates,5yearly,"Region, subregion, country or area *",Malaysia
458,1955,estimates,5yearly,0_4,174.849
458,1955,estimates,5yearly,5_9,10.352
458,1955,estimates,5yearly,10_14,7.19
458,1955,estimates,5yearly,15_19,8.907
458,1955,estimates,5yearly,20_24,11.032
458,1955,estimates,5yearly,25_29,10.211
458,1955,estimates,5yearly,30_34,9.774
458,1955,estimates,5yearly,35_39,10.49
458,1955,estimates,5yearly,40_44,12.039
458,1955,estimates,5yearly,45_49,14.734
458,1955,estimates,5yearly,50_54,16.906
458,1955,estimates,5yearly,55_59,18.512
458,1955,estimates,5yearly,60_64,20.412
458,1955,estimates,5yearly,65_69,23.2
458,1955,estimates,5yearly,70_74,28.036
458,1955,estimates,5yearly,75_79,31.474
458,1955,estimates,5yearly,80_84,26.477
458,1955,estimates,5yearly,85_89,12.857
458,1955,estimates,5yearly,90_94,3.933
458,1955,estimates,5yearly,95plus,0.834
458,1955,estimates,5yearly,0_14,192.391
