country,year,variant,freq,agebroad,totaldeaths
262,1950,estimates,5yearly,0_4,3.702
262,1950,estimates,5yearly,5_9,0.472
262,1950,estimates,5yearly,10_14,0.255
262,1950,estimates,5yearly,15_19,0.214
262,1950,estimates,5yearly,20_24,0.231
262,1950,estimates,5yearly,25_29,0.221
262,1950,estimates,5yearly,30_34,0.202
262,1950,estimates,5yearly,35_39,0.19
262,1950,estimates,5yearly,40_44,0.178
262,1950,estimates,5yearly,45_49,0.167
262,1950,estimates,5yearly,50_54,0.164
262,1950,estimates,5yearly,55_59,0.169
262,1950,estimates,5yearly,60_64,0.176
262,1950,estimates,5yearly,65_69,0.178
262,1950,estimates,5yearly,70_74,0.162
262,1950,estimates,5yearly,75_79,0.121
262,1950,estimates,5yearly,80_84,0.066
262,1950,estimates,5yearly,85_89,0.024
262,1950,estimates,5yearly,90_94,0.005
262,1950,estimates,5yearly,95plus,0
262,1950,estimates,5yearly,0_14,4.429
262,1950,estimates,5yearly,0_19,4.643
262,1950,estimates,5yearly,0_24,4.874
262,1950,estimates,5yearly,5_14,0.727
262,1950,estimates,5yearly,15plus,2.468
262,1950,estimates,5yearly,15_24,0.445
262,1950,estimates,5yearly,15_49,1.403
262,1950,estimates,5yearly,15_59,1.736
262,1950,estimates,5yearly,15_64,1.912
262,1950,estimates,5yearly,20plus,2.254
262,1950,estimates,5yearly,20_64,1.698
262,1950,estimates,5yearly,20_69,1.876
262,1950,estimates,5yearly,25plus,2.023
262,1950,estimates,5yearly,25_69,1.645
262,1950,estimates,5yearly,40plus,1.41
262,1950,estimates,5yearly,50plus,1.065
262,1950,estimates,5yearly,60plus,0.732
262,1950,estimates,5yearly,65plus,0.556
262,1950,estimates,5yearly,70plus,0.378
262,1950,estimates,5yearly,80plus,0.095
262,1950,estimates,5yearly,90plus,0.005
262,1955,estimates,5yearly,0_4,3.87
262,1955,estimates,5yearly,5_9,0.448
262,1955,estimates,5yearly,10_14,0.28
262,1955,estimates,5yearly,15_19,0.232
262,1955,estimates,5yearly,20_24,0.251
262,1955,estimates,5yearly,25_29,0.24
262,1955,estimates,5yearly,30_34,0.22
262,1955,estimates,5yearly,35_39,0.207
262,1955,estimates,5yearly,40_44,0.194
262,1955,estimates,5yearly,45_49,0.184
262,1955,estimates,5yearly,50_54,0.181
262,1955,estimates,5yearly,55_59,0.188
262,1955,estimates,5yearly,60_64,0.198
262,1955,estimates,5yearly,65_69,0.203
262,1955,estimates,5yearly,70_74,0.189
262,1955,estimates,5yearly,75_79,0.146
262,1955,estimates,5yearly,80_84,0.083
262,1955,estimates,5yearly,85_89,0.03
262,1955,estimates,5yearly,90_94,0.006
262,1955,estimates,5yearly,95plus,0
262,1955,estimates,5yearly,0_14,4.598
262,1955,estimates,5yearly,0_19,4.83
262,1955,estimates,5yearly,0_24,5.081
262,1955,estimates,5yearly,5_14,0.728
262,1955,estimates,5yearly,15plus,2.752
262,1955,estimates,5yearly,15_24,0.483
262,1955,estimates,5yearly,15_49,1.528
262,1955,estimates,5yearly,15_59,1.897
262,1955,estimates,5yearly,15_64,2.095
262,1955,estimates,5yearly,20plus,2.52
262,1955,estimates,5yearly,20_64,1.863
262,1955,estimates,5yearly,20_69,2.066
262,1955,estimates,5yearly,25plus,2.269
262,1955,estimates,5yearly,25_69,1.815
262,1955,estimates,5yearly,40plus,1.602
262,1955,estimates,5yearly,50plus,1.224
262,1955,estimates,5yearly,60plus,0.855
262,1955,estimates,5yearly,65plus,0.657
262,1955,estimates,5yearly,70plus,0.454
262,1955,estimates,5yearly,80plus,0.119
262,1955,estimates,5yearly,90plus,0.006
262,1960,estimates,5yearly,0_4,4.699
262,1960,estimates,5yearly,5_9,0.464
262,1960,estimates,5yearly,10_14,0.282
262,1960,estimates,5yearly,15_19,0.267
262,1960,estimates,5yearly,20_24,0.285
262,1960,estimates,5yearly,25_29,0.271
262,1960,estimates,5yearly,30_34,0.248
262,1960,estimates,5yearly,35_39,0.233
262,1960,estimates,5yearly,40_44,0.22
262,1960,estimates,5yearly,45_49,0.209
262,1960,estimates,5yearly,50_54,0.208
262,1960,estimates,5yearly,55_59,0.216
262,1960,estimates,5yearly,60_64,0.23
262,1960,estimates,5yearly,65_69,0.239
262,1960,estimates,5yearly,70_74,0.226
262,1960,estimates,5yearly,75_79,0.18
262,1960,estimates,5yearly,80_84,0.106
262,1960,estimates,5yearly,85_89,0.04
262,1960,estimates,5yearly,90_94,0.008
262,1960,estimates,5yearly,95plus,0
262,1960,estimates,5yearly,0_14,5.445
262,1960,estimates,5yearly,0_19,5.712
262,1960,estimates,5yearly,0_24,5.997
262,1960,estimates,5yearly,5_14,0.746
262,1960,estimates,5yearly,15plus,3.186
262,1960,estimates,5yearly,15_24,0.552
262,1960,estimates,5yearly,15_49,1.733
262,1960,estimates,5yearly,15_59,2.157
262,1960,estimates,5yearly,15_64,2.387
262,1960,estimates,5yearly,20plus,2.919
262,1960,estimates,5yearly,20_64,2.12
262,1960,estimates,5yearly,20_69,2.359
262,1960,estimates,5yearly,25plus,2.634
262,1960,estimates,5yearly,25_69,2.074
262,1960,estimates,5yearly,40plus,1.882
262,1960,estimates,5yearly,50plus,1.453
262,1960,estimates,5yearly,60plus,1.029
262,1960,estimates,5yearly,65plus,0.799
262,1960,estimates,5yearly,70plus,0.56
262,1960,estimates,5yearly,80plus,0.154
262,1960,estimates,5yearly,90plus,0.008
262,1965,estimates,5yearly,0_4,6.087
262,1965,estimates,5yearly,5_9,0.616
262,1965,estimates,5yearly,10_14,0.331
262,1965,estimates,5yearly,15_19,0.313
262,1965,estimates,5yearly,20_24,0.369
262,1965,estimates,5yearly,25_29,0.344
262,1965,estimates,5yearly,30_34,0.313
262,1965,estimates,5yearly,35_39,0.294
262,1965,estimates,5yearly,40_44,0.279
262,1965,estimates,5yearly,45_49,0.267
262,1965,estimates,5yearly,50_54,0.267
262,1965,estimates,5yearly,55_59,0.279
262,1965,estimates,5yearly,60_64,0.299
262,1965,estimates,5yearly,65_69,0.315
262,1965,estimates,5yearly,70_74,0.303
262,1965,estimates,5yearly,75_79,0.246
262,1965,estimates,5yearly,80_84,0.151
262,1965,estimates,5yearly,85_89,0.059
262,1965,estimates,5yearly,90_94,0.013
262,1965,estimates,5yearly,95plus,0.001
262,1965,estimates,5yearly,0_14,7.034
262,1965,estimates,5yearly,0_19,7.347
262,1965,estimates,5yearly,0_24,7.716
262,1965,estimates,5yearly,5_14,0.947
262,1965,estimates,5yearly,15plus,4.112
262,1965,estimates,5yearly,15_24,0.682
262,1965,estimates,5yearly,15_49,2.179
262,1965,estimates,5yearly,15_59,2.725
262,1965,estimates,5yearly,15_64,3.024
262,1965,estimates,5yearly,20plus,3.799
