global,year,variant,gender,freq,agebroad,percentagetotaldeaths
900,2015,no_change,female,5yearly,70plus,51.7542201376577
900,2015,no_change,male,5yearly,70plus,41.0863142378959
900,2015,zero_migration,female,5yearly,70plus,53.7525905396754
900,2015,zero_migration,male,5yearly,70plus,42.4870424554202
900,2015,constant_fertility,female,5yearly,80plus,32.769418194598
900,2015,constant_fertility,male,5yearly,80plus,21.2796462517959
900,2015,constant_mortality,female,5yearly,80plus,31.6386170597406
900,2015,constant_mortality,male,5yearly,80plus,20.6435331762357
900,2015,high_variant,female,5yearly,80plus,32.7389016506035
900,2015,high_variant,male,5yearly,80plus,21.2604180986817
900,2015,instant_replacement,female,5yearly,80plus,33.7876008927527
900,2015,instant_replacement,male,5yearly,80plus,21.9668442012138
900,2015,low_variant,female,5yearly,80plus,33.1699857853151
900,2015,low_variant,male,5yearly,80plus,21.5511431351681
900,2015,medium_variant,female,5yearly,80plus,32.9529265161222
900,2015,medium_variant,male,5yearly,80plus,21.4047137378625
900,2015,momentum,female,5yearly,80plus,32.4621540286626
900,2015,momentum,male,5yearly,80plus,21.1933692956741
900,2015,no_change,female,5yearly,80plus,31.4465202693523
900,2015,no_change,male,5yearly,80plus,20.5132252093767
900,2015,zero_migration,female,5yearly,80plus,32.9418517564301
900,2015,zero_migration,male,5yearly,80plus,21.39604376484
900,2015,constant_fertility,female,5yearly,90plus,10.071841306912
900,2015,constant_fertility,male,5yearly,90plus,4.60153092167885
900,2015,constant_mortality,female,5yearly,90plus,9.57765245145194
900,2015,constant_mortality,male,5yearly,90plus,4.38393369301493
900,2015,high_variant,female,5yearly,90plus,10.062462572256
900,2015,high_variant,male,5yearly,90plus,4.59737345428936
900,2015,instant_replacement,female,5yearly,90plus,10.3847800654613
900,2015,instant_replacement,male,5yearly,90plus,4.75012802646829
900,2015,low_variant,female,5yearly,90plus,10.1949563554067
900,2015,low_variant,male,5yearly,90plus,4.66023767974643
900,2015,medium_variant,female,5yearly,90plus,10.1282405461181
900,2015,medium_variant,male,5yearly,90plus,4.6285776405715
900,2015,momentum,female,5yearly,90plus,9.82745261550863
900,2015,momentum,male,5yearly,90plus,4.50080764978848
900,2015,no_change,female,5yearly,90plus,9.51950091105205
900,2015,no_change,male,5yearly,90plus,4.35626071129479
900,2015,zero_migration,female,5yearly,90plus,10.125331023934
900,2015,zero_migration,male,5yearly,90plus,4.62679269832613
900,2020,constant_fertility,female,5yearly,0_4,9.48125543839913
900,2020,constant_fertility,male,5yearly,0_4,9.83909862063097
900,2020,constant_mortality,female,5yearly,0_4,10.2630076688391
900,2020,constant_mortality,male,5yearly,0_4,10.4206595096655
900,2020,high_variant,female,5yearly,0_4,9.42647895508583
900,2020,high_variant,male,5yearly,0_4,9.76707149639071
900,2020,instant_replacement,female,5yearly,0_4,6.19471475168319
900,2020,instant_replacement,male,5yearly,0_4,6.40406576796073
900,2020,low_variant,female,5yearly,0_4,7.59055771242169
900,2020,low_variant,male,5yearly,0_4,7.87002820988262
900,2020,medium_variant,female,5yearly,0_4,8.51810743168937
900,2020,medium_variant,male,5yearly,0_4,8.82882136514208
900,2020,momentum,female,5yearly,0_4,7.75334648840113
900,2020,momentum,male,5yearly,0_4,7.87481221511567
900,2020,no_change,female,5yearly,0_4,11.3971304579721
900,2020,no_change,male,5yearly,0_4,11.5883352469489
900,2020,zero_migration,female,5yearly,0_4,8.54808326095279
900,2020,zero_migration,male,5yearly,0_4,8.85862328775043
900,2020,constant_fertility,female,5yearly,0_14,11.1280740063672
900,2020,constant_fertility,male,5yearly,0_14,11.5724856448455
900,2020,constant_mortality,female,5yearly,0_14,12.2614163725109
900,2020,constant_mortality,male,5yearly,0_14,12.4266449419505
900,2020,high_variant,female,5yearly,0_14,11.0742852071855
900,2020,high_variant,male,5yearly,0_14,11.5018495634595
900,2020,instant_replacement,female,5yearly,0_14,7.72066271652472
900,2020,instant_replacement,male,5yearly,0_14,8.01780560211946
900,2020,low_variant,female,5yearly,0_14,9.21725730261075
900,2020,low_variant,male,5yearly,0_14,9.58473558294806
900,2020,medium_variant,female,5yearly,0_14,10.1554791653175
900,2020,medium_variant,male,5yearly,0_14,10.5536947811781
900,2020,momentum,female,5yearly,0_14,9.6324416649186
900,2020,momentum,male,5yearly,0_14,9.76844421235797
900,2020,no_change,female,5yearly,0_14,13.402095315697
900,2020,no_change,male,5yearly,0_14,13.5992987020897
900,2020,zero_migration,female,5yearly,0_14,10.1864319253521
900,2020,zero_migration,male,5yearly,0_14,10.583993858786
900,2020,constant_fertility,female,5yearly,0_19,12.0216378900996
900,2020,constant_fertility,male,5yearly,0_19,12.656986590537
900,2020,constant_mortality,female,5yearly,0_19,13.3268707753066
900,2020,constant_mortality,male,5yearly,0_19,13.6454708864821
900,2020,high_variant,female,5yearly,0_19,11.9683905274373
900,2020,high_variant,male,5yearly,0_19,12.5872165157878
900,2020,instant_replacement,female,5yearly,0_19,8.64848581917548
900,2020,instant_replacement,male,5yearly,0_19,9.1458967344684
900,2020,low_variant,female,5yearly,0_19,10.1300365989271
900,2020,low_variant,male,5yearly,0_19,10.6936137815995
900,2020,medium_variant,female,5yearly,0_19,11.0588245866714
900,2020,medium_variant,male,5yearly,0_19,11.6506897411098
900,2020,momentum,female,5yearly,0_19,10.731766547144
900,2020,momentum,male,5yearly,0_19,11.025499876393
900,2020,no_change,female,5yearly,0_19,14.4536981031987
900,2020,no_change,male,5yearly,0_19,14.8018063297738
900,2020,zero_migration,female,5yearly,0_19,11.0910493940497
900,2020,zero_migration,male,5yearly,0_19,11.6816670636976
900,2020,constant_fertility,female,5yearly,0_24,13.1467762609852
900,2020,constant_fertility,male,5yearly,0_24,14.1471444851575
900,2020,constant_mortality,female,5yearly,0_24,14.6491943903804
900,2020,constant_mortality,male,5yearly,0_24,15.2878509265988
900,2020,high_variant,female,5yearly,0_24,13.0942104750107
900,2020,high_variant,male,5yearly,0_24,14.0785669414
900,2020,instant_replacement,female,5yearly,0_24,9.81676036301772
900,2020,instant_replacement,male,5yearly,0_24,10.6959568641471
900,2020,low_variant,female,5yearly,0_24,11.27936894673
900,2020,low_variant,male,5yearly,0_24,12.2172736673079
900,2020,medium_variant,female,5yearly,0_24,12.1962778722398
900,2020,medium_variant,male,5yearly,0_24,13.1580192262547
900,2020,momentum,female,5yearly,0_24,12.0975714999587
900,2020,momentum,male,5yearly,0_24,12.7201091567866
900,2020,no_change,female,5yearly,0_24,15.758831379428
900,2020,no_change,male,5yearly,0_24,16.4221951518977
900,2020,zero_migration,female,5yearly,0_24,12.2312001345138
900,2020,zero_migration,male,5yearly,0_24,13.1899917105252
900,2020,constant_fertility,female,5yearly,5_14,1.64681856796804
900,2020,constant_fertility,male,5yearly,5_14,1.73338702421456
900,2020,constant_mortality,female,5yearly,5_14,1.9984087036719
900,2020,constant_mortality,male,5yearly,5_14,2.00598543228504
900,2020,high_variant,female,5yearly,5_14,1.64780625209971
900,2020,high_variant,male,5yearly,5_14,1.73477806706876
900,2020,instant_replacement,female,5yearly,5_14,1.52594796484153
900,2020,instant_replacement,male,5yearly,5_14,1.61373983415873
900,2020,low_variant,female,5yearly,5_14,1.62669959018906
900,2020,low_variant,male,5yearly,5_14,1.71470737306544
900,2020,medium_variant,female,5yearly,5_14,1.63737173362809
900,2020,medium_variant,male,5yearly,5_14,1.72487341603606
900,2020,momentum,female,5yearly,5_14,1.87909517651746
900,2020,momentum,male,5yearly,5_14,1.8936319972423
900,2020,no_change,female,5yearly,5_14,2.00496485772486
900,2020,no_change,male,5yearly,5_14,2.01096345514077
900,2020,zero_migration,female,5yearly,5_14,1.63834866439931
900,2020,zero_migration,male,5yearly,5_14,1.72537057103552
900,2020,constant_fertility,female,5yearly,15plus,88.8719259936328
900,2020,constant_fertility,male,5yearly,15plus,88.4275143551545
900,2020,constant_mortality,female,5yearly,15plus,87.738583627489
900,2020,constant_mortality,male,5yearly,15plus,87.5733550580495
900,2020,high_variant,female,5yearly,15plus,88.9257147928145
900,2020,high_variant,male,5yearly,15plus,88.4981504365405
900,2020,instant_replacement,female,5yearly,15plus,92.2793372834753
900,2020,instant_replacement,male,5yearly,15plus,91.9821943978806
900,2020,low_variant,female,5yearly,15plus,90.7827426973893
900,2020,low_variant,male,5yearly,15plus,90.415264417052
900,2020,medium_variant,female,5yearly,15plus,89.8445208346826
900,2020,medium_variant,male,5yearly,15plus,89.4463052188219
900,2020,momentum,female,5yearly,15plus,90.3675583350814
900,2020,momentum,male,5yearly,15plus,90.2315557876421
900,2020,no_change,female,5yearly,15plus,86.5979046843031
900,2020,no_change,male,5yearly,15plus,86.4007012979104
900,2020,zero_migration,female,5yearly,15plus,89.8135680746479
900,2020,zero_migration,male,5yearly,15plus,89.4160061412141
900,2020,constant_fertility,female,5yearly,15_24,2.01870225461804
900,2020,constant_fertility,male,5yearly,15_24,2.57465884031194
900,2020,constant_mortality,female,5yearly,15_24,2.3877780178695
900,2020,constant_mortality,male,5yearly,15_24,2.86120598464827
900,2020,high_variant,female,5yearly,15_24,2.01992526782513
900,2020,high_variant,male,5yearly,15_24,2.57671737794051
900,2020,instant_replacement,female,5yearly,15_24,2.096097646493
900,2020,instant_replacement,male,5yearly,15_24,2.67815126202768
900,2020,low_variant,female,5yearly,15_24,2.06211164411926
900,2020,low_variant,male,5yearly,15_24,2.63253808435984
900,2020,medium_variant,female,5yearly,15_24,2.04079870692229
900,2020,medium_variant,male,5yearly,15_24,2.60432444507658
900,2020,momentum,female,5yearly,15_24,2.46512983504006
900,2020,momentum,male,5yearly,15_24,2.95166494442867
900,2020,no_change,female,5yearly,15_24,2.35673606373105
900,2020,no_change,male,5yearly,15_24,2.82289644980807
900,2020,zero_migration,female,5yearly,15_24,2.04476820916168
900,2020,zero_migration,male,5yearly,15_24,2.6059978517392
900,2020,constant_fertility,female,5yearly,15_49,10.6140546091206
900,2020,constant_fertility,male,5yearly,15_49,14.6592028777433
900,2020,constant_mortality,female,5yearly,15_49,11.9291969230303
900,2020,constant_mortality,male,5yearly,15_49,15.8491186250588
900,2020,high_variant,female,5yearly,15_49,10.6204805767785
900,2020,high_variant,male,5yearly,15_49,14.6709167118135
900,2020,instant_replacement,female,5yearly,15_49,11.020995884996
900,2020,instant_replacement,male,5yearly,15_49,15.2484674550573
900,2020,low_variant,female,5yearly,15_49,10.8422820992101
900,2020,low_variant,male,5yearly,15_49,14.9887481602587
900,2020,medium_variant,female,5yearly,15_49,10.7302199088676
900,2020,medium_variant,male,5yearly,15_49,14.8281126929467
900,2020,momentum,female,5yearly,15_49,12.3046992197108
900,2020,momentum,male,5yearly,15_49,16.34632747491
900,2020,no_change,female,5yearly,15_49,11.7741023316822
900,2020,no_change,male,5yearly,15_49,15.6368903110867
900,2020,zero_migration,female,5yearly,15_49,10.7414457938007
900,2020,zero_migration,male,5yearly,15_49,14.8362443225475
900,2020,constant_fertility,female,5yearly,15_59,18.2953604049855
900,2020,constant_fertility,male,5yearly,15_59,25.3887005063668
900,2020,constant_mortality,female,5yearly,15_59,19.7776653375092
900,2020,constant_mortality,male,5yearly,15_59,26.6838888474746
900,2020,high_variant,female,5yearly,15_59,18.3064361805009
900,2020,high_variant,male,5yearly,15_59,25.4089809173653
900,2020,instant_replacement,female,5yearly,15_59,18.9968151458737
900,2020,instant_replacement,male,5yearly,15_59,26.4092735823487
900,2020,low_variant,female,5yearly,15_59,18.6887481322274
900,2020,low_variant,male,5yearly,15_59,25.9594334417957
900,2020,medium_variant,female,5yearly,15_59,18.4955916464836
900,2020,medium_variant,male,5yearly,15_59,25.681222705931
900,2020,momentum,female,5yearly,15_59,20.3898290513625
900,2020,momentum,male,5yearly,15_59,27.5113312332802
900,2020,no_change,female,5yearly,15_59,19.5205326523476
900,2020,no_change,male,5yearly,15_59,26.326578833994
900,2020,zero_migration,female,5yearly,15_59,18.5060508863344
900,2020,zero_migration,male,5yearly,15_59,25.687756072174
900,2020,constant_fertility,female,5yearly,15_64,24.4830889692735
900,2020,constant_fertility,male,5yearly,15_64,33.378886046926
900,2020,constant_mortality,female,5yearly,15_64,26.0475982331401
900,2020,constant_mortality,male,5yearly,15_64,34.6553902413776
900,2020,high_variant,female,5yearly,15_64,24.4979106958905
900,2020,high_variant,male,5yearly,15_64,33.405545893021
900,2020,instant_replacement,female,5yearly,15_64,25.4217889578976
900,2020,instant_replacement,male,5yearly,15_64,34.7206608254838
900,2020,low_variant,female,5yearly,15_64,25.0095212785114
900,2020,low_variant,male,5yearly,15_64,34.1292306747102
900,2020,medium_variant,female,5yearly,15_64,24.751037414208
900,2020,medium_variant,male,5yearly,15_64,33.7634665301699
900,2020,momentum,female,5yearly,15_64,26.8496820677348
900,2020,momentum,male,5yearly,15_64,35.7282333927745
900,2020,no_change,female,5yearly,15_64,25.7089503787695
900,2020,no_change,male,5yearly,15_64,34.191337260863
900,2020,zero_migration,female,5yearly,15_64,24.7616808396716
900,2020,zero_migration,male,5yearly,15_64,33.7710386915156
900,2020,constant_fertility,female,5yearly,20plus,87.9783621099004
900,2020,constant_fertility,male,5yearly,20plus,87.343013409463
900,2020,constant_mortality,female,5yearly,20plus,86.6731292246934
900,2020,constant_mortality,male,5yearly,20plus,86.3545291135179
900,2020,high_variant,female,5yearly,20plus,88.0316094725627
900,2020,high_variant,male,5yearly,20plus,87.4127834842121
900,2020,instant_replacement,female,5yearly,20plus,91.3515141808246
900,2020,instant_replacement,male,5yearly,20plus,90.8541032655316
900,2020,low_variant,female,5yearly,20plus,89.8699634010729
900,2020,low_variant,male,5yearly,20plus,89.3063862184005
900,2020,medium_variant,female,5yearly,20plus,88.9411754133287
900,2020,medium_variant,male,5yearly,20plus,88.3493102588902
900,2020,momentum,female,5yearly,20plus,89.2682334528561
900,2020,momentum,male,5yearly,20plus,88.974500123607
900,2020,no_change,female,5yearly,20plus,85.5463018968013
900,2020,no_change,male,5yearly,20plus,85.1981936702262
900,2020,zero_migration,female,5yearly,20plus,88.9089506059503
900,2020,zero_migration,male,5yearly,20plus,88.3183329363024
900,2020,constant_fertility,female,5yearly,20_64,23.5895250855411
900,2020,constant_fertility,male,5yearly,20_64,32.2943851012346
900,2020,constant_mortality,female,5yearly,20_64,24.9821438303444
900,2020,constant_mortality,male,5yearly,20_64,33.4365642968459
900,2020,high_variant,female,5yearly,20_64,23.6038053756388
900,2020,high_variant,male,5yearly,20_64,32.3201789406927
900,2020,instant_replacement,female,5yearly,20_64,24.4939658552468
900,2020,instant_replacement,male,5yearly,20_64,33.5925696931348
900,2020,low_variant,female,5yearly,20_64,24.096741982195
900,2020,low_variant,male,5yearly,20_64,33.0203524760588
900,2020,medium_variant,female,5yearly,20_64,23.847691992854
900,2020,medium_variant,male,5yearly,20_64,32.6664715702383
900,2020,momentum,female,5yearly,20_64,25.7503571855094
900,2020,momentum,male,5yearly,20_64,34.4711777287394
900,2020,no_change,female,5yearly,20_64,24.6573475912678
900,2020,no_change,male,5yearly,20_64,32.9888296331788
900,2020,zero_migration,female,5yearly,20_64,23.857063370974
900,2020,zero_migration,male,5yearly,20_64,32.6733654866039
900,2020,constant_fertility,female,5yearly,20_69,32.0272509703297
900,2020,constant_fertility,male,5yearly,20_69,42.3423835136279
900,2020,constant_mortality,female,5yearly,20_69,33.4700978105541
900,2020,constant_mortality,male,5yearly,20_69,43.4107701733294
900,2020,high_variant,female,5yearly,20_69,32.0466360841862
900,2020,high_variant,male,5yearly,20_69,42.3762118186302
900,2020,instant_replacement,female,5yearly,20_69,33.2552050209177
900,2020,instant_replacement,male,5yearly,20_69,44.0444923487233
900,2020,low_variant,female,5yearly,20_69,32.715891597285
900,2020,low_variant,male,5yearly,20_69,43.2942214952636
900,2020,medium_variant,female,5yearly,20_69,32.3777604680975
900,2020,medium_variant,male,5yearly,20_69,42.8302359391739
900,2020,momentum,female,5yearly,20_69,34.4962187959439
900,2020,momentum,male,5yearly,20_69,44.7515096867219
900,2020,no_change,female,5yearly,20_69,33.0349501015465
900,2020,no_change,male,5yearly,20_69,42.8294750588923
900,2020,zero_migration,female,5yearly,20_69,32.3881394686144
900,2020,zero_migration,male,5yearly,20_69,42.8374913876237
900,2020,constant_fertility,female,5yearly,25plus,86.8532237390148
900,2020,constant_fertility,male,5yearly,25plus,85.8528555148425
900,2020,constant_mortality,female,5yearly,25plus,85.3508056096195
900,2020,constant_mortality,male,5yearly,25plus,84.7121490734013
900,2020,high_variant,female,5yearly,25plus,86.9057895249894
900,2020,high_variant,male,5yearly,25plus,85.9214330586
900,2020,instant_replacement,female,5yearly,25plus,90.1832396369823
900,2020,instant_replacement,male,5yearly,25plus,89.3040431358529
900,2020,low_variant,female,5yearly,25plus,88.7206310532701
900,2020,low_variant,male,5yearly,25plus,87.7827263326921
900,2020,medium_variant,female,5yearly,25plus,87.8037221277603
900,2020,medium_variant,male,5yearly,25plus,86.8419807737453
900,2020,momentum,female,5yearly,25plus,87.9024285000414
900,2020,momentum,male,5yearly,25plus,87.2798908432134
900,2020,no_change,female,5yearly,25plus,84.241168620572
900,2020,no_change,male,5yearly,25plus,83.5778048481023
900,2020,zero_migration,female,5yearly,25plus,87.7687998654862
900,2020,zero_migration,male,5yearly,25plus,86.8100082894749
900,2020,constant_fertility,female,5yearly,25_69,30.9021125994441
900,2020,constant_fertility,male,5yearly,25_69,40.8522256190075
900,2020,constant_mortality,female,5yearly,25_69,32.1477741954803
900,2020,constant_mortality,male,5yearly,25_69,41.7683901332127
900,2020,high_variant,female,5yearly,25_69,30.9208161366128
900,2020,high_variant,male,5yearly,25_69,40.8848613930181
900,2020,instant_replacement,female,5yearly,25_69,32.0869304770755
900,2020,instant_replacement,male,5yearly,25_69,42.4944322190446
900,2020,low_variant,female,5yearly,25_69,31.5665592494821
900,2020,low_variant,male,5yearly,25_69,41.7705616095552
900,2020,medium_variant,female,5yearly,25_69,31.2403071825291
900,2020,medium_variant,male,5yearly,25_69,41.322906454029
900,2020,momentum,female,5yearly,25_69,33.1304138431292
900,2020,momentum,male,5yearly,25_69,43.0569004063283
900,2020,no_change,female,5yearly,25_69,31.7298168253172
900,2020,no_change,male,5yearly,25_69,41.2090862367684
900,2020,zero_migration,female,5yearly,25_69,31.2479887281504
900,2020,zero_migration,male,5yearly,25_69,41.3291667407962
900,2020,constant_fertility,female,5yearly,40plus,82.5753710627154
900,2020,constant_fertility,male,5yearly,40plus,79.9246100258301
900,2020,constant_mortality,female,5yearly,40plus,80.4010945271945
900,2020,constant_mortality,male,5yearly,40plus,78.2003432682976
900,2020,high_variant,female,5yearly,40plus,82.6253459973607
900,2020,high_variant,male,5yearly,40plus,79.9884445111828
900,2020,instant_replacement,female,5yearly,40plus,85.7413790132713
900,2020,instant_replacement,male,5yearly,40plus,83.1374917879833
900,2020,low_variant,female,5yearly,40plus,84.3507937584179
900,2020,low_variant,male,5yearly,40plus,81.7212068923903
900,2020,medium_variant,female,5yearly,40plus,83.4790536828889
900,2020,medium_variant,male,5yearly,40plus,80.8454202282743
900,2020,momentum,female,5yearly,40plus,82.7950743158384
900,2020,momentum,male,5yearly,40plus,80.561612862296
900,2020,no_change,female,5yearly,40plus,79.3558127012521
900,2020,no_change,male,5yearly,40plus,77.1531948069924
900,2020,zero_migration,female,5yearly,40plus,83.4379523178973
900,2020,zero_migration,male,5yearly,40plus,80.8086372556434
900,2020,constant_fertility,female,5yearly,50plus,78.2578713845122
900,2020,constant_fertility,male,5yearly,50plus,73.7683114774111
900,2020,constant_mortality,female,5yearly,50plus,75.8093867044587
900,2020,constant_mortality,male,5yearly,50plus,71.7242364329907
900,2020,high_variant,female,5yearly,50plus,78.305234216036
900,2020,high_variant,male,5yearly,50plus,73.827233724727
900,2020,instant_replacement,female,5yearly,50plus,81.2583413984793
900,2020,instant_replacement,male,5yearly,50plus,76.7337269428233
900,2020,low_variant,female,5yearly,50plus,79.9404605981792
900,2020,low_variant,male,5yearly,50plus,75.4265162567933
900,2020,medium_variant,female,5yearly,50plus,79.114300925815
900,2020,medium_variant,male,5yearly,50plus,74.6181925258751
900,2020,momentum,female,5yearly,50plus,78.0628591153707
900,2020,momentum,male,5yearly,50plus,73.8852283127321
900,2020,no_change,female,5yearly,50plus,74.8238023526208
900,2020,no_change,male,5yearly,50plus,70.7638109868237
900,2020,zero_migration,female,5yearly,50plus,79.0721222808473
900,2020,zero_migration,male,5yearly,50plus,74.5797618186666
900,2020,constant_fertility,female,5yearly,60plus,70.5765655886473
900,2020,constant_fertility,male,5yearly,60plus,63.0388138487877
900,2020,constant_mortality,female,5yearly,60plus,67.9609182899798
900,2020,constant_mortality,male,5yearly,60plus,60.8894662105749
900,2020,high_variant,female,5yearly,60plus,70.6192786123136
900,2020,high_variant,male,5yearly,60plus,63.0891695191752
900,2020,instant_replacement,female,5yearly,60plus,73.2825221376016
900,2020,instant_replacement,male,5yearly,60plus,65.5729208155319
900,2020,low_variant,female,5yearly,60plus,72.0939945651619
900,2020,low_variant,male,5yearly,60plus,64.4558309752563
900,2020,medium_variant,female,5yearly,60plus,71.348929188199
900,2020,medium_variant,male,5yearly,60plus,63.7650825128908
900,2020,momentum,female,5yearly,60plus,69.9777292837189
900,2020,momentum,male,5yearly,60plus,62.7202245543619
900,2020,no_change,female,5yearly,60plus,67.0773720319555
900,2020,no_change,male,5yearly,60plus,60.0741224639164
900,2020,zero_migration,female,5yearly,60plus,71.3075171883135
900,2020,zero_migration,male,5yearly,60plus,63.72825006904
900,2020,constant_fertility,female,5yearly,65plus,64.3888370243593
900,2020,constant_fertility,male,5yearly,65plus,55.0486283082284
900,2020,constant_mortality,female,5yearly,65plus,61.6909853943489
900,2020,constant_mortality,male,5yearly,65plus,52.917964816672
900,2020,high_variant,female,5yearly,65plus,64.427804096924
900,2020,high_variant,male,5yearly,65plus,55.0926045435195
900,2020,instant_replacement,female,5yearly,65plus,66.8575483255777
900,2020,instant_replacement,male,5yearly,65plus,57.2615335723968
900,2020,low_variant,female,5yearly,65plus,65.7732214188779
900,2020,low_variant,male,5yearly,65plus,56.2860337423417
900,2020,medium_variant,female,5yearly,65plus,65.0934834204747
900,2020,medium_variant,male,5yearly,65plus,55.6828386886519
900,2020,momentum,female,5yearly,65plus,63.5178762673467
900,2020,momentum,male,5yearly,65plus,54.5033223948676
900,2020,no_change,female,5yearly,65plus,60.8889543055336
900,2020,no_change,male,5yearly,65plus,52.2093640370474
900,2020,zero_migration,female,5yearly,65plus,65.0518872349763
900,2020,zero_migration,male,5yearly,65plus,55.6449674496984
900,2020,constant_fertility,female,5yearly,70plus,55.9511111395707
900,2020,constant_fertility,male,5yearly,70plus,45.0006298958351
900,2020,constant_mortality,female,5yearly,70plus,53.2030314141392
900,2020,constant_mortality,male,5yearly,70plus,42.9437589401885
900,2020,high_variant,female,5yearly,70plus,55.9849733883766
900,2020,high_variant,male,5yearly,70plus,45.0365716655819
900,2020,instant_replacement,female,5yearly,70plus,58.0963091599068
900,2020,instant_replacement,male,5yearly,70plus,46.8096109168083
900,2020,low_variant,female,5yearly,70plus,57.154071803788
900,2020,low_variant,male,5yearly,70plus,46.012164723137
900,2020,medium_variant,female,5yearly,70plus,56.5634149452312
900,2020,medium_variant,male,5yearly,70plus,45.5190743197163
900,2020,momentum,female,5yearly,70plus,54.7720146569122
900,2020,momentum,male,5yearly,70plus,44.2229904368851
900,2020,no_change,female,5yearly,70plus,52.5113517952548
900,2020,no_change,male,5yearly,70plus,42.3687186113339
900,2020,zero_migration,female,5yearly,70plus,56.5208111373359
900,2020,zero_migration,male,5yearly,70plus,45.4808415486786
900,2020,constant_fertility,female,5yearly,80plus,34.1449135552429
900,2020,constant_fertility,male,5yearly,80plus,22.6673874746712
900,2020,constant_mortality,female,5yearly,80plus,31.6912679516409
900,2020,constant_mortality,male,5yearly,80plus,21.0543740929053
900,2020,high_variant,female,5yearly,80plus,34.1655815693757
900,2020,high_variant,male,5yearly,80plus,22.6854868204272
900,2020,instant_replacement,female,5yearly,80plus,35.454049233516
900,2020,instant_replacement,male,5yearly,80plus,23.5785859092479
900,2020,low_variant,female,5yearly,80plus,34.8790295330891
900,2020,low_variant,male,5yearly,80plus,23.176909014379
900,2020,medium_variant,female,5yearly,80plus,34.5185788668467
900,2020,medium_variant,male,5yearly,80plus,22.9285335494389
900,2020,momentum,female,5yearly,80plus,32.6177190880906
900,2020,momentum,male,5yearly,80plus,21.674785018566
900,2020,no_change,female,5yearly,80plus,31.2792542354863
900,2020,no_change,male,5yearly,80plus,20.7724466264423
900,2020,zero_migration,female,5yearly,80plus,34.484225840468
900,2020,zero_migration,male,5yearly,80plus,22.902082570293
900,2020,constant_fertility,female,5yearly,90plus,11.2538471360878
900,2020,constant_fertility,male,5yearly,90plus,5.44957504365447
900,2020,constant_mortality,female,5yearly,90plus,10.0386709592774
900,2020,constant_mortality,male,5yearly,90plus,4.83270629200295
900,2020,high_variant,female,5yearly,90plus,11.2606589115746
900,2020,high_variant,male,5yearly,90plus,5.45392967455402
900,2020,instant_replacement,female,5yearly,90plus,11.6853189559205
900,2020,instant_replacement,male,5yearly,90plus,5.66864620838073
900,2020,low_variant,female,5yearly,90plus,11.4957971915349
900,2020,low_variant,male,5yearly,90plus,5.5720709881734
900,2020,medium_variant,female,5yearly,90plus,11.3770038538571
900,2020,medium_variant,male,5yearly,90plus,5.51235577965853
900,2020,momentum,female,5yearly,90plus,10.3319799294808
900,2020,momentum,male,5yearly,90plus,4.97497914689067
900,2020,no_change,female,5yearly,90plus,9.90816362492509
900,2020,no_change,male,5yearly,90plus,4.76799341413916
900,2020,zero_migration,female,5yearly,90plus,11.3653451396089
900,2020,zero_migration,male,5yearly,90plus,5.50569422410096
900,2025,constant_fertility,female,5yearly,0_4,8.32401895841046
900,2025,constant_fertility,male,5yearly,0_4,8.77104056149158
900,2025,constant_mortality,female,5yearly,0_4,9.40901145671969
900,2025,constant_mortality,male,5yearly,0_4,9.56020469573809
900,2025,high_variant,female,5yearly,0_4,8.04977776551648
900,2025,high_variant,male,5yearly,0_4,8.45289711930316
900,2025,instant_replacement,female,5yearly,0_4,5.2302457888174
900,2025,instant_replacement,male,5yearly,0_4,5.46233174807242
900,2025,low_variant,female,5yearly,0_4,5.99984042072935
900,2025,low_variant,male,5yearly,0_4,6.3214473533364
900,2025,medium_variant,female,5yearly,0_4,7.03715896403051
900,2025,medium_variant,male,5yearly,0_4,7.40061119112723
900,2025,momentum,female,5yearly,0_4,7.38510378463149
900,2025,momentum,male,5yearly,0_4,7.49560621457074
900,2025,no_change,female,5yearly,0_4,11.073917229226
900,2025,no_change,male,5yearly,0_4,11.277069972621
900,2025,zero_migration,female,5yearly,0_4,7.07257999540875
900,2025,zero_migration,male,5yearly,0_4,7.43494421720348
900,2025,constant_fertility,female,5yearly,0_14,9.76716756095363
900,2025,constant_fertility,male,5yearly,0_14,10.3313937191082
900,2025,constant_mortality,female,5yearly,0_14,11.2811784106819
900,2025,constant_mortality,male,5yearly,0_14,11.4408478979457
900,2025,high_variant,female,5yearly,0_14,9.49130854232991
900,2025,high_variant,male,5yearly,0_14,10.0121610182751
900,2025,instant_replacement,female,5yearly,0_14,6.25282739320021
900,2025,instant_replacement,male,5yearly,0_14,6.58149303026784
900,2025,low_variant,female,5yearly,0_14,7.29589609215359
900,2025,low_variant,male,5yearly,0_14,7.72599878353215
900,2025,medium_variant,female,5yearly,0_14,8.40686588947763
900,2025,medium_variant,male,5yearly,0_14,8.8835676932183
900,2025,momentum,female,5yearly,0_14,8.80894317302814
900,2025,momentum,male,5yearly,0_14,8.94379227430532
900,2025,no_change,female,5yearly,0_14,13.037811130342
900,2025,no_change,male,5yearly,0_14,13.2465393801337
900,2025,zero_migration,female,5yearly,0_14,8.44496373617718
900,2025,zero_migration,male,5yearly,0_14,8.91985070544059
