variant,continent,year,childdependencyratio2564
estimates,908,1950,85.223
estimates,908,1951,84.669
estimates,908,1952,83.391
estimates,908,1953,82.177
estimates,908,1954,81.318
estimates,908,1955,80.792
estimates,908,1956,80.305
estimates,908,1957,80.289
estimates,908,1958,80.453
estimates,908,1959,80.452
estimates,908,1960,80.134
estimates,908,1961,79.741
estimates,908,1962,79.019
estimates,908,1963,78.163
estimates,908,1964,77.503
estimates,908,1965,77.198
estimates,908,1966,77.319
estimates,908,1967,77.72
estimates,908,1968,78.236
estimates,908,1969,78.603
estimates,908,1970,78.663
estimates,908,1971,78.534
estimates,908,1972,78.136
estimates,908,1973,77.513
estimates,908,1974,76.748
estimates,908,1975,75.903
estimates,908,1976,75.297
estimates,908,1977,74.539
estimates,908,1978,73.67
estimates,908,1979,72.74
estimates,908,1980,71.779
estimates,908,1981,70.944
estimates,908,1982,70.102
estimates,908,1983,69.219
estimates,908,1984,68.226
estimates,908,1985,67.101
estimates,908,1986,66.06
estimates,908,1987,64.906
estimates,908,1988,63.717
estimates,908,1989,62.583
estimates,908,1990,61.537
estimates,908,1991,60.767
estimates,908,1992,59.98
estimates,908,1993,59.188
estimates,908,1994,58.403
estimates,908,1995,57.627
estimates,908,1996,56.783
estimates,908,1997,56.026
estimates,908,1998,55.293
estimates,908,1999,54.511
estimates,908,2000,53.665
estimates,908,2001,53.026
estimates,908,2002,52.304
estimates,908,2003,51.533
estimates,908,2004,50.766
estimates,908,2005,50.026
estimates,908,2006,49.434
estimates,908,2007,48.863
estimates,908,2008,48.298
estimates,908,2009,47.691
estimates,908,2010,47.019
estimates,908,2011,46.4
estimates,908,2012,45.697
estimates,908,2013,44.986
estimates,908,2014,44.371
estimates,908,2015,43.9
medium_variant,908,2015,43.9
medium_variant,908,2016,43.584
medium_variant,908,2017,43.407
medium_variant,908,2018,43.342
medium_variant,908,2019,43.351
medium_variant,908,2020,43.412
medium_variant,908,2021,43.617
medium_variant,908,2022,43.886
medium_variant,908,2023,44.185
medium_variant,908,2024,44.481
medium_variant,908,2025,44.75
medium_variant,908,2026,45.086
medium_variant,908,2027,45.381
medium_variant,908,2028,45.628
medium_variant,908,2029,45.822
medium_variant,908,2030,45.958
medium_variant,908,2031,46.126
medium_variant,908,2032,46.23
medium_variant,908,2033,46.274
medium_variant,908,2034,46.265
medium_variant,908,2035,46.214
medium_variant,908,2036,46.23
medium_variant,908,2037,46.208
medium_variant,908,2038,46.162
medium_variant,908,2039,46.104
medium_variant,908,2040,46.045
medium_variant,908,2041,46.103
medium_variant,908,2042,46.155
medium_variant,908,2043,46.206
medium_variant,908,2044,46.261
medium_variant,908,2045,46.323
medium_variant,908,2046,46.489
medium_variant,908,2047,46.654
medium_variant,908,2048,46.825
medium_variant,908,2049,47.006
medium_variant,908,2050,47.201
medium_variant,908,2051,47.487
medium_variant,908,2052,47.783
medium_variant,908,2053,48.082
medium_variant,908,2054,48.377
medium_variant,908,2055,48.662
medium_variant,908,2056,49.019
medium_variant,908,2057,49.366
medium_variant,908,2058,49.682
medium_variant,908,2059,49.943
medium_variant,908,2060,50.134
medium_variant,908,2061,50.343
medium_variant,908,2062,50.484
medium_variant,908,2063,50.558
medium_variant,908,2064,50.565
medium_variant,908,2065,50.512
medium_variant,908,2066,50.484
medium_variant,908,2067,50.398
medium_variant,908,2068,50.268
medium_variant,908,2069,50.11
medium_variant,908,2070,49.94
medium_variant,908,2071,49.842
medium_variant,908,2072,49.73
medium_variant,908,2073,49.616
medium_variant,908,2074,49.51
medium_variant,908,2075,49.422
medium_variant,908,2076,49.428
medium_variant,908,2077,49.449
medium_variant,908,2078,49.484
medium_variant,908,2079,49.526
medium_variant,908,2080,49.572
medium_variant,908,2081,49.688
medium_variant,908,2082,49.806
medium_variant,908,2083,49.921
medium_variant,908,2084,50.029
medium_variant,908,2085,50.128
medium_variant,908,2086,50.275
medium_variant,908,2087,50.411
medium_variant,908,2088,50.529
medium_variant,908,2089,50.624
medium_variant,908,2090,50.693
medium_variant,908,2091,50.794
medium_variant,908,2092,50.869
medium_variant,908,2093,50.914
medium_variant,908,2094,50.928
medium_variant,908,2095,50.912
medium_variant,908,2096,50.924
medium_variant,908,2097,50.905
medium_variant,908,2098,50.86
medium_variant,908,2099,50.793
medium_variant,908,2100,50.712
high_variant,908,2015,47.9852151760921
low_variant,908,2015,47.9852151760921
constant_fertility,908,2015,47.9852151760921
instant_replacement,908,2015,47.9852151760921
zero_migration,908,2015,47.9852151760921
constant_mortality,908,2015,47.9852151760921
no_change,908,2015,47.9852151760921
high_variant,908,2020,49.569862566881
low_variant,908,2020,46.6177149702194
constant_fertility,908,2020,47.7034158459647
instant_replacement,908,2020,50.783747691307
zero_migration,908,2020,47.933328037347
constant_mortality,908,2020,48.1394945023593
no_change,908,2020,47.7490321421045
high_variant,908,2025,53.8426558692052
low_variant,908,2025,46.1953551763845
constant_fertility,908,2025,48.965144400965
instant_replacement,908,2025,55.2095632861751
zero_migration,908,2025,49.8388636071312
constant_mortality,908,2025,50.1536087901136
no_change,908,2025,49.0979681963926
high_variant,908,2030,58.5994954927441
low_variant,908,2030,45.0602989250979
constant_fertility,908,2030,50.0593397239149
instant_replacement,908,2030,59.3824142216487
zero_migration,908,2030,51.6523402042783
constant_mortality,908,2030,52.0822391307964
no_change,908,2030,50.3051295688224
high_variant,908,2035,61.7534319473796
low_variant,908,2035,42.2973774196654
constant_fertility,908,2035,49.5951223368077
instant_replacement,908,2035,61.7767050594202
zero_migration,908,2035,51.7399518124283
constant_mortality,908,2035,52.3971948872069
no_change,908,2035,49.9577280523292
high_variant,908,2040,64.841083430326
low_variant,908,2040,39.0426229180534
constant_fertility,908,2040,48.6747610373136
instant_replacement,908,2040,63.972157297586
zero_migration,908,2040,51.4708842900502
constant_mortality,908,2040,52.4034617841337
no_change,908,2040,49.14972407521
high_variant,908,2045,66.2175137866527
low_variant,908,2045,38.2680065306031
constant_fertility,908,2045,48.5812348358603
instant_replacement,908,2045,62.1568135750844
zero_migration,908,2045,51.8426870761049
constant_mortality,908,2045,52.9481766644239
no_change,908,2045,49.1806840967867
high_variant,908,2050,67.8785043739774
low_variant,908,2050,39.0227541146314
constant_fertility,908,2050,49.4148449330712
instant_replacement,908,2050,62.6217636895059
zero_migration,908,2050,53.2253273698224
constant_mortality,908,2050,54.3639265235264
no_change,908,2050,50.1389386359736
high_variant,908,2055,70.1586681671915
low_variant,908,2055,40.5226401626837
constant_fertility,908,2055,50.6130013693431
instant_replacement,908,2055,64.7079050313847
zero_migration,908,2055,55.2929063362445
constant_mortality,908,2055,56.327347161571
no_change,908,2055,51.4465596128921
high_variant,908,2060,72.1155474924401
low_variant,908,2060,40.9421133147552
constant_fertility,908,2060,50.8770412051421
instant_replacement,908,2060,66.2470355983064
