variant,continent,year,childdependencyratio2564
estimates,903,1950,159.341
estimates,903,1951,160.379
estimates,903,1952,160.981
estimates,903,1953,161.295
estimates,903,1954,161.418
estimates,903,1955,161.406
estimates,903,1956,162.518
estimates,903,1957,163.304
estimates,903,1958,163.852
estimates,903,1959,164.252
estimates,903,1960,164.577
estimates,903,1961,166.063
estimates,903,1962,167.285
estimates,903,1963,168.304
estimates,903,1964,169.166
estimates,903,1965,169.907
estimates,903,1966,171.693
estimates,903,1967,173.143
estimates,903,1968,174.312
estimates,903,1969,175.242
estimates,903,1970,175.973
estimates,903,1971,177.463
estimates,903,1972,178.651
estimates,903,1973,179.581
estimates,903,1974,180.29
estimates,903,1975,180.825
estimates,903,1976,181.928
estimates,903,1977,182.677
estimates,903,1978,183.134
estimates,903,1979,183.346
estimates,903,1980,183.36
estimates,903,1981,184.343
estimates,903,1982,184.953
estimates,903,1983,185.271
estimates,903,1984,185.363
estimates,903,1985,185.276
estimates,903,1986,185.772
estimates,903,1987,185.936
estimates,903,1988,185.82
estimates,903,1989,185.443
estimates,903,1990,184.829
estimates,903,1991,184.757
estimates,903,1992,184.289
estimates,903,1993,183.507
estimates,903,1994,182.507
estimates,903,1995,181.362
estimates,903,1996,181.056
estimates,903,1997,180.595
estimates,903,1998,179.969
estimates,903,1999,179.148
estimates,903,2000,178.136
estimates,903,2001,177.634
estimates,903,2002,176.878
estimates,903,2003,175.907
estimates,903,2004,174.767
estimates,903,2005,173.496
estimates,903,2006,172.429
estimates,903,2007,171.176
estimates,903,2008,169.808
estimates,903,2009,168.387
estimates,903,2010,166.959
estimates,903,2011,165.721
estimates,903,2012,164.43
estimates,903,2013,163.114
estimates,903,2014,161.781
estimates,903,2015,160.426
medium_variant,903,2015,160.426
medium_variant,903,2016,159.415
medium_variant,903,2017,158.249
medium_variant,903,2018,156.991
medium_variant,903,2019,155.71
medium_variant,903,2020,154.432
medium_variant,903,2021,153.254
medium_variant,903,2022,152.092
medium_variant,903,2023,150.895
medium_variant,903,2024,149.598
medium_variant,903,2025,148.185
medium_variant,903,2026,146.962
medium_variant,903,2027,145.602
medium_variant,903,2028,144.124
medium_variant,903,2029,142.557
medium_variant,903,2030,140.919
medium_variant,903,2031,139.433
medium_variant,903,2032,137.853
medium_variant,903,2033,136.191
medium_variant,903,2034,134.443
medium_variant,903,2035,132.619
medium_variant,903,2036,130.933
medium_variant,903,2037,129.158
medium_variant,903,2038,127.342
medium_variant,903,2039,125.536
