variant,continent,year,childdependencyratio2564
estimates,909,1950,90.402
estimates,909,1951,91.184
estimates,909,1952,91.722
estimates,909,1953,92.39
estimates,909,1954,93.301
estimates,909,1955,94.397
estimates,909,1956,95.77
estimates,909,1957,97.479
estimates,909,1958,99.261
estimates,909,1959,100.878
estimates,909,1960,102.24
estimates,909,1961,104.163
estimates,909,1962,105.717
estimates,909,1963,106.943
estimates,909,1964,107.952
estimates,909,1965,108.797
estimates,909,1966,109.909
estimates,909,1967,110.741
estimates,909,1968,111.266
estimates,909,1969,111.409
estimates,909,1970,111.126
estimates,909,1971,110.633
estimates,909,1972,109.948
estimates,909,1973,109.075
estimates,909,1974,108.006
estimates,909,1975,106.745
estimates,909,1976,106.178
estimates,909,1977,105.124
estimates,909,1978,103.797
estimates,909,1979,102.482
estimates,909,1980,101.316
estimates,909,1981,99.769
estimates,909,1982,98.554
estimates,909,1983,97.473
estimates,909,1984,96.234
estimates,909,1985,94.75
estimates,909,1986,93.679
estimates,909,1987,92.246
estimates,909,1988,90.659
estimates,909,1989,89.2
estimates,909,1990,87.985
estimates,909,1991,86.944
estimates,909,1992,86.13
estimates,909,1993,85.441
estimates,909,1994,84.683
estimates,909,1995,83.769
estimates,909,1996,82.82
estimates,909,1997,81.702
estimates,909,1998,80.531
estimates,909,1999,79.474
estimates,909,2000,78.621
estimates,909,2001,78.063
estimates,909,2002,77.632
estimates,909,2003,77.266
estimates,909,2004,76.864
estimates,909,2005,76.373
estimates,909,2006,76.195
estimates,909,2007,75.887
estimates,909,2008,75.452
estimates,909,2009,74.886
estimates,909,2010,74.186
estimates,909,2011,73.788
estimates,909,2012,73.233
estimates,909,2013,72.616
estimates,909,2014,72.047
estimates,909,2015,71.558
medium_variant,909,2015,71.558
medium_variant,909,2016,71.217
medium_variant,909,2017,71.01
medium_variant,909,2018,70.879
medium_variant,909,2019,70.726
medium_variant,909,2020,70.51
medium_variant,909,2021,70.464
medium_variant,909,2022,70.332
medium_variant,909,2023,70.149
medium_variant,909,2024,69.98
medium_variant,909,2025,69.847
medium_variant,909,2026,69.803
medium_variant,909,2027,69.793
medium_variant,909,2028,69.779
medium_variant,909,2029,69.696
medium_variant,909,2030,69.514
medium_variant,909,2031,69.4
medium_variant,909,2032,69.188
medium_variant,909,2033,68.894
medium_variant,909,2034,68.544
medium_variant,909,2035,68.157
medium_variant,909,2036,67.851
medium_variant,909,2037,67.502
medium_variant,909,2038,67.122
medium_variant,909,2039,66.725
medium_variant,909,2040,66.316
medium_variant,909,2041,66.026
medium_variant,909,2042,65.726
medium_variant,909,2043,65.405
medium_variant,909,2044,65.046
medium_variant,909,2045,64.642
medium_variant,909,2046,64.319
medium_variant,909,2047,63.95
medium_variant,909,2048,63.561
medium_variant,909,2049,63.186
medium_variant,909,2050,62.841
medium_variant,909,2051,62.618
medium_variant,909,2052,62.417
medium_variant,909,2053,62.228
medium_variant,909,2054,62.034
medium_variant,909,2055,61.824
medium_variant,909,2056,61.69
medium_variant,909,2057,61.54
medium_variant,909,2058,61.374
medium_variant,909,2059,61.19
medium_variant,909,2060,60.988
medium_variant,909,2061,60.853
medium_variant,909,2062,60.696
medium_variant,909,2063,60.513
medium_variant,909,2064,60.298
medium_variant,909,2065,60.048
medium_variant,909,2066,59.848
medium_variant,909,2067,59.613
medium_variant,909,2068,59.347
medium_variant,909,2069,59.052
medium_variant,909,2070,58.735
medium_variant,909,2071,58.477
medium_variant,909,2072,58.193
medium_variant,909,2073,57.895
medium_variant,909,2074,57.595
medium_variant,909,2075,57.3
medium_variant,909,2076,57.083
medium_variant,909,2077,56.869
medium_variant,909,2078,56.656
medium_variant,909,2079,56.439
medium_variant,909,2080,56.213
medium_variant,909,2081,56.051
medium_variant,909,2082,55.879
medium_variant,909,2083,55.702
medium_variant,909,2084,55.524
medium_variant,909,2085,55.349
medium_variant,909,2086,55.235
medium_variant,909,2087,55.121
medium_variant,909,2088,55.003
medium_variant,909,2089,54.877
medium_variant,909,2090,54.738
medium_variant,909,2091,54.647
medium_variant,909,2092,54.541
medium_variant,909,2093,54.422
medium_variant,909,2094,54.29
medium_variant,909,2095,54.145
medium_variant,909,2096,54.043
medium_variant,909,2097,53.927
medium_variant,909,2098,53.796
medium_variant,909,2099,53.653
medium_variant,909,2100,53.497
