variant,continent,year,childdependencyratio2564
estimates,905,1950,79.47
estimates,905,1951,79.909
estimates,905,1952,80.303
estimates,905,1953,80.889
estimates,905,1954,81.753
estimates,905,1955,82.88
estimates,905,1956,84.269
estimates,905,1957,85.851
estimates,905,1958,87.423
estimates,905,1959,88.822
estimates,905,1960,90.003
estimates,905,1961,91.879
estimates,905,1962,93.46
estimates,905,1963,94.738
estimates,905,1964,95.743
estimates,905,1965,96.48
estimates,905,1966,96.99
estimates,905,1967,97.168
estimates,905,1968,97.002
estimates,905,1969,96.496
estimates,905,1970,95.7
estimates,905,1971,94.849
estimates,905,1972,93.767
estimates,905,1973,92.385
estimates,905,1974,90.696
estimates,905,1975,88.775
estimates,905,1976,87.516
estimates,905,1977,86.076
estimates,905,1978,84.49
estimates,905,1979,82.808
estimates,905,1980,81.072
estimates,905,1981,79.3
estimates,905,1982,77.467
estimates,905,1983,75.625
estimates,905,1984,73.804
estimates,905,1985,72.036
estimates,905,1986,70.614
estimates,905,1987,69.23
estimates,905,1988,67.954
estimates,905,1989,66.847
estimates,905,1990,65.918
estimates,905,1991,65.297
estimates,905,1992,64.802
estimates,905,1993,64.4
estimates,905,1994,64.034
estimates,905,1995,63.673
estimates,905,1996,63.61
estimates,905,1997,63.424
estimates,905,1998,63.152
estimates,905,1999,62.848
estimates,905,2000,62.531
estimates,905,2001,62.148
estimates,905,2002,61.859
estimates,905,2003,61.585
estimates,905,2004,61.218
estimates,905,2005,60.717
estimates,905,2006,60.402
estimates,905,2007,59.914
estimates,905,2008,59.32
estimates,905,2009,58.703
estimates,905,2010,58.108
estimates,905,2011,57.639
estimates,905,2012,57.126
estimates,905,2013,56.638
estimates,905,2014,56.185
estimates,905,2015,55.728
medium_variant,905,2015,55.728
medium_variant,905,2016,55.244
medium_variant,905,2017,54.805
medium_variant,905,2018,54.407
medium_variant,905,2019,54.057
medium_variant,905,2020,53.777
medium_variant,905,2021,53.826
medium_variant,905,2022,53.893
medium_variant,905,2023,53.984
medium_variant,905,2024,54.101
medium_variant,905,2025,54.227
medium_variant,905,2026,54.421
medium_variant,905,2027,54.615
medium_variant,905,2028,54.796
medium_variant,905,2029,54.939
medium_variant,905,2030,55.032
medium_variant,905,2031,55.194
medium_variant,905,2032,55.302
medium_variant,905,2033,55.361
medium_variant,905,2034,55.385
medium_variant,905,2035,55.386
medium_variant,905,2036,55.479
medium_variant,905,2037,55.545
medium_variant,905,2038,55.578
medium_variant,905,2039,55.569
medium_variant,905,2040,55.511
medium_variant,905,2041,55.53
medium_variant,905,2042,55.495
medium_variant,905,2043,55.411
medium_variant,905,2044,55.28
medium_variant,905,2045,55.108
medium_variant,905,2046,55.003
medium_variant,905,2047,54.854
medium_variant,905,2048,54.681
medium_variant,905,2049,54.513
medium_variant,905,2050,54.367
medium_variant,905,2051,54.343
medium_variant,905,2052,54.336
medium_variant,905,2053,54.339
medium_variant,905,2054,54.331
medium_variant,905,2055,54.303
medium_variant,905,2056,54.351
medium_variant,905,2057,54.373
medium_variant,905,2058,54.381
medium_variant,905,2059,54.393
medium_variant,905,2060,54.416
medium_variant,905,2061,54.53
medium_variant,905,2062,54.649
medium_variant,905,2063,54.757
medium_variant,905,2064,54.827
medium_variant,905,2065,54.845
medium_variant,905,2066,54.892
medium_variant,905,2067,54.888
medium_variant,905,2068,54.843
medium_variant,905,2069,54.776
medium_variant,905,2070,54.699
medium_variant,905,2071,54.686
medium_variant,905,2072,54.656
medium_variant,905,2073,54.611
medium_variant,905,2074,54.553
medium_variant,905,2075,54.484
medium_variant,905,2076,54.475
medium_variant,905,2077,54.455
medium_variant,905,2078,54.42
medium_variant,905,2079,54.364
medium_variant,905,2080,54.284
medium_variant,905,2081,54.248
medium_variant,905,2082,54.186
medium_variant,905,2083,54.108
medium_variant,905,2084,54.024
medium_variant,905,2085,53.945
medium_variant,905,2086,53.926
medium_variant,905,2087,53.906
medium_variant,905,2088,53.884
medium_variant,905,2089,53.856
medium_variant,905,2090,53.822
medium_variant,905,2091,53.836
medium_variant,905,2092,53.84
medium_variant,905,2093,53.835
medium_variant,905,2094,53.82
medium_variant,905,2095,53.793
medium_variant,905,2096,53.804
