variant,continent,year,childdependencyratio2564
estimates,904,1950,152.666
estimates,904,1951,153.297
estimates,904,1952,153.904
estimates,904,1953,154.427
estimates,904,1954,154.841
estimates,904,1955,155.195
estimates,904,1956,156.479
estimates,904,1957,157.483
estimates,904,1958,158.366
estimates,904,1959,159.27
estimates,904,1960,160.256
estimates,904,1961,161.367
estimates,904,1962,162.594
estimates,904,1963,163.818
estimates,904,1964,164.85
estimates,904,1965,165.611
estimates,904,1966,167.015
estimates,904,1967,167.902
estimates,904,1968,168.411
estimates,904,1969,168.74
estimates,904,1970,168.969
estimates,904,1971,169.089
estimates,904,1972,169.128
estimates,904,1973,168.967
estimates,904,1974,168.424
estimates,904,1975,167.45
estimates,904,1976,166.493
estimates,904,1977,165.121
estimates,904,1978,163.453
estimates,904,1979,161.656
estimates,904,1980,159.818
estimates,904,1981,158.195
estimates,904,1982,156.445
estimates,904,1983,154.558
estimates,904,1984,152.472
estimates,904,1985,150.173
estimates,904,1986,147.767
estimates,904,1987,145.145
estimates,904,1988,142.407
estimates,904,1989,139.677
estimates,904,1990,137.031
estimates,904,1991,134.599
estimates,904,1992,132.205
estimates,904,1993,129.838
estimates,904,1994,127.485
estimates,904,1995,125.148
estimates,904,1996,122.799
estimates,904,1997,120.553
estimates,904,1998,118.387
estimates,904,1999,116.239
estimates,904,2000,114.065
estimates,904,2001,111.948
estimates,904,2002,109.752
estimates,904,2003,107.517
estimates,904,2004,105.284
estimates,904,2005,103.068
estimates,904,2006,100.858
estimates,904,2007,98.604
estimates,904,2008,96.35
estimates,904,2009,94.153
estimates,904,2010,92.05
estimates,904,2011,89.992
estimates,904,2012,88.08
estimates,904,2013,86.271
estimates,904,2014,84.506
estimates,904,2015,82.765
medium_variant,904,2015,82.765
medium_variant,904,2016,81.241
medium_variant,904,2017,79.695
medium_variant,904,2018,78.159
medium_variant,904,2019,76.675
medium_variant,904,2020,75.254
medium_variant,904,2021,73.888
medium_variant,904,2022,72.57
medium_variant,904,2023,71.297
medium_variant,904,2024,70.049
medium_variant,904,2025,68.824
medium_variant,904,2026,67.671
medium_variant,904,2027,66.536
medium_variant,904,2028,65.437
medium_variant,904,2029,64.406
medium_variant,904,2030,63.459
medium_variant,904,2031,62.627
medium_variant,904,2032,61.864
medium_variant,904,2033,61.151
medium_variant,904,2034,60.455
medium_variant,904,2035,59.757
medium_variant,904,2036,59.101
medium_variant,904,2037,58.44
medium_variant,904,2038,57.78
medium_variant,904,2039,57.132
medium_variant,904,2040,56.501
medium_variant,904,2041,55.919
medium_variant,904,2042,55.345
medium_variant,904,2043,54.784
medium_variant,904,2044,54.246
medium_variant,904,2045,53.734
medium_variant,904,2046,53.279
medium_variant,904,2047,52.843
medium_variant,904,2048,52.428
medium_variant,904,2049,52.036
medium_variant,904,2050,51.667
medium_variant,904,2051,51.351
medium_variant,904,2052,51.051
medium_variant,904,2053,50.766
medium_variant,904,2054,50.497
medium_variant,904,2055,50.243
medium_variant,904,2056,50.03
medium_variant,904,2057,49.825
medium_variant,904,2058,49.629
medium_variant,904,2059,49.44
medium_variant,904,2060,49.259
medium_variant,904,2061,49.111
medium_variant,904,2062,48.963
medium_variant,904,2063,48.819
medium_variant,904,2064,48.685
medium_variant,904,2065,48.562
medium_variant,904,2066,48.475
medium_variant,904,2067,48.393
medium_variant,904,2068,48.317
medium_variant,904,2069,48.245
medium_variant,904,2070,48.178
medium_variant,904,2071,48.142
medium_variant,904,2072,48.105
medium_variant,904,2073,48.066
medium_variant,904,2074,48.021
medium_variant,904,2075,47.97
medium_variant,904,2076,47.935
medium_variant,904,2077,47.886
medium_variant,904,2078,47.831
medium_variant,904,2079,47.777
medium_variant,904,2080,47.731
medium_variant,904,2081,47.715
medium_variant,904,2082,47.7
medium_variant,904,2083,47.687
medium_variant,904,2084,47.677
medium_variant,904,2085,47.669
medium_variant,904,2086,47.685
medium_variant,904,2087,47.7
medium_variant,904,2088,47.713
medium_variant,904,2089,47.726
medium_variant,904,2090,47.739
medium_variant,904,2091,47.772
medium_variant,904,2092,47.8
medium_variant,904,2093,47.822
medium_variant,904,2094,47.842
medium_variant,904,2095,47.859
medium_variant,904,2096,47.894
