continent,year,variant,age1yearinterval,population
935,1950,estimates,0,45961.392
935,1950,estimates,1,42484.033
935,1950,estimates,2,39578.156
935,1950,estimates,3,37190.215
935,1950,estimates,4,35266.667
935,1950,estimates,5,33753.965
935,1950,estimates,6,32598.568
935,1950,estimates,7,31746.947
935,1950,estimates,8,31145.532
935,1950,estimates,9,30740.798
935,1950,estimates,10,30529.285
935,1950,estimates,11,30507.545
935,1950,estimates,12,30371.582
935,1950,estimates,13,29967.681
935,1950,estimates,14,29392.555
935,1950,estimates,15,28903.518
935,1950,estimates,16,28457.332
935,1950,estimates,17,27948.907
935,1950,estimates,18,27354.16
935,1950,estimates,19,26700.57
935,1950,estimates,20,26049.514
935,1950,estimates,21,25400.494
935,1950,estimates,22,24735.257
935,1950,estimates,23,24054.738
935,1950,estimates,24,23374.669
935,1950,estimates,25,22700.214
935,1950,estimates,26,22018.757
935,1950,estimates,27,21434.499
935,1950,estimates,28,20996.176
935,1950,estimates,29,20655.224
935,1950,estimates,30,20311.42
935,1950,estimates,31,19981.352
935,1950,estimates,32,19640.986
935,1950,estimates,33,19267.131
935,1950,estimates,34,18870.456
935,1950,estimates,35,18488.595
935,1950,estimates,36,18118.539
935,1950,estimates,37,17717.373
935,1950,estimates,38,17268.894
935,1950,estimates,39,16790.2
935,1950,estimates,40,16312.808
935,1950,estimates,41,15828.296
935,1950,estimates,42,15361.513
935,1950,estimates,43,14927.316
935,1950,estimates,44,14512.853
935,1950,estimates,45,14093.378
935,1950,estimates,46,13677.405
935,1950,estimates,47,13245.03
935,1950,estimates,48,12785.038
935,1950,estimates,49,12309.835
935,1950,estimates,50,11843.291
935,1950,estimates,51,11380.84
935,1950,estimates,52,10934.713
935,1950,estimates,53,10513.48
935,1950,estimates,54,10111.716
935,1950,estimates,55,9709.711
935,1950,estimates,56,9304.573
935,1950,estimates,57,8928.627
935,1950,estimates,58,8593.768
935,1950,estimates,59,8282.574
935,1950,estimates,60,7971.335
935,1950,estimates,61,7671.574
935,1950,estimates,62,7326.684
935,1950,estimates,63,6908.257
935,1950,estimates,64,6444.663
935,1950,estimates,65,5993.189
935,1950,estimates,66,5543.026
935,1950,estimates,67,5114.1
935,1950,estimates,68,4722.306
935,1950,estimates,69,4357.928
935,1950,estimates,70,3995.568
935,1950,estimates,71,3640.591
935,1950,estimates,72,3300.109
935,1950,estimates,73,2975.252
935,1950,estimates,74,2665.654
935,1950,estimates,75,2371.33
935,1950,estimates,76,2094.029
935,1950,estimates,77,1828.095
935,1950,estimates,78,1571.294
935,1950,estimates,79,1327.573
935,1950,estimates,80plus,5108.372
935,1951,estimates,0,50606.693
935,1951,estimates,1,44995.202
935,1951,estimates,2,41760.562
935,1951,estimates,3,39043.606
935,1951,estimates,4,36797.387
935,1951,estimates,5,34974.969
935,1951,estimates,6,33525.084
935,1951,estimates,7,32396.479
935,1951,estimates,8,31563.818
935,1951,estimates,9,30988.813
935,1951,estimates,10,30611.558
