continent,year,variant,age1yearinterval,population
909,1950,estimates,0,337.309
909,1950,estimates,1,320.614
909,1950,estimates,2,304.983
909,1950,estimates,3,290.413
909,1950,estimates,4,276.878
909,1950,estimates,5,264.369
909,1950,estimates,6,252.872
909,1950,estimates,7,242.373
909,1950,estimates,8,232.857
909,1950,estimates,9,224.307
909,1950,estimates,10,216.771
909,1950,estimates,11,210.29
909,1950,estimates,12,204.563
909,1950,estimates,13,199.461
909,1950,estimates,14,195.137
909,1950,estimates,15,191.572
909,1950,estimates,16,188.372
909,1950,estimates,17,187.349
909,1950,estimates,18,189.271
909,1950,estimates,19,193.091
909,1950,estimates,20,196.928
909,1950,estimates,21,201.072
909,1950,estimates,22,204.303
909,1950,estimates,23,205.787
909,1950,estimates,24,205.978
909,1950,estimates,25,206.417
909,1950,estimates,26,207.132
909,1950,estimates,27,206.057
909,1950,estimates,28,202.425
909,1950,estimates,29,197.209
909,1950,estimates,30,191.919
909,1950,estimates,31,185.93
909,1950,estimates,32,181.892
909,1950,estimates,33,181.168
909,1950,estimates,34,182.419
909,1950,estimates,35,183.068
909,1950,estimates,36,183.803
909,1950,estimates,37,182.92
909,1950,estimates,38,179.369
909,1950,estimates,39,174.084
909,1950,estimates,40,169.088
909,1950,estimates,41,164.032
909,1950,estimates,42,159.112
909,1950,estimates,43,154.644
909,1950,estimates,44,150.501
909,1950,estimates,45,146.179
909,1950,estimates,46,141.749
909,1950,estimates,47,137.755
909,1950,estimates,48,134.408
909,1950,estimates,49,131.511
909,1950,estimates,50,128.644
909,1950,estimates,51,125.887
909,1950,estimates,52,123.126
909,1950,estimates,53,120.266
909,1950,estimates,54,117.361
909,1950,estimates,55,114.506
909,1950,estimates,56,111.583
909,1950,estimates,57,108.916
909,1950,estimates,58,106.647
909,1950,estimates,59,104.56
909,1950,estimates,60,102.349
909,1950,estimates,61,100.15
909,1950,estimates,62,97.292
909,1950,estimates,63,93.444
909,1950,estimates,64,88.922
909,1950,estimates,65,84.409
909,1950,estimates,66,79.796
909,1950,estimates,67,75.185
909,1950,estimates,68,70.702
909,1950,estimates,69,66.302
909,1950,estimates,70,61.835
909,1950,estimates,71,57.375
909,1950,estimates,72,52.912
909,1950,estimates,73,48.454
909,1950,estimates,74,44.048
909,1950,estimates,75,39.76
909,1950,estimates,76,35.569
909,1950,estimates,77,31.676
909,1950,estimates,78,28.188
909,1950,estimates,79,25.029
909,1951,estimates,0,332.757
909,1951,estimates,1,336.937
909,1951,estimates,2,321.594
909,1951,estimates,3,306.845
909,1951,estimates,4,292.753
909,1951,estimates,5,279.375
909,1951,estimates,6,266.711
909,1951,estimates,7,254.757
909,1951,estimates,8,243.89
909,1951,estimates,9,234.298
909,1951,estimates,10,225.851
909,1951,estimates,11,218.271
909,1951,estimates,12,211.665
909,1951,estimates,13,205.876
909,1951,estimates,14,200.819
909,1951,estimates,15,196.622
909,1951,estimates,16,193.159
909,1951,estimates,17,190.057
909,1951,estimates,18,189.184
909,1951,estimates,19,191.314
909,1951,estimates,20,195.376
909,1951,estimates,21,199.441
909,1951,estimates,22,203.819
909,1951,estimates,23,207.204
909,1951,estimates,24,208.732
909,1951,estimates,25,208.873
909,1951,estimates,26,209.264
909,1951,estimates,27,209.931
909,1951,estimates,28,208.734
909,1951,estimates,29,204.883
909,1951,estimates,30,199.393
909,1951,estimates,31,193.815
909,1951,estimates,32,187.511
909,1951,estimates,33,183.245
909,1951,estimates,34,182.44
909,1951,estimates,35,183.697
909,1951,estimates,36,184.339
909,1951,estimates,37,185.068
909,1951,estimates,38,184.128
909,1951,estimates,39,180.421
909,1951,estimates,40,174.92
909,1951,estimates,41,169.721
909,1951,estimates,42,164.461
909,1951,estimates,43,159.357
909,1951,estimates,44,154.749
909,1951,estimates,45,150.482
909,1951,estimates,46,146.041
909,1951,estimates,47,141.489
909,1951,estimates,48,137.364
909,1951,estimates,49,133.869
909,1951,estimates,50,130.812
909,1951,estimates,51,127.793
909,1951,estimates,52,124.88
909,1951,estimates,53,121.994
909,1951,estimates,54,119.047
909,1951,estimates,55,116.085
909,1951,estimates,56,113.163
909,1951,estimates,57,110.187
909,1951,estimates,58,107.432
909,1951,estimates,59,105.011
909,1951,estimates,60,102.733
909,1951,estimates,61,100.342
909,1951,estimates,62,97.961
909,1951,estimates,63,94.953
909,1951,estimates,64,90.984
909,1951,estimates,65,86.368
909,1951,estimates,66,81.77
909,1951,estimates,67,77.083
909,1951,estimates,68,72.404
909,1951,estimates,69,67.85
909,1951,estimates,70,63.386
909,1951,estimates,71,58.871
909,1951,estimates,72,54.367
909,1951,estimates,73,49.92
909,1951,estimates,74,45.559
909,1951,estimates,75,41.304
909,1951,estimates,76,37.173
909,1951,estimates,77,33.161
909,1951,estimates,78,29.417
909,1951,estimates,79,26.009
909,1952,estimates,0,331.516
909,1952,estimates,1,329.787
909,1952,estimates,2,336.239
909,1952,estimates,3,322.264
909,1952,estimates,4,308.41
909,1952,estimates,5,294.808
909,1952,estimates,6,281.598
909,1952,estimates,7,268.788
909,1952,estimates,8,256.384
909,1952,estimates,9,245.157
909,1952,estimates,10,235.498
909,1952,estimates,11,227.16
909,1952,estimates,12,219.55
909,1952,estimates,13,212.82
909,1952,estimates,14,206.98
909,1952,estimates,15,201.976
909,1952,estimates,16,197.901
909,1952,estimates,17,194.552
909,1952,estimates,18,191.554
909,1952,estimates,19,190.824
909,1952,estimates,20,193.159
909,1952,estimates,21,197.457
909,1952,estimates,22,201.741
909,1952,estimates,23,206.336
909,1952,estimates,24,209.869
909,1952,estimates,25,211.431
909,1952,estimates,26,211.525
909,1952,estimates,27,211.865
909,1952,estimates,28,212.477
909,1952,estimates,29,211.153
909,1952,estimates,30,207.09
909,1952,estimates,31,201.334
909,1952,estimates,32,195.476
909,1952,estimates,33,188.867
909,1952,estimates,34,184.374
909,1952,estimates,35,183.484
909,1952,estimates,36,184.752
909,1952,estimates,37,185.378
909,1952,estimates,38,186.1
909,1952,estimates,39,185.098
909,1952,estimates,40,181.24
909,1952,estimates,41,175.532
909,1952,estimates,42,170.139
909,1952,estimates,43,164.683
909,1952,estimates,44,159.405
909,1952,estimates,45,154.655
909,1952,estimates,46,150.275
909,1952,estimates,47,145.712
909,1952,estimates,48,141.042
909,1952,estimates,49,136.792
909,1952,estimates,50,133.151
909,1952,estimates,51,129.939
909,1952,estimates,52,126.769
909,1952,estimates,53,123.702
909,1952,estimates,54,120.688
909,1952,estimates,55,117.656
909,1952,estimates,56,114.636
909,1952,estimates,57,111.657
909,1952,estimates,58,108.628
909,1952,estimates,59,105.781
909,1952,estimates,60,103.211
909,1952,estimates,61,100.745
909,1952,estimates,62,98.178
909,1952,estimates,63,95.629
909,1952,estimates,64,92.47
909,1952,estimates,65,88.389
909,1952,estimates,66,83.692
909,1952,estimates,67,79.015
909,1952,estimates,68,74.263
909,1952,estimates,69,69.521
909,1952,estimates,70,64.907
909,1952,estimates,71,60.382
909,1952,estimates,72,55.828
909,1952,estimates,73,51.284
909,1952,estimates,74,46.86
909,1952,estimates,75,42.598
909,1952,estimates,76,38.501
909,1952,estimates,77,34.527
909,1952,estimates,78,30.704
909,1952,estimates,79,27.105
909,1953,estimates,0,333.776
909,1953,estimates,1,335.783
909,1953,estimates,2,334.373
909,1953,estimates,3,335.045
909,1953,estimates,4,322.459
909,1953,estimates,5,309.518
909,1953,estimates,6,296.438
909,1953,estimates,7,283.41
909,1953,estimates,8,270.478
909,1953,estimates,9,257.642
909,1953,estimates,10,246.079
909,1953,estimates,11,236.367
909,1953,estimates,12,228.151
909,1953,estimates,13,220.518
909,1953,estimates,14,213.687
909,1953,estimates,15,207.8
909,1953,estimates,16,202.855
909,1953,estimates,17,198.91
909,1953,estimates,18,195.671
909,1953,estimates,19,192.779
909,1953,estimates,20,192.191
909,1953,estimates,21,194.721
909,1953,estimates,22,199.238
909,1953,estimates,23,203.727
909,1953,estimates,24,208.526
909,1953,estimates,25,212.192
909,1953,estimates,26,213.78
909,1953,estimates,27,213.816
909,1953,estimates,28,214.098
909,1953,estimates,29,214.652
909,1953,estimates,30,213.206
909,1953,estimates,31,208.932
