continent,year,variant,age1yearinterval,population
903,1950,estimates,77,225.636
903,1950,estimates,78,193.775
903,1950,estimates,79,166.409
903,1951,estimates,0,9034.223
903,1951,estimates,1,8516.67
903,1951,estimates,2,7954.675
903,1951,estimates,3,7463.988
903,1951,estimates,4,7038.538
903,1951,estimates,5,6672.273
903,1951,estimates,6,6359.789
903,1951,estimates,7,6095.672
903,1951,estimates,8,5870.61
903,1951,estimates,9,5677.237
903,1951,estimates,10,5511.446
903,1951,estimates,11,5374.729
903,1951,estimates,12,5264.649
903,1951,estimates,13,5157.006
903,1951,estimates,14,5039.124
903,1951,estimates,15,4916.509
903,1951,estimates,16,4807.396
903,1951,estimates,17,4708.299
903,1951,estimates,18,4604.311
903,1951,estimates,19,4489.854
903,1951,estimates,20,4368.85
903,1951,estimates,21,4251.591
903,1951,estimates,22,4136.995
903,1951,estimates,23,4019.864
903,1951,estimates,24,3898.96
903,1951,estimates,25,3776.447
903,1951,estimates,26,3655.38
903,1951,estimates,27,3534.725
903,1951,estimates,28,3420.409
903,1951,estimates,29,3315.55
903,1951,estimates,30,3217.478
903,1951,estimates,31,3120.8
903,1951,estimates,32,3027.077
903,1951,estimates,33,2933.287
903,1951,estimates,34,2837.537
903,1951,estimates,35,2741.768
903,1951,estimates,36,2649.036
903,1951,estimates,37,2557.81
903,1951,estimates,38,2473.66
903,1951,estimates,39,2399.364
903,1951,estimates,40,2331.777
903,1951,estimates,41,2265.366
903,1951,estimates,42,2201.712
903,1951,estimates,43,2135.354
903,1951,estimates,44,2063.17
903,1951,estimates,45,1987.911
903,1951,estimates,46,1914.97
903,1951,estimates,47,1842.721
903,1951,estimates,48,1774.678
903,1951,estimates,49,1712.954
903,1951,estimates,50,1655.373
903,1951,estimates,51,1597.919
903,1951,estimates,52,1541.736
903,1951,estimates,53,1483.484
903,1951,estimates,54,1421.206
903,1951,estimates,55,1356.672
903,1951,estimates,56,1293.558
903,1951,estimates,57,1231.037
903,1951,estimates,58,1170.434
903,1951,estimates,59,1112.754
903,1951,estimates,60,1057.214
903,1951,estimates,61,1002.066
903,1951,estimates,62,947.718
903,1951,estimates,63,893.82
903,1951,estimates,64,840.053
903,1951,estimates,65,786.712
903,1951,estimates,66,734.535
903,1951,estimates,67,683.495
903,1951,estimates,68,633.29
903,1951,estimates,69,583.875
903,1951,estimates,70,535.442
903,1951,estimates,71,488.544
903,1951,estimates,72,443.465
903,1951,estimates,73,399.106
903,1951,estimates,74,355.131
903,1951,estimates,75,312.308
903,1951,estimates,76,271.614
903,1951,estimates,77,232.665
903,1951,estimates,78,197.973
903,1951,estimates,79,168.856
903,1952,estimates,0,9269.937
903,1952,estimates,1,8631.705
903,1952,estimates,2,8226.466
903,1952,estimates,3,7717.428
903,1952,estimates,4,7273.203
903,1952,estimates,5,6887.941
903,1952,estimates,6,6555.821
903,1952,estimates,7,6272.298
903,1952,estimates,8,6032.818
903,1952,estimates,9,5825.091
903,1952,estimates,10,5640.682
903,1952,estimates,11,5477.637
903,1952,estimates,12,5340.854
903,1952,estimates,13,5227.46
903,1952,estimates,14,5116.805
903,1952,estimates,15,4998.417
903,1952,estimates,16,4876.644
903,1952,estimates,17,4766.444
903,1952,estimates,18,4664.982
903,1952,estimates,19,4559.155
903,1952,estimates,20,4443.961
903,1952,estimates,21,4322.963
903,1952,estimates,22,4205.472
903,1952,estimates,23,4090.531
903,1952,estimates,24,3973.456
903,1952,estimates,25,3853.143
903,1952,estimates,26,3731.575
903,1952,estimates,27,3611.515
903,1952,estimates,28,3491.974
903,1952,estimates,29,3378.676
903,1952,estimates,30,3274.592
903,1952,estimates,31,3177.148
903,1952,estimates,32,3081.164
903,1952,estimates,33,2988.164
903,1952,estimates,34,2895.055
903,1952,estimates,35,2799.921
903,1952,estimates,36,2704.724
903,1952,estimates,37,2612.538
903,1952,estimates,38,2521.81
903,1952,estimates,39,2438.151
903,1952,estimates,40,2364.353
903,1952,estimates,41,2297.249
903,1952,estimates,42,2231.262
903,1952,estimates,43,2167.97
903,1952,estimates,44,2101.926
903,1952,estimates,45,2029.997
903,1952,estimates,46,1954.929
903,1952,estimates,47,1882.123
903,1952,estimates,48,1809.947
903,1952,estimates,49,1741.837
903,1952,estimates,50,1679.88
903,1952,estimates,51,1621.924
903,1952,estimates,52,1564.051
903,1952,estimates,53,1507.384
903,1952,estimates,54,1448.598
903,1952,estimates,55,1385.756
903,1952,estimates,56,1320.631
903,1952,estimates,57,1256.892
903,1952,estimates,58,1193.733
903,1952,estimates,59,1132.437
903,1952,estimates,60,1073.981
903,1952,estimates,61,1017.621
903,1952,estimates,62,961.702
903,1952,estimates,63,906.657
903,1952,estimates,64,852.114
903,1952,estimates,65,797.743
903,1952,estimates,66,743.897
903,1952,estimates,67,691.362
903,1952,estimates,68,640.116
903,1952,estimates,69,589.9
903,1952,estimates,70,540.722
903,1952,estimates,71,492.776
903,1952,estimates,72,446.533
903,1952,estimates,73,402.221
903,1952,estimates,74,359.18
903,1952,estimates,75,317.227
903,1952,estimates,76,276.935
903,1952,estimates,77,238.842
903,1952,estimates,78,202.613
903,1952,estimates,79,170.677
903,1953,estimates,0,9519.709
903,1953,estimates,1,8870.923
903,1953,estimates,2,8296.953
903,1953,estimates,3,7947.55
903,1953,estimates,4,7490.873
903,1953,estimates,5,7092.569
903,1953,estimates,6,6747.008
903,1953,estimates,7,6448.58
903,1953,estimates,8,6193.615
903,1953,estimates,9,5978.418
903,1953,estimates,10,5787.713
903,1953,estimates,11,5612.023
903,1953,estimates,12,5451.52
903,1953,estimates,13,5314.501
903,1953,estimates,14,5197.651
903,1953,estimates,15,5083.832
903,1953,estimates,16,4964.77
903,1953,estimates,17,4843.677
903,1953,estimates,18,4732.221
903,1953,estimates,19,4628.244
903,1953,estimates,20,4520.425
903,1953,estimates,21,4404.341
903,1953,estimates,22,4283.185
903,1953,estimates,23,4165.299
903,1953,estimates,24,4049.863
903,1953,estimates,25,3932.681
903,1953,estimates,26,3812.779
903,1953,estimates,27,3691.995
903,1953,estimates,28,3572.756
903,1953,estimates,29,3454.161
903,1953,estimates,30,3341.705
903,1953,estimates,31,3238.253
903,1953,estimates,32,3141.285
903,1953,estimates,33,3045.86
903,1953,estimates,34,2953.447
903,1953,estimates,35,2860.88
903,1953,estimates,36,2766.23
903,1953,estimates,37,2671.459
903,1953,estimates,38,2579.682
903,1953,estimates,39,2489.319
903,1953,estimates,40,2406.031
903,1953,estimates,41,2332.623
903,1953,estimates,42,2265.928
903,1953,estimates,43,2200.281
903,1953,estimates,44,2137.277
903,1953,estimates,45,2071.464
903,1953,estimates,46,1999.697
903,1953,estimates,47,1924.707
903,1953,estimates,48,1851.922
903,1953,estimates,49,1779.727
903,1953,estimates,50,1711.47
903,1953,estimates,51,1649.182
903,1953,estimates,52,1590.774
903,1953,estimates,53,1532.395
903,1953,estimates,54,1475.175
903,1953,estimates,55,1415.781
903,1953,estimates,56,1352.278
903,1953,estimates,57,1286.46
903,1953,estimates,58,1222.003
903,1953,estimates,59,1158.123
903,1953,estimates,60,1096.044
903,1953,estimates,61,1036.718
903,1953,estimates,62,979.449
903,1953,estimates,63,922.686
903,1953,estimates,64,866.871
903,1953,estimates,65,811.597
903,1953,estimates,66,756.555
903,1953,estimates,67,702.133
903,1953,estimates,68,649.166
903,1953,estimates,69,597.649
903,1953,estimates,70,547.372
903,1953,estimates,71,498.354
903,1953,estimates,72,450.821
903,1953,estimates,73,405.162
903,1953,estimates,74,361.555
903,1953,estimates,75,319.756
903,1953,estimates,76,279.776
903,1953,estimates,77,241.958
903,1953,estimates,78,206.419
903,1953,estimates,79,172.862
903,1954,estimates,0,9778.12
903,1954,estimates,1,9121.99
903,1954,estimates,2,8539.514
903,1954,estimates,3,8025.284
903,1954,estimates,4,7676.357
903,1954,estimates,5,7271.771
903,1954,estimates,6,6919.155
903,1954,estimates,7,6613.114
903,1954,estimates,8,6348.24
903,1954,estimates,9,6121.713
903,1954,estimates,10,5930.717
903,1954,estimates,11,5756.926
903,1954,estimates,12,5589.797
903,1954,estimates,13,5431.657
903,1954,estimates,14,5294.228
903,1954,estimates,15,5173.748
903,1954,estimates,16,5056.613
903,1954,estimates,17,4936.723
903,1954,estimates,18,4816.178
903,1954,estimates,19,4703.331
903,1954,estimates,20,4596.697
903,1954,estimates,21,4486.758
903,1954,estimates,22,4369.642
903,1954,estimates,23,4248.199
903,1954,estimates,24,4129.785
903,1954,estimates,25,4013.72
903,1954,estimates,26,3896.297
903,1954,estimates,27,3776.672
903,1954,estimates,28,3656.513
903,1954,estimates,29,3537.969
903,1954,estimates,30,3420.171
903,1954,estimates,31,3308.436
903,1954,estimates,32,3205.491
903,1954,estimates,33,3108.901
903,1954,estimates,34,3013.921
903,1954,estimates,35,2921.993
903,1954,estimates,36,2829.864
903,1954,estimates,37,2735.578
903,1954,estimates,38,2641.138
903,1954,estimates,39,2549.654
903,1954,estimates,40,2459.546
903,1954,estimates,41,2376.536
903,1954,estimates,42,2303.468
903,1954,estimates,43,2237.11
903,1954,estimates,44,2171.755
903,1954,estimates,45,2108.989
903,1954,estimates,46,2043.341
903,1954,estimates,47,1971.653
903,1954,estimates,48,1896.654
903,1954,estimates,49,1823.804
903,1954,estimates,50,1751.495
903,1954,estimates,51,1682.993
903,1954,estimates,52,1620.321
903,1954,estimates,53,1561.402
903,1954,estimates,54,1502.465
903,1954,estimates,55,1444.627
903,1954,estimates,56,1384.557
903,1954,estimates,57,1320.322
903,1954,estimates,58,1253.721
903,1954,estimates,59,1188.451
903,1954,estimates,60,1123.762
903,1954,estimates,61,1060.814
903,1954,estimates,62,1000.548
903,1954,estimates,63,942.31
903,1954,estimates,64,884.634
903,1954,estimates,65,827.971
903,1954,estimates,66,771.916
903,1954,estimates,67,716.146
903,1954,estimates,68,661.093
903,1954,estimates,69,607.634
903,1954,estimates,70,555.802
903,1954,estimates,71,505.399
903,1954,estimates,72,456.499
903,1954,estimates,73,409.318
903,1954,estimates,74,364.196
903,1954,estimates,75,321.246
903,1954,estimates,76,280.649
903,1954,estimates,77,242.597
903,1954,estimates,78,207.211
903,1954,estimates,79,174.188
903,1955,estimates,0,10040.688
903,1955,estimates,1,9381.697
903,1955,estimates,2,8794.377
903,1955,estimates,3,8273.522
903,1955,estimates,4,7813.93
903,1955,estimates,5,7410.396
903,1955,estimates,6,7057.715
903,1955,estimates,7,6750.678
903,1955,estimates,8,6484.085
903,1955,estimates,9,6252.732
903,1955,estimates,10,6054.663
903,1955,estimates,11,5887.905
903,1955,estimates,12,5731.047
903,1955,estimates,13,5572.374
903,1955,estimates,14,5416.433
903,1955,estimates,15,5278.453
903,1955,estimates,16,5154.211
903,1955,estimates,17,5033.633
903,1955,estimates,18,4912.811
903,1955,estimates,19,4792.705
903,1955,estimates,20,4678.361
903,1955,estimates,21,4568.964
903,1955,estimates,22,4456.789
903,1955,estimates,23,4338.537
903,1955,estimates,24,4216.694
903,1955,estimates,25,4097.636
903,1955,estimates,26,3980.837
903,1955,estimates,27,3863.076
903,1955,estimates,28,3743.623
903,1955,estimates,29,3623.983
903,1955,estimates,30,3506.033
903,1955,estimates,31,3388.93
903,1955,estimates,32,3277.821
903,1955,estimates,33,3175.298
903,1955,estimates,34,3079.008
903,1955,estimates,35,2984.403
903,1955,estimates,36,2892.887
903,1955,estimates,37,2801.128
903,1955,estimates,38,2707.132
903,1955,estimates,39,2612.922
903,1955,estimates,40,2521.657
903,1955,estimates,41,2431.734
903,1955,estimates,42,2348.932
903,1955,estimates,43,2276.147
903,1955,estimates,44,2210.091
903,1955,estimates,45,2144.981
903,1955,estimates,46,2082.419
903,1955,estimates,47,2016.896
903,1955,estimates,48,1945.221
903,1955,estimates,49,1870.135
903,1955,estimates,50,1797.155
903,1955,estimates,51,1724.658
903,1955,estimates,52,1655.856
903,1955,estimates,53,1592.743
903,1955,estimates,54,1533.271
903,1955,estimates,55,1473.726
903,1955,estimates,56,1415.232
903,1955,estimates,57,1354.425
903,1955,estimates,58,1289.393
903,1955,estimates,59,1221.937
903,1955,estimates,60,1155.793
903,1955,estimates,61,1090.228
903,1955,estimates,62,1026.343
903,1955,estimates,63,965.082
903,1955,estimates,64,905.833
903,1955,estimates,65,847.193
903,1955,estimates,66,789.644
903,1955,estimates,67,732.74
903,1955,estimates,68,676.194
903,1955,estimates,69,620.457
903,1955,estimates,70,566.474
903,1955,estimates,71,514.277
903,1955,estimates,72,463.71
903,1955,estimates,73,414.877
903,1955,estimates,74,368.022
903,1955,estimates,75,323.399
903,1955,estimates,76,281.076
903,1955,estimates,77,241.653
903,1955,estimates,78,205.489
903,1955,estimates,79,172.519
903,1956,estimates,0,10247.978
903,1956,estimates,1,9727.756
903,1956,estimates,2,9124.837
903,1956,estimates,3,8586.599
903,1956,estimates,4,8108.097
903,1956,estimates,5,7684.365
903,1956,estimates,6,7311.171
903,1956,estimates,7,6984.266
903,1956,estimates,8,6695.118
903,1956,estimates,9,6437.331
903,1956,estimates,10,6208.101
903,1956,estimates,11,6009.226
903,1956,estimates,12,5838.208
903,1956,estimates,13,5677.825
903,1956,estimates,14,5518.94
903,1956,estimates,15,5364.67
903,1956,estimates,16,5226.277
903,1956,estimates,17,5100.326
903,1956,estimates,18,4978.595
903,1956,estimates,19,4857.702
903,1956,estimates,20,4738.242
903,1956,estimates,21,4624.334
903,1956,estimates,22,4515.292
903,1956,estimates,23,4403.782
903,1956,estimates,24,4286.586
903,1956,estimates,25,4166.046
903,1956,estimates,26,4048.34
903,1956,estimates,27,3932.969
903,1956,estimates,28,3816.464
903,1956,estimates,29,3697.955
903,1956,estimates,30,3579.05
903,1956,estimates,31,3461.866
903,1956,estimates,32,3345.571
903,1956,estimates,33,3235.131
903,1956,estimates,34,3133.114
903,1956,estimates,35,3037.23
903,1956,estimates,36,2942.985
903,1956,estimates,37,2851.75
903,1956,estimates,38,2760.426
903,1956,estimates,39,2667.17
903,1956,estimates,40,2573.857
903,1956,estimates,41,2483.399
903,1956,estimates,42,2394.262
903,1956,estimates,43,2312.013
903,1956,estimates,44,2239.408
903,1956,estimates,45,2173.273
903,1956,estimates,46,2108.06
903,1956,estimates,47,2045.327
903,1956,estimates,48,1979.625
903,1956,estimates,49,1907.828
903,1956,estimates,50,1832.64
903,1956,estimates,51,1759.469
903,1956,estimates,52,1686.741
903,1956,estimates,53,1617.554
903,1956,estimates,54,1553.824
903,1956,estimates,55,1493.588
903,1956,estimates,56,1433.287
903,1956,estimates,57,1374.032
903,1956,estimates,58,1312.483
903,1956,estimates,59,1246.745
903,1956,estimates,60,1178.642
903,1956,estimates,61,1111.902
903,1956,estimates,62,1045.811
903,1956,estimates,63,981.46
903,1956,estimates,64,919.789
903,1956,estimates,65,860.222
903,1956,estimates,66,801.423
903,1956,estimates,67,743.87
903,1956,estimates,68,687.192
903,1956,estimates,69,631.153
903,1956,estimates,70,576.197
903,1956,estimates,71,523.152
903,1956,estimates,72,472.051
903,1956,estimates,73,423
903,1956,estimates,74,376.214
903,1956,estimates,75,331.801
903,1956,estimates,76,289.699
903,1956,estimates,77,249.963
903,1956,estimates,78,213.346
903,1956,estimates,79,180.235
903,1957,estimates,0,10472.275
903,1957,estimates,1,9826.952
903,1957,estimates,2,9434.106
903,1957,estimates,3,8885.149
903,1957,estimates,4,8394.224
903,1957,estimates,5,7956.6
903,1957,estimates,6,7567.536
903,1957,estimates,7,7223.723
903,1957,estimates,8,6921.868
903,1957,estimates,9,6650.069
903,1957,estimates,10,6400.728
903,1957,estimates,11,6173.409
903,1957,estimates,12,5973.644
903,1957,estimates,13,5798.394
903,1957,estimates,14,5634.449
903,1957,estimates,15,5475.116
903,1957,estimates,16,5322.172
903,1957,estimates,17,5183.093
903,1957,estimates,18,5055.181
903,1957,estimates,19,4932.064
903,1957,estimates,20,4810.876
903,1957,estimates,21,4691.87
903,1957,estimates,22,4578.195
903,1957,estimates,23,4469.307
903,1957,estimates,24,4358.253
903,1957,estimates,25,4241.911
903,1957,estimates,26,4122.471
903,1957,estimates,27,4005.905
903,1957,estimates,28,3891.763
903,1957,estimates,29,3776.318
903,1957,estimates,30,3658.544
903,1957,estimates,31,3540.162
903,1957,estimates,32,3423.559
903,1957,estimates,33,3307.857
903,1957,estimates,34,3197.902
903,1957,estimates,35,3096.229
903,1957,estimates,36,3000.59
903,1957,estimates,37,2906.567
903,1957,estimates,38,2815.459
903,1957,estimates,39,2724.428
903,1957,estimates,40,2631.752
903,1957,estimates,41,2539.172
903,1957,estimates,42,2449.368
903,1957,estimates,43,2360.859
903,1957,estimates,44,2279.024
903,1957,estimates,45,2206.498
903,1957,estimates,46,2140.218
903,1957,estimates,47,2074.829
903,1957,estimates,48,2011.835
903,1957,estimates,49,1945.866
903,1957,estimates,50,1873.836
903,1957,estimates,51,1798.396
903,1957,estimates,52,1724.898
903,1957,estimates,53,1651.806
903,1957,estimates,54,1582.104
903,1957,estimates,55,1517.66
903,1957,estimates,56,1456.578
903,1957,estimates,57,1395.43
903,1957,estimates,58,1335.33
903,1957,estimates,59,1272.937
903,1957,estimates,60,1206.382
903,1957,estimates,61,1137.49
903,1957,estimates,62,1070.013
903,1957,estimates,63,1003.273
903,1957,estimates,64,938.338
903,1957,estimates,65,876.155
903,1957,estimates,66,816.172
903,1957,estimates,67,757.121
903,1957,estimates,68,699.466
903,1957,estimates,69,642.931
903,1957,estimates,70,587.306
903,1957,estimates,71,533.04
903,1957,estimates,72,480.862
903,1957,estimates,73,430.769
903,1957,estimates,74,383.151
903,1957,estimates,75,338.325
903,1957,estimates,76,296.265
903,1957,estimates,77,256.614
903,1957,estimates,78,219.394
903,1957,estimates,79,185.513
903,1958,estimates,0,10714.17
903,1958,estimates,1,10075.484
903,1958,estimates,2,9497.855
903,1958,estimates,3,9152.347
903,1958,estimates,4,8656.578
903,1958,estimates,5,8212.254
903,1958,estimates,6,7814.869
903,1958,estimates,7,7459.902
903,1958,estimates,8,7144.957
903,1958,estimates,9,6867.654
903,1958,estimates,10,6612.822
903,1958,estimates,11,6371.676
903,1958,estimates,12,6146.088
903,1958,estimates,13,5945.292
903,1958,estimates,14,5765.703
903,1958,estimates,15,5598.065
903,1958,estimates,16,5438.1
903,1958,estimates,17,5286.26
903,1958,estimates,18,5146.285
903,1958,estimates,19,5016.242
903,1958,estimates,20,4891.558
903,1958,estimates,21,4769.924
903,1958,estimates,22,4651.216
903,1958,estimates,23,4537.628
903,1958,estimates,24,4428.753
903,1958,estimates,25,4318.016
903,1958,estimates,26,4202.37
903,1958,estimates,27,4083.879
903,1958,estimates,28,3968.312
903,1958,estimates,29,3855.26
903,1958,estimates,30,3740.733
903,1958,estimates,31,3623.559
903,1958,estimates,32,3505.558
903,1958,estimates,33,3389.393
903,1958,estimates,34,3274.149
903,1958,estimates,35,3164.553
903,1958,estimates,36,3063.109
903,1958,estimates,37,2967.611
903,1958,estimates,38,2873.69
903,1958,estimates,39,2782.612
903,1958,estimates,40,2691.773
903,1958,estimates,41,2599.563
903,1958,estimates,42,2507.598
903,1958,estimates,43,2418.33
903,1958,estimates,44,2330.338
903,1958,estimates,45,2248.819
903,1958,estimates,46,2176.291
903,1958,estimates,47,2109.783
903,1958,estimates,48,2044.138
903,1958,estimates,49,1980.833
903,1958,estimates,50,1914.517
903,1958,estimates,51,1842.15
903,1958,estimates,52,1766.362
903,1958,estimates,53,1692.456
903,1958,estimates,54,1618.895
903,1958,estimates,55,1548.595
903,1958,estimates,56,1483.356
903,1958,estimates,57,1421.353
903,1958,estimates,58,1359.293
903,1958,estimates,59,1298.272
903,1958,estimates,60,1234.958
903,1958,estimates,61,1167.493
903,1958,estimates,62,1097.724
903,1958,estimates,63,1029.439
903,1958,estimates,64,961.955
903,1958,estimates,65,896.355
903,1958,estimates,66,833.575
903,1958,estimates,67,773.121
903,1958,estimates,68,713.742
903,1958,estimates,69,655.929
903,1958,estimates,70,599.458
903,1958,estimates,71,544.191
903,1958,estimates,72,490.537
903,1958,estimates,73,439.157
903,1958,estimates,74,390.019
903,1958,estimates,75,343.781
903,1958,estimates,76,300.858
903,1958,estimates,77,261.109
903,1958,estimates,78,223.852
903,1958,estimates,79,189.103
903,1959,estimates,0,10977.961
903,1959,estimates,1,10341.6
903,1959,estimates,2,9764.059
903,1959,estimates,3,9241.305
903,1959,estimates,4,8876.989
903,1959,estimates,5,8434.321
903,1959,estimates,6,8036.506
903,1959,estimates,7,7679.239
903,1959,estimates,8,7358.233
903,1959,estimates,9,7072.018
903,1959,estimates,10,6819.132
903,1959,estimates,11,6581.109
903,1959,estimates,12,6347.96
903,1959,estimates,13,6123.915
903,1959,estimates,14,5921.88
903,1959,estimates,15,5737.759
903,1959,estimates,16,5566.25
903,1959,estimates,17,5405.502
903,1959,estimates,18,5254.641
903,1959,estimates,19,5113.661
903,1959,estimates,20,4981.356
903,1959,estimates,21,4854.991
903,1959,estimates,22,4732.808
903,1959,estimates,23,4614.297
903,1959,estimates,24,4500.701
903,1959,estimates,25,4391.731
903,1959,estimates,26,4281.224
903,1959,estimates,27,4166.175
903,1959,estimates,28,4048.54
903,1959,estimates,29,3933.874
903,1959,estimates,30,3821.814
903,1959,estimates,31,3708.112
903,1959,estimates,32,3591.446
903,1959,estimates,33,3473.746
903,1959,estimates,34,3357.936
903,1959,estimates,35,3243.076
903,1959,estimates,36,3133.757
903,1959,estimates,37,3032.459
903,1959,estimates,38,2937.032
903,1959,estimates,39,2843.143
903,1959,estimates,40,2752.018
903,1959,estimates,41,2661.298
903,1959,estimates,42,2569.482
903,1959,estimates,43,2478.058
903,1959,estimates,44,2389.259
903,1959,estimates,45,2301.724
903,1959,estimates,46,2220.443
903,1959,estimates,47,2147.846
903,1959,estimates,48,2081.038
903,1959,estimates,49,2015.082
903,1959,estimates,50,1951.386
903,1959,estimates,51,1884.66
903,1959,estimates,52,1811.896
903,1959,estimates,53,1735.706
903,1959,estimates,54,1661.314
903,1959,estimates,55,1587.244
903,1959,estimates,56,1516.273
903,1959,estimates,57,1450.184
903,1959,estimates,58,1387.201
903,1959,estimates,59,1324.171
903,1959,estimates,60,1262.168
903,1959,estimates,61,1197.874
903,1959,estimates,62,1129.457
903,1959,estimates,63,1058.769
903,1959,estimates,64,989.609
903,1959,estimates,65,921.343
903,1959,estimates,66,855.023
903,1959,estimates,67,791.604
903,1959,estimates,68,730.625
903,1959,estimates,69,670.867
903,1959,estimates,70,612.835
903,1959,estimates,71,556.388
903,1959,estimates,72,501.425
903,1959,estimates,73,448.357
903,1959,estimates,74,397.736
903,1959,estimates,75,349.508
903,1959,estimates,76,304.606
903,1959,estimates,77,263.566
903,1959,estimates,78,226.093
903,1959,estimates,79,191.199
903,1960,estimates,0,11269.151
903,1960,estimates,1,10627.082
903,1960,estimates,2,10043.698
903,1960,estimates,3,9514.914
903,1960,estimates,4,9036.653
903,1960,estimates,5,8604.821
903,1960,estimates,6,8215.33
903,1960,estimates,7,7864.103
903,1960,estimates,8,7547.05
903,1960,estimates,9,7260.09
903,1960,estimates,10,7002.686
903,1960,estimates,11,6774.314
903,1960,estimates,12,6553.105
903,1960,estimates,13,6327.855
903,1960,estimates,14,6105.159
903,1960,estimates,15,5901.701
903,1960,estimates,16,5712.842
903,1960,estimates,17,5537.301
903,1960,estimates,18,5375.662
903,1960,estimates,19,5225.725
903,1960,estimates,20,5083.664
903,1960,estimates,21,4949.02
903,1960,estimates,22,4820.914
903,1960,estimates,23,4698.099
903,1960,estimates,24,4579.71
903,1960,estimates,25,4466.032
903,1960,estimates,26,4356.928
903,1960,estimates,27,4246.575
903,1960,estimates,28,4132.065
903,1960,estimates,29,4015.218
903,1960,estimates,30,3901.391
903,1960,estimates,31,3790.259
903,1960,estimates,32,3677.331
903,1960,estimates,33,3561.127
903,1960,estimates,34,3443.678
903,1960,estimates,35,3328.172
903,1960,estimates,36,3213.646
903,1960,estimates,37,3104.562
903,1960,estimates,38,3003.365
903,1960,estimates,39,2907.954
903,1960,estimates,40,2814.05
903,1960,estimates,41,2722.835
903,1960,estimates,42,2632.186
903,1960,estimates,43,2540.715
903,1960,estimates,44,2449.796
903,1960,estimates,45,2361.42
903,1960,estimates,46,2274.29
903,1960,estimates,47,2193.211
903,1960,estimates,48,2120.483
903,1960,estimates,49,2053.327
903,1960,estimates,50,1986.994
903,1960,estimates,51,1922.854
903,1960,estimates,52,1855.673
903,1960,estimates,53,1782.482
903,1960,estimates,54,1705.847
903,1960,estimates,55,1630.937
903,1960,estimates,56,1556.31
903,1960,estimates,57,1484.643
903,1960,estimates,58,1417.663
903,1960,estimates,59,1353.652
903,1960,estimates,60,1289.596
903,1960,estimates,61,1226.579
903,1960,estimates,62,1161.271
903,1960,estimates,63,1091.862
903,1960,estimates,64,1020.22
903,1960,estimates,65,950.163
903,1960,estimates,66,881.084
903,1960,estimates,67,814.019
903,1960,estimates,68,749.924
903,1960,estimates,69,688.369
903,1960,estimates,70,628.215
903,1960,estimates,71,569.931
903,1960,estimates,72,513.479
903,1960,estimates,73,458.789
903,1960,estimates,74,406.273
903,1960,estimates,75,356.387
903,1960,estimates,76,309.056
903,1960,estimates,77,265.469
903,1960,estimates,78,226.286
903,1960,estimates,79,191.08
903,1961,estimates,0,11544.832
903,1961,estimates,1,10969.753
903,1961,estimates,2,10373.459
903,1961,estimates,3,9832.836
