continent,year,variant,age1yearinterval,population
905,1950,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,1950,estimates,0,4123.043
905,1950,estimates,1,3944.31
905,1950,estimates,2,3770.515
905,1950,estimates,3,3602.662
905,1950,estimates,4,3441.756
905,1950,estimates,5,3288.801
905,1950,estimates,6,3144.802
905,1950,estimates,7,3010.763
905,1950,estimates,8,2887.688
905,1950,estimates,9,2776.585
905,1950,estimates,10,2676.603
905,1950,estimates,11,2586.895
905,1950,estimates,12,2517.728
905,1950,estimates,13,2473.809
905,1950,estimates,14,2450.587
905,1950,estimates,15,2435.75
905,1950,estimates,16,2428.097
905,1950,estimates,17,2439.655
905,1950,estimates,18,2473.983
905,1950,estimates,19,2523.624
905,1950,estimates,20,2575.96
905,1950,estimates,21,2631.6
905,1950,estimates,22,2682.413
905,1950,estimates,23,2722.43
905,1950,estimates,24,2752.976
905,1950,estimates,25,2783.884
905,1950,estimates,26,2816.25
905,1950,estimates,27,2826.294
905,1950,estimates,28,2804.125
905,1950,estimates,29,2760.59
905,1950,estimates,30,2715.596
905,1950,estimates,31,2664.174
905,1950,estimates,32,2621.605
905,1950,estimates,33,2597.192
905,1950,estimates,34,2583.361
905,1950,estimates,35,2563.311
905,1950,estimates,36,2540.491
905,1950,estimates,37,2512.963
905,1950,estimates,38,2478.112
905,1950,estimates,39,2437.801
905,1950,estimates,40,2397.642
905,1950,estimates,41,2357.851
905,1950,estimates,42,2312.394
905,1950,estimates,43,2259.261
905,1950,estimates,44,2201.653
905,1950,estimates,45,2143.896
905,1950,estimates,46,2084.061
905,1950,estimates,47,2032.237
905,1950,estimates,48,1993.542
905,1950,estimates,49,1963.089
905,1950,estimates,50,1931.231
905,1950,estimates,51,1900.338
905,1950,estimates,52,1865.26
905,1950,estimates,53,1822.603
905,1950,estimates,54,1775.242
905,1950,estimates,55,1728.918
905,1950,estimates,56,1681.849
905,1950,estimates,57,1637.627
905,1950,estimates,58,1598.412
905,1950,estimates,59,1561.885
905,1950,estimates,60,1522.745
905,1950,estimates,61,1481.072
905,1950,estimates,62,1438.689
905,1950,estimates,63,1395.643
905,1950,estimates,64,1350.539
905,1950,estimates,65,1304.15
905,1950,estimates,66,1258.991
905,1950,estimates,67,1199.306
905,1950,estimates,68,1118.185
905,1950,estimates,69,1023.945
905,1950,estimates,70,931.139
905,1950,estimates,71,836.04
905,1950,estimates,72,752.361
905,1950,estimates,73,688.14
905,1950,estimates,74,636.887
905,1950,estimates,75,584.814
905,1950,estimates,76,535.575
905,1950,estimates,77,484.273
905,1950,estimates,78,427.377
905,1950,estimates,79,368.483
905,1950,estimates,80plus,1946.495
905,1951,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,1951,estimates,0,4062.441
905,1951,estimates,1,4099.559
905,1951,estimates,2,3933.716
905,1951,estimates,3,3769.011
905,1951,estimates,4,3606.934
905,1951,estimates,5,3448.976
905,1951,estimates,6,3296.4
905,1951,estimates,7,3150.472
905,1951,estimates,8,3013.807
905,1951,estimates,9,2888.345
905,1951,estimates,10,2774.901
905,1951,estimates,11,2671.559
905,1951,estimates,12,2577.752
905,1951,estimates,13,2505.253
905,1951,estimates,14,2459.437
905,1951,estimates,15,2435.401
905,1951,estimates,16,2419.564
905,1951,estimates,17,2410.676
905,1951,estimates,18,2422.557
905,1951,estimates,19,2459.443
905,1951,estimates,20,2513.005
905,1951,estimates,21,2569.195
905,1951,estimates,22,2629.034
905,1951,estimates,23,2682.673
905,1951,estimates,24,2723.192
905,1951,estimates,25,2752.715
905,1951,estimates,26,2782.833
905,1951,estimates,27,2814.269
905,1951,estimates,28,2823.591
905,1951,estimates,29,2801.263
905,1951,estimates,30,2757.864
905,1951,estimates,31,2712.607
905,1951,estimates,32,2660.56
