continent,year,variant,age1yearinterval,population
908,1950,estimates,"Region, subregion, country or area *",EUROPE
908,1950,estimates,0,13111.716
908,1950,estimates,1,11293.377
908,1950,estimates,2,9934.753
908,1950,estimates,3,8984.337
908,1950,estimates,4,8390.632
908,1950,estimates,5,8102.147
908,1950,estimates,6,8067.369
908,1950,estimates,7,8234.806
908,1950,estimates,8,8552.956
908,1950,estimates,9,8970.324
908,1950,estimates,10,9519.36
908,1950,estimates,11,10232.504
908,1950,estimates,12,10638.522
908,1950,estimates,13,10518.014
908,1950,estimates,14,10071.327
908,1950,estimates,15,9693.196
908,1950,estimates,16,9274.666
908,1950,estimates,17,9051.522
908,1950,estimates,18,9171.122
908,1950,estimates,19,9493.55
908,1950,estimates,20,9735.862
908,1950,estimates,21,9959.856
908,1950,estimates,22,10051.237
908,1950,estimates,23,9926.291
908,1950,estimates,24,9648.063
908,1950,estimates,25,9406.815
908,1950,estimates,26,9216.712
908,1950,estimates,27,8856.875
908,1950,estimates,28,8253.296
908,1950,estimates,29,7527.849
908,1950,estimates,30,6825.864
908,1950,estimates,31,6057.663
908,1950,estimates,32,5697.757
908,1950,estimates,33,5977.754
908,1950,estimates,34,6659.042
908,1950,estimates,35,7283.885
908,1950,estimates,36,7958.77
908,1950,estimates,37,8412.395
908,1950,estimates,38,8468.299
908,1950,estimates,39,8264.865
908,1950,estimates,40,8117.881
908,1950,estimates,41,7965.366
908,1950,estimates,42,7814.129
908,1950,estimates,43,7699.553
908,1950,estimates,44,7599.681
908,1950,estimates,45,7461.366
908,1950,estimates,46,7300.288
908,1950,estimates,47,7112.755
908,1950,estimates,48,6893.281
908,1950,estimates,49,6652.531
908,1950,estimates,50,6408.498
908,1950,estimates,51,6159.836
908,1950,estimates,52,5919.16
908,1950,estimates,53,5695.324
908,1950,estimates,54,5485.55
908,1950,estimates,55,5274.047
908,1950,estimates,56,5059.005
908,1950,estimates,57,4874.699
908,1950,estimates,58,4735.033
908,1950,estimates,59,4623.833
908,1950,estimates,60,4511.696
908,1950,estimates,61,4405.296
908,1950,estimates,62,4282.46
908,1950,estimates,63,4129.426
908,1950,estimates,64,3956.479
908,1950,estimates,65,3787.589
908,1950,estimates,66,3617.867
908,1950,estimates,67,3446.907
908,1950,estimates,68,3276.879
908,1950,estimates,69,3106.199
908,1950,estimates,70,2932.606
908,1950,estimates,71,2758.299
908,1950,estimates,72,2576.208
908,1950,estimates,73,2383.138
908,1950,estimates,74,2183.658
908,1950,estimates,75,1987.896
908,1950,estimates,76,1796.667
908,1950,estimates,77,1605.417
908,1950,estimates,78,1413.859
908,1950,estimates,79,1226.123
908,1950,estimates,80plus,5643.184
908,1951,estimates,"Region, subregion, country or area *",EUROPE
908,1951,estimates,0,11999.489
908,1951,estimates,1,12648.038
908,1951,estimates,2,11126.761
908,1951,estimates,3,9957.83
908,1951,estimates,4,9107.268
908,1951,estimates,5,8541.122
908,1951,estimates,6,8208.381
908,1951,estimates,7,8058.022
908,1951,estimates,8,8141.34
908,1951,estimates,9,8458.485
908,1951,estimates,10,8924.334
908,1951,estimates,11,9485.98
908,1951,estimates,12,10192.827
