variant,region,year,populationchange
estimates,913,1950,359.641
estimates,913,1951,370.036
estimates,913,1952,382.585
estimates,913,1953,395.299
estimates,913,1954,408.369
estimates,913,1955,422.039
estimates,913,1956,436.497
estimates,913,1957,451.921
estimates,913,1958,468.481
estimates,913,1959,486.182
estimates,913,1960,504.812
estimates,913,1961,524.014
estimates,913,1962,543.281
estimates,913,1963,562.146
estimates,913,1964,580.635
estimates,913,1965,598.653
estimates,913,1966,616.555
estimates,913,1967,636.002
estimates,913,1968,658.412
estimates,913,1969,683.516
estimates,913,1970,710.451
estimates,913,1971,737.278
estimates,913,1972,760.291
estimates,913,1973,776.425
estimates,913,1974,785.71
estimates,913,1975,790.447
estimates,913,1976,794.332
estimates,913,1977,802.126
estimates,913,1978,817.497
estimates,913,1979,840.347
estimates,913,1980,867.949
estimates,913,1981,895.562
estimates,913,1982,916.229
estimates,913,1983,924.617
estimates,913,1984,920.999
estimates,913,1985,908.527
estimates,913,1986,894.068
estimates,913,1987,890.47
estimates,913,1988,908.1
estimates,913,1989,946.114
estimates,913,1990,995.422
estimates,913,1991,1042.08
estimates,913,1992,1069.373
estimates,913,1993,1064.875
estimates,913,1994,1028.11
estimates,913,1995,973.267
estimates,913,1996,916.956
estimates,913,1997,865.995
estimates,913,1998,822.549
estimates,913,1999,788.372
estimates,913,2000,759.91
estimates,913,2001,732.83
estimates,913,2002,706.435
estimates,913,2003,681.698
estimates,913,2004,659.553
estimates,913,2005,638.073
estimates,913,2006,619.141
estimates,913,2007,616.458
estimates,913,2008,642.588
estimates,913,2009,696.025
estimates,913,2010,765.91
estimates,913,2011,836.518
estimates,913,2012,890.54
estimates,913,2013,915.234
estimates,913,2014,909.293
estimates,913,2015,886.289
medium_variant,913,2015,886.289
medium_variant,913,2016,861.875
medium_variant,913,2017,840.809
medium_variant,913,2018,823.372
medium_variant,913,2019,810.661
medium_variant,913,2020,799.207
medium_variant,913,2021,785.293
medium_variant,913,2022,769.178
medium_variant,913,2023,752.324
medium_variant,913,2024,734.979
medium_variant,913,2025,717.265
medium_variant,913,2026,699.622
medium_variant,913,2027,683.255
medium_variant,913,2028,669.229
medium_variant,913,2029,657.603
medium_variant,913,2030,647.402
medium_variant,913,2031,637.568
medium_variant,913,2032,627.906
medium_variant,913,2033,618.53
medium_variant,913,2034,609.339
medium_variant,913,2035,600.364
medium_variant,913,2036,591.601
medium_variant,913,2037,582.856
medium_variant,913,2038,573.921
medium_variant,913,2039,564.714
medium_variant,913,2040,555.334
medium_variant,913,2041,545.839
medium_variant,913,2042,535.921
medium_variant,913,2043,525.266
medium_variant,913,2044,513.875
medium_variant,913,2045,501.98
medium_variant,913,2046,489.84
medium_variant,913,2047,477.548
medium_variant,913,2048,465.101
medium_variant,913,2049,452.521
medium_variant,913,2050,439.797
medium_variant,913,2051,426.91
medium_variant,913,2052,413.816
medium_variant,913,2053,400.478
medium_variant,913,2054,386.963
medium_variant,913,2055,373.308
medium_variant,913,2056,359.598
medium_variant,913,2057,346.007
medium_variant,913,2058,332.661
medium_variant,913,2059,319.58
medium_variant,913,2060,306.665
medium_variant,913,2061,293.775
medium_variant,913,2062,280.891
medium_variant,913,2063,268.066
medium_variant,913,2064,255.278
medium_variant,913,2065,242.573
medium_variant,913,2066,229.945
medium_variant,913,2067,217.322
medium_variant,913,2068,204.621
medium_variant,913,2069,191.837
medium_variant,913,2070,179.07
medium_variant,913,2071,166.406
medium_variant,913,2072,153.962
medium_variant,913,2073,141.816
medium_variant,913,2074,129.993
medium_variant,913,2075,118.419
medium_variant,913,2076,106.969
medium_variant,913,2077,95.617
medium_variant,913,2078,84.334
medium_variant,913,2079,73.115
medium_variant,913,2080,62.014
medium_variant,913,2081,51.084
medium_variant,913,2082,40.363
medium_variant,913,2083,29.881
medium_variant,913,2084,19.632
medium_variant,913,2085,9.584
medium_variant,913,2086,-0.274
medium_variant,913,2087,-9.946
medium_variant,913,2088,-19.413
medium_variant,913,2089,-28.662
medium_variant,913,2090,-37.715
medium_variant,913,2091,-46.598
medium_variant,913,2092,-55.286
medium_variant,913,2093,-63.8
medium_variant,913,2094,-72.144
medium_variant,913,2095,-80.306
medium_variant,913,2096,-88.288
medium_variant,913,2097,-96.094
medium_variant,913,2098,-103.723
medium_variant,913,2099,-111.173
