variant,region,year,populationchange
estimates,921,1950,8336.958
estimates,921,1951,8671.579
estimates,921,1952,9202.523
estimates,921,1953,9723.672
estimates,921,1954,10237.386
estimates,921,1955,10746.003
estimates,921,1956,11251.973
estimates,921,1957,11757.448
estimates,921,1958,12263.967
estimates,921,1959,12771.716
estimates,921,1960,13278.772
estimates,921,1961,13781.047
estimates,921,1962,14273.075
estimates,921,1963,14750.182
estimates,921,1964,15212.296
estimates,921,1965,15670.637
estimates,921,1966,16132.566
estimates,921,1967,16584.202
estimates,921,1968,17010.889
estimates,921,1969,17416.955
estimates,921,1970,17810.652
estimates,921,1971,18211.221
estimates,921,1972,18659.743
estimates,921,1973,19191.081
estimates,921,1974,19805.396
estimates,921,1975,20461.278
estimates,921,1976,21115.718
estimates,921,1977,21765.756
estimates,921,1978,22419.092
estimates,921,1979,23067.126
estimates,921,1980,23702.347
estimates,921,1981,24314.198
estimates,921,1982,24883.743
estimates,921,1983,25393.281
estimates,921,1984,25835.851
estimates,921,1985,26233.844
estimates,921,1986,26597.122
estimates,921,1987,26874.55
estimates,921,1988,27014.014
estimates,921,1989,27021.068
estimates,921,1990,26937.156
estimates,921,1991,26820.555
estimates,921,1992,26731.731
estimates,921,1993,26714.652
estimates,921,1994,26775.228
estimates,921,1995,26863.075
estimates,921,1996,26924.752
estimates,921,1997,26958.775
estimates,921,1998,26978.468
estimates,921,1999,26978.43
estimates,921,2000,26969.923
estimates,921,2001,26951.387
estimates,921,2002,26873.619
estimates,921,2003,26689.613
estimates,921,2004,26403.697
estimates,921,2005,26050.91
estimates,921,2006,25684.987
estimates,921,2007,25371.456
estimates,921,2008,25159.498
estimates,921,2009,25051.562
estimates,921,2010,24995.753
estimates,921,2011,24929.345
estimates,921,2012,24821.292
estimates,921,2013,24658.589
estimates,921,2014,24436.597
estimates,921,2015,24177.358
medium_variant,921,2015,24177.358
medium_variant,921,2016,23906.689
medium_variant,921,2017,23631.386
medium_variant,921,2018,23350.142
medium_variant,921,2019,23062.459
medium_variant,921,2020,22763.793
medium_variant,921,2021,22445.403
medium_variant,921,2022,22092.944
medium_variant,921,2023,21695.029
medium_variant,921,2024,21252.254
medium_variant,921,2025,20778.069
medium_variant,921,2026,20288.334
medium_variant,921,2027,19791.239
medium_variant,921,2028,19290.802
medium_variant,921,2029,18789.304
medium_variant,921,2030,18283.147
medium_variant,921,2031,17767.784
medium_variant,921,2032,17242.725
medium_variant,921,2033,16709.376
medium_variant,921,2034,16169.151
medium_variant,921,2035,15622.869
medium_variant,921,2036,15073.691
medium_variant,921,2037,14530.637
medium_variant,921,2038,14001.735
medium_variant,921,2039,13487.203
medium_variant,921,2040,12979.788
medium_variant,921,2041,12470.913
medium_variant,921,2042,11956.728
medium_variant,921,2043,11435.757
medium_variant,921,2044,10907.168
medium_variant,921,2045,10374.211
medium_variant,921,2046,9839.883
medium_variant,921,2047,9302.343
medium_variant,921,2048,8758.968
medium_variant,921,2049,8209.957
medium_variant,921,2050,7658.103
medium_variant,921,2051,7105.585
medium_variant,921,2052,6550.385
medium_variant,921,2053,5990.259
medium_variant,921,2054,5426.275
medium_variant,921,2055,4861.445
medium_variant,921,2056,4299.631
medium_variant,921,2057,3744.388
medium_variant,921,2058,3198.407
medium_variant,921,2059,2662.876
medium_variant,921,2060,2136.852
medium_variant,921,2061,1618.876
medium_variant,921,2062,1108.614
medium_variant,921,2063,606.398
medium_variant,921,2064,113.133
medium_variant,921,2065,-370.199
medium_variant,921,2066,-841.492
medium_variant,921,2067,-1296.216
medium_variant,921,2068,-1730.421
medium_variant,921,2069,-2143.7
medium_variant,921,2070,-2539.228
medium_variant,921,2071,-2920.706
medium_variant,921,2072,-3289.412
medium_variant,921,2073,-3645.527
medium_variant,921,2074,-3989.209
medium_variant,921,2075,-4319.69
medium_variant,921,2076,-4635.614
medium_variant,921,2077,-4935.55
medium_variant,921,2078,-5218.469
medium_variant,921,2079,-5484.478
medium_variant,921,2080,-5735.714
medium_variant,921,2081,-5974.136
medium_variant,921,2082,-6199.238
medium_variant,921,2083,-6410.217
medium_variant,921,2084,-6607.727
medium_variant,921,2085,-6791.965
medium_variant,921,2086,-6964.318
medium_variant,921,2087,-7129.125
medium_variant,921,2088,-7290.235
medium_variant,921,2089,-7447.665
medium_variant,921,2090,-7598.079
medium_variant,921,2091,-7737.542
medium_variant,921,2092,-7863.083
medium_variant,921,2093,-7973.348
medium_variant,921,2094,-8068.579
medium_variant,921,2095,-8149.904
medium_variant,921,2096,-8218.901
medium_variant,921,2097,-8277.43
medium_variant,921,2098,-8327.287
medium_variant,921,2099,-8370.228
