variant,region,year,populationchange
estimates,915,1950,317.209
estimates,915,1951,329.398
estimates,915,1952,344.054
estimates,915,1953,352.078
estimates,915,1954,356.244
estimates,915,1955,359.357
estimates,915,1956,364.139
estimates,915,1957,373.119
estimates,915,1958,388.136
estimates,915,1959,409.456
estimates,915,1960,434.874
estimates,915,1961,459.753
estimates,915,1962,477.878
estimates,915,1963,483.957
estimates,915,1964,477.921
estimates,915,1965,464.423
estimates,915,1966,450.015
estimates,915,1967,440.2
estimates,915,1968,438.534
estimates,915,1969,445.255
estimates,915,1970,456.542
estimates,915,1971,467.143
estimates,915,1972,472.82
estimates,915,1973,470.917
estimates,915,1974,461.368
estimates,915,1975,447.709
estimates,915,1976,434.38
estimates,915,1977,424.514
estimates,915,1978,419.934
estimates,915,1979,420.882
estimates,915,1980,424.541
estimates,915,1981,428.152
estimates,915,1982,431.917
estimates,915,1983,436.901
estimates,915,1984,442.787
estimates,915,1985,449.265
estimates,915,1986,455.661
estimates,915,1987,460.121
estimates,915,1988,460.992
estimates,915,1989,458.183
estimates,915,1990,453.081
estimates,915,1991,447.222
estimates,915,1992,440.956
estimates,915,1993,434.18
estimates,915,1994,427.008
estimates,915,1995,419.5
estimates,915,1996,411.547
estimates,915,1997,402.519
estimates,915,1998,391.955
estimates,915,1999,380.089
estimates,915,2000,367.489
estimates,915,2001,355.073
estimates,915,2002,344.282
estimates,915,2003,336.27
estimates,915,2004,331.138
estimates,915,2005,327.486
estimates,915,2006,323.992
estimates,915,2007,321.232
estimates,915,2008,320.117
estimates,915,2009,320.376
estimates,915,2010,321.606
estimates,915,2011,322.949
estimates,915,2012,322.247
estimates,915,2013,317.594
estimates,915,2014,308.988
estimates,915,2015,298.049
medium_variant,915,2015,298.049
medium_variant,915,2016,286.873
medium_variant,915,2017,276.758
medium_variant,915,2018,268.424
medium_variant,915,2019,262.066
medium_variant,915,2020,256.534
medium_variant,915,2021,250.6
medium_variant,915,2022,244.117
medium_variant,915,2023,237.298
medium_variant,915,2024,230.054
medium_variant,915,2025,222.502
medium_variant,915,2026,214.806
medium_variant,915,2027,206.56
medium_variant,915,2028,197.242
medium_variant,915,2029,186.891
medium_variant,915,2030,175.91
medium_variant,915,2031,164.698
medium_variant,915,2032,153.573
medium_variant,915,2033,142.769
medium_variant,915,2034,132.289
medium_variant,915,2035,121.92
medium_variant,915,2036,111.412
medium_variant,915,2037,100.824
medium_variant,915,2038,90.24
medium_variant,915,2039,79.597
medium_variant,915,2040,69.011
medium_variant,915,2041,58.467
medium_variant,915,2042,47.817
medium_variant,915,2043,36.942
medium_variant,915,2044,25.845
medium_variant,915,2045,14.685
medium_variant,915,2046,3.634
medium_variant,915,2047,-7.112
medium_variant,915,2048,-17.377
medium_variant,915,2049,-27.143
medium_variant,915,2050,-36.535
medium_variant,915,2051,-45.743
medium_variant,915,2052,-54.867
medium_variant,915,2053,-63.91
medium_variant,915,2054,-72.92
medium_variant,915,2055,-81.734
medium_variant,915,2056,-90.223
medium_variant,915,2057,-98.475
medium_variant,915,2058,-106.439
medium_variant,915,2059,-114.125
medium_variant,915,2060,-121.566
medium_variant,915,2061,-128.678
medium_variant,915,2062,-135.2
medium_variant,915,2063,-140.948
medium_variant,915,2064,-145.922
medium_variant,915,2065,-150.329
medium_variant,915,2066,-154.408
medium_variant,915,2067,-158.214
medium_variant,915,2068,-161.852
medium_variant,915,2069,-165.291
medium_variant,915,2070,-168.508
medium_variant,915,2071,-171.519
medium_variant,915,2072,-174.255
medium_variant,915,2073,-176.693
medium_variant,915,2074,-178.868
medium_variant,915,2075,-180.834
medium_variant,915,2076,-182.673
medium_variant,915,2077,-184.669
medium_variant,915,2078,-187.052
medium_variant,915,2079,-189.815
medium_variant,915,2080,-192.716
medium_variant,915,2081,-195.48
medium_variant,915,2082,-198.097
medium_variant,915,2083,-200.541
medium_variant,915,2084,-202.774
medium_variant,915,2085,-204.82
medium_variant,915,2086,-206.714
medium_variant,915,2087,-208.339
medium_variant,915,2088,-209.448
medium_variant,915,2089,-210.058
medium_variant,915,2090,-210.34
medium_variant,915,2091,-210.411
medium_variant,915,2092,-210.378
medium_variant,915,2093,-210.347
medium_variant,915,2094,-210.307
medium_variant,915,2095,-210.147
medium_variant,915,2096,-209.866
medium_variant,915,2097,-209.403
medium_variant,915,2098,-208.65
medium_variant,915,2099,-207.579
