variant,region,year,populationchange
estimates,931,1950,3129.08
estimates,931,1951,3207.855
estimates,931,1952,3275.369
estimates,931,1953,3337.624
estimates,931,1954,3399.513
estimates,931,1955,3466.144
estimates,931,1956,3542.602
estimates,931,1957,3633.274
estimates,931,1958,3741.142
estimates,931,1959,3865.611
estimates,931,1960,4000.588
estimates,931,1961,4134.658
estimates,931,1962,4252.786
estimates,931,1963,4341.85
estimates,931,1964,4400.565
estimates,931,1965,4443.546
estimates,931,1966,4485.369
estimates,931,1967,4523.578
estimates,931,1968,4552.012
estimates,931,1969,4573.078
estimates,931,1970,4588.101
estimates,931,1971,4602.309
estimates,931,1972,4631.109
estimates,931,1973,4688.321
estimates,931,1974,4774.338
estimates,931,1975,4874.208
estimates,931,1976,4972.664
estimates,931,1977,5069.623
estimates,931,1978,5168.832
estimates,931,1979,5267.364
estimates,931,1980,5365.352
estimates,931,1981,5459.165
estimates,931,1982,5533.134
estimates,931,1983,5572.716
estimates,931,1984,5577.382
estimates,931,1985,5560.164
estimates,931,1986,5535.885
estimates,931,1987,5509.186
estimates,931,1988,5480.611
estimates,931,1989,5451.937
estimates,931,1990,5419.029
estimates,931,1991,5379.176
estimates,931,1992,5339.45
estimates,931,1993,5307.596
estimates,931,1994,5283.337
estimates,931,1995,5262.226
estimates,931,1996,5237.429
estimates,931,1997,5201.016
estimates,931,1998,5147.131
estimates,931,1999,5075.682
estimates,931,2000,4995.05
estimates,931,2001,4913.643
estimates,931,2002,4831.179
estimates,931,2003,4745.286
estimates,931,2004,4657.707
estimates,931,2005,4566.888
estimates,931,2006,4475.019
estimates,931,2007,4396.595
estimates,931,2008,4345.125
estimates,931,2009,4319.837
estimates,931,2010,4309.267
estimates,931,2011,4298.075
estimates,931,2012,4272.891
estimates,931,2013,4224.805
estimates,931,2014,4152.5
estimates,931,2015,4066.627
medium_variant,931,2015,4066.627
medium_variant,931,2016,3979.002
medium_variant,931,2017,3891.48
medium_variant,931,2018,3802.664
medium_variant,931,2019,3713.393
medium_variant,931,2020,3622.18
medium_variant,931,2021,3527.759
medium_variant,931,2022,3431.789
medium_variant,931,2023,3336.346
medium_variant,931,2024,3241.647
medium_variant,931,2025,3146.848
medium_variant,931,2026,3050.876
medium_variant,931,2027,2953.323
medium_variant,931,2028,2854.068
medium_variant,931,2029,2753.185
medium_variant,931,2030,2651.243
medium_variant,931,2031,2548.916
medium_variant,931,2032,2446.608
medium_variant,931,2033,2344.569
medium_variant,931,2034,2242.968
medium_variant,931,2035,2141.61
medium_variant,931,2036,2040.287
medium_variant,931,2037,1939.051
medium_variant,931,2038,1837.96
medium_variant,931,2039,1737.108
medium_variant,931,2040,1636.559
medium_variant,931,2041,1536.505
medium_variant,931,2042,1437.327
medium_variant,931,2043,1339.321
medium_variant,931,2044,1242.571
medium_variant,931,2045,1146.765
medium_variant,931,2046,1051.601
medium_variant,931,2047,957.059
medium_variant,931,2048,863.204
medium_variant,931,2049,770.017
medium_variant,931,2050,677.612
medium_variant,931,2051,585.975
medium_variant,931,2052,494.766
medium_variant,931,2053,403.706
medium_variant,931,2054,312.842
medium_variant,931,2055,222.51
medium_variant,931,2056,133.113
medium_variant,931,2057,44.773
medium_variant,931,2058,-42.473
medium_variant,931,2059,-128.535
medium_variant,931,2060,-213.351
medium_variant,931,2061,-296.841
medium_variant,931,2062,-379.004
medium_variant,931,2063,-459.793
medium_variant,931,2064,-539.081
medium_variant,931,2065,-616.687
medium_variant,931,2066,-692.435
medium_variant,931,2067,-766.229
medium_variant,931,2068,-838.07
medium_variant,931,2069,-907.831
medium_variant,931,2070,-975.363
medium_variant,931,2071,-1040.444
medium_variant,931,2072,-1102.787
medium_variant,931,2073,-1162.132
medium_variant,931,2074,-1218.35
medium_variant,931,2075,-1271.618
medium_variant,931,2076,-1322.009
medium_variant,931,2077,-1369.223
medium_variant,931,2078,-1412.89
medium_variant,931,2079,-1453.002
medium_variant,931,2080,-1489.887
medium_variant,931,2081,-1523.816
medium_variant,931,2082,-1554.584
medium_variant,931,2083,-1581.913
medium_variant,931,2084,-1605.914
medium_variant,931,2085,-1626.944
medium_variant,931,2086,-1645.432
medium_variant,931,2087,-1661.345
medium_variant,931,2088,-1674.549
medium_variant,931,2089,-1685.196
medium_variant,931,2090,-1693.638
medium_variant,931,2091,-1700.264
medium_variant,931,2092,-1705.347
medium_variant,931,2093,-1709.138
medium_variant,931,2094,-1711.796
medium_variant,931,2095,-1713.45
medium_variant,931,2096,-1714.215
medium_variant,931,2097,-1714.167
medium_variant,931,2098,-1713.388
medium_variant,931,2099,-1711.999
