variant,region,year,populationchange
estimates,916,1950,1071.668
estimates,916,1951,1120.239
estimates,916,1952,1185.237
estimates,916,1953,1245.555
estimates,916,1954,1301.986
estimates,916,1955,1355.327
estimates,916,1956,1406.365
estimates,916,1957,1455.847
estimates,916,1958,1504.466
estimates,916,1959,1552.695
estimates,916,1960,1600.71
estimates,916,1961,1648.396
estimates,916,1962,1695.393
estimates,916,1963,1741.504
estimates,916,1964,1787.139
estimates,916,1965,1830.124
estimates,916,1966,1870.897
estimates,916,1967,1919.045
estimates,916,1968,1983.561
estimates,916,1969,2063.031
estimates,916,1970,2150.567
estimates,916,1971,2234.772
estimates,916,1972,2299.291
estimates,916,1973,2331.245
estimates,916,1974,2330.018
estimates,916,1975,2309.585
estimates,916,1976,2285.902
estimates,916,1977,2264.189
estimates,916,1978,2245.265
estimates,916,1979,2230.998
estimates,916,1980,2218.657
estimates,916,1981,2205.476
estimates,916,1982,2193.442
estimates,916,1983,2185.634
estimates,916,1984,2182.845
estimates,916,1985,2180.724
estimates,916,1986,2178.194
estimates,916,1987,2187.35
estimates,916,1988,2219.947
estimates,916,1989,2274.087
estimates,916,1990,2341.022
estimates,916,1991,2406.314
estimates,916,1992,2449.315
estimates,916,1993,2453.809
estimates,916,1994,2419.009
estimates,916,1995,2365.434
estimates,916,1996,2313.728
estimates,916,1997,2262.255
estimates,916,1998,2204.263
estimates,916,1999,2143.767
estimates,916,2000,2077.56
estimates,916,2001,2011.317
estimates,916,2002,1979.156
estimates,916,2003,2012.541
estimates,916,2004,2109.668
estimates,916,2005,2244.073
estimates,916,2006,2379.733
estimates,916,2007,2484.073
estimates,916,2008,2535.02
estimates,916,2009,2529.706
estimates,916,2010,2493.478
estimates,916,2011,2455.458
estimates,916,2012,2423.762
estimates,916,2013,2397.983
estimates,916,2014,2379.897
estimates,916,2015,2363.089
medium_variant,916,2015,2363.089
medium_variant,916,2016,2340.744
medium_variant,916,2017,2313.843
medium_variant,916,2018,2285.45
medium_variant,916,2019,2255.683
medium_variant,916,2020,2224.372
medium_variant,916,2021,2191.294
medium_variant,916,2022,2156.482
medium_variant,916,2023,2120.053
medium_variant,916,2024,2082.051
medium_variant,916,2025,2042.736
medium_variant,916,2026,2002.218
medium_variant,916,2027,1960.195
medium_variant,916,2028,1916.413
medium_variant,916,2029,1870.993
medium_variant,916,2030,1824.296
medium_variant,916,2031,1776.875
medium_variant,916,2032,1729.458
medium_variant,916,2033,1682.644
medium_variant,916,2034,1636.524
medium_variant,916,2035,1590.587
medium_variant,916,2036,1544.311
medium_variant,916,2037,1497.681
medium_variant,916,2038,1450.934
medium_variant,916,2039,1404.091
medium_variant,916,2040,1357.115
medium_variant,916,2041,1309.951
medium_variant,916,2042,1262.461
medium_variant,916,2043,1214.526
medium_variant,916,2044,1166.154
medium_variant,916,2045,1117.405
medium_variant,916,2046,1068.397
medium_variant,916,2047,1019.273
medium_variant,916,2048,970.154
medium_variant,916,2049,921.039
medium_variant,916,2050,871.869
medium_variant,916,2051,822.5
medium_variant,916,2052,772.509
medium_variant,916,2053,721.558
medium_variant,916,2054,669.684
medium_variant,916,2055,617.336
medium_variant,916,2056,564.994
medium_variant,916,2057,512.815
medium_variant,916,2058,460.877
medium_variant,916,2059,409.254
medium_variant,916,2060,357.973
medium_variant,916,2061,307.08
medium_variant,916,2062,256.623
medium_variant,916,2063,206.663
medium_variant,916,2064,157.318
medium_variant,916,2065,108.688
medium_variant,916,2066,60.91
medium_variant,916,2067,14.159
medium_variant,916,2068,-31.398
medium_variant,916,2069,-75.677
medium_variant,916,2070,-118.888
medium_variant,916,2071,-161.051
medium_variant,916,2072,-201.614
medium_variant,916,2073,-240.029
medium_variant,916,2074,-276.328
medium_variant,916,2075,-310.927
medium_variant,916,2076,-344.42
medium_variant,916,2077,-377.43
medium_variant,916,2078,-410.406
medium_variant,916,2079,-443.396
medium_variant,916,2080,-475.805
medium_variant,916,2081,-507.051
medium_variant,916,2082,-537.13
medium_variant,916,2083,-566.182
medium_variant,916,2084,-594.131
medium_variant,916,2085,-620.959
medium_variant,916,2086,-646.54
medium_variant,916,2087,-670.53
medium_variant,916,2088,-692.628
medium_variant,916,2089,-712.748
medium_variant,916,2090,-731.127
medium_variant,916,2091,-748.081
medium_variant,916,2092,-763.767
medium_variant,916,2093,-778.263
medium_variant,916,2094,-791.544
medium_variant,916,2095,-803.467
medium_variant,916,2096,-813.9
medium_variant,916,2097,-822.682
medium_variant,916,2098,-829.621
medium_variant,916,2099,-834.566
