variant,region,year,populationchange
estimates,928,1950,37.894
estimates,928,1951,39.731
estimates,928,1952,42.634
estimates,928,1953,45.299
estimates,928,1954,47.753
estimates,928,1955,50.082
estimates,928,1956,52.367
estimates,928,1957,54.637
estimates,928,1958,56.963
estimates,928,1959,59.372
estimates,928,1960,61.847
estimates,928,1961,64.325
estimates,928,1962,66.716
estimates,928,1963,68.956
estimates,928,1964,71.082
estimates,928,1965,73.131
estimates,928,1966,75.197
estimates,928,1967,77.556
estimates,928,1968,80.39
estimates,928,1969,83.698
estimates,928,1970,87.309
estimates,928,1971,90.96
estimates,928,1972,94.456
estimates,928,1973,97.654
estimates,928,1974,100.54
estimates,928,1975,103.141
estimates,928,1976,105.599
estimates,928,1977,108.35
estimates,928,1978,111.779
estimates,928,1979,115.827
estimates,928,1980,120.36
estimates,928,1981,124.87
estimates,928,1982,127.997
estimates,928,1983,128.564
estimates,928,1984,126.677
estimates,928,1985,123.338
estimates,928,1986,120.03
estimates,928,1987,118.445
estimates,928,1988,119.811
estimates,928,1989,124.22
estimates,928,1990,130.299
estimates,928,1991,136.388
estimates,928,1992,141.874
estimates,928,1993,146.585
estimates,928,1994,150.329
estimates,928,1995,153.705
estimates,928,1996,157.222
estimates,928,1997,160.491
estimates,928,1998,163.003
estimates,928,1999,164.799
estimates,928,2000,166.063
estimates,928,2001,167.166
estimates,928,2002,168.778
estimates,928,2003,171.446
estimates,928,2004,175.166
estimates,928,2005,179.463
estimates,928,2006,183.634
estimates,928,2007,186.974
estimates,928,2008,188.972
estimates,928,2009,189.601
estimates,928,2010,189.455
estimates,928,2011,189.217
estimates,928,2012,189.282
estimates,928,2013,189.864
estimates,928,2014,191.015
estimates,928,2015,192.406
medium_variant,928,2015,192.406
medium_variant,928,2016,193.681
medium_variant,928,2017,194.782
medium_variant,928,2018,195.716
medium_variant,928,2019,196.469
medium_variant,928,2020,197.11
medium_variant,928,2021,197.701
medium_variant,928,2022,198.289
medium_variant,928,2023,198.859
medium_variant,928,2024,199.402
medium_variant,928,2025,199.9
medium_variant,928,2026,200.296
medium_variant,928,2027,200.617
medium_variant,928,2028,200.858
medium_variant,928,2029,200.974
medium_variant,928,2030,201.017
medium_variant,928,2031,200.972
medium_variant,928,2032,200.764
medium_variant,928,2033,200.382
medium_variant,928,2034,199.819
medium_variant,928,2035,199.11
medium_variant,928,2036,198.277
medium_variant,928,2037,197.354
medium_variant,928,2038,196.368
medium_variant,928,2039,195.29
medium_variant,928,2040,194.126
medium_variant,928,2041,192.87
medium_variant,928,2042,191.505
medium_variant,928,2043,189.994
medium_variant,928,2044,188.356
medium_variant,928,2045,186.599
medium_variant,928,2046,184.765
medium_variant,928,2047,182.947
medium_variant,928,2048,181.153
medium_variant,928,2049,179.407
medium_variant,928,2050,177.663
medium_variant,928,2051,175.852
medium_variant,928,2052,173.98
medium_variant,928,2053,172.018
medium_variant,928,2054,169.953
medium_variant,928,2055,167.82
medium_variant,928,2056,165.644
medium_variant,928,2057,163.423
medium_variant,928,2058,161.136
medium_variant,928,2059,158.795
medium_variant,928,2060,156.388
medium_variant,928,2061,153.925
medium_variant,928,2062,151.431
medium_variant,928,2063,148.904
medium_variant,928,2064,146.351
medium_variant,928,2065,143.77
medium_variant,928,2066,141.139
medium_variant,928,2067,138.414
medium_variant,928,2068,135.579
medium_variant,928,2069,132.644
medium_variant,928,2070,129.627
medium_variant,928,2071,126.567
medium_variant,928,2072,123.484
medium_variant,928,2073,120.371
medium_variant,928,2074,117.236
medium_variant,928,2075,114.072
medium_variant,928,2076,110.892
medium_variant,928,2077,107.721
medium_variant,928,2078,104.582
medium_variant,928,2079,101.472
medium_variant,928,2080,98.396
medium_variant,928,2081,95.34
medium_variant,928,2082,92.259
medium_variant,928,2083,89.133
medium_variant,928,2084,85.983
medium_variant,928,2085,82.857
medium_variant,928,2086,79.735
medium_variant,928,2087,76.655
medium_variant,928,2088,73.682
medium_variant,928,2089,70.773
medium_variant,928,2090,67.929
medium_variant,928,2091,65.129
medium_variant,928,2092,62.334
medium_variant,928,2093,59.535
medium_variant,928,2094,56.769
medium_variant,928,2095,54.019
medium_variant,928,2096,51.293
medium_variant,928,2097,48.64
medium_variant,928,2098,46.033
medium_variant,928,2099,43.515
