variant,region,year,populationchange
estimates,906,1950,16818.712
estimates,906,1951,15688.023
estimates,906,1952,13431.132
estimates,906,1953,12024.015
estimates,906,1954,11301.293
estimates,906,1955,11094.847
estimates,906,1956,11236.833
estimates,906,1957,11572.389
estimates,906,1958,11971.948
estimates,906,1959,12369.083
estimates,906,1960,12795.511
estimates,906,1961,13377.931
estimates,906,1962,14306.528
estimates,906,1963,15737.108
estimates,906,1964,17614.455
estimates,906,1965,19746.363
estimates,906,1966,21833.416
estimates,906,1967,23466.125
estimates,906,1968,24318.779
estimates,906,1969,24354.157
estimates,906,1970,23946.046
estimates,906,1971,23465.736
estimates,906,1972,22841.957
estimates,906,1973,21906.937
estimates,906,1974,20719.564
estimates,906,1975,19361.444
estimates,906,1976,17979.692
estimates,906,1977,16852.392
estimates,906,1978,16220.395
estimates,906,1979,16116.658
estimates,906,1980,16241.781
estimates,906,1981,16352.687
estimates,906,1982,16686.646
estimates,906,1983,17532.055
estimates,906,1984,18821.011
estimates,906,1985,20400.537
estimates,906,1986,21956.534
estimates,906,1987,22885.484
estimates,906,1988,22681.175
estimates,906,1989,21331.456
estimates,906,1990,19339.048
estimates,906,1991,17296.262
estimates,906,1992,15463.66
estimates,906,1993,13937.567
estimates,906,1994,12780.25
estimates,906,1995,11790.025
estimates,906,1996,10780.138
estimates,906,1997,9874.218
estimates,906,1998,9250.389
estimates,906,1999,8905.076
estimates,906,2000,8743.621
estimates,906,2001,8654.372
estimates,906,2002,8581.332
estimates,906,2003,8498.121
estimates,906,2004,8389.172
estimates,906,2005,8277.304
estimates,906,2006,8193.513
estimates,906,2007,8147.554
estimates,906,2008,8136.283
estimates,906,2009,8148.744
estimates,906,2010,8171.737
estimates,906,2011,8174.884
estimates,906,2012,8090.374
estimates,906,2013,7859.276
estimates,906,2014,7478.352
estimates,906,2015,7006.775
medium_variant,906,2015,7006.775
medium_variant,906,2016,6507.616
medium_variant,906,2017,5987.999
medium_variant,906,2018,5438.566
medium_variant,906,2019,4867.957
medium_variant,906,2020,4275.647
medium_variant,906,2021,3665.837
medium_variant,906,2022,3063.281
medium_variant,906,2023,2492.574
medium_variant,906,2024,1958.058
medium_variant,906,2025,1444.037
medium_variant,906,2026,934.49
medium_variant,906,2027,433.285
medium_variant,906,2028,-50.923
medium_variant,906,2029,-517.948
medium_variant,906,2030,-969.578
medium_variant,906,2031,-1407.962
medium_variant,906,2032,-1833.867
medium_variant,906,2033,-2247.528
medium_variant,906,2034,-2649.08
medium_variant,906,2035,-3039.124
medium_variant,906,2036,-3417.255
medium_variant,906,2037,-3780.079
medium_variant,906,2038,-4124.604
medium_variant,906,2039,-4451.614
medium_variant,906,2040,-4764.269
medium_variant,906,2041,-5067.131
medium_variant,906,2042,-5365.529
medium_variant,906,2043,-5663.489
medium_variant,906,2044,-5961.622
medium_variant,906,2045,-6254.348
medium_variant,906,2046,-6536.944
medium_variant,906,2047,-6813.068
medium_variant,906,2048,-7087.373
medium_variant,906,2049,-7358.698
medium_variant,906,2050,-7622.043
medium_variant,906,2051,-7871.915
medium_variant,906,2052,-8105.469
medium_variant,906,2053,-8320.976
medium_variant,906,2054,-8516.723
medium_variant,906,2055,-8694.556
medium_variant,906,2056,-8854.635
medium_variant,906,2057,-8989.77
medium_variant,906,2058,-9092.794
medium_variant,906,2059,-9163.506
medium_variant,906,2060,-9209.624
medium_variant,906,2061,-9238.211
medium_variant,906,2062,-9246.533
medium_variant,906,2063,-9230.417
medium_variant,906,2064,-9191.756
medium_variant,906,2065,-9134.812
medium_variant,906,2066,-9065.211
medium_variant,906,2067,-8989.24
medium_variant,906,2068,-8911.96
medium_variant,906,2069,-8835.087
medium_variant,906,2070,-8754.199
medium_variant,906,2071,-8665.891
medium_variant,906,2072,-8575.413
medium_variant,906,2073,-8488.977
medium_variant,906,2074,-8406.523
medium_variant,906,2075,-8323.988
medium_variant,906,2076,-8236.486
medium_variant,906,2077,-8141.119
medium_variant,906,2078,-8036.295
medium_variant,906,2079,-7921.482
medium_variant,906,2080,-7800.309
medium_variant,906,2081,-7675.346
medium_variant,906,2082,-7542.685
medium_variant,906,2083,-7397.959
medium_variant,906,2084,-7242.027
medium_variant,906,2085,-7080.701
medium_variant,906,2086,-6919.523
medium_variant,906,2087,-6758.484
medium_variant,906,2088,-6596.503
medium_variant,906,2089,-6435.636
medium_variant,906,2090,-6279.304
medium_variant,906,2091,-6131.124
medium_variant,906,2092,-5994.324
medium_variant,906,2093,-5871.525
medium_variant,906,2094,-5764.696
medium_variant,906,2095,-5675.429
medium_variant,906,2096,-5605.134
medium_variant,906,2097,-5555.14
medium_variant,906,2098,-5526.79
medium_variant,906,2099,-5521.396
