variant,region,year,populationchange
estimates,947,1950,3386.038
estimates,947,1951,3501.577
estimates,947,1952,3668.597
estimates,947,1953,3834.277
estimates,947,1954,4000.491
estimates,947,1955,4169.185
estimates,947,1956,4342.383
estimates,947,1957,4521.798
estimates,947,1958,4708.869
estimates,947,1959,4904.189
estimates,947,1960,5106.846
estimates,947,1961,5314.662
estimates,947,1962,5524.551
estimates,947,1963,5733.792
estimates,947,1964,5942.861
estimates,947,1965,6155.353
estimates,947,1966,6375.399
estimates,947,1967,6605.063
estimates,947,1968,6845.15
estimates,947,1969,7096.546
estimates,947,1970,7355.922
estimates,947,1971,7621.964
estimates,947,1972,7903.203
estimates,947,1973,8208.108
estimates,947,1974,8535.548
estimates,947,1975,8877.917
estimates,947,1976,9225.093
estimates,947,1977,9567.63
estimates,947,1978,9898.89
estimates,947,1979,10217.404
estimates,947,1980,10529.023
estimates,947,1981,10840.933
estimates,947,1982,11155.733
estimates,947,1983,11473.708
estimates,947,1984,11794.507
estimates,947,1985,12118.539
estimates,947,1986,12442.775
estimates,947,1987,12755.427
estimates,947,1988,13046.196
estimates,947,1989,13316.388
estimates,947,1990,13578.729
estimates,947,1991,13847.792
estimates,947,1992,14130.633
estimates,947,1993,14430.831
estimates,947,1994,14751.364
estimates,947,1995,15090.926
estimates,947,1996,15447.722
estimates,947,1997,15823.25
estimates,947,1998,16220.355
estimates,947,1999,16641.322
estimates,947,2000,17080.843
estimates,947,2001,17540.052
estimates,947,2002,18044.359
estimates,947,2003,18617.772
estimates,947,2004,19257.609
estimates,947,2005,19938.163
estimates,947,2006,20629.277
estimates,947,2007,21315.228
estimates,947,2008,21987.951
estimates,947,2009,22641.452
estimates,947,2010,23286.517
estimates,947,2011,23930.516
estimates,947,2012,24555.241
estimates,947,2013,25140.22
estimates,947,2014,25684.858
estimates,947,2015,26203.938
medium_variant,947,2015,26203.938
medium_variant,947,2016,26714.09
medium_variant,947,2017,27219.538
medium_variant,947,2018,27719.993
medium_variant,947,2019,28217.689
medium_variant,947,2020,28709.732
medium_variant,947,2021,29194.722
medium_variant,947,2022,29679.987
medium_variant,947,2023,30173.235
medium_variant,947,2024,30674.85
medium_variant,947,2025,31178.053
medium_variant,947,2026,31676.205
medium_variant,947,2027,32171.08
medium_variant,947,2028,32666.037
medium_variant,947,2029,33159.709
medium_variant,947,2030,33648.973
medium_variant,947,2031,34129.901
medium_variant,947,2032,34598.455
medium_variant,947,2033,35051.413
medium_variant,947,2034,35487.472
medium_variant,947,2035,35908.296
medium_variant,947,2036,36315.484
medium_variant,947,2037,36706.803
medium_variant,947,2038,37079.253
medium_variant,947,2039,37432.325
medium_variant,947,2040,37767.604
medium_variant,947,2041,38086.167
medium_variant,947,2042,38385.772
medium_variant,947,2043,38663.696
medium_variant,947,2044,38920.091
medium_variant,947,2045,39156.605
medium_variant,947,2046,39375.498
medium_variant,947,2047,39579.436
medium_variant,947,2048,39770.322
medium_variant,947,2049,39948.233
medium_variant,947,2050,40111.555
medium_variant,947,2051,40257.937
medium_variant,947,2052,40384.963
medium_variant,947,2053,40490.928
medium_variant,947,2054,40575.982
medium_variant,947,2055,40641.723
medium_variant,947,2056,40690.724
medium_variant,947,2057,40726.194
medium_variant,947,2058,40750.324
medium_variant,947,2059,40763.209
medium_variant,947,2060,40761.754
medium_variant,947,2061,40742.515
medium_variant,947,2062,40704.978
medium_variant,947,2063,40649.413
medium_variant,947,2064,40575.159
medium_variant,947,2065,40482.628
medium_variant,947,2066,40371.572
medium_variant,947,2067,40239.58
medium_variant,947,2068,40084.199
medium_variant,947,2069,39905.241
medium_variant,947,2070,39705.211
medium_variant,947,2071,39486.402
medium_variant,947,2072,39248.316
medium_variant,947,2073,38989.81
medium_variant,947,2074,38711.392
medium_variant,947,2075,38414.314
medium_variant,947,2076,38099.861
medium_variant,947,2077,37769.119
medium_variant,947,2078,37422.835
medium_variant,947,2079,37061.568
medium_variant,947,2080,36685.479
medium_variant,947,2081,36294.641
medium_variant,947,2082,35889.618
medium_variant,947,2083,35471.027
medium_variant,947,2084,35039.292
medium_variant,947,2085,34595.036
medium_variant,947,2086,34138.79
medium_variant,947,2087,33670.94
medium_variant,947,2088,33192.011
medium_variant,947,2089,32702.488
medium_variant,947,2090,32202.942
medium_variant,947,2091,31693.913
medium_variant,947,2092,31175.957
medium_variant,947,2093,30649.676
medium_variant,947,2094,30115.507
medium_variant,947,2095,29573.957
medium_variant,947,2096,29025.552
medium_variant,947,2097,28470.797
medium_variant,947,2098,27910.16
medium_variant,947,2099,27344.113
