variant,region,year,populationchange
estimates,1501,1950,13798.943
estimates,1501,1951,14364.46
estimates,1501,1952,15235.469
estimates,1501,1953,16068.373
estimates,1501,1954,16872.041
estimates,1501,1955,17655.507
estimates,1501,1956,18427.908
estimates,1501,1957,19197.47
estimates,1501,1958,19970.532
estimates,1501,1959,20748.909
estimates,1501,1960,21527.357
estimates,1501,1961,22293.712
estimates,1501,1962,23031.166
estimates,1501,1963,23725.453
estimates,1501,1964,24377.569
estimates,1501,1965,25009.538
estimates,1501,1966,25642.79
estimates,1501,1967,26274.891
estimates,1501,1968,26898.638
estimates,1501,1969,27520.069
estimates,1501,1970,28143.814
estimates,1501,1971,28781.266
estimates,1501,1972,29461.925
estimates,1501,1973,30212.304
estimates,1501,1974,31034.873
estimates,1501,1975,31884.378
estimates,1501,1976,32730.075
estimates,1501,1977,33626.999
estimates,1501,1978,34634.745
estimates,1501,1979,35738.024
estimates,1501,1980,36886.181
estimates,1501,1981,38001.647
estimates,1501,1982,38979.886
estimates,1501,1983,39737.835
estimates,1501,1984,40264.639
estimates,1501,1985,40646.037
estimates,1501,1986,40971.896
estimates,1501,1987,41239.655
estimates,1501,1988,41421.718
estimates,1501,1989,41527.379
estimates,1501,1990,41570.588
estimates,1501,1991,41566.319
estimates,1501,1992,41526.967
estimates,1501,1993,41463.717
estimates,1501,1994,41386.493
estimates,1501,1995,41293.513
estimates,1501,1996,41189.57
estimates,1501,1997,41106.633
estimates,1501,1998,41076.205
estimates,1501,1999,41102.53
estimates,1501,2000,41158.701
estimates,1501,2001,41219.953
estimates,1501,2002,41300.065
estimates,1501,2003,41419.094
estimates,1501,2004,41573.177
estimates,1501,2005,41749.284
estimates,1501,2006,41928.897
estimates,1501,2007,42090.449
estimates,1501,2008,42217.006
estimates,1501,2009,42305.16
estimates,1501,2010,42370.315
estimates,1501,2011,42428.722
estimates,1501,2012,42479.211
estimates,1501,2013,42515.725
estimates,1501,2014,42538.694
estimates,1501,2015,42538.324
medium_variant,1501,2015,42538.324
medium_variant,1501,2016,42512.767
medium_variant,1501,2017,42489.752
medium_variant,1501,2018,42495.546
medium_variant,1501,2019,42524.483
medium_variant,1501,2020,42559.35
medium_variant,1501,2021,42565.493
medium_variant,1501,2022,42479.617
medium_variant,1501,2023,42249.429
medium_variant,1501,2024,41874.792
medium_variant,1501,2025,41408.622
medium_variant,1501,2026,40914.889
medium_variant,1501,2027,40428.274
medium_variant,1501,2028,39965.61
medium_variant,1501,2029,39533.395
medium_variant,1501,2030,39106.834
medium_variant,1501,2031,38659.534
medium_variant,1501,2032,38194.309
medium_variant,1501,2033,37722.29
medium_variant,1501,2034,37243.724
medium_variant,1501,2035,36757.27
medium_variant,1501,2036,36262.493
medium_variant,1501,2037,35762.315
medium_variant,1501,2038,35259.626
medium_variant,1501,2039,34753.979
medium_variant,1501,2040,34243.221
medium_variant,1501,2041,33723.799
medium_variant,1501,2042,33190.895
medium_variant,1501,2043,32640.622
medium_variant,1501,2044,32072.731
medium_variant,1501,2045,31491.478
medium_variant,1501,2046,30901.664
medium_variant,1501,2047,30304.368
medium_variant,1501,2048,29699.463
medium_variant,1501,2049,29087.664
medium_variant,1501,2050,28470.005
medium_variant,1501,2051,27846.431
medium_variant,1501,2052,27213.487
medium_variant,1501,2053,26568.154
medium_variant,1501,2054,25911.732
medium_variant,1501,2055,25248.369
medium_variant,1501,2056,24583.747
medium_variant,1501,2057,23924.033
medium_variant,1501,2058,23273.896
medium_variant,1501,2059,22634.509
medium_variant,1501,2060,22002.421
medium_variant,1501,2061,21373.442
medium_variant,1501,2062,20747.323
medium_variant,1501,2063,20125.259
medium_variant,1501,2064,19507.533
medium_variant,1501,2065,18894.858
medium_variant,1501,2066,18288.463
medium_variant,1501,2067,17690.504
medium_variant,1501,2068,17102.748
medium_variant,1501,2069,16525.336
medium_variant,1501,2070,15957.215
medium_variant,1501,2071,15396.746
medium_variant,1501,2072,14842.304
medium_variant,1501,2073,14292.754
medium_variant,1501,2074,13748.296
medium_variant,1501,2075,13210.37
medium_variant,1501,2076,12681.033
medium_variant,1501,2077,12162.562
medium_variant,1501,2078,11656.502
medium_variant,1501,2079,11163.048
medium_variant,1501,2080,10679.722
medium_variant,1501,2081,10204.253
medium_variant,1501,2082,9738.248
medium_variant,1501,2083,9283.67
medium_variant,1501,2084,8839.819
medium_variant,1501,2085,8406.304
medium_variant,1501,2086,7980.905
medium_variant,1501,2087,7557.579
medium_variant,1501,2088,7131.184
medium_variant,1501,2089,6701.934
medium_variant,1501,2090,6274.901
medium_variant,1501,2091,5855.907
medium_variant,1501,2092,5449.424
medium_variant,1501,2093,5057.757
medium_variant,1501,2094,4680.789
medium_variant,1501,2095,4316.996
medium_variant,1501,2096,3964.357
medium_variant,1501,2097,3620.474
medium_variant,1501,2098,3283
medium_variant,1501,2099,2949.564
