variant,region,year,populationchange
estimates,922,1950,1245.433
estimates,922,1951,1288.751
estimates,922,1952,1341.341
estimates,922,1953,1387.174
estimates,922,1954,1429.175
estimates,922,1955,1470.284
estimates,922,1956,1513.409
estimates,922,1957,1561.212
estimates,922,1958,1615.778
estimates,922,1959,1677.561
estimates,922,1960,1744.703
estimates,922,1961,1813.15
estimates,922,1962,1877.172
estimates,922,1963,1931.89
estimates,922,1964,1977.591
estimates,922,1965,2018.64
estimates,922,1966,2061.384
estimates,922,1967,2112.383
estimates,922,1968,2176.309
estimates,922,1969,2253.464
estimates,922,1970,2339.171
estimates,922,1971,2427.242
estimates,922,1972,2513.038
estimates,922,1973,2593.892
estimates,922,1974,2669.632
estimates,922,1975,2740.311
estimates,922,1976,2809.685
estimates,922,1977,2890.14
estimates,922,1978,2992.267
estimates,922,1979,3114.273
estimates,922,1980,3247.518
estimates,922,1981,3377.127
estimates,922,1982,3480.502
estimates,922,1983,3539.552
estimates,922,1984,3553.786
estimates,922,1985,3541.008
estimates,922,1986,3523.317
estimates,922,1987,3513.97
estimates,922,1988,3519.694
estimates,922,1989,3542.179
estimates,922,1990,3575.024
estimates,922,1991,3607.766
estimates,922,1992,3628.669
estimates,922,1993,3629.878
estimates,922,1994,3613.101
estimates,922,1995,3591.855
estimates,922,1996,3582.019
estimates,922,1997,3592.619
estimates,922,1998,3628.796
estimates,922,1999,3693.907
estimates,922,2000,3767.546
estimates,922,2001,3842.003
estimates,922,2002,3964.77
estimates,922,2003,4182.805
estimates,922,2004,4488.141
estimates,922,2005,4845.183
estimates,922,2006,5196.181
estimates,922,2007,5459.651
estimates,922,2008,5571.242
estimates,922,2009,5526.895
estimates,922,2010,5392.625
estimates,922,2011,5245.344
estimates,922,2012,5113.693
estimates,922,2013,5004.382
estimates,922,2014,4924.342
estimates,922,2015,4852.631
medium_variant,922,2015,4852.631
medium_variant,922,2016,4768.421
medium_variant,922,2017,4680.735
medium_variant,922,2018,4605.192
medium_variant,922,2019,4542.327
medium_variant,922,2020,4487.608
medium_variant,922,2021,4435.074
medium_variant,922,2022,4380.916
medium_variant,922,2023,4323.217
medium_variant,922,2024,4261.959
medium_variant,922,2025,4199.397
medium_variant,922,2026,4139.571
medium_variant,922,2027,4088.299
medium_variant,922,2028,4050.075
medium_variant,922,2029,4024.632
medium_variant,922,2030,4006.786
medium_variant,922,2031,3990.075
medium_variant,922,2032,3970.116
medium_variant,922,2033,3944.326
medium_variant,922,2034,3911.937
medium_variant,922,2035,3875.917
medium_variant,922,2036,3839.572
medium_variant,922,2037,3803.061
medium_variant,922,2038,3765.54
medium_variant,922,2039,3726.886
medium_variant,922,2040,3686.757
medium_variant,922,2041,3644.609
medium_variant,922,2042,3599.702
medium_variant,922,2043,3551.542
medium_variant,922,2044,3500.068
medium_variant,922,2045,3445.98
medium_variant,922,2046,3389.967
medium_variant,922,2047,3331.666
medium_variant,922,2048,3270.601
medium_variant,922,2049,3206.938
medium_variant,922,2050,3141.358
medium_variant,922,2051,3074.536
medium_variant,922,2052,3006.36
medium_variant,922,2053,2936.585
medium_variant,922,2054,2865.534
medium_variant,922,2055,2793.631
medium_variant,922,2056,2721.551
medium_variant,922,2057,2650.419
medium_variant,922,2058,2581.164
medium_variant,922,2059,2514.014
medium_variant,922,2060,2448.358
medium_variant,922,2061,2383.486
medium_variant,922,2062,2319.52
medium_variant,922,2063,2256.867
medium_variant,922,2064,2195.586
medium_variant,922,2065,2135.505
medium_variant,922,2066,2076.565
medium_variant,922,2067,2019.27
medium_variant,922,2068,1964.068
medium_variant,922,2069,1910.898
medium_variant,922,2070,1859.234
medium_variant,922,2071,1808.491
medium_variant,922,2072,1758.438
medium_variant,922,2073,1708.956
medium_variant,922,2074,1659.923
medium_variant,922,2075,1611.358
medium_variant,922,2076,1563.298
medium_variant,922,2077,1515.594
medium_variant,922,2078,1467.996
medium_variant,922,2079,1420.388
medium_variant,922,2080,1372.955
medium_variant,922,2081,1325.716
medium_variant,922,2082,1278.262
medium_variant,922,2083,1230.205
medium_variant,922,2084,1181.537
medium_variant,922,2085,1132.682
medium_variant,922,2086,1084.009
medium_variant,922,2087,1035.617
medium_variant,922,2088,987.469
medium_variant,922,2089,939.615
medium_variant,922,2090,892.163
medium_variant,922,2091,845.189
medium_variant,922,2092,798.801
medium_variant,922,2093,753.065
medium_variant,922,2094,708.067
medium_variant,922,2095,663.88
medium_variant,922,2096,620.622
medium_variant,922,2097,578.359
medium_variant,922,2098,537.197
medium_variant,922,2099,497.189
