variant,region,year,populationchange
estimates,924,1950,219.653
estimates,924,1951,247.209
estimates,924,1952,294.801
estimates,924,1953,330.396
estimates,924,1954,358.021
estimates,924,1955,381.893
estimates,924,1956,406.21
estimates,924,1957,434.642
estimates,924,1958,469.87
estimates,924,1959,512.109
estimates,924,1960,557.671
estimates,924,1961,599.095
estimates,924,1962,626.477
estimates,924,1963,631.206
estimates,924,1964,613.086
estimates,924,1965,581
estimates,924,1966,545.227
estimates,924,1967,509.942
estimates,924,1968,476.469
estimates,924,1969,445.898
estimates,924,1970,416.333
estimates,924,1971,385.245
estimates,924,1972,351.861
estimates,924,1973,316.411
estimates,924,1974,279.585
estimates,924,1975,242.972
estimates,924,1976,208.841
estimates,924,1977,180.541
estimates,924,1978,160.865
estimates,924,1979,150.292
estimates,924,1980,144.455
estimates,924,1981,140.473
estimates,924,1982,144.02
estimates,924,1983,161.195
estimates,924,1984,190.76
estimates,924,1985,228.849
estimates,924,1986,268.266
estimates,924,1987,296.805
estimates,924,1988,304.498
estimates,924,1989,291.089
estimates,924,1990,266.49
estimates,924,1991,242.629
estimates,924,1992,225.175
estimates,924,1993,216.512
estimates,924,1994,217.754
estimates,924,1995,226.152
estimates,924,1996,237.622
estimates,924,1997,248.905
estimates,924,1998,258.295
estimates,924,1999,266.71
estimates,924,2000,271.411
estimates,924,2001,276.051
estimates,924,2002,302.664
estimates,924,2003,370.91
estimates,924,2004,477.825
estimates,924,2005,608.798
estimates,924,2006,738.408
estimates,924,2007,828.63
estimates,924,2008,849.401
estimates,924,2009,800.273
estimates,924,2010,710.834
estimates,924,2011,618.524
estimates,924,2012,547.748
estimates,924,2013,512.034
estimates,924,2014,513.873
estimates,924,2015,534.187
medium_variant,924,2015,534.187
medium_variant,924,2016,551.153
medium_variant,924,2017,559.3
medium_variant,924,2018,559.517
medium_variant,924,2019,550.794
medium_variant,924,2020,538.043
medium_variant,924,2021,526.473
medium_variant,924,2022,515.76
medium_variant,924,2023,504.08
medium_variant,924,2024,491.601
medium_variant,924,2025,478.582
medium_variant,924,2026,465.291
medium_variant,924,2027,451.823
medium_variant,924,2028,438.242
medium_variant,924,2029,424.816
medium_variant,924,2030,411.531
medium_variant,924,2031,398.6
medium_variant,924,2032,386.949
medium_variant,924,2033,377.351
medium_variant,924,2034,369.923
medium_variant,924,2035,363.83
medium_variant,924,2036,358.254
medium_variant,924,2037,353.346
medium_variant,924,2038,349.427
medium_variant,924,2039,346.364
medium_variant,924,2040,343.806
medium_variant,924,2041,341.425
medium_variant,924,2042,338.964
medium_variant,924,2043,336.277
medium_variant,924,2044,333.184
medium_variant,924,2045,329.872
medium_variant,924,2046,326.319
medium_variant,924,2047,321.543
medium_variant,924,2048,314.651
medium_variant,924,2049,305.613
medium_variant,924,2050,295.408
medium_variant,924,2051,285.058
medium_variant,924,2052,274.604
medium_variant,924,2053,263.875
medium_variant,924,2054,253.061
medium_variant,924,2055,242.248
medium_variant,924,2056,231.69
medium_variant,924,2057,222.161
medium_variant,924,2058,214.438
medium_variant,924,2059,208.578
medium_variant,924,2060,203.861
medium_variant,924,2061,199.681
medium_variant,924,2062,196.421
medium_variant,924,2063,194.592
medium_variant,924,2064,194.049
medium_variant,924,2065,194.384
medium_variant,924,2066,195.056
medium_variant,924,2067,195.666
medium_variant,924,2068,195.941
medium_variant,924,2069,195.741
medium_variant,924,2070,195.328
medium_variant,924,2071,194.854
medium_variant,924,2072,193.906
medium_variant,924,2073,191.989
medium_variant,924,2074,189.075
medium_variant,924,2075,185.585
medium_variant,924,2076,181.919
medium_variant,924,2077,178.056
medium_variant,924,2078,173.897
medium_variant,924,2079,169.533
medium_variant,924,2080,165.014
medium_variant,924,2081,160.44
medium_variant,924,2082,156.12
medium_variant,924,2083,152.371
medium_variant,924,2084,149.219
medium_variant,924,2085,146.346
medium_variant,924,2086,143.489
medium_variant,924,2087,140.88
medium_variant,924,2088,138.838
medium_variant,924,2089,137.286
medium_variant,924,2090,135.922
medium_variant,924,2091,134.407
medium_variant,924,2092,132.521
medium_variant,924,2093,130.086
medium_variant,924,2094,127.039
medium_variant,924,2095,123.392
medium_variant,924,2096,119.176
medium_variant,924,2097,114.473
medium_variant,924,2098,109.31
medium_variant,924,2099,103.719
