variant,region,year,populationchange
estimates,911,1950,505.989
estimates,911,1951,518.06
estimates,911,1952,533.617
estimates,911,1953,551.226
estimates,911,1954,570.672
estimates,911,1955,591.721
estimates,911,1956,614.185
estimates,911,1957,637.864
estimates,911,1958,662.576
estimates,911,1959,688.254
estimates,911,1960,714.898
estimates,911,1961,742.618
estimates,911,1962,771.592
estimates,911,1963,801.978
estimates,911,1964,833.704
estimates,911,1965,866.986
estimates,911,1966,901.634
estimates,911,1967,935.891
estimates,911,1968,968.097
estimates,911,1969,998.465
estimates,911,1970,1027.981
estimates,911,1971,1058.621
estimates,911,1972,1094.037
estimates,911,1973,1137.217
estimates,911,1974,1188.05
estimates,911,1975,1244.071
estimates,911,1976,1301.619
estimates,911,1977,1356.611
estimates,911,1978,1406.095
estimates,911,1979,1450.009
estimates,911,1980,1493.485
estimates,911,1981,1541.064
estimates,911,1982,1590.518
estimates,911,1983,1638.654
estimates,911,1984,1686.833
estimates,911,1985,1730.206
estimates,911,1986,1771.177
estimates,911,1987,1836.278
estimates,911,1988,1950.021
estimates,911,1989,2108.981
estimates,911,1990,2300.446
estimates,911,1991,2495.171
estimates,911,1992,2633.806
estimates,911,1993,2667
estimates,911,1994,2596.66
estimates,911,1995,2467.117
estimates,911,1996,2340.778
estimates,911,1997,2278.572
estimates,911,1998,2322.489
estimates,911,1999,2475.91
estimates,911,2000,2689.956
estimates,911,2001,2907.105
estimates,911,2002,3104.693
estimates,911,2003,3276.717
estimates,911,2004,3418.565
estimates,911,2005,3547.698
estimates,911,2006,3682.335
estimates,911,2007,3819.11
estimates,911,2008,3948.955
estimates,911,2009,4072.031
estimates,911,2010,4190.307
estimates,911,2011,4306.143
estimates,911,2012,4420.875
estimates,911,2013,4535.229
estimates,911,2014,4649.643
estimates,911,2015,4763.402
medium_variant,911,2015,4763.402
medium_variant,911,2016,4875.798
medium_variant,911,2017,4987.344
medium_variant,911,2018,5098.781
medium_variant,911,2019,5210.281
medium_variant,911,2020,5321.533
medium_variant,911,2021,5432.318
medium_variant,911,2022,5543.349
medium_variant,911,2023,5655.373
medium_variant,911,2024,5768.318
medium_variant,911,2025,5881.23
medium_variant,911,2026,5993.369
medium_variant,911,2027,6105.3
medium_variant,911,2028,6217.742
medium_variant,911,2029,6330.397
medium_variant,911,2030,6442.295
medium_variant,911,2031,6552.294
medium_variant,911,2032,6659.51
medium_variant,911,2033,6763.354
medium_variant,911,2034,6863.447
medium_variant,911,2035,6960.224
medium_variant,911,2036,7053.955
medium_variant,911,2037,7143.44
medium_variant,911,2038,7227.37
medium_variant,911,2039,7305.682
medium_variant,911,2040,7379.353
medium_variant,911,2041,7449.421
medium_variant,911,2042,7515.846
medium_variant,911,2043,7578.266
medium_variant,911,2044,7636.841
medium_variant,911,2045,7691.644
medium_variant,911,2046,7742.872
medium_variant,911,2047,7791.3
medium_variant,911,2048,7837.678
medium_variant,911,2049,7882.05
medium_variant,911,2050,7923.888
medium_variant,911,2051,7962.534
medium_variant,911,2052,7997.398
medium_variant,911,2053,8028.105
medium_variant,911,2054,8054.706
medium_variant,911,2055,8077.347
medium_variant,911,2056,8096.56
medium_variant,911,2057,8113.587
medium_variant,911,2058,8129.445
medium_variant,911,2059,8144.005
medium_variant,911,2060,8156.184
medium_variant,911,2061,8164.504
medium_variant,911,2062,8167.611
medium_variant,911,2063,8164.525
medium_variant,911,2064,8155.058
medium_variant,911,2065,8140.391
medium_variant,911,2066,8121.651
medium_variant,911,2067,8098.709
medium_variant,911,2068,8071.08
medium_variant,911,2069,8038.854
medium_variant,911,2070,8002.157
medium_variant,911,2071,7961.238
medium_variant,911,2072,7916.803
medium_variant,911,2073,7869.446
medium_variant,911,2074,7819.191
medium_variant,911,2075,7765.776
medium_variant,911,2076,7708.592
medium_variant,911,2077,7646.819
medium_variant,911,2078,7579.839
medium_variant,911,2079,7507.718
medium_variant,911,2080,7431.31
medium_variant,911,2081,7351.625
medium_variant,911,2082,7269.307
medium_variant,911,2083,7184.761
medium_variant,911,2084,7098.138
medium_variant,911,2085,7009.177
medium_variant,911,2086,6917.487
medium_variant,911,2087,6822.967
medium_variant,911,2088,6725.709
medium_variant,911,2089,6625.826
medium_variant,911,2090,6523.58
medium_variant,911,2091,6419.282
medium_variant,911,2092,6313.206
medium_variant,911,2093,6205.514
medium_variant,911,2094,6096.342
medium_variant,911,2095,5985.693
medium_variant,911,2096,5873.599
medium_variant,911,2097,5760.116
medium_variant,911,2098,5645.22
medium_variant,911,2099,5528.911
