variant,region,year,populationchange
estimates,957,1950,6.946
estimates,957,1951,6.881
estimates,957,1952,6.549
estimates,957,1953,6.236
estimates,957,1954,5.994
estimates,957,1955,5.876
estimates,957,1956,5.951
estimates,957,1957,6.276
estimates,957,1958,6.863
estimates,957,1959,7.706
estimates,957,1960,8.732
estimates,957,1961,9.758
estimates,957,1962,10.57
estimates,957,1963,11.002
estimates,957,1964,11.017
estimates,957,1965,10.81
estimates,957,1966,10.58
estimates,957,1967,10.247
estimates,957,1968,9.71
estimates,957,1969,9.03
estimates,957,1970,8.226
estimates,957,1971,7.38
estimates,957,1972,6.686
estimates,957,1973,6.258
estimates,957,1974,6.097
estimates,957,1975,6.078
estimates,957,1976,6.082
estimates,957,1977,6.142
estimates,957,1978,6.328
estimates,957,1979,6.631
estimates,957,1980,6.997
estimates,957,1981,7.395
estimates,957,1982,7.712
estimates,957,1983,7.838
estimates,957,1984,7.776
estimates,957,1985,7.611
estimates,957,1986,7.442
estimates,957,1987,7.258
estimates,957,1988,7.08
estimates,957,1989,6.897
estimates,957,1990,6.674
estimates,957,1991,6.457
estimates,957,1992,6.284
estimates,957,1993,6.223
estimates,957,1994,6.29
estimates,957,1995,6.417
estimates,957,1996,6.514
estimates,957,1997,6.567
estimates,957,1998,6.58
estimates,957,1999,6.516
estimates,957,2000,6.442
estimates,957,2001,6.36
estimates,957,2002,6.181
estimates,957,2003,5.795
estimates,957,2004,5.217
estimates,957,2005,4.545
estimates,957,2006,3.873
estimates,957,2007,3.341
estimates,957,2008,3.05
estimates,957,2009,3.016
estimates,957,2010,3.092
estimates,957,2011,3.176
estimates,957,2012,3.333
estimates,957,2013,3.592
estimates,957,2014,3.939
estimates,957,2015,4.362
medium_variant,957,2015,4.362
medium_variant,957,2016,4.811
medium_variant,957,2017,5.115
medium_variant,957,2018,5.126
medium_variant,957,2019,4.844
medium_variant,957,2020,4.364
medium_variant,957,2021,3.91
medium_variant,957,2022,3.604
medium_variant,957,2023,3.507
medium_variant,957,2024,3.656
medium_variant,957,2025,3.929
medium_variant,957,2026,4.182
medium_variant,957,2027,4.386
medium_variant,957,2028,4.536
medium_variant,957,2029,4.621
medium_variant,957,2030,4.677
medium_variant,957,2031,4.715
medium_variant,957,2032,4.737
medium_variant,957,2033,4.696
medium_variant,957,2034,4.591
medium_variant,957,2035,4.463
medium_variant,957,2036,4.307
medium_variant,957,2037,4.145
medium_variant,957,2038,3.976
medium_variant,957,2039,3.812
medium_variant,957,2040,3.652
medium_variant,957,2041,3.464
medium_variant,957,2042,3.27
medium_variant,957,2043,3.081
medium_variant,957,2044,2.863
medium_variant,957,2045,2.664
medium_variant,957,2046,2.474
medium_variant,957,2047,2.267
medium_variant,957,2048,2.099
medium_variant,957,2049,1.968
medium_variant,957,2050,1.852
medium_variant,957,2051,1.741
medium_variant,957,2052,1.643
medium_variant,957,2053,1.554
medium_variant,957,2054,1.489
medium_variant,957,2055,1.421
medium_variant,957,2056,1.352
medium_variant,957,2057,1.296
medium_variant,957,2058,1.255
medium_variant,957,2059,1.206
medium_variant,957,2060,1.158
medium_variant,957,2061,1.136
medium_variant,957,2062,1.079
medium_variant,957,2063,1.025
medium_variant,957,2064,0.976
medium_variant,957,2065,0.921
medium_variant,957,2066,0.862
medium_variant,957,2067,0.78
medium_variant,957,2068,0.707
medium_variant,957,2069,0.622
medium_variant,957,2070,0.516
medium_variant,957,2071,0.417
medium_variant,957,2072,0.315
medium_variant,957,2073,0.201
medium_variant,957,2074,0.065
medium_variant,957,2075,-0.053
medium_variant,957,2076,-0.175
medium_variant,957,2077,-0.32
medium_variant,957,2078,-0.451
medium_variant,957,2079,-0.569
medium_variant,957,2080,-0.684
medium_variant,957,2081,-0.82
medium_variant,957,2082,-0.938
medium_variant,957,2083,-1.04
medium_variant,957,2084,-1.149
medium_variant,957,2085,-1.245
medium_variant,957,2086,-1.333
medium_variant,957,2087,-1.421
medium_variant,957,2088,-1.497
medium_variant,957,2089,-1.556
medium_variant,957,2090,-1.625
medium_variant,957,2091,-1.693
medium_variant,957,2092,-1.745
medium_variant,957,2093,-1.8
medium_variant,957,2094,-1.845
medium_variant,957,2095,-1.877
medium_variant,957,2096,-1.938
medium_variant,957,2097,-1.977
medium_variant,957,2098,-1.991
medium_variant,957,2099,-2.028
