variant,region,year,populationchange
estimates,1517,1950,37505.803
estimates,1517,1951,37213.82
estimates,1517,1952,36173.045
estimates,1517,1953,35836.191
estimates,1517,1954,36080.286
estimates,1517,1955,36780.357
estimates,1517,1956,37811.637
estimates,1517,1957,39057.641
estimates,1517,1958,40418.551
estimates,1517,1959,41836.048
estimates,1517,1960,43316.485
estimates,1517,1961,44928.874
estimates,1517,1962,46783.914
estimates,1517,1963,48970.002
estimates,1517,1964,51436.648
estimates,1517,1965,54069.094
estimates,1517,1966,56662.028
estimates,1517,1967,58861.544
estimates,1517,1968,60372.466
estimates,1517,1969,61171.479
estimates,1517,1970,61589.468
estimates,1517,1971,61958.75
estimates,1517,1972,62240.114
estimates,1517,1973,62309.31
estimates,1517,1974,62223.314
estimates,1517,1975,62007.348
estimates,1517,1976,61769.22
estimates,1517,1977,61846.874
estimates,1517,1978,62546.158
estimates,1517,1979,63878.161
estimates,1517,1980,65472.744
estimates,1517,1981,66988.778
estimates,1517,1982,68555.851
estimates,1517,1983,70380.517
estimates,1517,1984,72374.075
estimates,1517,1985,74491.352
estimates,1517,1986,76499.873
estimates,1517,1987,77676.266
estimates,1517,1988,77376.627
estimates,1517,1989,75609.122
estimates,1517,1990,72982.956
estimates,1517,1991,70237.281
estimates,1517,1992,67784.295
estimates,1517,1993,65831.626
estimates,1517,1994,64463.25
estimates,1517,1995,63378.407
estimates,1517,1996,62273.418
estimates,1517,1997,61241.365
estimates,1517,1998,60467.269
estimates,1517,1999,59949.97
estimates,1517,2000,59620.58
estimates,1517,2001,59407.622
estimates,1517,2002,59305.227
estimates,1517,2003,59324.492
estimates,1517,2004,59450.175
estimates,1517,2005,59636.509
estimates,1517,2006,59857.432
estimates,1517,2007,60165.718
estimates,1517,2008,60611.729
estimates,1517,2009,61163.935
estimates,1517,2010,61774.246
estimates,1517,2011,62341.308
estimates,1517,2012,62657.264
estimates,1517,2013,62543.96
estimates,1517,2014,61991.286
estimates,1517,2015,61166.639
medium_variant,1517,2015,61166.639
medium_variant,1517,2016,60261.356
medium_variant,1517,2017,59336.574
medium_variant,1517,2018,58400.088
medium_variant,1517,2019,57470.238
medium_variant,1517,2020,56512.334
medium_variant,1517,2021,55487.797
medium_variant,1517,2022,54404.539
medium_variant,1517,2023,53284.496
medium_variant,1517,2024,52135.893
medium_variant,1517,2025,50962.429
medium_variant,1517,2026,49774.752
medium_variant,1517,2027,48605.088
medium_variant,1517,2028,47483.202
medium_variant,1517,2029,46412.966
medium_variant,1517,2030,45371.329
medium_variant,1517,2031,44333.456
medium_variant,1517,2032,43298.708
medium_variant,1517,2033,42273.833
medium_variant,1517,2034,41257.523
medium_variant,1517,2035,40246.926
medium_variant,1517,2036,39241.447
medium_variant,1517,2037,38246.612
medium_variant,1517,2038,37267.282
medium_variant,1517,2039,36300.909
medium_variant,1517,2040,35341.634
medium_variant,1517,2041,34379.602
medium_variant,1517,2042,33399.241
medium_variant,1517,2043,32387.581
medium_variant,1517,2044,31343.219
medium_variant,1517,2045,30280.732
medium_variant,1517,2046,29214.086
medium_variant,1517,2047,28138.591
medium_variant,1517,2048,27046.117
medium_variant,1517,2049,25939.32
medium_variant,1517,2050,24827.745
medium_variant,1517,2051,23720.287
medium_variant,1517,2052,22616.901
medium_variant,1517,2053,21516.217
medium_variant,1517,2054,20422.709
medium_variant,1517,2055,19339.714
medium_variant,1517,2056,18274.546
medium_variant,1517,2057,17244.427
medium_variant,1517,2058,16264.78
medium_variant,1517,2059,15337.941
medium_variant,1517,2060,14450.377
medium_variant,1517,2061,13588.85
medium_variant,1517,2062,12757.613
medium_variant,1517,2063,11964.494
medium_variant,1517,2064,11208.128
medium_variant,1517,2065,10483.329
medium_variant,1517,2066,9784.246
medium_variant,1517,2067,9107.447
medium_variant,1517,2068,8450.535
medium_variant,1517,2069,7811.651
medium_variant,1517,2070,7193.381
medium_variant,1517,2071,6596.397
medium_variant,1517,2072,6012.608
medium_variant,1517,2073,5433.615
medium_variant,1517,2074,4859.433
medium_variant,1517,2075,4295.845
medium_variant,1517,2076,3750.524
medium_variant,1517,2077,3229.506
medium_variant,1517,2078,2736.598
medium_variant,1517,2079,2272.173
medium_variant,1517,2080,1829.032
medium_variant,1517,2081,1400.758
medium_variant,1517,2082,991.231
medium_variant,1517,2083,605.525
medium_variant,1517,2084,241.641
medium_variant,1517,2085,-105.444
medium_variant,1517,2086,-442.426
medium_variant,1517,2087,-775.154
medium_variant,1517,2088,-1107.764
medium_variant,1517,2089,-1442.159
medium_variant,1517,2090,-1777.169
medium_variant,1517,2091,-2111.167
medium_variant,1517,2092,-2443.239
medium_variant,1517,2093,-2774.031
medium_variant,1517,2094,-3105.765
medium_variant,1517,2095,-3441.39
medium_variant,1517,2096,-3784.327
medium_variant,1517,2097,-4138.302
medium_variant,1517,2098,-4506.805
medium_variant,1517,2099,-4893.528
