country,year,variant,age5yearinterval,population
624,1950,estimates,0_4,81.899
624,1950,estimates,5_9,65.459
624,1950,estimates,10_14,53.618
624,1950,estimates,15_19,49.591
624,1950,estimates,20_24,47.327
624,1950,estimates,25_29,45.912
624,1950,estimates,30_34,41.743
624,1950,estimates,35_39,36.897
624,1950,estimates,40_44,29.865
624,1950,estimates,45_49,21.332
624,1950,estimates,50_54,18.295
624,1950,estimates,55_59,13.578
624,1950,estimates,60_64,11.105
624,1950,estimates,65_69,8.598
624,1950,estimates,70_74,5.665
624,1950,estimates,75_79,3.043
624,1955,estimates,0_4,96.552
624,1955,estimates,5_9,70.552
624,1955,estimates,10_14,61.573
624,1955,estimates,15_19,50.827
624,1955,estimates,20_24,46.252
624,1955,estimates,25_29,43.727
624,1955,estimates,30_34,42.408
624,1955,estimates,35_39,38.439
624,1955,estimates,40_44,33.784
624,1955,estimates,45_49,27.141
624,1955,estimates,50_54,19.054
624,1955,estimates,55_59,15.889
624,1955,estimates,60_64,11.15
624,1955,estimates,65_69,8.308
624,1955,estimates,70_74,5.535
624,1955,estimates,75_79,2.847
624,1960,estimates,0_4,98.272
624,1960,estimates,5_9,83.927
624,1960,estimates,10_14,66.606
624,1960,estimates,15_19,58.629
624,1960,estimates,20_24,47.616
624,1960,estimates,25_29,42.959
624,1960,estimates,30_34,40.588
624,1960,estimates,35_39,39.267
624,1960,estimates,40_44,35.38
624,1960,estimates,45_49,30.867
624,1960,estimates,50_54,24.419
624,1960,estimates,55_59,16.639
624,1960,estimates,60_64,13.183
624,1960,estimates,65_69,8.449
624,1960,estimates,70_74,5.454
624,1960,estimates,75_79,2.858
624,1965,estimates,0_4,102.313
624,1965,estimates,5_9,84.709
624,1965,estimates,10_14,78.45
624,1965,estimates,15_19,62.571
624,1965,estimates,20_24,54.364
624,1965,estimates,25_29,43.725
624,1965,estimates,30_34,39.441
624,1965,estimates,35_39,37.166
624,1965,estimates,40_44,35.782
624,1965,estimates,45_49,31.988
624,1965,estimates,50_54,27.503
624,1965,estimates,55_59,21.171
624,1965,estimates,60_64,13.682
624,1965,estimates,65_69,9.978
624,1965,estimates,70_74,5.554
624,1965,estimates,75_79,2.849
624,1970,estimates,0_4,113.416
624,1970,estimates,5_9,90.959
624,1970,estimates,10_14,81.099
624,1970,estimates,15_19,75.586
624,1970,estimates,20_24,59.467
624,1970,estimates,25_29,51.3
624,1970,estimates,30_34,41.205
624,1970,estimates,35_39,37.076
624,1970,estimates,40_44,34.747
624,1970,estimates,45_49,33.211
624,1970,estimates,50_54,29.259
624,1970,estimates,55_59,24.512
624,1970,estimates,60_64,17.989
624,1970,estimates,65_69,10.707
624,1970,estimates,70_74,6.84
624,1970,estimates,75_79,3.048
624,1975,estimates,0_4,129.035
624,1975,estimates,5_9,100.747
624,1975,estimates,10_14,86.561
624,1975,estimates,15_19,77.573
624,1975,estimates,20_24,71.532
624,1975,estimates,25_29,55.816
624,1975,estimates,30_34,48.146
624,1975,estimates,35_39,38.526
624,1975,estimates,40_44,34.488
624,1975,estimates,45_49,32.087
624,1975,estimates,50_54,30.258
624,1975,estimates,55_59,25.995
624,1975,estimates,60_64,20.817
624,1975,estimates,65_69,14.14
624,1975,estimates,70_74,7.392
624,1975,estimates,75_79,3.817
624,1980,estimates,0_4,147.017
624,1980,estimates,5_9,111.595
624,1980,estimates,10_14,89.254
624,1980,estimates,15_19,78.292
624,1980,estimates,20_24,71.24
624,1980,estimates,25_29,65.751
624,1980,estimates,30_34,48.897
624,1980,estimates,35_39,40.239
624,1980,estimates,40_44,31.104
624,1980,estimates,45_49,27.142
624,1980,estimates,50_54,24.291
624,1980,estimates,55_59,20.739
624,1980,estimates,60_64,17.626
624,1980,estimates,65_69,13.732
624,1980,estimates,70_74,8.316
624,1980,estimates,75_79,3.743
624,1985,estimates,0_4,172.254
624,1985,estimates,5_9,131.09
624,1985,estimates,10_14,105.436
624,1985,estimates,15_19,84.487
624,1985,estimates,20_24,73.471
624,1985,estimates,25_29,66.548
624,1985,estimates,30_34,61.466
624,1985,estimates,35_39,45.403
624,1985,estimates,40_44,37.171
624,1985,estimates,45_49,28.445
624,1985,estimates,50_54,24.501
624,1985,estimates,55_59,21.413
624,1985,estimates,60_64,17.502
624,1985,estimates,65_69,13.88
624,1985,estimates,70_74,9.644
624,1985,estimates,75_79,4.782
624,1990,estimates,0_4,186.648
624,1990,estimates,5_9,155.42
624,1990,estimates,10_14,124.906
624,1990,estimates,15_19,100.707
624,1990,estimates,20_24,79.91
624,1990,estimates,25_29,69.176
624,1990,estimates,30_34,62.641
624,1990,estimates,35_39,57.794
624,1990,estimates,40_44,42.327
624,1990,estimates,45_49,34.409
624,1990,estimates,50_54,25.936
624,1990,estimates,55_59,21.856
624,1990,estimates,60_64,18.355
624,1990,estimates,65_69,14.001
624,1990,estimates,70_74,9.928
624,1990,estimates,75_79,5.698
624,1990,estimates,80_84,2.067
624,1990,estimates,85_89,0.433
624,1990,estimates,90_94,0.064
624,1990,estimates,95_99,0.004
624,1990,estimates,100plus,0
624,1995,estimates,0_4,201.652
624,1995,estimates,5_9,169.547
624,1995,estimates,10_14,148.716
624,1995,estimates,15_19,119.724
624,1995,estimates,20_24,95.758
624,1995,estimates,25_29,75.533
624,1995,estimates,30_34,65.347
624,1995,estimates,35_39,59.068
624,1995,estimates,40_44,54.32
624,1995,estimates,45_49,39.373
624,1995,estimates,50_54,31.619
624,1995,estimates,55_59,23.282
624,1995,estimates,60_64,18.906
624,1995,estimates,65_69,14.894
624,1995,estimates,70_74,10.176
624,1995,estimates,75_79,5.989
624,1995,estimates,80_84,2.543
624,1995,estimates,85_89,0.598
624,1995,estimates,90_94,0.071
624,1995,estimates,95_99,0.006
624,1995,estimates,100plus,0
624,2000,estimates,0_4,213.452
624,2000,estimates,5_9,185.21
624,2000,estimates,10_14,162.811
624,2000,estimates,15_19,140.71
624,2000,estimates,20_24,110.975
624,2000,estimates,25_29,88.146
624,2000,estimates,30_34,68.561
624,2000,estimates,35_39,57.729
624,2000,estimates,40_44,49.883
624,2000,estimates,45_49,46.97
624,2000,estimates,50_54,34.511
624,2000,estimates,55_59,27.888
624,2000,estimates,60_64,20.258
624,2000,estimates,65_69,15.452
624,2000,estimates,70_74,10.937
624,2000,estimates,75_79,6.194
624,2000,estimates,80_84,2.692
624,2000,estimates,85_89,0.745
624,2000,estimates,90_94,0.099
624,2000,estimates,95_99,0.006
624,2000,estimates,100plus,0
624,2005,estimates,0_4,227.553
624,2005,estimates,5_9,195.846
624,2005,estimates,10_14,178.348
624,2005,estimates,15_19,156.745
624,2005,estimates,20_24,132.042
624,2005,estimates,25_29,102.932
624,2005,estimates,30_34,83.856
624,2005,estimates,35_39,64.95
624,2005,estimates,40_44,54.423
624,2005,estimates,45_49,46.692
624,2005,estimates,50_54,43.53
624,2005,estimates,55_59,31.251
624,2005,estimates,60_64,24.361
624,2005,estimates,65_69,16.59
624,2005,estimates,70_74,11.365
624,2005,estimates,75_79,6.668
624,2005,estimates,80_84,2.775
624,2005,estimates,85_89,0.782
624,2005,estimates,90_94,0.121
624,2005,estimates,95_99,0.008
624,2005,estimates,100plus,0
624,2010,estimates,0_4,255.954
624,2010,estimates,5_9,212.991
624,2010,estimates,10_14,189.716
624,2010,estimates,15_19,173.118
624,2010,estimates,20_24,151.123
624,2010,estimates,25_29,126.76
624,2010,estimates,30_34,98.599
624,2010,estimates,35_39,80.117
624,2010,estimates,40_44,61.69
624,2010,estimates,45_49,51.326
624,2010,estimates,50_54,43.5
624,2010,estimates,55_59,39.811
624,2010,estimates,60_64,27.53
624,2010,estimates,65_69,20.196
