country,year,variant,age5yearinterval,population
124,1950,estimates,0_4,1636
124,1950,estimates,5_9,1316
124,1950,estimates,10_14,1125
124,1950,estimates,15_19,1078
124,1950,estimates,20_24,1109.999
124,1950,estimates,25_29,1114.001
124,1950,estimates,30_34,1034.001
124,1950,estimates,35_39,965.999
124,1950,estimates,40_44,843
124,1950,estimates,45_49,730.999
124,1950,estimates,50_54,656.001
124,1950,estimates,55_59,572.002
124,1950,estimates,60_64,501.998
124,1950,estimates,65_69,418.002
124,1950,estimates,70_74,303
124,1950,estimates,75_79,184.001
124,1955,estimates,0_4,1943.396
124,1955,estimates,5_9,1735.57
124,1955,estimates,10_14,1373.704
124,1955,estimates,15_19,1140.467
124,1955,estimates,20_24,1122.791
124,1955,estimates,25_29,1192.963
124,1955,estimates,30_34,1185.422
124,1955,estimates,35_39,1097.184
124,1955,estimates,40_44,1000.127
124,1955,estimates,45_49,854.382
124,1955,estimates,50_54,722.082
124,1955,estimates,55_59,620.358
124,1955,estimates,60_64,522.344
124,1955,estimates,65_69,458.73
124,1955,estimates,70_74,362.152
124,1955,estimates,75_79,222.091
124,1960,estimates,0_4,2226.115
124,1960,estimates,5_9,2035.97
124,1960,estimates,10_14,1783.05
124,1960,estimates,15_19,1380.074
124,1960,estimates,20_24,1178.479
124,1960,estimates,25_29,1215.8
124,1960,estimates,30_34,1272.923
124,1960,estimates,35_39,1247.884
124,1960,estimates,40_44,1104.039
124,1960,estimates,45_49,993.929
124,1960,estimates,50_54,839.316
124,1960,estimates,55_59,692.062
124,1960,estimates,60_64,571.57
124,1960,estimates,65_69,481.231
124,1960,estimates,70_74,397.88
124,1960,estimates,75_79,267.376
124,1965,estimates,0_4,2249.793
124,1965,estimates,5_9,2261.26
124,1965,estimates,10_14,2046.555
124,1965,estimates,15_19,1777.759
124,1965,estimates,20_24,1393.158
124,1965,estimates,25_29,1214.435
124,1965,estimates,30_34,1240.708
124,1965,estimates,35_39,1283.575
124,1965,estimates,40_44,1233.617
124,1965,estimates,45_49,1073.016
124,1965,estimates,50_54,966.65
124,1965,estimates,55_59,794.797
124,1965,estimates,60_64,645.916
124,1965,estimates,65_69,521.963
124,1965,estimates,70_74,419.649
124,1965,estimates,75_79,297.201
124,1970,estimates,0_4,1882.835
124,1970,estimates,5_9,2289.365
124,1970,estimates,10_14,2292.318
124,1970,estimates,15_19,2082.051
124,1970,estimates,20_24,1858.534
124,1970,estimates,25_29,1528.072
124,1970,estimates,30_34,1292.436
124,1970,estimates,35_39,1272.582
124,1970,estimates,40_44,1276.583
124,1970,estimates,45_49,1222.105
124,1970,estimates,50_54,1044.083
124,1970,estimates,55_59,938.006
124,1970,estimates,60_64,757.843
124,1970,estimates,65_69,602.552
124,1970,estimates,70_74,450.663
124,1970,estimates,75_79,325.206
124,1975,estimates,0_4,1771.141
124,1975,estimates,5_9,1943.385
124,1975,estimates,10_14,2345.641
124,1975,estimates,15_19,2351.654
124,1975,estimates,20_24,2183.626
