country,year,variant,age5yearinterval,population
324,1950,estimates,0_4,449.427
324,1950,estimates,5_9,368.573
324,1950,estimates,10_14,329.96
324,1950,estimates,15_19,298.258
324,1950,estimates,20_24,270.501
324,1950,estimates,25_29,241.971
324,1950,estimates,30_34,213.599
324,1950,estimates,35_39,185.569
324,1950,estimates,40_44,155.351
324,1950,estimates,45_49,132.295
324,1950,estimates,50_54,111.114
324,1950,estimates,55_59,93.952
324,1950,estimates,60_64,79.542
324,1950,estimates,65_69,71.058
324,1950,estimates,70_74,52.908
324,1950,estimates,75_79,27.102
324,1955,estimates,0_4,553.336
324,1955,estimates,5_9,388.691
324,1955,estimates,10_14,351.68
324,1955,estimates,15_19,317.867
324,1955,estimates,20_24,282.313
324,1955,estimates,25_29,253.37
324,1955,estimates,30_34,226.451
324,1955,estimates,35_39,199.24
324,1955,estimates,40_44,171.872
324,1955,estimates,45_49,142.596
324,1955,estimates,50_54,119.222
324,1955,estimates,55_59,96.783
324,1955,estimates,60_64,76.711
324,1955,estimates,65_69,58.159
324,1955,estimates,70_74,43.578
324,1955,estimates,75_79,24.282
324,1960,estimates,0_4,593.968
324,1960,estimates,5_9,480.533
324,1960,estimates,10_14,370.896
324,1960,estimates,15_19,338.612
324,1960,estimates,20_24,301.031
324,1960,estimates,25_29,264.74
324,1960,estimates,30_34,237.392
324,1960,estimates,35_39,211.492
324,1960,estimates,40_44,184.811
324,1960,estimates,45_49,158.046
324,1960,estimates,50_54,128.835
324,1960,estimates,55_59,104.275
324,1960,estimates,60_64,79.603
324,1960,estimates,65_69,56.807
324,1960,estimates,70_74,36.427
324,1960,estimates,75_79,20.719
324,1965,estimates,0_4,635.101
324,1965,estimates,5_9,518.163
324,1965,estimates,10_14,459.424
324,1965,estimates,15_19,357.443
324,1965,estimates,20_24,321.321
324,1965,estimates,25_29,283.017
324,1965,estimates,30_34,248.672
324,1965,estimates,35_39,222.289
324,1965,estimates,40_44,196.736
324,1965,estimates,45_49,170.466
324,1965,estimates,50_54,143.328
324,1965,estimates,55_59,113.246
324,1965,estimates,60_64,86.425
324,1965,estimates,65_69,59.672
324,1965,estimates,70_74,36.266
324,1965,estimates,75_79,17.846
324,1970,estimates,0_4,684.658
324,1970,estimates,5_9,556.221
324,1970,estimates,10_14,496.47
324,1970,estimates,15_19,443.675
324,1970,estimates,20_24,339.98
324,1970,estimates,25_29,302.965
324,1970,estimates,30_34,266.613
324,1970,estimates,35_39,233.533
324,1970,estimates,40_44,207.429
324,1970,estimates,45_49,182.074
324,1970,estimates,50_54,155.174
324,1970,estimates,55_59,126.587
324,1970,estimates,60_64,94.497
324,1970,estimates,65_69,65.454
324,1970,estimates,70_74,38.688
324,1970,estimates,75_79,18.188
324,1975,estimates,0_4,725.409
324,1975,estimates,5_9,567.423
324,1975,estimates,10_14,502.873
324,1975,estimates,15_19,452.165
324,1975,estimates,20_24,399.214
324,1975,estimates,25_29,301.858
324,1975,estimates,30_34,269.627
324,1975,estimates,35_39,236.523
324,1975,estimates,40_44,205.827
324,1975,estimates,45_49,181.43
324,1975,estimates,50_54,156.761
324,1975,estimates,55_59,129.781
324,1975,estimates,60_64,100.337
324,1975,estimates,65_69,68.247
324,1975,estimates,70_74,40.771
324,1975,estimates,75_79,18.837
324,1980,estimates,0_4,779.527
324,1980,estimates,5_9,599.173
324,1980,estimates,10_14,506.831
324,1980,estimates,15_19,452.329
324,1980,estimates,20_24,401.78
324,1980,estimates,25_29,352.963
324,1980,estimates,30_34,264.897
324,1980,estimates,35_39,236.949
324,1980,estimates,40_44,206.584
324,1980,estimates,45_49,178.322
324,1980,estimates,50_54,154.935
324,1980,estimates,55_59,130.323
324,1980,estimates,60_64,102.643
324,1980,estimates,65_69,72.919
324,1980,estimates,70_74,43.155
324,1980,estimates,75_79,20.493
324,1985,estimates,0_4,902.118
324,1985,estimates,5_9,701.534
324,1985,estimates,10_14,578.857
324,1985,estimates,15_19,491.828
324,1985,estimates,20_24,434.336
324,1985,estimates,25_29,383.377
324,1985,estimates,30_34,336.559
324,1985,estimates,35_39,251.726
324,1985,estimates,40_44,224.055
324,1985,estimates,45_49,193.92
324,1985,estimates,50_54,165.111
324,1985,estimates,55_59,139.995
324,1985,estimates,60_64,112.629
324,1985,estimates,65_69,82.218
324,1985,estimates,70_74,51.528
324,1985,estimates,75_79,24.676
324,1990,estimates,0_4,1080.294
324,1990,estimates,5_9,855.759
324,1990,estimates,10_14,710.182
324,1990,estimates,15_19,587.483
324,1990,estimates,20_24,495.603
324,1990,estimates,25_29,435.581
324,1990,estimates,30_34,383.956
324,1990,estimates,35_39,335.862
324,1990,estimates,40_44,250.609
324,1990,estimates,45_49,221.148
324,1990,estimates,50_54,189.119
324,1990,estimates,55_59,157.721
324,1990,estimates,60_64,128.864
324,1990,estimates,65_69,97.329
324,1990,estimates,70_74,63.8
324,1990,estimates,75_79,33.164
324,1990,estimates,80_84,11.754
324,1990,estimates,85_89,2.565
324,1990,estimates,90_94,0.286
324,1990,estimates,95_99,0.015
324,1990,estimates,100plus,0
324,1995,estimates,0_4,1398.69
324,1995,estimates,5_9,1130.782
324,1995,estimates,10_14,948.518
324,1995,estimates,15_19,788.517
324,1995,estimates,20_24,649.055
324,1995,estimates,25_29,545.729
324,1995,estimates,30_34,478.37
324,1995,estimates,35_39,420.492
324,1995,estimates,40_44,364.967
324,1995,estimates,45_49,273.001
324,1995,estimates,50_54,236.702
324,1995,estimates,55_59,198.657
324,1995,estimates,60_64,160.34
324,1995,estimates,65_69,123.615
324,1995,estimates,70_74,84.498
324,1995,estimates,75_79,46.457
324,1995,estimates,80_84,18.088
324,1995,estimates,85_89,4.159
324,1995,estimates,90_94,0.507
324,1995,estimates,95_99,0.029
324,1995,estimates,100plus,0
324,2000,estimates,0_4,1540.407
324,2000,estimates,5_9,1276.358
324,2000,estimates,10_14,1080.102
324,2000,estimates,15_19,907.892
324,2000,estimates,20_24,749.525
324,2000,estimates,25_29,614.275
324,2000,estimates,30_34,515.735
324,2000,estimates,35_39,451.024
