country,year,variant,age5yearinterval,population
646,1950,estimates,0_4,420.903
646,1950,estimates,5_9,278.009
646,1950,estimates,10_14,245.679
646,1950,estimates,15_19,246.658
646,1950,estimates,20_24,220.143
646,1950,estimates,25_29,162.499
646,1950,estimates,30_34,111.426
646,1950,estimates,35_39,98.945
646,1950,estimates,40_44,89.869
646,1950,estimates,45_49,75.992
646,1950,estimates,50_54,69.375
646,1950,estimates,55_59,56.679
646,1950,estimates,60_64,48.989
646,1950,estimates,65_69,31.925
646,1950,estimates,70_74,16.234
646,1950,estimates,75_79,8.434
646,1955,estimates,0_4,505.317
646,1955,estimates,5_9,372.848
646,1955,estimates,10_14,267.104
646,1955,estimates,15_19,238.429
646,1955,estimates,20_24,237.66
646,1955,estimates,25_29,210.549
646,1955,estimates,30_34,154.734
646,1955,estimates,35_39,105.464
646,1955,estimates,40_44,92.902
646,1955,estimates,45_49,83.607
646,1955,estimates,50_54,69.694
646,1955,estimates,55_59,62.06
646,1955,estimates,60_64,48.598
646,1955,estimates,65_69,39.153
646,1955,estimates,70_74,22.67
646,1955,estimates,75_79,9.652
646,1960,estimates,0_4,591.003
646,1960,estimates,5_9,451.264
646,1960,estimates,10_14,359.097
646,1960,estimates,15_19,259.655
646,1960,estimates,20_24,230.173
646,1960,estimates,25_29,227.827
646,1960,estimates,30_34,200.987
646,1960,estimates,35_39,146.87
646,1960,estimates,40_44,99.335
646,1960,estimates,45_49,86.764
646,1960,estimates,50_54,77.029
646,1960,estimates,55_59,62.659
646,1960,estimates,60_64,53.583
646,1960,estimates,65_69,39.22
646,1960,estimates,70_74,28.238
646,1960,estimates,75_79,13.711
646,1965,estimates,0_4,631.085
646,1965,estimates,5_9,528.172
646,1965,estimates,10_14,432.699
646,1965,estimates,15_19,334.218
646,1965,estimates,20_24,223.839
646,1965,estimates,25_29,195.408
646,1965,estimates,30_34,198.895
646,1965,estimates,35_39,178.285
646,1965,estimates,40_44,130.176
646,1965,estimates,45_49,87.475
646,1965,estimates,50_54,76.645
646,1965,estimates,55_59,67.275
646,1965,estimates,60_64,52.926
646,1965,estimates,65_69,42.644
646,1965,estimates,70_74,28.031
646,1965,estimates,75_79,17.041
646,1970,estimates,0_4,712.086
646,1970,estimates,5_9,571.646
646,1970,estimates,10_14,511.204
646,1970,estimates,15_19,424.014
646,1970,estimates,20_24,327.59
646,1970,estimates,25_29,219.08
646,1970,estimates,30_34,190.063
646,1970,estimates,35_39,191.56
