country,year,variant,age5yearinterval,population
340,1950,estimates,0_4,274.278
340,1950,estimates,5_9,202.28
340,1950,estimates,10_14,176.564
340,1950,estimates,15_19,156.749
340,1950,estimates,20_24,131.76
340,1950,estimates,25_29,114.781
340,1950,estimates,30_34,87.765
340,1950,estimates,35_39,83.282
340,1950,estimates,40_44,69.924
340,1950,estimates,45_49,59.665
340,1950,estimates,50_54,52.931
340,1950,estimates,55_59,40.622
340,1950,estimates,60_64,34.146
340,1950,estimates,65_69,21.425
340,1950,estimates,70_74,15.784
340,1950,estimates,75_79,11.752
340,1955,estimates,0_4,344.081
340,1955,estimates,5_9,244.592
340,1955,estimates,10_14,196.929
340,1955,estimates,15_19,172.84
340,1955,estimates,20_24,152.286
340,1955,estimates,25_29,126.802
340,1955,estimates,30_34,109.447
340,1955,estimates,35_39,83.106
340,1955,estimates,40_44,78.39
340,1955,estimates,45_49,65.115
340,1955,estimates,50_54,54.723
340,1955,estimates,55_59,47.131
340,1955,estimates,60_64,34.401
340,1955,estimates,65_69,27.033
340,1955,estimates,70_74,15.579
340,1955,estimates,75_79,10.343
340,1960,estimates,0_4,395.248
340,1960,estimates,5_9,310.836
340,1960,estimates,10_14,237.733
340,1960,estimates,15_19,191.908
340,1960,estimates,20_24,167.02
340,1960,estimates,25_29,145.75
340,1960,estimates,30_34,120.151
340,1960,estimates,35_39,103.158
340,1960,estimates,40_44,77.996
340,1960,estimates,45_49,73.149
340,1960,estimates,50_54,60.104
340,1960,estimates,55_59,49.187
340,1960,estimates,60_64,40.436
340,1960,estimates,65_69,27.699
340,1960,estimates,70_74,20.038
340,1960,estimates,75_79,10.419
340,1965,estimates,0_4,450.127
340,1965,estimates,5_9,362.42
340,1965,estimates,10_14,301.607
340,1965,estimates,15_19,230.338
340,1965,estimates,20_24,183.848
340,1965,estimates,25_29,158.308
340,1965,estimates,30_34,136.763
340,1965,estimates,35_39,112.191
340,1965,estimates,40_44,96.473
340,1965,estimates,45_49,72.722
340,1965,estimates,50_54,67.977
340,1965,estimates,55_59,54.601
340,1965,estimates,60_64,42.831
340,1965,estimates,65_69,33.23
340,1965,estimates,70_74,21.05
340,1965,estimates,75_79,13.775
340,1970,estimates,0_4,524.505
340,1970,estimates,5_9,418.925
340,1970,estimates,10_14,352.071
340,1970,estimates,15_19,291.895
340,1970,estimates,20_24,219.667
340,1970,estimates,25_29,172.706
340,1970,estimates,30_34,147.245
340,1970,estimates,35_39,127.633
340,1970,estimates,40_44,105.681
340,1970,estimates,45_49,90.833
340,1970,estimates,50_54,67.952
340,1970,estimates,55_59,62.203
340,1970,estimates,60_64,48.19
340,1970,estimates,65_69,35.879
340,1970,estimates,70_74,25.92
340,1970,estimates,75_79,14.941
340,1975,estimates,0_4,596.502
340,1975,estimates,5_9,494.904
340,1975,estimates,10_14,408.187
340,1975,estimates,15_19,341.59
340,1975,estimates,20_24,279.924
340,1975,estimates,25_29,207.402
340,1975,estimates,30_34,160.96
340,1975,estimates,35_39,137.728
340,1975,estimates,40_44,120.736
340,1975,estimates,45_49,99.96
340,1975,estimates,50_54,85.434
340,1975,estimates,55_59,62.689
340,1975,estimates,60_64,55.603
340,1975,estimates,65_69,41.091
340,1975,estimates,70_74,28.639
340,1975,estimates,75_79,18.931
340,1980,estimates,0_4,691.286
340,1980,estimates,5_9,569.529
340,1980,estimates,10_14,483.745
340,1980,estimates,15_19,397.015
340,1980,estimates,20_24,328.704
340,1980,estimates,25_29,266.214
340,1980,estimates,30_34,194.513
340,1980,estimates,35_39,150.972
340,1980,estimates,40_44,130.673
340,1980,estimates,45_49,114.713
340,1980,estimates,50_54,94.514
340,1980,estimates,55_59,79.457
340,1980,estimates,60_64,56.679
340,1980,estimates,65_69,48.185
340,1980,estimates,70_74,33.495
340,1980,estimates,75_79,21.442
340,1985,estimates,0_4,778.494
340,1985,estimates,5_9,667.69
340,1985,estimates,10_14,557.889
340,1985,estimates,15_19,471.167
340,1985,estimates,20_24,382.505
340,1985,estimates,25_29,313.173
340,1985,estimates,30_34,251.062
340,1985,estimates,35_39,183.108
340,1985,estimates,40_44,143.545
340,1985,estimates,45_49,124.626
340,1985,estimates,50_54,109.105
340,1985,estimates,55_59,88.642
340,1985,estimates,60_64,72.781
340,1985,estimates,65_69,50.028
340,1985,estimates,70_74,40.232
340,1985,estimates,75_79,25.796
340,1990,estimates,0_4,857.546
340,1990,estimates,5_9,760.042
340,1990,estimates,10_14,655.674
340,1990,estimates,15_19,544.018
340,1990,estimates,20_24,454.899
340,1990,estimates,25_29,365.158
340,1990,estimates,30_34,296.171
340,1990,estimates,35_39,237.895
340,1990,estimates,40_44,174.909
340,1990,estimates,45_49,137.47
340,1990,estimates,50_54,119.21
340,1990,estimates,55_59,103.179
340,1990,estimates,60_64,82.214
340,1990,estimates,65_69,65.384
340,1990,estimates,70_74,42.746
340,1990,estimates,75_79,31.847
340,1990,estimates,80_84,17.404
340,1990,estimates,85_89,7.079
340,1990,estimates,90_94,2.09
340,1990,estimates,95_99,0.351
340,1990,estimates,100plus,0.042
340,1995,estimates,0_4,947.556
340,1995,estimates,5_9,840.36
340,1995,estimates,10_14,747.804
340,1995,estimates,15_19,641.206
340,1995,estimates,20_24,527.056
340,1995,estimates,25_29,436.556
340,1995,estimates,30_34,347.227
340,1995,estimates,35_39,282.238
340,1995,estimates,40_44,228.713
340,1995,estimates,45_49,168.291
340,1995,estimates,50_54,132.012
340,1995,estimates,55_59,113.282
340,1995,estimates,60_64,96.312
340,1995,estimates,65_69,74.519
340,1995,estimates,70_74,56.57
340,1995,estimates,75_79,34.425
340,1995,estimates,80_84,22.155
340,1995,estimates,85_89,9.332
340,1995,estimates,90_94,2.793
340,1995,estimates,95_99,0.576
340,1995,estimates,100plus,0.068
340,2000,estimates,0_4,1003.492
340,2000,estimates,5_9,931.961
340,2000,estimates,10_14,829.691
340,2000,estimates,15_19,735.18
340,2000,estimates,20_24,626.169
340,2000,estimates,25_29,510.78
340,2000,estimates,30_34,420.356
340,2000,estimates,35_39,334.513
340,2000,estimates,40_44,273.453
340,2000,estimates,45_49,221.645
340,2000,estimates,50_54,162.503
340,2000,estimates,55_59,126.16
340,2000,estimates,60_64,106.448
340,2000,estimates,65_69,88.051
340,2000,estimates,70_74,65.279
340,2000,estimates,75_79,46.394
340,2000,estimates,80_84,24.723
340,2000,estimates,85_89,12.542
340,2000,estimates,90_94,3.973
340,2000,estimates,95_99,0.846
340,2000,estimates,100plus,0.124
340,2005,estimates,0_4,1029.539
340,2005,estimates,5_9,989.837
340,2005,estimates,10_14,923.563
340,2005,estimates,15_19,820.049
340,2005,estimates,20_24,723.414
340,2005,estimates,25_29,613.127
340,2005,estimates,30_34,497.696
340,2005,estimates,35_39,409.388
340,2005,estimates,40_44,326.28
340,2005,estimates,45_49,266.286
340,2005,estimates,50_54,214.83
340,2005,estimates,55_59,155.871
340,2005,estimates,60_64,118.99
340,2005,estimates,65_69,97.756
340,2005,estimates,70_74,77.594
340,2005,estimates,75_79,54.011
340,2005,estimates,80_84,33.837
340,2005,estimates,85_89,14.365
340,2005,estimates,90_94,5.539
340,2005,estimates,95_99,1.261
340,2005,estimates,100plus,0.197
340,2010,estimates,0_4,999.747
340,2010,estimates,5_9,1017.607
340,2010,estimates,10_14,983.46
340,2010,estimates,15_19,916.179
340,2010,estimates,20_24,810.759
340,2010,estimates,25_29,712.557
340,2010,estimates,30_34,601.861
340,2010,estimates,35_39,487.819
340,2010,estimates,40_44,401.029
340,2010,estimates,45_49,318.742
340,2010,estimates,50_54,258.862
340,2010,estimates,55_59,206.906
340,2010,estimates,60_64,147.831
340,2010,estimates,65_69,110.012
340,2010,estimates,70_74,86.662
340,2010,estimates,75_79,64.298
340,2010,estimates,80_84,40.207
340,2010,estimates,85_89,21.262
340,2010,estimates,90_94,6.934
340,2010,estimates,95_99,1.796
340,2010,estimates,100plus,0.248
340,2015,constant_fertility,0_4,954.683
340,2015,constant_mortality,0_4,954.683
340,2015,estimates,0_4,954.683
340,2015,high_variant,0_4,954.683
340,2015,instant_replacement,0_4,954.683
340,2015,low_variant,0_4,954.683
340,2015,medium_variant,0_4,954.683
340,2015,momentum,0_4,954.683
340,2015,no_change,0_4,954.683
340,2015,zero_migration,0_4,954.683
340,2015,constant_fertility,5_9,989.335
340,2015,constant_mortality,5_9,989.335
340,2015,estimates,5_9,989.335
340,2015,high_variant,5_9,989.335
340,2015,instant_replacement,5_9,989.335
340,2015,low_variant,5_9,989.335
340,2015,medium_variant,5_9,989.335
340,2015,momentum,5_9,989.335
340,2015,no_change,5_9,989.335
340,2015,zero_migration,5_9,989.335
340,2015,constant_fertility,10_14,1012.257
340,2015,constant_mortality,10_14,1012.257
340,2015,estimates,10_14,1012.257
340,2015,high_variant,10_14,1012.257
340,2015,instant_replacement,10_14,1012.257
340,2015,low_variant,10_14,1012.257
340,2015,medium_variant,10_14,1012.257
340,2015,momentum,10_14,1012.257
340,2015,no_change,10_14,1012.257
340,2015,zero_migration,10_14,1012.257
340,2015,constant_fertility,15_19,977.244
340,2015,constant_mortality,15_19,977.244
340,2015,estimates,15_19,977.244
340,2015,high_variant,15_19,977.244
340,2015,instant_replacement,15_19,977.244
340,2015,low_variant,15_19,977.244
340,2015,medium_variant,15_19,977.244
340,2015,momentum,15_19,977.244
340,2015,no_change,15_19,977.244
340,2015,zero_migration,15_19,977.244
340,2015,constant_fertility,20_24,907.966
340,2015,constant_mortality,20_24,907.966
340,2015,estimates,20_24,907.966
340,2015,high_variant,20_24,907.966
340,2015,instant_replacement,20_24,907.966
340,2015,low_variant,20_24,907.966
340,2015,medium_variant,20_24,907.966
340,2015,momentum,20_24,907.966
340,2015,no_change,20_24,907.966
340,2015,zero_migration,20_24,907.966
340,2015,constant_fertility,25_29,800.992
340,2015,constant_mortality,25_29,800.992
340,2015,estimates,25_29,800.992
340,2015,high_variant,25_29,800.992
340,2015,instant_replacement,25_29,800.992
340,2015,low_variant,25_29,800.992
340,2015,medium_variant,25_29,800.992
340,2015,momentum,25_29,800.992
