country,year,variant,age5yearinterval,population
152,1950,estimates,0_4,875.415
152,1950,estimates,5_9,759.584
152,1950,estimates,10_14,633.599
152,1950,estimates,15_19,586.61
152,1950,estimates,20_24,535.982
152,1950,estimates,25_29,463.087
152,1950,estimates,30_34,416.818
152,1950,estimates,35_39,375.259
152,1950,estimates,40_44,348.27
152,1950,estimates,45_49,296.421
152,1950,estimates,50_54,257.05
152,1950,estimates,55_59,214.636
152,1950,estimates,60_64,160.259
152,1950,estimates,65_69,111.512
152,1950,estimates,70_74,79.132
152,1950,estimates,75_79,43.252
152,1950,estimates,80plus,31.398
152,1955,estimates,0_4,1064.096
152,1955,estimates,5_9,843.704
152,1955,estimates,10_14,748.693
152,1955,estimates,15_19,621.84
152,1955,estimates,20_24,570.851
152,1955,estimates,25_29,517.845
152,1955,estimates,30_34,445.166
152,1955,estimates,35_39,399.416
152,1955,estimates,40_44,357.851
152,1955,estimates,45_49,329.33
152,1955,estimates,50_54,276.179
152,1955,estimates,55_59,234.159
152,1955,estimates,60_64,188.797
152,1955,estimates,65_69,133.634
152,1955,estimates,70_74,85.866
152,1955,estimates,75_79,54.251
152,1955,estimates,80plus,35.16
152,1960,estimates,0_4,1169.916
152,1960,estimates,5_9,1030.892
152,1960,estimates,10_14,833.098
152,1960,estimates,15_19,736.658
152,1960,estimates,20_24,605.808
152,1960,estimates,25_29,552.418
152,1960,estimates,30_34,499.687
152,1960,estimates,35_39,428.094
152,1960,estimates,40_44,382.271
152,1960,estimates,45_49,339.564
152,1960,estimates,50_54,308.282
152,1960,estimates,55_59,252.889
152,1960,estimates,60_64,207.324
152,1960,estimates,65_69,158.903
152,1960,estimates,70_74,104.237
152,1960,estimates,75_79,59.947
152,1960,estimates,80plus,46.637
152,1965,estimates,0_4,1260.296
152,1965,estimates,5_9,1140.996
152,1965,estimates,10_14,1021.373
152,1965,estimates,15_19,822.709
152,1965,estimates,20_24,721.696
152,1965,estimates,25_29,589.64
152,1965,estimates,30_34,536.902
152,1965,estimates,35_39,484.321
152,1965,estimates,40_44,412.65
152,1965,estimates,45_49,365.325
152,1965,estimates,50_54,320.115
152,1965,estimates,55_59,284.533
152,1965,estimates,60_64,225.793
152,1965,estimates,65_69,176.099
152,1965,estimates,70_74,125.235
152,1965,estimates,75_79,73.63
