variant,continent,year,lifeexpectancyatbirth,gender
estimates,903,1950,35.24,male
estimates,903,1951,35.488,male
estimates,903,1952,35.984,male
estimates,903,1953,36.478,male
estimates,903,1954,36.971,male
estimates,903,1955,37.461,male
estimates,903,1956,37.95,male
estimates,903,1957,38.436,male
estimates,903,1958,38.918,male
estimates,903,1959,39.395,male
estimates,903,1960,39.865,male
estimates,903,1961,40.327,male
estimates,903,1962,40.777,male
estimates,903,1963,41.217,male
estimates,903,1964,41.644,male
estimates,903,1965,42.061,male
estimates,903,1966,42.468,male
estimates,903,1967,42.868,male
estimates,903,1968,43.264,male
estimates,903,1969,43.658,male
estimates,903,1970,44.054,male
estimates,903,1971,44.456,male
estimates,903,1972,44.864,male
estimates,903,1973,45.278,male
estimates,903,1974,45.695,male
estimates,903,1975,46.112,male
estimates,903,1976,46.527,male
estimates,903,1977,46.933,male
estimates,903,1978,47.325,male
estimates,903,1979,47.7,male
estimates,903,1980,48.058,male
estimates,903,1981,48.4,male
estimates,903,1982,48.727,male
estimates,903,1983,49.037,male
estimates,903,1984,49.324,male
estimates,903,1985,49.574,male
estimates,903,1986,49.771,male
estimates,903,1987,49.909,male
estimates,903,1988,49.99,male
estimates,903,1989,50.023,male
estimates,903,1990,50.022,male
estimates,903,1991,50.009,male
estimates,903,1992,50.006,male
estimates,903,1993,50.033,male
estimates,903,1994,50.102,male
estimates,903,1995,50.216,male
estimates,903,1996,50.368,male
estimates,903,1997,50.548,male
estimates,903,1998,50.752,male
estimates,903,1999,50.985,male
estimates,903,2000,51.264,male
estimates,903,2001,51.609,male
estimates,903,2002,52.029,male
estimates,903,2003,52.529,male
estimates,903,2004,53.101,male
estimates,903,2005,53.735,male
estimates,903,2006,54.415,male
estimates,903,2007,55.116,male
estimates,903,2008,55.815,male
estimates,903,2009,56.494,male
estimates,903,2010,57.138,male
estimates,903,2011,57.738,male
estimates,903,2012,58.299,male
estimates,903,2013,58.823,male
estimates,903,2014,59.308,male
estimates,903,2015,59.754,male
medium_variant,903,2015,59.754,male
medium_variant,903,2016,60.162,male
medium_variant,903,2017,60.539,male
medium_variant,903,2018,60.892,male
medium_variant,903,2019,61.226,male
medium_variant,903,2020,61.548,male
medium_variant,903,2021,61.86,male
medium_variant,903,2022,62.167,male
medium_variant,903,2023,62.469,male
medium_variant,903,2024,62.77,male
medium_variant,903,2025,63.072,male
medium_variant,903,2026,63.374,male
medium_variant,903,2027,63.674,male
medium_variant,903,2028,63.971,male
medium_variant,903,2029,64.263,male
medium_variant,903,2030,64.551,male
medium_variant,903,2031,64.833,male
medium_variant,903,2032,65.11,male
medium_variant,903,2033,65.382,male
medium_variant,903,2034,65.647,male
medium_variant,903,2035,65.907,male
medium_variant,903,2036,66.162,male
medium_variant,903,2037,66.41,male
medium_variant,903,2038,66.654,male
medium_variant,903,2039,66.893,male
medium_variant,903,2040,67.127,male
medium_variant,903,2041,67.356,male
medium_variant,903,2042,67.581,male
medium_variant,903,2043,67.803,male
medium_variant,903,2044,68.02,male
medium_variant,903,2045,68.234,male
medium_variant,903,2046,68.446,male
medium_variant,903,2047,68.654,male
medium_variant,903,2048,68.86,male
medium_variant,903,2049,69.064,male
medium_variant,903,2050,69.264,male
medium_variant,903,2051,69.461,male
medium_variant,903,2052,69.654,male
medium_variant,903,2053,69.843,male
medium_variant,903,2054,70.028,male
medium_variant,903,2055,70.21,male
medium_variant,903,2056,70.387,male
medium_variant,903,2057,70.561,male
medium_variant,903,2058,70.731,male
medium_variant,903,2059,70.899,male
medium_variant,903,2060,71.063,male
medium_variant,903,2061,71.225,male
medium_variant,903,2062,71.384,male
medium_variant,903,2063,71.541,male
medium_variant,903,2064,71.695,male
medium_variant,903,2065,71.847,male
medium_variant,903,2066,71.996,male
medium_variant,903,2067,72.143,male
medium_variant,903,2068,72.287,male
medium_variant,903,2069,72.428,male
medium_variant,903,2070,72.567,male
medium_variant,903,2071,72.705,male
medium_variant,903,2072,72.84,male
medium_variant,903,2073,72.974,male
medium_variant,903,2074,73.107,male
medium_variant,903,2075,73.238,male
medium_variant,903,2076,73.369,male
medium_variant,903,2077,73.498,male
medium_variant,903,2078,73.627,male
medium_variant,903,2079,73.755,male
medium_variant,903,2080,73.882,male
medium_variant,903,2081,74.009,male
medium_variant,903,2082,74.135,male
medium_variant,903,2083,74.262,male
medium_variant,903,2084,74.388,male
medium_variant,903,2085,74.515,male
medium_variant,903,2086,74.642,male
medium_variant,903,2087,74.769,male
medium_variant,903,2088,74.897,male
medium_variant,903,2089,75.025,male
medium_variant,903,2090,75.153,male
medium_variant,903,2091,75.282,male
medium_variant,903,2092,75.411,male
medium_variant,903,2093,75.54,male
medium_variant,903,2094,75.669,male
medium_variant,903,2095,75.798,male
medium_variant,903,2096,75.927,male
medium_variant,903,2097,76.056,male
medium_variant,903,2098,76.185,male
medium_variant,903,2099,76.314,male
estimates,903,1950,37.705,female
estimates,903,1951,37.968,female
estimates,903,1952,38.493,female
estimates,903,1953,39.014,female
estimates,903,1954,39.531,female
estimates,903,1955,40.044,female
estimates,903,1956,40.553,female
estimates,903,1957,41.057,female
estimates,903,1958,41.556,female
estimates,903,1959,42.047,female
estimates,903,1960,42.529,female
estimates,903,1961,43.001,female
estimates,903,1962,43.461,female
estimates,903,1963,43.91,female
estimates,903,1964,44.348,female
estimates,903,1965,44.778,female
estimates,903,1966,45.204,female
estimates,903,1967,45.63,female
estimates,903,1968,46.058,female
estimates,903,1969,46.49,female
estimates,903,1970,46.929,female
estimates,903,1971,47.374,female
estimates,903,1972,47.824,female
estimates,903,1973,48.276,female
estimates,903,1974,48.727,female
estimates,903,1975,49.174,female
estimates,903,1976,49.614,female
estimates,903,1977,50.046,female
estimates,903,1978,50.465,female
estimates,903,1979,50.869,female
estimates,903,1980,51.257,female
estimates,903,1981,51.631,female
estimates,903,1982,51.991,female
estimates,903,1983,52.333,female
estimates,903,1984,52.652,female
estimates,903,1985,52.936,female
estimates,903,1986,53.17,female
estimates,903,1987,53.35,female
estimates,903,1988,53.475,female
estimates,903,1989,53.551,female
estimates,903,1990,53.587,female
estimates,903,1991,53.597,female
estimates,903,1992,53.598,female
estimates,903,1993,53.608,female
estimates,903,1994,53.64,female
estimates,903,1995,53.697,female
estimates,903,1996,53.776,female
estimates,903,1997,53.876,female
estimates,903,1998,53.998,female
estimates,903,1999,54.154,female
estimates,903,2000,54.362,female
estimates,903,2001,54.644,female
estimates,903,2002,55.011,female
estimates,903,2003,55.465,female
estimates,903,2004,56.004,female
estimates,903,2005,56.62,female
estimates,903,2006,57.304,female
estimates,903,2007,58.031,female
estimates,903,2008,58.775,female
estimates,903,2009,59.517,female
estimates,903,2010,60.236,female
estimates,903,2011,60.916,female
estimates,903,2012,61.553,female
estimates,903,2013,62.146,female
estimates,903,2014,62.69,female
estimates,903,2015,63.182,female
medium_variant,903,2015,63.182,female
medium_variant,903,2016,63.626,female
medium_variant,903,2017,64.033,female
medium_variant,903,2018,64.415,female
medium_variant,903,2019,64.777,female
medium_variant,903,2020,65.127,female
medium_variant,903,2021,65.469,female
medium_variant,903,2022,65.804,female
medium_variant,903,2023,66.135,female
medium_variant,903,2024,66.464,female
medium_variant,903,2025,66.794,female
medium_variant,903,2026,67.124,female
medium_variant,903,2027,67.453,female
medium_variant,903,2028,67.778,female
medium_variant,903,2029,68.098,female
medium_variant,903,2030,68.415,female
medium_variant,903,2031,68.727,female
medium_variant,903,2032,69.034,female
medium_variant,903,2033,69.336,female
medium_variant,903,2034,69.633,female
medium_variant,903,2035,69.923,female
medium_variant,903,2036,70.207,female
medium_variant,903,2037,70.486,female
medium_variant,903,2038,70.758,female
medium_variant,903,2039,71.024,female
medium_variant,903,2040,71.285,female
medium_variant,903,2041,71.54,female
medium_variant,903,2042,71.79,female
medium_variant,903,2043,72.036,female
medium_variant,903,2044,72.277,female
medium_variant,903,2045,72.515,female
medium_variant,903,2046,72.75,female
medium_variant,903,2047,72.98,female
medium_variant,903,2048,73.208,female
medium_variant,903,2049,73.432,female
medium_variant,903,2050,73.653,female
medium_variant,903,2051,73.87,female
medium_variant,903,2052,74.084,female
medium_variant,903,2053,74.293,female
medium_variant,903,2054,74.497,female
medium_variant,903,2055,74.698,female
medium_variant,903,2056,74.893,female
medium_variant,903,2057,75.084,female
medium_variant,903,2058,75.27,female
medium_variant,903,2059,75.453,female
medium_variant,903,2060,75.631,female
medium_variant,903,2061,75.806,female
medium_variant,903,2062,75.977,female
medium_variant,903,2063,76.145,female
medium_variant,903,2064,76.311,female
medium_variant,903,2065,76.474,female
medium_variant,903,2066,76.633,female
medium_variant,903,2067,76.79,female
medium_variant,903,2068,76.943,female
medium_variant,903,2069,77.093,female
medium_variant,903,2070,77.24,female
medium_variant,903,2071,77.385,female
medium_variant,903,2072,77.526,female
medium_variant,903,2073,77.666,female
medium_variant,903,2074,77.804,female
medium_variant,903,2075,77.94,female
medium_variant,903,2076,78.075,female
medium_variant,903,2077,78.209,female
medium_variant,903,2078,78.342,female
medium_variant,903,2079,78.474,female
medium_variant,903,2080,78.605,female
medium_variant,903,2081,78.735,female
medium_variant,903,2082,78.863,female
medium_variant,903,2083,78.99,female
medium_variant,903,2084,79.116,female
medium_variant,903,2085,79.24,female
medium_variant,903,2086,79.363,female
medium_variant,903,2087,79.485,female
medium_variant,903,2088,79.606,female
medium_variant,903,2089,79.726,female
medium_variant,903,2090,79.845,female
medium_variant,903,2091,79.964,female
medium_variant,903,2092,80.082,female
medium_variant,903,2093,80.199,female
medium_variant,903,2094,80.316,female
medium_variant,903,2095,80.431,female
medium_variant,903,2096,80.546,female
medium_variant,903,2097,80.661,female
medium_variant,903,2098,80.774,female
medium_variant,903,2099,80.887,female
