variant,continent,year,lifeexpectancyatbirth,gender
estimates,908,1950,59.366,male
estimates,908,1951,59.794,male
estimates,908,1952,60.624,male
estimates,908,1953,61.402,male
estimates,908,1954,62.125,male
estimates,908,1955,62.796,male
estimates,908,1956,63.412,male
estimates,908,1957,63.974,male
estimates,908,1958,64.481,male
estimates,908,1959,64.929,male
estimates,908,1960,65.318,male
estimates,908,1961,65.646,male
estimates,908,1962,65.914,male
estimates,908,1963,66.126,male
estimates,908,1964,66.289,male
estimates,908,1965,66.413,male
estimates,908,1966,66.507,male
estimates,908,1967,66.58,male
estimates,908,1968,66.642,male
estimates,908,1969,66.7,male
estimates,908,1970,66.757,male
estimates,908,1971,66.81,male
estimates,908,1972,66.855,male
estimates,908,1973,66.891,male
estimates,908,1974,66.923,male
estimates,908,1975,66.951,male
estimates,908,1976,66.981,male
estimates,908,1977,67.015,male
estimates,908,1978,67.061,male
estimates,908,1979,67.124,male
estimates,908,1980,67.22,male
estimates,908,1981,67.365,male
estimates,908,1982,67.56,male
estimates,908,1983,67.798,male
estimates,908,1984,68.065,male
estimates,908,1985,68.33,male
estimates,908,1986,68.558,male
estimates,908,1987,68.722,male
estimates,908,1988,68.809,male
estimates,908,1989,68.819,male
estimates,908,1990,68.768,male
estimates,908,1991,68.683,male
estimates,908,1992,68.602,male
estimates,908,1993,68.553,male
estimates,908,1994,68.551,male
estimates,908,1995,68.596,male
estimates,908,1996,68.681,male
estimates,908,1997,68.786,male
estimates,908,1998,68.9,male
estimates,908,1999,69.024,male
estimates,908,2000,69.162,male
estimates,908,2001,69.323,male
estimates,908,2002,69.517,male
estimates,908,2003,69.75,male
estimates,908,2004,70.026,male
estimates,908,2005,70.35,male
estimates,908,2006,70.727,male
estimates,908,2007,71.149,male
estimates,908,2008,71.603,male
estimates,908,2009,72.075,male
estimates,908,2010,72.544,male
estimates,908,2011,72.987,male
estimates,908,2012,73.388,male
estimates,908,2013,73.739,male
estimates,908,2014,74.036,male
estimates,908,2015,74.281,male
medium_variant,908,2015,74.281,male
medium_variant,908,2016,74.485,male
medium_variant,908,2017,74.669,male
medium_variant,908,2018,74.849,male
medium_variant,908,2019,75.032,male
medium_variant,908,2020,75.223,male
medium_variant,908,2021,75.423,male
medium_variant,908,2022,75.626,male
medium_variant,908,2023,75.828,male
medium_variant,908,2024,76.028,male
medium_variant,908,2025,76.227,male
medium_variant,908,2026,76.424,male
medium_variant,908,2027,76.619,male
medium_variant,908,2028,76.812,male
medium_variant,908,2029,77.002,male
medium_variant,908,2030,77.19,male
medium_variant,908,2031,77.376,male
medium_variant,908,2032,77.558,male
medium_variant,908,2033,77.739,male
medium_variant,908,2034,77.917,male
medium_variant,908,2035,78.093,male
medium_variant,908,2036,78.266,male
medium_variant,908,2037,78.437,male
medium_variant,908,2038,78.607,male
medium_variant,908,2039,78.774,male
medium_variant,908,2040,78.939,male
medium_variant,908,2041,79.102,male
medium_variant,908,2042,79.264,male
medium_variant,908,2043,79.424,male
medium_variant,908,2044,79.583,male
medium_variant,908,2045,79.74,male
medium_variant,908,2046,79.896,male
medium_variant,908,2047,80.051,male
medium_variant,908,2048,80.206,male
medium_variant,908,2049,80.359,male
medium_variant,908,2050,80.511,male
medium_variant,908,2051,80.664,male
medium_variant,908,2052,80.815,male
medium_variant,908,2053,80.967,male
medium_variant,908,2054,81.118,male
medium_variant,908,2055,81.269,male
medium_variant,908,2056,81.421,male
medium_variant,908,2057,81.573,male
medium_variant,908,2058,81.724,male
medium_variant,908,2059,81.877,male
medium_variant,908,2060,82.029,male
medium_variant,908,2061,82.183,male
medium_variant,908,2062,82.337,male
medium_variant,908,2063,82.491,male
medium_variant,908,2064,82.646,male
medium_variant,908,2065,82.801,male
medium_variant,908,2066,82.956,male
medium_variant,908,2067,83.111,male
medium_variant,908,2068,83.266,male
medium_variant,908,2069,83.42,male
medium_variant,908,2070,83.573,male
medium_variant,908,2071,83.726,male
medium_variant,908,2072,83.877,male
medium_variant,908,2073,84.028,male
medium_variant,908,2074,84.178,male
medium_variant,908,2075,84.326,male
medium_variant,908,2076,84.473,male
medium_variant,908,2077,84.618,male
medium_variant,908,2078,84.762,male
medium_variant,908,2079,84.903,male
medium_variant,908,2080,85.043,male
medium_variant,908,2081,85.179,male
medium_variant,908,2082,85.314,male
medium_variant,908,2083,85.446,male
medium_variant,908,2084,85.575,male
medium_variant,908,2085,85.703,male
medium_variant,908,2086,85.829,male
medium_variant,908,2087,85.954,male
medium_variant,908,2088,86.078,male
medium_variant,908,2089,86.201,male
medium_variant,908,2090,86.324,male
medium_variant,908,2091,86.446,male
medium_variant,908,2092,86.567,male
medium_variant,908,2093,86.688,male
