variant,continent,year,lifeexpectancyatbirth,gender
medium_variant,908,2094,86.808,male
medium_variant,908,2095,86.927,male
medium_variant,908,2096,87.045,male
medium_variant,908,2097,87.162,male
medium_variant,908,2098,87.278,male
medium_variant,908,2099,87.393,male
estimates,908,1950,64.382,female
estimates,908,1951,64.849,female
estimates,908,1952,65.758,female
estimates,908,1953,66.615,female
estimates,908,1954,67.419,female
estimates,908,1955,68.17,female
estimates,908,1956,68.869,female
estimates,908,1957,69.514,female
estimates,908,1958,70.106,female
estimates,908,1959,70.643,female
estimates,908,1960,71.125,female
estimates,908,1961,71.552,female
estimates,908,1962,71.926,female
estimates,908,1963,72.251,female
estimates,908,1964,72.532,female
estimates,908,1965,72.778,female
estimates,908,1966,72.994,female
estimates,908,1967,73.188,female
estimates,908,1968,73.367,female
estimates,908,1969,73.536,female
estimates,908,1970,73.702,female
estimates,908,1971,73.865,female
estimates,908,1972,74.023,female
estimates,908,1973,74.177,female
estimates,908,1974,74.328,female
estimates,908,1975,74.476,female
estimates,908,1976,74.621,female
estimates,908,1977,74.763,female
estimates,908,1978,74.903,female
estimates,908,1979,75.044,female
estimates,908,1980,75.19,female
estimates,908,1981,75.347,female
estimates,908,1982,75.517,female
estimates,908,1983,75.699,female
estimates,908,1984,75.889,female
estimates,908,1985,76.078,female
estimates,908,1986,76.255,female
estimates,908,1987,76.412,female
estimates,908,1988,76.544,female
estimates,908,1989,76.649,female
estimates,908,1990,76.732,female
estimates,908,1991,76.798,female
estimates,908,1992,76.859,female
estimates,908,1993,76.923,female
estimates,908,1994,76.996,female
estimates,908,1995,77.081,female
estimates,908,1996,77.177,female
estimates,908,1997,77.283,female
estimates,908,1998,77.396,female
estimates,908,1999,77.52,female
estimates,908,2000,77.657,female
estimates,908,2001,77.813,female
estimates,908,2002,77.987,female
estimates,908,2003,78.183,female
estimates,908,2004,78.398,female
estimates,908,2005,78.635,female
estimates,908,2006,78.893,female
estimates,908,2007,79.17,female
estimates,908,2008,79.457,female
estimates,908,2009,79.748,female
estimates,908,2010,80.033,female
estimates,908,2011,80.302,female
estimates,908,2012,80.548,female
estimates,908,2013,80.769,female
estimates,908,2014,80.963,female
estimates,908,2015,81.133,female
medium_variant,908,2015,81.133,female
medium_variant,908,2016,81.283,female
medium_variant,908,2017,81.423,female
medium_variant,908,2018,81.562,female
medium_variant,908,2019,81.702,female
medium_variant,908,2020,81.846,female
medium_variant,908,2021,81.994,female
medium_variant,908,2022,82.143,female
medium_variant,908,2023,82.291,female
medium_variant,908,2024,82.437,female
medium_variant,908,2025,82.582,female
medium_variant,908,2026,82.725,female
medium_variant,908,2027,82.866,female
medium_variant,908,2028,83.006,female
medium_variant,908,2029,83.144,female
medium_variant,908,2030,83.281,female
medium_variant,908,2031,83.416,female
medium_variant,908,2032,83.55,female
medium_variant,908,2033,83.682,female
medium_variant,908,2034,83.813,female
medium_variant,908,2035,83.943,female
medium_variant,908,2036,84.073,female
medium_variant,908,2037,84.202,female
medium_variant,908,2038,84.332,female
medium_variant,908,2039,84.462,female
medium_variant,908,2040,84.592,female
medium_variant,908,2041,84.722,female
medium_variant,908,2042,84.851,female
medium_variant,908,2043,84.98,female
medium_variant,908,2044,85.108,female
medium_variant,908,2045,85.236,female
medium_variant,908,2046,85.362,female
medium_variant,908,2047,85.488,female
medium_variant,908,2048,85.613,female
medium_variant,908,2049,85.737,female
medium_variant,908,2050,85.86,female
medium_variant,908,2051,85.982,female
medium_variant,908,2052,86.102,female
medium_variant,908,2053,86.221,female
medium_variant,908,2054,86.339,female
medium_variant,908,2055,86.455,female
medium_variant,908,2056,86.57,female
medium_variant,908,2057,86.684,female
medium_variant,908,2058,86.797,female
medium_variant,908,2059,86.911,female
medium_variant,908,2060,87.025,female
medium_variant,908,2061,87.139,female
medium_variant,908,2062,87.255,female
medium_variant,908,2063,87.371,female
medium_variant,908,2064,87.489,female
medium_variant,908,2065,87.608,female
medium_variant,908,2066,87.728,female
medium_variant,908,2067,87.849,female
medium_variant,908,2068,87.971,female
medium_variant,908,2069,88.094,female
medium_variant,908,2070,88.218,female
medium_variant,908,2071,88.343,female
medium_variant,908,2072,88.468,female
medium_variant,908,2073,88.595,female
medium_variant,908,2074,88.721,female
medium_variant,908,2075,88.848,female
medium_variant,908,2076,88.976,female
medium_variant,908,2077,89.103,female
medium_variant,908,2078,89.229,female
medium_variant,908,2079,89.355,female
medium_variant,908,2080,89.48,female
medium_variant,908,2081,89.604,female
medium_variant,908,2082,89.726,female
medium_variant,908,2083,89.847,female
medium_variant,908,2084,89.967,female
medium_variant,908,2085,90.085,female
medium_variant,908,2086,90.201,female
medium_variant,908,2087,90.316,female
medium_variant,908,2088,90.429,female
medium_variant,908,2089,90.541,female
medium_variant,908,2090,90.651,female
medium_variant,908,2091,90.761,female
medium_variant,908,2092,90.87,female
medium_variant,908,2093,90.979,female
medium_variant,908,2094,91.088,female
medium_variant,908,2095,91.197,female
medium_variant,908,2096,91.306,female
medium_variant,908,2097,91.415,female
medium_variant,908,2098,91.525,female
medium_variant,908,2099,91.635,female
