variant,continent,year,gender,potentialsupport2564_65
estimates,903,1950,male,24.007
estimates,903,1951,male,23.836
estimates,903,1952,male,23.925
estimates,903,1953,male,24.257
estimates,903,1954,male,24.835
estimates,903,1955,male,25.672
estimates,903,1956,male,25.287
estimates,903,1957,male,25.141
estimates,903,1958,male,25.213
estimates,903,1959,male,25.488
estimates,903,1960,male,25.958
estimates,903,1961,male,25.405
estimates,903,1962,male,25.077
estimates,903,1963,male,24.947
estimates,903,1964,male,24.995
estimates,903,1965,male,25.205
estimates,903,1966,male,24.591
estimates,903,1967,male,24.184
estimates,903,1968,male,23.963
estimates,903,1969,male,23.919
estimates,903,1970,male,24.037
estimates,903,1971,male,23.491
estimates,903,1972,male,23.15
estimates,903,1973,male,22.985
estimates,903,1974,male,22.97
estimates,903,1975,male,23.09
estimates,903,1976,male,22.614
estimates,903,1977,male,22.317
estimates,903,1978,male,22.181
estimates,903,1979,male,22.191
estimates,903,1980,male,22.325
estimates,903,1981,male,21.986
estimates,903,1982,male,21.803
estimates,903,1983,male,21.752
estimates,903,1984,male,21.819
estimates,903,1985,male,21.989
estimates,903,1986,male,21.634
estimates,903,1987,male,21.415
estimates,903,1988,male,21.308
estimates,903,1989,male,21.294
estimates,903,1990,male,21.354
estimates,903,1991,male,21.009
estimates,903,1992,male,20.781
estimates,903,1993,male,20.654
estimates,903,1994,male,20.618
estimates,903,1995,male,20.661
estimates,903,1996,male,20.365
estimates,903,1997,male,20.208
estimates,903,1998,male,20.165
estimates,903,1999,male,20.216
estimates,903,2000,male,20.342
estimates,903,2001,male,20.078
estimates,903,2002,male,19.927
estimates,903,2003,male,19.888
estimates,903,2004,male,19.966
estimates,903,2005,male,20.154
estimates,903,2006,male,19.998
estimates,903,2007,male,19.957
estimates,903,2008,male,20.011
estimates,903,2009,male,20.145
estimates,903,2010,male,20.345
estimates,903,2011,male,20.285
estimates,903,2012,male,20.313
estimates,903,2013,male,20.407
estimates,903,2014,male,20.545
estimates,903,2015,male,20.709
medium_variant,903,2015,male,20.709
medium_variant,903,2016,male,20.559
medium_variant,903,2017,male,20.473
medium_variant,903,2018,male,20.435
medium_variant,903,2019,male,20.43
medium_variant,903,2020,male,20.445
medium_variant,903,2021,male,20.167
medium_variant,903,2022,male,19.953
medium_variant,903,2023,male,19.792
medium_variant,903,2024,male,19.675
medium_variant,903,2025,male,19.593
medium_variant,903,2026,male,19.289
medium_variant,903,2027,male,19.057
medium_variant,903,2028,male,18.881
medium_variant,903,2029,male,18.749
medium_variant,903,2030,male,18.649
medium_variant,903,2031,male,18.369
medium_variant,903,2032,male,18.15
medium_variant,903,2033,male,17.982
medium_variant,903,2034,male,17.857
medium_variant,903,2035,male,17.768
medium_variant,903,2036,male,17.534
medium_variant,903,2037,male,17.357
medium_variant,903,2038,male,17.216
medium_variant,903,2039,male,17.092
medium_variant,903,2040,male,16.969
medium_variant,903,2041,male,16.695
medium_variant,903,2042,male,16.456
medium_variant,903,2043,male,16.237
medium_variant,903,2044,male,16.028
medium_variant,903,2045,male,15.817
medium_variant,903,2046,male,15.479
medium_variant,903,2047,male,15.177
medium_variant,903,2048,male,14.899
medium_variant,903,2049,male,14.634
medium_variant,903,2050,male,14.377
medium_variant,903,2051,male,14.027
medium_variant,903,2052,male,13.715
