country,year,variant,gender,freq,agebroad,totaldeaths
454,1950,estimates,female,5yearly,0_4,132.856
454,1950,estimates,male,5yearly,0_4,136.439
454,1950,estimates,female,5yearly,0_14,149.215
454,1950,estimates,male,5yearly,0_14,150.092
454,1950,estimates,female,5yearly,0_19,154.784
454,1950,estimates,male,5yearly,0_19,154.937
454,1950,estimates,female,5yearly,0_24,160.91
454,1950,estimates,male,5yearly,0_24,160.86
454,1950,estimates,female,5yearly,5_14,16.359
454,1950,estimates,male,5yearly,5_14,13.653
454,1950,estimates,female,5yearly,15plus,73.495
454,1950,estimates,male,5yearly,15plus,68.328
454,1950,estimates,female,5yearly,15_24,11.695
454,1950,estimates,male,5yearly,15_24,10.768
454,1950,estimates,female,5yearly,15_49,33.986
454,1950,estimates,male,5yearly,15_49,32.364
454,1950,estimates,female,5yearly,15_59,42.068
454,1950,estimates,male,5yearly,15_59,41.268
454,1950,estimates,female,5yearly,15_64,47.727
454,1950,estimates,male,5yearly,15_64,46.784
454,1950,estimates,female,5yearly,20plus,67.926
454,1950,estimates,male,5yearly,20plus,63.483
454,1950,estimates,female,5yearly,20_64,42.158
454,1950,estimates,male,5yearly,20_64,41.939
454,1950,estimates,female,5yearly,20_69,49.04
454,1950,estimates,male,5yearly,20_69,48.071
454,1950,estimates,female,5yearly,25plus,61.8
454,1950,estimates,male,5yearly,25plus,57.56
454,1950,estimates,female,5yearly,25_69,42.914
454,1950,estimates,male,5yearly,25_69,42.148
454,1950,estimates,female,5yearly,40plus,46.376
454,1950,estimates,male,5yearly,40plus,43.464
454,1950,estimates,female,5yearly,50plus,39.509
454,1950,estimates,male,5yearly,50plus,35.964
454,1950,estimates,female,5yearly,60plus,31.427
454,1950,estimates,male,5yearly,60plus,27.06
454,1950,estimates,female,5yearly,65plus,25.768
454,1950,estimates,male,5yearly,65plus,21.544
454,1950,estimates,female,5yearly,70plus,18.886
454,1950,estimates,male,5yearly,70plus,15.412
454,1950,estimates,female,5yearly,80plus,5.357
454,1950,estimates,male,5yearly,80plus,4.094
454,1950,estimates,female,5yearly,90plus,0.266
454,1950,estimates,male,5yearly,90plus,0.189
454,1955,estimates,female,5yearly,0_4,140.33
454,1955,estimates,male,5yearly,0_4,146.76
454,1955,estimates,female,5yearly,0_14,157.114
454,1955,estimates,male,5yearly,0_14,161.218
454,1955,estimates,female,5yearly,0_19,163.288
454,1955,estimates,male,5yearly,0_19,166.6
454,1955,estimates,female,5yearly,0_24,169.941
454,1955,estimates,male,5yearly,0_24,173.051
454,1955,estimates,female,5yearly,5_14,16.784
454,1955,estimates,male,5yearly,5_14,14.458
454,1955,estimates,female,5yearly,15plus,77.219
454,1955,estimates,male,5yearly,15plus,71.952
454,1955,estimates,female,5yearly,15_24,12.827
454,1955,estimates,male,5yearly,15_24,11.833
454,1955,estimates,female,5yearly,15_49,37.06
454,1955,estimates,male,5yearly,15_49,35.218
454,1955,estimates,female,5yearly,15_59,45.48
454,1955,estimates,male,5yearly,15_59,44.429
454,1955,estimates,female,5yearly,15_64,51.326
454,1955,estimates,male,5yearly,15_64,50.087
454,1955,estimates,female,5yearly,20plus,71.045
454,1955,estimates,male,5yearly,20plus,66.57
454,1955,estimates,female,5yearly,20_64,45.152
454,1955,estimates,male,5yearly,20_64,44.705
454,1955,estimates,female,5yearly,20_69,52.166
454,1955,estimates,male,5yearly,20_69,51.012
454,1955,estimates,female,5yearly,25plus,64.392
454,1955,estimates,male,5yearly,25plus,60.119
454,1955,estimates,female,5yearly,25_69,45.513
454,1955,estimates,male,5yearly,25_69,44.561
454,1955,estimates,female,5yearly,40plus,48.091
454,1955,estimates,male,5yearly,40plus,45.276
454,1955,estimates,female,5yearly,50plus,40.159
454,1955,estimates,male,5yearly,50plus,36.734
454,1955,estimates,female,5yearly,60plus,31.739
454,1955,estimates,male,5yearly,60plus,27.523
454,1955,estimates,female,5yearly,65plus,25.893
454,1955,estimates,male,5yearly,65plus,21.865
454,1955,estimates,female,5yearly,70plus,18.879
454,1955,estimates,male,5yearly,70plus,15.558
454,1955,estimates,female,5yearly,80plus,5.211
454,1955,estimates,male,5yearly,80plus,4.109
454,1955,estimates,female,5yearly,90plus,0.265
454,1955,estimates,male,5yearly,90plus,0.191
454,1960,estimates,female,5yearly,0_4,154.418
454,1960,estimates,male,5yearly,0_4,162.298
454,1960,estimates,female,5yearly,0_14,171.326
454,1960,estimates,male,5yearly,0_14,177.401
454,1960,estimates,female,5yearly,0_19,178.087
454,1960,estimates,male,5yearly,0_19,183.404
454,1960,estimates,female,5yearly,0_24,185.366
454,1960,estimates,male,5yearly,0_24,190.491
454,1960,estimates,female,5yearly,5_14,16.908
454,1960,estimates,male,5yearly,5_14,15.103
454,1960,estimates,female,5yearly,15plus,81.673
454,1960,estimates,male,5yearly,15plus,76.275
454,1960,estimates,female,5yearly,15_24,14.04
454,1960,estimates,male,5yearly,15_24,13.09
454,1960,estimates,female,5yearly,15_49,40.058
454,1960,estimates,male,5yearly,15_49,38.259
454,1960,estimates,female,5yearly,15_59,48.875
454,1960,estimates,male,5yearly,15_59,47.789
454,1960,estimates,female,5yearly,15_64,55.037
454,1960,estimates,male,5yearly,15_64,53.751
454,1960,estimates,female,5yearly,20plus,74.912
454,1960,estimates,male,5yearly,20plus,70.272
454,1960,estimates,female,5yearly,20_64,48.276
