country,year,variant,gender,freq,agebroad,totaldeaths
152,1950,estimates,female,5yearly,0_4,89.972
152,1950,estimates,male,5yearly,0_4,103.077
152,1950,estimates,female,5yearly,0_14,96.45
152,1950,estimates,male,5yearly,0_14,110.867
152,1950,estimates,female,5yearly,0_19,100.217
152,1950,estimates,male,5yearly,0_19,114.968
152,1950,estimates,female,5yearly,0_24,105.086
152,1950,estimates,male,5yearly,0_24,120.29
152,1950,estimates,female,5yearly,5_14,6.478
152,1950,estimates,male,5yearly,5_14,7.79
152,1950,estimates,female,5yearly,15plus,119.193
152,1950,estimates,male,5yearly,15plus,130.626
152,1950,estimates,female,5yearly,15_24,8.636
152,1950,estimates,male,5yearly,15_24,9.423
152,1950,estimates,female,5yearly,15_49,38.183
152,1950,estimates,male,5yearly,15_49,44.653
152,1950,estimates,female,5yearly,15_59,55.901
152,1950,estimates,male,5yearly,15_59,67.57
152,1950,estimates,female,5yearly,15_64,66.92
152,1950,estimates,male,5yearly,15_64,81.274
152,1950,estimates,female,5yearly,20plus,115.426
152,1950,estimates,male,5yearly,20plus,126.525
152,1950,estimates,female,5yearly,20_64,63.153
152,1950,estimates,male,5yearly,20_64,77.173
152,1950,estimates,female,5yearly,20_69,74.87
152,1950,estimates,male,5yearly,20_69,90.797
152,1950,estimates,female,5yearly,25plus,110.557
152,1950,estimates,male,5yearly,25plus,121.203
152,1950,estimates,female,5yearly,25_69,70.001
152,1950,estimates,male,5yearly,25_69,85.475
152,1950,estimates,female,5yearly,40plus,94.202
152,1950,estimates,male,5yearly,40plus,102.595
152,1950,estimates,female,5yearly,50plus,81.01
152,1950,estimates,male,5yearly,50plus,85.973
152,1950,estimates,female,5yearly,60plus,63.292
152,1950,estimates,male,5yearly,60plus,63.056
152,1950,estimates,female,5yearly,65plus,52.273
152,1950,estimates,male,5yearly,65plus,49.352
152,1950,estimates,female,5yearly,70plus,40.556
152,1950,estimates,male,5yearly,70plus,35.728
152,1950,estimates,female,5yearly,80plus,17.221
152,1950,estimates,male,5yearly,80plus,12.46
152,1950,estimates,female,5yearly,90plus,6.701
152,1950,estimates,male,5yearly,90plus,4.012
152,1955,estimates,female,5yearly,0_4,91.99
152,1955,estimates,male,5yearly,0_4,107.408
152,1955,estimates,female,5yearly,0_14,97.885
152,1955,estimates,male,5yearly,0_14,114.614
152,1955,estimates,female,5yearly,0_19,100.871
152,1955,estimates,male,5yearly,0_19,118.314
152,1955,estimates,female,5yearly,0_24,104.687
152,1955,estimates,male,5yearly,0_24,123.157
152,1955,estimates,female,5yearly,5_14,5.895
152,1955,estimates,male,5yearly,5_14,7.206
152,1955,estimates,female,5yearly,15plus,121.241
152,1955,estimates,male,5yearly,15plus,139.351
152,1955,estimates,female,5yearly,15_24,6.802
152,1955,estimates,male,5yearly,15_24,8.543
152,1955,estimates,female,5yearly,15_49,33.661
152,1955,estimates,male,5yearly,15_49,45.114
152,1955,estimates,female,5yearly,15_59,51.804
152,1955,estimates,male,5yearly,15_59,69.69
152,1955,estimates,female,5yearly,15_64,63.773
152,1955,estimates,male,5yearly,15_64,84.86
152,1955,estimates,female,5yearly,20plus,118.255
152,1955,estimates,male,5yearly,20plus,135.651
152,1955,estimates,female,5yearly,20_64,60.787
152,1955,estimates,male,5yearly,20_64,81.16
152,1955,estimates,female,5yearly,20_69,74.178
152,1955,estimates,male,5yearly,20_69,96.893
152,1955,estimates,female,5yearly,25plus,114.439
152,1955,estimates,male,5yearly,25plus,130.808
152,1955,estimates,female,5yearly,25_69,70.362
152,1955,estimates,male,5yearly,25_69,92.05
152,1955,estimates,female,5yearly,40plus,100.077
152,1955,estimates,male,5yearly,40plus,111.598
152,1955,estimates,female,5yearly,50plus,87.58
152,1955,estimates,male,5yearly,50plus,94.237
152,1955,estimates,female,5yearly,60plus,69.437
152,1955,estimates,male,5yearly,60plus,69.661
152,1955,estimates,female,5yearly,65plus,57.468
152,1955,estimates,male,5yearly,65plus,54.491
152,1955,estimates,female,5yearly,70plus,44.077
152,1955,estimates,male,5yearly,70plus,38.758
152,1955,estimates,female,5yearly,80plus,18.103
152,1955,estimates,male,5yearly,80plus,12.979
152,1955,estimates,female,5yearly,90plus,3.218
152,1955,estimates,male,5yearly,90plus,1.778
152,1960,estimates,female,5yearly,0_4,85.881
152,1960,estimates,male,5yearly,0_4,101.937
152,1960,estimates,female,5yearly,0_14,91.128
152,1960,estimates,male,5yearly,0_14,108.615
152,1960,estimates,female,5yearly,0_19,93.627
152,1960,estimates,male,5yearly,0_19,112.209
152,1960,estimates,female,5yearly,0_24,96.847
152,1960,estimates,male,5yearly,0_24,117.061
152,1960,estimates,female,5yearly,5_14,5.247
