country,year,variant,gender,freq,agebroad,totaldeaths
112,1950,estimates,female,5yearly,"Region, subregion, country or area *",Belarus
112,1950,estimates,male,5yearly,"Region, subregion, country or area *",Belarus
112,1950,estimates,female,5yearly,0_4,49.523
112,1950,estimates,male,5yearly,0_4,63.527
112,1950,estimates,female,5yearly,0_14,53.714
112,1950,estimates,male,5yearly,0_14,68.605
112,1950,estimates,female,5yearly,0_19,56.435
112,1950,estimates,male,5yearly,0_19,71.999
112,1950,estimates,female,5yearly,0_24,59.804
112,1950,estimates,male,5yearly,0_24,76.52
112,1950,estimates,female,5yearly,5_14,4.191
112,1950,estimates,male,5yearly,5_14,5.078
112,1950,estimates,female,5yearly,15plus,212.676
112,1950,estimates,male,5yearly,15plus,166.072
112,1950,estimates,female,5yearly,15_24,6.09
112,1950,estimates,male,5yearly,15_24,7.915
112,1950,estimates,female,5yearly,15_49,28.135
112,1950,estimates,male,5yearly,15_49,34.826
112,1950,estimates,female,5yearly,15_59,47.922
112,1950,estimates,male,5yearly,15_59,59.37
112,1950,estimates,female,5yearly,15_64,63.244
112,1950,estimates,male,5yearly,15_64,76.173
112,1950,estimates,female,5yearly,20plus,209.955
112,1950,estimates,male,5yearly,20plus,162.678
112,1950,estimates,female,5yearly,20_64,60.523
112,1950,estimates,male,5yearly,20_64,72.779
112,1950,estimates,female,5yearly,20_69,82.821
112,1950,estimates,male,5yearly,20_69,93.252
112,1950,estimates,female,5yearly,25plus,206.586
112,1950,estimates,male,5yearly,25plus,158.157
112,1950,estimates,female,5yearly,25_69,79.452
112,1950,estimates,male,5yearly,25_69,88.731
112,1950,estimates,female,5yearly,40plus,196.799
112,1950,estimates,male,5yearly,40plus,146.701
112,1950,estimates,female,5yearly,50plus,184.541
112,1950,estimates,male,5yearly,50plus,131.246
112,1950,estimates,female,5yearly,60plus,164.754
112,1950,estimates,male,5yearly,60plus,106.702
112,1950,estimates,female,5yearly,65plus,149.432
112,1950,estimates,male,5yearly,65plus,89.899
112,1950,estimates,female,5yearly,70plus,127.134
112,1950,estimates,male,5yearly,70plus,69.426
112,1950,estimates,female,5yearly,80plus,62.592
112,1950,estimates,male,5yearly,80plus,27.341
112,1950,estimates,female,5yearly,90plus,14.231
112,1950,estimates,male,5yearly,90plus,4.113
112,1955,estimates,female,5yearly,"Region, subregion, country or area *",Belarus
112,1955,estimates,male,5yearly,"Region, subregion, country or area *",Belarus
112,1955,estimates,female,5yearly,0_4,30.405
112,1955,estimates,male,5yearly,0_4,39.868
112,1955,estimates,female,5yearly,0_14,32.632
112,1955,estimates,male,5yearly,0_14,43.0
112,1955,estimates,female,5yearly,0_19,34.002
112,1955,estimates,male,5yearly,0_19,45.095
112,1955,estimates,female,5yearly,0_24,36.001
112,1955,estimates,male,5yearly,0_24,48.51
112,1955,estimates,female,5yearly,5_14,2.227
112,1955,estimates,male,5yearly,5_14,3.132
112,1955,estimates,female,5yearly,15plus,197.706
112,1955,estimates,male,5yearly,15plus,153.592
112,1955,estimates,female,5yearly,15_24,3.369
112,1955,estimates,male,5yearly,15_24,5.51
112,1955,estimates,female,5yearly,15_49,20.644
112,1955,estimates,male,5yearly,15_49,27.451
112,1955,estimates,female,5yearly,15_59,40.529
112,1955,estimates,male,5yearly,15_59,49.937
112,1955,estimates,female,5yearly,15_64,53.445
112,1955,estimates,male,5yearly,15_64,64.445
112,1955,estimates,female,5yearly,20plus,196.336
112,1955,estimates,male,5yearly,20plus,151.497
112,1955,estimates,female,5yearly,20_64,52.075
112,1955,estimates,male,5yearly,20_64,62.35
112,1955,estimates,female,5yearly,20_69,71.686
112,1955,estimates,male,5yearly,20_69,80.822
112,1955,estimates,female,5yearly,25plus,194.337
112,1955,estimates,male,5yearly,25plus,148.082
112,1955,estimates,female,5yearly,25_69,69.687
112,1955,estimates,male,5yearly,25_69,77.407
112,1955,estimates,female,5yearly,40plus,186.792
112,1955,estimates,male,5yearly,40plus,136.885
112,1955,estimates,female,5yearly,50plus,177.062
112,1955,estimates,male,5yearly,50plus,126.141
112,1955,estimates,female,5yearly,60plus,157.177
112,1955,estimates,male,5yearly,60plus,103.655
112,1955,estimates,female,5yearly,65plus,144.261
112,1955,estimates,male,5yearly,65plus,89.147
112,1955,estimates,female,5yearly,70plus,124.65
112,1955,estimates,male,5yearly,70plus,70.675
112,1955,estimates,female,5yearly,80plus,62.647
112,1955,estimates,male,5yearly,80plus,28.47
112,1955,estimates,female,5yearly,90plus,11.223
112,1955,estimates,male,5yearly,90plus,4.466
112,1960,estimates,female,5yearly,"Region, subregion, country or area *",Belarus
112,1960,estimates,male,5yearly,"Region, subregion, country or area *",Belarus
112,1960,estimates,female,5yearly,0_4,17.197
112,1960,estimates,male,5yearly,0_4,23.82
112,1960,estimates,female,5yearly,0_14,18.813
112,1960,estimates,male,5yearly,0_14,26.441
112,1960,estimates,female,5yearly,0_19,19.644
112,1960,estimates,male,5yearly,0_19,27.996
