country,year,variant,gender,freq,agebroad,totaldeaths
604,1950,estimates,female,5yearly,0_4,241.382
604,1950,estimates,male,5yearly,0_4,266.773
604,1950,estimates,female,5yearly,0_14,267.384
604,1950,estimates,male,5yearly,0_14,291.851
604,1950,estimates,female,5yearly,0_19,277.144
604,1950,estimates,male,5yearly,0_19,301.753
604,1950,estimates,female,5yearly,0_24,287.99
604,1950,estimates,male,5yearly,0_24,313.764
604,1950,estimates,female,5yearly,5_14,26.002
604,1950,estimates,male,5yearly,5_14,25.078
604,1950,estimates,female,5yearly,15plus,164.045
604,1950,estimates,male,5yearly,15plus,173.491
604,1950,estimates,female,5yearly,15_24,20.606
604,1950,estimates,male,5yearly,15_24,21.913
604,1950,estimates,female,5yearly,15_49,64.227
604,1950,estimates,male,5yearly,15_49,72.958
604,1950,estimates,female,5yearly,15_59,84.318
604,1950,estimates,male,5yearly,15_59,98.974
604,1950,estimates,female,5yearly,15_64,98.048
604,1950,estimates,male,5yearly,15_64,114.63
604,1950,estimates,female,5yearly,20plus,154.285
604,1950,estimates,male,5yearly,20plus,163.589
604,1950,estimates,female,5yearly,20_64,88.288
604,1950,estimates,male,5yearly,20_64,104.728
604,1950,estimates,female,5yearly,20_69,104.014
604,1950,estimates,male,5yearly,20_69,120.899
604,1950,estimates,female,5yearly,25plus,143.439
604,1950,estimates,male,5yearly,25plus,151.578
604,1950,estimates,female,5yearly,25_69,93.168
604,1950,estimates,male,5yearly,25_69,108.888
604,1950,estimates,female,5yearly,40plus,115.983
604,1950,estimates,male,5yearly,40plus,121.577
604,1950,estimates,female,5yearly,50plus,99.818
604,1950,estimates,male,5yearly,50plus,100.533
604,1950,estimates,female,5yearly,60plus,79.727
604,1950,estimates,male,5yearly,60plus,74.517
604,1950,estimates,female,5yearly,65plus,65.997
604,1950,estimates,male,5yearly,65plus,58.861
604,1950,estimates,female,5yearly,70plus,50.271
604,1950,estimates,male,5yearly,70plus,42.69
604,1950,estimates,female,5yearly,80plus,17.101
604,1950,estimates,male,5yearly,80plus,12.709
604,1950,estimates,female,5yearly,90plus,1.464
604,1950,estimates,male,5yearly,90plus,0.875
604,1955,estimates,female,5yearly,0_4,251.67
604,1955,estimates,male,5yearly,0_4,279.408
604,1955,estimates,female,5yearly,0_14,278.016
604,1955,estimates,male,5yearly,0_14,305.299
604,1955,estimates,female,5yearly,0_19,287.546
604,1955,estimates,male,5yearly,0_19,315.18
604,1955,estimates,female,5yearly,0_24,298.41
604,1955,estimates,male,5yearly,0_24,327.388
604,1955,estimates,female,5yearly,5_14,26.346
604,1955,estimates,male,5yearly,5_14,25.891
604,1955,estimates,female,5yearly,15plus,168.836
604,1955,estimates,male,5yearly,15plus,181.827
604,1955,estimates,female,5yearly,15_24,20.394
604,1955,estimates,male,5yearly,15_24,22.089
604,1955,estimates,female,5yearly,15_49,64.366
604,1955,estimates,male,5yearly,15_49,74.15
604,1955,estimates,female,5yearly,15_59,84.824
604,1955,estimates,male,5yearly,15_59,101.141
604,1955,estimates,female,5yearly,15_64,99.364
604,1955,estimates,male,5yearly,15_64,118.001
604,1955,estimates,female,5yearly,20plus,159.306
604,1955,estimates,male,5yearly,20plus,171.946
604,1955,estimates,female,5yearly,20_64,89.834
604,1955,estimates,male,5yearly,20_64,108.12
604,1955,estimates,female,5yearly,20_69,107.23
604,1955,estimates,male,5yearly,20_69,126.366
604,1955,estimates,female,5yearly,25plus,148.442
604,1955,estimates,male,5yearly,25plus,159.738
604,1955,estimates,female,5yearly,25_69,96.366
604,1955,estimates,male,5yearly,25_69,114.158
604,1955,estimates,female,5yearly,40plus,120.667
604,1955,estimates,male,5yearly,40plus,129.032
604,1955,estimates,female,5yearly,50plus,104.47
604,1955,estimates,male,5yearly,50plus,107.677
604,1955,estimates,female,5yearly,60plus,84.012
604,1955,estimates,male,5yearly,60plus,80.686
604,1955,estimates,female,5yearly,65plus,69.472
604,1955,estimates,male,5yearly,65plus,63.826
604,1955,estimates,female,5yearly,70plus,52.076
604,1955,estimates,male,5yearly,70plus,45.58
604,1955,estimates,female,5yearly,80plus,17.583
604,1955,estimates,male,5yearly,80plus,13.623
604,1955,estimates,female,5yearly,90plus,1.492
604,1955,estimates,male,5yearly,90plus,0.942
604,1960,estimates,female,5yearly,0_4,254.942
604,1960,estimates,male,5yearly,0_4,284.742
604,1960,estimates,female,5yearly,0_14,281.002
604,1960,estimates,male,5yearly,0_14,310.859
604,1960,estimates,female,5yearly,0_19,290.2
604,1960,estimates,male,5yearly,0_19,320.663
604,1960,estimates,female,5yearly,0_24,300.52
604,1960,estimates,male,5yearly,0_24,332.489
604,1960,estimates,female,5yearly,5_14,26.06
604,1960,estimates,male,5yearly,5_14,26.117
604,1960,estimates,female,5yearly,15plus,173.634
604,1960,estimates,male,5yearly,15plus,189.885
604,1960,estimates,female,5yearly,15_24,19.518
604,1960,estimates,male,5yearly,15_24,21.63
604,1960,estimates,female,5yearly,15_49,62.913
604,1960,estimates,male,5yearly,15_49,73.881
604,1960,estimates,female,5yearly,15_59,83.6
604,1960,estimates,male,5yearly,15_59,101.899
604,1960,estimates,female,5yearly,15_64,98.288
604,1960,estimates,male,5yearly,15_64,119.348
604,1960,estimates,female,5yearly,20plus,164.436
604,1960,estimates,male,5yearly,20plus,180.081
604,1960,estimates,female,5yearly,20_64,89.09
604,1960,estimates,male,5yearly,20_64,109.544
604,1960,estimates,female,5yearly,20_69,107.565
604,1960,estimates,male,5yearly,20_69,129.261
604,1960,estimates,female,5yearly,25plus,154.116
604,1960,estimates,male,5yearly,25plus,168.255
604,1960,estimates,female,5yearly,25_69,97.245
604,1960,estimates,male,5yearly,25_69,117.435
604,1960,estimates,female,5yearly,40plus,126.51
604,1960,estimates,male,5yearly,40plus,137.148
604,1960,estimates,female,5yearly,50plus,110.721
604,1960,estimates,male,5yearly,50plus,116.004
604,1960,estimates,female,5yearly,60plus,90.034
604,1960,estimates,male,5yearly,60plus,87.986
604,1960,estimates,female,5yearly,65plus,75.346
604,1960,estimates,male,5yearly,65plus,70.537
604,1960,estimates,female,5yearly,70plus,56.871
604,1960,estimates,male,5yearly,70plus,50.82
604,1960,estimates,female,5yearly,80plus,18.701
604,1960,estimates,male,5yearly,80plus,14.775
604,1960,estimates,female,5yearly,90plus,1.577
604,1960,estimates,male,5yearly,90plus,1.028
604,1965,estimates,female,5yearly,0_4,253.761
604,1965,estimates,male,5yearly,0_4,285.079
604,1965,estimates,female,5yearly,0_14,279.744
604,1965,estimates,male,5yearly,0_14,311.569
604,1965,estimates,female,5yearly,0_19,289.237
604,1965,estimates,male,5yearly,0_19,321.866
604,1965,estimates,female,5yearly,0_24,299.46
