country,year,variant,gender,freq,agebroad,totaldeaths
834,1950,estimates,female,5yearly,0_4,241.119
834,1950,estimates,male,5yearly,0_4,274.758
834,1950,estimates,female,5yearly,0_14,285.182
834,1950,estimates,male,5yearly,0_14,318.012
834,1950,estimates,female,5yearly,0_19,297.746
834,1950,estimates,male,5yearly,0_19,331.438
834,1950,estimates,female,5yearly,0_24,310.58
834,1950,estimates,male,5yearly,0_24,346.868
834,1950,estimates,female,5yearly,5_14,44.063
834,1950,estimates,male,5yearly,5_14,43.254
834,1950,estimates,female,5yearly,15plus,154.57
834,1950,estimates,male,5yearly,15plus,160.029
834,1950,estimates,female,5yearly,15_24,25.398
834,1950,estimates,male,5yearly,15_24,28.856
834,1950,estimates,female,5yearly,15_49,82.119
834,1950,estimates,male,5yearly,15_49,90.933
834,1950,estimates,female,5yearly,15_59,101.879
834,1950,estimates,male,5yearly,15_59,113.531
834,1950,estimates,female,5yearly,15_64,113.191
834,1950,estimates,male,5yearly,15_64,124.991
834,1950,estimates,female,5yearly,20plus,142.006
834,1950,estimates,male,5yearly,20plus,146.603
834,1950,estimates,female,5yearly,20_64,100.627
834,1950,estimates,male,5yearly,20_64,111.565
834,1950,estimates,female,5yearly,20_69,112.756
834,1950,estimates,male,5yearly,20_69,122.87
834,1950,estimates,female,5yearly,25plus,129.172
834,1950,estimates,male,5yearly,25plus,131.173
834,1950,estimates,female,5yearly,25_69,99.922
834,1950,estimates,male,5yearly,25_69,107.44
834,1950,estimates,female,5yearly,40plus,92.626
834,1950,estimates,male,5yearly,40plus,92.122
834,1950,estimates,female,5yearly,50plus,72.451
834,1950,estimates,male,5yearly,50plus,69.096
834,1950,estimates,female,5yearly,60plus,52.691
834,1950,estimates,male,5yearly,60plus,46.498
834,1950,estimates,female,5yearly,65plus,41.379
834,1950,estimates,male,5yearly,65plus,35.038
834,1950,estimates,female,5yearly,70plus,29.25
834,1950,estimates,male,5yearly,70plus,23.733
834,1950,estimates,female,5yearly,80plus,8.298
834,1950,estimates,male,5yearly,80plus,5.9
834,1950,estimates,female,5yearly,90plus,0.788
834,1950,estimates,male,5yearly,90plus,0.399
834,1955,estimates,female,5yearly,0_4,256.12
834,1955,estimates,male,5yearly,0_4,293.765
834,1955,estimates,female,5yearly,0_14,302.512
834,1955,estimates,male,5yearly,0_14,339.761
834,1955,estimates,female,5yearly,0_19,315.959
834,1955,estimates,male,5yearly,0_19,354.213
834,1955,estimates,female,5yearly,0_24,329.686
834,1955,estimates,male,5yearly,0_24,370.805
834,1955,estimates,female,5yearly,5_14,46.392
834,1955,estimates,male,5yearly,5_14,45.996
834,1955,estimates,female,5yearly,15plus,169.742
834,1955,estimates,male,5yearly,15plus,175.723
834,1955,estimates,female,5yearly,15_24,27.174
834,1955,estimates,male,5yearly,15_24,31.044
834,1955,estimates,female,5yearly,15_49,88.049
834,1955,estimates,male,5yearly,15_49,97.916
834,1955,estimates,female,5yearly,15_59,109.604
834,1955,estimates,male,5yearly,15_59,122.649
834,1955,estimates,female,5yearly,15_64,122.051
834,1955,estimates,male,5yearly,15_64,135.36
834,1955,estimates,female,5yearly,20plus,156.295
834,1955,estimates,male,5yearly,20plus,161.271
834,1955,estimates,female,5yearly,20_64,108.604
834,1955,estimates,male,5yearly,20_64,120.908
834,1955,estimates,female,5yearly,20_69,122.112
834,1955,estimates,male,5yearly,20_69,133.611
834,1955,estimates,female,5yearly,25plus,142.568
834,1955,estimates,male,5yearly,25plus,144.679
834,1955,estimates,female,5yearly,25_69,108.385
834,1955,estimates,male,5yearly,25_69,117.019
834,1955,estimates,female,5yearly,40plus,103.472
834,1955,estimates,male,5yearly,40plus,102.682
834,1955,estimates,female,5yearly,50plus,81.693
834,1955,estimates,male,5yearly,50plus,77.807
834,1955,estimates,female,5yearly,60plus,60.138
834,1955,estimates,male,5yearly,60plus,53.074
834,1955,estimates,female,5yearly,65plus,47.691
834,1955,estimates,male,5yearly,65plus,40.363
834,1955,estimates,female,5yearly,70plus,34.183
834,1955,estimates,male,5yearly,70plus,27.66
834,1955,estimates,female,5yearly,80plus,10.242
834,1955,estimates,male,5yearly,80plus,7.214
834,1955,estimates,female,5yearly,90plus,0.815
834,1955,estimates,male,5yearly,90plus,0.413
834,1960,estimates,female,5yearly,0_4,280.83
834,1960,estimates,male,5yearly,0_4,322.787
834,1960,estimates,female,5yearly,0_14,330.712
834,1960,estimates,male,5yearly,0_14,372.994
834,1960,estimates,female,5yearly,0_19,345.526
834,1960,estimates,male,5yearly,0_19,389.023
834,1960,estimates,female,5yearly,0_24,360.54
834,1960,estimates,male,5yearly,0_24,407.27
834,1960,estimates,female,5yearly,5_14,49.882
834,1960,estimates,male,5yearly,5_14,50.207
834,1960,estimates,female,5yearly,15plus,189.804
834,1960,estimates,male,5yearly,15plus,196.796
834,1960,estimates,female,5yearly,15_24,29.828
834,1960,estimates,male,5yearly,15_24,34.276
834,1960,estimates,female,5yearly,15_49,96.396
834,1960,estimates,male,5yearly,15_49,107.721
834,1960,estimates,female,5yearly,15_59,120.302
834,1960,estimates,male,5yearly,15_59,135.261
834,1960,estimates,female,5yearly,15_64,134.21
834,1960,estimates,male,5yearly,15_64,149.579
834,1960,estimates,female,5yearly,20plus,174.99
834,1960,estimates,male,5yearly,20plus,180.767
834,1960,estimates,female,5yearly,20_64,119.396
834,1960,estimates,male,5yearly,20_64,133.55
834,1960,estimates,female,5yearly,20_69,134.641
