country,year,variant,gender,freq,agebroad,totaldeaths
203,1950,estimates,female,5yearly,0_4,19.726
203,1950,estimates,male,5yearly,0_4,25.857
203,1950,estimates,female,5yearly,0_14,21.315
203,1950,estimates,male,5yearly,0_14,28.303
203,1950,estimates,female,5yearly,0_19,22.382
203,1950,estimates,male,5yearly,0_19,30.341
203,1950,estimates,female,5yearly,0_24,24.039
203,1950,estimates,male,5yearly,0_24,33.485
203,1950,estimates,female,5yearly,5_14,1.589
203,1950,estimates,male,5yearly,5_14,2.446
203,1950,estimates,female,5yearly,15plus,218.582
203,1950,estimates,male,5yearly,15plus,233.287
203,1950,estimates,female,5yearly,15_24,2.724
203,1950,estimates,male,5yearly,15_24,5.182
203,1950,estimates,female,5yearly,15_49,23.181
203,1950,estimates,male,5yearly,15_49,34.636
203,1950,estimates,female,5yearly,15_59,47.77
203,1950,estimates,male,5yearly,15_59,72.664
203,1950,estimates,female,5yearly,15_64,66.716
203,1950,estimates,male,5yearly,15_64,97.849
203,1950,estimates,female,5yearly,20plus,217.515
203,1950,estimates,male,5yearly,20plus,231.249
203,1950,estimates,female,5yearly,20_64,65.649
203,1950,estimates,male,5yearly,20_64,95.811
203,1950,estimates,female,5yearly,20_69,92.402
203,1950,estimates,male,5yearly,20_69,125.979
203,1950,estimates,female,5yearly,25plus,215.858
203,1950,estimates,male,5yearly,25plus,228.105
203,1950,estimates,female,5yearly,25_69,90.745
203,1950,estimates,male,5yearly,25_69,122.835
203,1950,estimates,female,5yearly,40plus,208.339
203,1950,estimates,male,5yearly,40plus,217.288
203,1950,estimates,female,5yearly,50plus,195.401
203,1950,estimates,male,5yearly,50plus,198.651
203,1950,estimates,female,5yearly,60plus,170.812
203,1950,estimates,male,5yearly,60plus,160.623
203,1950,estimates,female,5yearly,65plus,151.866
203,1950,estimates,male,5yearly,65plus,135.438
203,1950,estimates,female,5yearly,70plus,125.113
203,1950,estimates,male,5yearly,70plus,105.27
203,1950,estimates,female,5yearly,80plus,52.5
203,1950,estimates,male,5yearly,80plus,39.502
203,1950,estimates,female,5yearly,90plus,5.956
203,1950,estimates,male,5yearly,90plus,3.489
203,1955,estimates,female,5yearly,0_4,9.225
203,1955,estimates,male,5yearly,0_4,12.542
203,1955,estimates,female,5yearly,0_14,10.54
203,1955,estimates,male,5yearly,0_14,14.869
203,1955,estimates,female,5yearly,0_19,11.315
203,1955,estimates,male,5yearly,0_19,16.773
