variant,continent,year,dependencyratio1564
estimates,935,1950,68.347
estimates,935,1951,69.491
estimates,935,1952,70.786
estimates,935,1953,71.792
estimates,935,1954,72.385
estimates,935,1955,72.689
estimates,935,1956,74.139
estimates,935,1957,74.976
estimates,935,1958,75.563
estimates,935,1959,76.175
estimates,935,1960,76.877
estimates,935,1961,77.545
estimates,935,1962,78.536
estimates,935,1963,79.551
estimates,935,1964,80.184
estimates,935,1965,80.297
estimates,935,1966,80.935
estimates,935,1967,80.975
estimates,935,1968,80.636
estimates,935,1969,80.228
estimates,935,1970,79.886
estimates,935,1971,79.952
estimates,935,1972,79.875
estimates,935,1973,79.66
estimates,935,1974,79.231
estimates,935,1975,78.535
estimates,935,1976,77.816
estimates,935,1977,76.844
estimates,935,1978,75.665
estimates,935,1979,74.354
estimates,935,1980,72.982
estimates,935,1981,71.606
estimates,935,1982,70.308
estimates,935,1983,69.053
estimates,935,1984,67.817
estimates,935,1985,66.622
estimates,935,1986,65.923
estimates,935,1987,65.195
estimates,935,1988,64.486
estimates,935,1989,63.825
estimates,935,1990,63.197
estimates,935,1991,62.992
estimates,935,1992,62.585
estimates,935,1993,62.063
estimates,935,1994,61.511
estimates,935,1995,60.944
estimates,935,1996,60.128
estimates,935,1997,59.413
estimates,935,1998,58.68
estimates,935,1999,57.785
estimates,935,2000,56.698
estimates,935,2001,55.686
estimates,935,2002,54.544
estimates,935,2003,53.329
estimates,935,2004,52.141
estimates,935,2005,51.045
estimates,935,2006,50.209
estimates,935,2007,49.412
estimates,935,2008,48.697
estimates,935,2009,48.1
estimates,935,2010,47.636
estimates,935,2011,47.326
estimates,935,2012,47.121
estimates,935,2013,47.015
estimates,935,2014,46.986
estimates,935,2015,47.017
medium_variant,935,2015,47.017
medium_variant,935,2016,47.182
medium_variant,935,2017,47.379
medium_variant,935,2018,47.584
medium_variant,935,2019,47.764
medium_variant,935,2020,47.9
medium_variant,935,2021,48.018
medium_variant,935,2022,48.089
medium_variant,935,2023,48.131
medium_variant,935,2024,48.169
medium_variant,935,2025,48.223
medium_variant,935,2026,48.314
medium_variant,935,2027,48.418
medium_variant,935,2028,48.542
medium_variant,935,2029,48.7
medium_variant,935,2030,48.903
medium_variant,935,2031,49.193
medium_variant,935,2032,49.515
medium_variant,935,2033,49.866
medium_variant,935,2034,50.24
medium_variant,935,2035,50.634
medium_variant,935,2036,51.07
medium_variant,935,2037,51.515
medium_variant,935,2038,51.958
medium_variant,935,2039,52.377
medium_variant,935,2040,52.76
medium_variant,935,2041,53.113
medium_variant,935,2042,53.42
medium_variant,935,2043,53.711
medium_variant,935,2044,54.018
medium_variant,935,2045,54.362
medium_variant,935,2046,54.743
medium_variant,935,2047,55.143
medium_variant,935,2048,55.578
medium_variant,935,2049,56.074
medium_variant,935,2050,56.648
medium_variant,935,2051,57.299
medium_variant,935,2052,58.018
medium_variant,935,2053,58.772
medium_variant,935,2054,59.503
medium_variant,935,2055,60.171
medium_variant,935,2056,60.762
medium_variant,935,2057,61.286
medium_variant,935,2058,61.746
medium_variant,935,2059,62.15
medium_variant,935,2060,62.502
medium_variant,935,2061,62.777
medium_variant,935,2062,63
medium_variant,935,2063,63.188
medium_variant,935,2064,63.362
medium_variant,935,2065,63.54
medium_variant,935,2066,63.711
medium_variant,935,2067,63.896
medium_variant,935,2068,64.096
medium_variant,935,2069,64.318
medium_variant,935,2070,64.571
medium_variant,935,2071,64.822
medium_variant,935,2072,65.1
medium_variant,935,2073,65.414
medium_variant,935,2074,65.77
medium_variant,935,2075,66.167
medium_variant,935,2076,66.539
medium_variant,935,2077,66.946
medium_variant,935,2078,67.389
medium_variant,935,2079,67.852
medium_variant,935,2080,68.315
medium_variant,935,2081,68.721
medium_variant,935,2082,69.148
medium_variant,935,2083,69.573
medium_variant,935,2084,69.976
medium_variant,935,2085,70.355
medium_variant,935,2086,70.67
medium_variant,935,2087,70.97
medium_variant,935,2088,71.263
medium_variant,935,2089,71.559
medium_variant,935,2090,71.861
medium_variant,935,2091,72.08
medium_variant,935,2092,72.306
medium_variant,935,2093,72.548
medium_variant,935,2094,72.814
medium_variant,935,2095,73.107
medium_variant,935,2096,73.292
medium_variant,935,2097,73.519
medium_variant,935,2098,73.79
medium_variant,935,2099,74.091
medium_variant,935,2100,74.411
high_variant,935,2015,47.0168017102755
low_variant,935,2015,47.0168017102755
constant_fertility,935,2015,47.0168017102755
instant_replacement,935,2015,47.0168017102755
zero_migration,935,2015,47.0168017102755
constant_mortality,935,2015,47.0168017102755
no_change,935,2015,47.0168017102755
high_variant,935,2020,49.2641767590886
