variant,continent,year,dependencyratio1564
estimates,903,1950,80.425
estimates,903,1951,81.227
estimates,903,1952,81.725
estimates,903,1953,82.029
estimates,903,1954,82.203
estimates,903,1955,82.272
estimates,903,1956,83.289
estimates,903,1957,84.051
estimates,903,1958,84.604
estimates,903,1959,84.982
estimates,903,1960,85.207
estimates,903,1961,86.273
estimates,903,1962,87.053
estimates,903,1963,87.598
estimates,903,1964,87.949
estimates,903,1965,88.122
estimates,903,1966,88.964
estimates,903,1967,89.478
estimates,903,1968,89.738
estimates,903,1969,89.817
estimates,903,1970,89.758
estimates,903,1971,90.364
estimates,903,1972,90.739
estimates,903,1973,90.918
estimates,903,1974,90.938
estimates,903,1975,90.831
estimates,903,1976,91.248
estimates,903,1977,91.468
estimates,903,1978,91.546
estimates,903,1979,91.526
estimates,903,1980,91.428
estimates,903,1981,91.952
estimates,903,1982,92.241
estimates,903,1983,92.34
estimates,903,1984,92.29
estimates,903,1985,92.114
estimates,903,1986,92.411
estimates,903,1987,92.496
estimates,903,1988,92.385
estimates,903,1989,92.071
estimates,903,1990,91.55
estimates,903,1991,91.365
estimates,903,1992,90.886
estimates,903,1993,90.184
estimates,903,1994,89.342
estimates,903,1995,88.41
estimates,903,1996,87.985
estimates,903,1997,87.455
estimates,903,1998,86.833
estimates,903,1999,86.12
estimates,903,2000,85.329
estimates,903,2001,84.924
estimates,903,2002,84.391
estimates,903,2003,83.788
estimates,903,2004,83.181
estimates,903,2005,82.607
estimates,903,2006,82.376
estimates,903,2007,82.101
estimates,903,2008,81.801
estimates,903,2009,81.492
estimates,903,2010,81.181
estimates,903,2011,81.063
estimates,903,2012,80.91
estimates,903,2013,80.711
estimates,903,2014,80.438
estimates,903,2015,80.074
medium_variant,903,2015,80.074
medium_variant,903,2016,79.887
medium_variant,903,2017,79.531
medium_variant,903,2018,79.053
medium_variant,903,2019,78.507
medium_variant,903,2020,77.919
medium_variant,903,2021,77.378
medium_variant,903,2022,76.808
medium_variant,903,2023,76.184
medium_variant,903,2024,75.473
medium_variant,903,2025,74.674
medium_variant,903,2026,73.997
medium_variant,903,2027,73.227
medium_variant,903,2028,72.4
medium_variant,903,2029,71.565
medium_variant,903,2030,70.753
medium_variant,903,2031,70.102
medium_variant,903,2032,69.446
medium_variant,903,2033,68.796
medium_variant,903,2034,68.155
medium_variant,903,2035,67.528
medium_variant,903,2036,67.038
medium_variant,903,2037,66.541
medium_variant,903,2038,66.045
medium_variant,903,2039,65.555
medium_variant,903,2040,65.078
medium_variant,903,2041,64.711
medium_variant,903,2042,64.332
medium_variant,903,2043,63.946
medium_variant,903,2044,63.56
medium_variant,903,2045,63.176
medium_variant,903,2046,62.874
medium_variant,903,2047,62.558
medium_variant,903,2048,62.229
medium_variant,903,2049,61.888
medium_variant,903,2050,61.538
medium_variant,903,2051,61.25
medium_variant,903,2052,60.942
medium_variant,903,2053,60.616
medium_variant,903,2054,60.276
medium_variant,903,2055,59.926
medium_variant,903,2056,59.628
medium_variant,903,2057,59.311
medium_variant,903,2058,58.982
medium_variant,903,2059,58.65
medium_variant,903,2060,58.321
medium_variant,903,2061,58.048
medium_variant,903,2062,57.768
medium_variant,903,2063,57.487
medium_variant,903,2064,57.215
medium_variant,903,2065,56.957
medium_variant,903,2066,56.757
medium_variant,903,2067,56.559
medium_variant,903,2068,56.37
medium_variant,903,2069,56.193
medium_variant,903,2070,56.035
medium_variant,903,2071,55.93
medium_variant,903,2072,55.829
medium_variant,903,2073,55.739
medium_variant,903,2074,55.664
medium_variant,903,2075,55.61
medium_variant,903,2076,55.603
medium_variant,903,2077,55.604
medium_variant,903,2078,55.61
medium_variant,903,2079,55.616
medium_variant,903,2080,55.62
medium_variant,903,2081,55.643
medium_variant,903,2082,55.655
medium_variant,903,2083,55.662
medium_variant,903,2084,55.667
medium_variant,903,2085,55.673
medium_variant,903,2086,55.697
medium_variant,903,2087,55.714
medium_variant,903,2088,55.73
medium_variant,903,2089,55.749
medium_variant,903,2090,55.775
medium_variant,903,2091,55.816
medium_variant,903,2092,55.855
medium_variant,903,2093,55.899
medium_variant,903,2094,55.951
medium_variant,903,2095,56.017
medium_variant,903,2096,56.094
medium_variant,903,2097,56.177
medium_variant,903,2098,56.27
medium_variant,903,2099,56.374
medium_variant,903,2100,56.491
high_variant,903,2015,80.0738574410447
low_variant,903,2015,80.0738574410447
constant_fertility,903,2015,80.0738574410447
instant_replacement,903,2015,80.0738574410447
zero_migration,903,2015,80.0738574410447
constant_mortality,903,2015,80.0738574410447
no_change,903,2015,80.0738574410447
high_variant,903,2020,79.422160833636
low_variant,903,2020,76.4154604140451
constant_fertility,903,2020,79.8937195241855
instant_replacement,903,2020,65.6548712195735
zero_migration,903,2020,77.8118640001492
constant_mortality,903,2020,77.6399077684118
no_change,903,2020,79.5980756313373
high_variant,903,2025,78.3487192195102
low_variant,903,2025,70.9992732560207
constant_fertility,903,2025,80.2582448631771
instant_replacement,903,2025,53.3638557036924
zero_migration,903,2025,74.5401827212365
constant_mortality,903,2025,73.9213021982621
no_change,903,2025,79.4248666324226
high_variant,903,2030,76.8850976542126
low_variant,903,2030,64.6210123516704
constant_fertility,903,2030,81.2086640025948
instant_replacement,903,2030,42.8472430235829
zero_migration,903,2030,70.642778893532
constant_mortality,903,2030,69.5039801799903
no_change,903,2030,79.7600662987703
