region,year,variant,freq,age1yearinterval,lifeexpectancy
923,1950,estimates,5yearly,0,60.3594675545916
923,1950,estimates,5yearly,1,65.2677968259821
923,1950,estimates,5yearly,5,63.5791904367386
923,1950,estimates,5yearly,10,59.1572895217017
923,1950,estimates,5yearly,15,54.46592987864
923,1950,estimates,5yearly,20,49.9397188478569
923,1950,estimates,5yearly,25,45.5435169393471
923,1950,estimates,5yearly,30,41.1686959708329
923,1950,estimates,5yearly,35,36.7927393993801
923,1950,estimates,5yearly,40,32.4584689728381
923,1950,estimates,5yearly,45,28.2061736306266
923,1950,estimates,5yearly,50,24.1044526047526
923,1950,estimates,5yearly,55,20.1954743995645
923,1950,estimates,5yearly,60,16.5367415843175
923,1950,estimates,5yearly,65,13.192705235217
923,1950,estimates,5yearly,70,10.2306022246151
923,1950,estimates,5yearly,75,7.74373814042456
923,1950,estimates,5yearly,80,5.75568547394005
923,1950,estimates,5yearly,85,4.24074896751576
923,1950,estimates,5yearly,90,3.1407732666471
923,1950,estimates,5yearly,95,2.37748428461831
923,1950,estimates,5yearly,100plus,1.86824657724873
923,1955,estimates,5yearly,0,65.5222119632529
923,1955,estimates,5yearly,1,68.4977997184452
923,1955,estimates,5yearly,5,65.6378590602908
923,1955,estimates,5yearly,10,60.98988572263
923,1955,estimates,5yearly,15,56.2104550449983
923,1955,estimates,5yearly,20,51.5416055931159
923,1955,estimates,5yearly,25,46.9830647203363
923,1955,estimates,5yearly,30,42.4753431798987
923,1955,estimates,5yearly,35,37.9817676419031
923,1955,estimates,5yearly,40,33.526519640615
923,1955,estimates,5yearly,45,29.1533508100584
923,1955,estimates,5yearly,50,24.9186012105092
923,1955,estimates,5yearly,55,20.8827792205108
923,1955,estimates,5yearly,60,17.0993227855752
923,1955,estimates,5yearly,65,13.6429425778774
923,1955,estimates,5yearly,70,10.5868272399011
923,1955,estimates,5yearly,75,8.0111525428692
923,1955,estimates,5yearly,80,5.94342286284742
923,1955,estimates,5yearly,85,4.36312809784222
923,1955,estimates,5yearly,90,3.21437856439879
923,1955,estimates,5yearly,95,2.41801777733349
923,1955,estimates,5yearly,100plus,1.88836309772531
923,1960,estimates,5yearly,0,68.4031499749757
923,1960,estimates,5yearly,1,70.2347304636484
923,1960,estimates,5yearly,5,66.7711233627257
923,1960,estimates,5yearly,10,62.0130782339452
923,1960,estimates,5yearly,15,57.192614936922
923,1960,estimates,5yearly,20,52.4611062819559
923,1960,estimates,5yearly,25,47.8353989429442
923,1960,estimates,5yearly,30,43.2602405936156
923,1960,estimates,5yearly,35,38.730064413528
923,1960,estimates,5yearly,40,34.2371270706412
923,1960,estimates,5yearly,45,29.8117080107842
923,1960,estimates,5yearly,50,25.5131918620449
923,1960,estimates,5yearly,55,21.3889850282883
923,1960,estimates,5yearly,60,17.5105304398921
923,1960,estimates,5yearly,65,13.9654731690617
923,1960,estimates,5yearly,70,10.8262019670521
923,1960,estimates,5yearly,75,8.17195255270005
923,1960,estimates,5yearly,80,6.03786429835476
923,1960,estimates,5yearly,85,4.40771957463554
923,1960,estimates,5yearly,90,3.22638640199543
923,1960,estimates,5yearly,95,2.41217806023159
923,1960,estimates,5yearly,100plus,1.87512211235686
923,1965,estimates,5yearly,0,69.027522626826
923,1965,estimates,5yearly,1,70.3371964530688
923,1965,estimates,5yearly,5,66.7628506551752
923,1965,estimates,5yearly,10,61.9592606709391
923,1965,estimates,5yearly,15,57.1188979814243
923,1965,estimates,5yearly,20,52.3695114826243
923,1965,estimates,5yearly,25,47.7128446440738
923,1965,estimates,5yearly,30,43.1311397264223
923,1965,estimates,5yearly,35,38.6156451362452
923,1965,estimates,5yearly,40,34.1705318220053
923,1965,estimates,5yearly,45,29.7988637450702
