region,year,variant,freq,age1yearinterval,lifeexpectancy
948,1950,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1950,estimates,5yearly,0,40.7732591840728
948,1950,estimates,5yearly,1,48.4515198989882
948,1950,estimates,5yearly,5,50.3074516358474
948,1950,estimates,5yearly,10,47.4062225229337
948,1950,estimates,5yearly,15,43.471224750923
948,1950,estimates,5yearly,20,39.7346547841494
948,1950,estimates,5yearly,25,36.2128646847961
948,1950,estimates,5yearly,30,32.7476976964844
948,1950,estimates,5yearly,35,29.3091082312711
948,1950,estimates,5yearly,40,25.9053417232694
948,1950,estimates,5yearly,45,22.5417424998512
948,1950,estimates,5yearly,50,19.2591777158142
948,1950,estimates,5yearly,55,16.1158855035629
948,1950,estimates,5yearly,60,13.1827530934987
948,1950,estimates,5yearly,65,10.5523899070554
948,1950,estimates,5yearly,70,8.25702404217413
948,1950,estimates,5yearly,75,6.35569795795216
948,1950,estimates,5yearly,80,4.85519681701955
948,1950,estimates,5yearly,85,3.71216070820745
948,1950,estimates,5yearly,90,2.8701976715874
948,1950,estimates,5yearly,95,2.26842789241042
948,1950,estimates,5yearly,100plus,1.84916410842853
948,1955,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1955,estimates,5yearly,0,44.0634099924873
948,1955,estimates,5yearly,1,51.2231242334353
948,1955,estimates,5yearly,5,52.5135503582818
948,1955,estimates,5yearly,10,49.3768350812181
948,1955,estimates,5yearly,15,45.3349148802515
948,1955,estimates,5yearly,20,41.4580160219976
948,1955,estimates,5yearly,25,37.7652433453495
948,1955,estimates,5yearly,30,34.1205140901238
948,1955,estimates,5yearly,35,30.5034346132012
948,1955,estimates,5yearly,40,26.9554310531929
948,1955,estimates,5yearly,45,23.4696050595481
948,1955,estimates,5yearly,50,20.0738650289391
948,1955,estimates,5yearly,55,16.8089499250611
948,1955,estimates,5yearly,60,13.7613170040888
948,1955,estimates,5yearly,65,11.0263044436869
948,1955,estimates,5yearly,70,8.64960368926545
948,1955,estimates,5yearly,75,6.67294554102964
948,1955,estimates,5yearly,80,5.10263666859117
948,1955,estimates,5yearly,85,3.89855988823427
948,1955,estimates,5yearly,90,3.00615976751222
948,1955,estimates,5yearly,95,2.36484455614317
948,1955,estimates,5yearly,100plus,1.91596863567264
948,1960,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1960,estimates,5yearly,0,47.0383955191008
948,1960,estimates,5yearly,1,53.7485283977559
948,1960,estimates,5yearly,5,54.5621556145882
948,1960,estimates,5yearly,10,51.2269238652262
948,1960,estimates,5yearly,15,47.0808654667235
