region,year,variant,freq,age1yearinterval,lifeexpectancy
912,1950,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1950,estimates,5yearly,0,42.2652670944297
912,1950,estimates,5yearly,1,51.8364493949744
912,1950,estimates,5yearly,5,56.4391638610674
912,1950,estimates,5yearly,10,53.3183165326985
912,1950,estimates,5yearly,15,48.8343432098019
912,1950,estimates,5yearly,20,44.7739547334315
912,1950,estimates,5yearly,25,40.8676563202509
912,1950,estimates,5yearly,30,36.9728347142868
912,1950,estimates,5yearly,35,33.0649474002151
912,1950,estimates,5yearly,40,29.1833239965929
912,1950,estimates,5yearly,45,25.3191146006261
912,1950,estimates,5yearly,50,21.5407610234717
912,1950,estimates,5yearly,55,17.9379581781274
912,1950,estimates,5yearly,60,14.5371029923123
912,1950,estimates,5yearly,65,11.4209426439573
912,1950,estimates,5yearly,70,8.69379027139728
912,1950,estimates,5yearly,75,6.45241352633077
912,1950,estimates,5yearly,80,4.72033688984432
912,1950,estimates,5yearly,85,3.45013278108797
912,1950,estimates,5yearly,90,2.56472177035049
912,1950,estimates,5yearly,95,1.97485878548249
912,1950,estimates,5yearly,100plus,1.59618587540003
912,1955,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1955,estimates,5yearly,0,45.8154803938272
912,1955,estimates,5yearly,1,54.4779089525509
912,1955,estimates,5yearly,5,57.6597570591213
912,1955,estimates,5yearly,10,54.1976681342147
912,1955,estimates,5yearly,15,49.7061994837523
912,1955,estimates,5yearly,20,45.5869439138501
912,1955,estimates,5yearly,25,41.6127187748908
912,1955,estimates,5yearly,30,37.6444018182915
912,1955,estimates,5yearly,35,33.6637846466118
912,1955,estimates,5yearly,40,29.7109653379573
912,1955,estimates,5yearly,45,25.7846314748719
912,1955,estimates,5yearly,50,21.9646284480012
912,1955,estimates,5yearly,55,18.3303843885461
912,1955,estimates,5yearly,60,14.9028376142826
912,1955,estimates,5yearly,65,11.7606922278617
912,1955,estimates,5yearly,70,9.00586469937339
912,1955,estimates,5yearly,75,6.72657282270028
912,1955,estimates,5yearly,80,4.94923296712062
912,1955,estimates,5yearly,85,3.63141509625406
912,1955,estimates,5yearly,90,2.70125015042402
912,1955,estimates,5yearly,95,2.07326546754119
912,1955,estimates,5yearly,100plus,1.66468075902566
912,1960,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1960,estimates,5yearly,0,48.5965158487187
912,1960,estimates,5yearly,1,56.6335824741432
912,1960,estimates,5yearly,5,58.7664610638798
912,1960,estimates,5yearly,10,55.1224055361008
912,1960,estimates,5yearly,15,50.5860964276973
912,1960,estimates,5yearly,20,46.3777589799957
912,1960,estimates,5yearly,25,42.3283716368373
912,1960,estimates,5yearly,30,38.2863963577732
912,1960,estimates,5yearly,35,34.232123899053
912,1960,estimates,5yearly,40,30.2048824795574
912,1960,estimates,5yearly,45,26.2116701391679
912,1960,estimates,5yearly,50,22.3397277252537
912,1960,estimates,5yearly,55,18.6683392448025
912,1960,estimates,5yearly,60,15.2040291385671
912,1960,estimates,5yearly,65,12.0338212231171
912,1960,estimates,5yearly,70,9.24215259023984
912,1960,estimates,5yearly,75,6.91923594222773
912,1960,estimates,5yearly,80,5.09891969853193
912,1960,estimates,5yearly,85,3.74211668038456
912,1960,estimates,5yearly,90,2.77938835073589
912,1960,estimates,5yearly,95,2.12622314551773
912,1960,estimates,5yearly,100plus,1.69942403283595
912,1965,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1965,estimates,5yearly,0,51.1208728310389
912,1965,estimates,5yearly,1,58.6717277491614
912,1965,estimates,5yearly,5,59.8956053452439
912,1965,estimates,5yearly,10,56.070319867475
912,1965,estimates,5yearly,15,51.5064756279349
912,1965,estimates,5yearly,20,47.2056211001178
912,1965,estimates,5yearly,25,43.0494173286275
