region,year,variant,freq,age1yearinterval,lifeexpectancy
947,1950,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1950,estimates,5yearly,0,36.3288384774824
947,1950,estimates,5yearly,1,43.4754252547266
947,1950,estimates,5yearly,5,47.0699231493687
947,1950,estimates,5yearly,10,45.0286188078008
947,1950,estimates,5yearly,15,41.3299486555799
947,1950,estimates,5yearly,20,37.8298706593869
947,1950,estimates,5yearly,25,34.6188879586403
947,1950,estimates,5yearly,30,31.4397992799911
947,1950,estimates,5yearly,35,28.2017295102643
947,1950,estimates,5yearly,40,24.9529968655896
947,1950,estimates,5yearly,45,21.6890059268161
947,1950,estimates,5yearly,50,18.4212782130485
947,1950,estimates,5yearly,55,15.2322357542781
947,1950,estimates,5yearly,60,12.2438696324766
947,1950,estimates,5yearly,65,9.56848763560439
947,1950,estimates,5yearly,70,7.29288996730733
947,1950,estimates,5yearly,75,5.47022424374124
947,1950,estimates,5yearly,80,4.08132275766487
947,1950,estimates,5yearly,85,3.0673930742308
947,1950,estimates,5yearly,90,2.35596826788476
947,1950,estimates,5yearly,95,1.87353787161665
947,1950,estimates,5yearly,100plus,1.55520936543941
947,1955,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1955,estimates,5yearly,0,38.5083288997344
947,1955,estimates,5yearly,1,45.3406407404432
947,1955,estimates,5yearly,5,48.5037653733391
947,1955,estimates,5yearly,10,46.242044664121
947,1955,estimates,5yearly,15,42.4723931341456
947,1955,estimates,5yearly,20,38.8972701226804
947,1955,estimates,5yearly,25,35.5979412655748
947,1955,estimates,5yearly,30,32.3227695214994
947,1955,estimates,5yearly,35,28.9940391156247
947,1955,estimates,5yearly,40,25.6582883957705
947,1955,estimates,5yearly,45,22.3128873104838
947,1955,estimates,5yearly,50,18.973848779813
947,1955,estimates,5yearly,55,15.7250126378053
947,1955,estimates,5yearly,60,12.6774276516875
947,1955,estimates,5yearly,65,9.94532688081066
947,1955,estimates,5yearly,70,7.60960813780346
947,1955,estimates,5yearly,75,5.72198647524112
947,1955,estimates,5yearly,80,4.27311112071503
947,1955,estimates,5yearly,85,3.20762320305005
947,1955,estimates,5yearly,90,2.45479197658801
947,1955,estimates,5yearly,95,1.94107150782645
947,1955,estimates,5yearly,100plus,1.6002677663676
947,1960,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1960,estimates,5yearly,0,40.7318861156665
947,1960,estimates,5yearly,1,47.2361163014325
947,1960,estimates,5yearly,5,49.9433067421326
947,1960,estimates,5yearly,10,47.4847824507026
947,1960,estimates,5yearly,15,43.6340578467437
947,1960,estimates,5yearly,20,39.9763321956787
947,1960,estimates,5yearly,25,36.5872359666992
947,1960,estimates,5yearly,30,33.2195753480082
947,1960,estimates,5yearly,35,29.796756888895
947,1960,estimates,5yearly,40,26.3714669819428
947,1960,estimates,5yearly,45,22.9435525805595
947,1960,estimates,5yearly,50,19.5315371125121
947,1960,estimates,5yearly,55,16.2175961713471
947,1960,estimates,5yearly,60,13.1077982287131
947,1960,estimates,5yearly,65,10.3102230840751
947,1960,estimates,5yearly,70,7.91394484200731
947,1960,estimates,5yearly,75,5.96573852053919
947,1960,estimates,5yearly,80,4.46026987303876
947,1960,estimates,5yearly,85,3.34554467256369
947,1960,estimates,5yearly,90,2.55270732004168
947,1960,estimates,5yearly,95,2.00842787146178
947,1960,estimates,5yearly,100plus,1.64546614522602
947,1965,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1965,estimates,5yearly,0,42.698301123156
947,1965,estimates,5yearly,1,48.8747652035456
947,1965,estimates,5yearly,5,51.2260634681051
947,1965,estimates,5yearly,10,48.6033016229562
947,1965,estimates,5yearly,15,44.6851428434912
947,1965,estimates,5yearly,20,40.9476881400934
947,1965,estimates,5yearly,25,37.4705786837636
947,1965,estimates,5yearly,30,34.0210262642558
947,1965,estimates,5yearly,35,30.5195514077378
947,1965,estimates,5yearly,40,27.0141549385849
947,1965,estimates,5yearly,45,23.5132738917697
947,1965,estimates,5yearly,50,20.0368934968856
947,1965,estimates,5yearly,55,16.6649650784515
947,1965,estimates,5yearly,60,13.4980300902339
947,1965,estimates,5yearly,65,10.6405367312694
947,1965,estimates,5yearly,70,8.18226424213848
947,1965,estimates,5yearly,75,6.17550279059823
947,1965,estimates,5yearly,80,4.61714242117297
947,1965,estimates,5yearly,85,3.45789471495955
947,1965,estimates,5yearly,90,2.63005692671038
947,1965,estimates,5yearly,95,2.05992410810928
947,1965,estimates,5yearly,100plus,1.67885123115677
947,1970,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1970,estimates,5yearly,0,44.7989008521392
947,1970,estimates,5yearly,1,50.6564417168426
947,1970,estimates,5yearly,5,52.562451231931
947,1970,estimates,5yearly,10,49.718952756962
947,1970,estimates,5yearly,15,45.7289260147011
947,1970,estimates,5yearly,20,41.8925437873661
947,1970,estimates,5yearly,25,38.2994348811802
947,1970,estimates,5yearly,30,34.7406410871808
947,1970,estimates,5yearly,35,31.1415976520086
947,1970,estimates,5yearly,40,27.5459656612765
947,1970,estimates,5yearly,45,23.9675105916163
947,1970,estimates,5yearly,50,20.4329162416713
947,1970,estimates,5yearly,55,17.0132667293493
947,1970,estimates,5yearly,60,13.8049670772573
947,1970,estimates,5yearly,65,10.9135246947123
947,1970,estimates,5yearly,70,8.42394246861795
947,1970,estimates,5yearly,75,6.38285850861492
947,1970,estimates,5yearly,80,4.78766679773241
947,1970,estimates,5yearly,85,3.59226224247856
947,1970,estimates,5yearly,90,2.73175358681161
947,1970,estimates,5yearly,95,2.13421218278773
947,1970,estimates,5yearly,100plus,1.7315530884281
947,1975,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1975,estimates,5yearly,0,46.753969531653
947,1975,estimates,5yearly,1,52.2816267129274
947,1975,estimates,5yearly,5,53.7798727597452
947,1975,estimates,5yearly,10,50.7682566942779
947,1975,estimates,5yearly,15,46.714918694866
947,1975,estimates,5yearly,20,42.8068153206791
947,1975,estimates,5yearly,25,39.1190745028129
947,1975,estimates,5yearly,30,35.4626357400451
947,1975,estimates,5yearly,35,31.7788262619257
947,1975,estimates,5yearly,40,28.1071823822882
947,1975,estimates,5yearly,45,24.4597662115981
947,1975,estimates,5yearly,50,20.8641034884326
947,1975,estimates,5yearly,55,17.3927904364511
947,1975,estimates,5yearly,60,14.1331156732096
947,1975,estimates,5yearly,65,11.1874411177463
947,1975,estimates,5yearly,70,8.64147283113088
947,1975,estimates,5yearly,75,6.5456833432764
947,1975,estimates,5yearly,80,4.90322353342012
947,1975,estimates,5yearly,85,3.66993803549062
947,1975,estimates,5yearly,90,2.78126370771967
947,1975,estimates,5yearly,95,2.16421660391096
947,1975,estimates,5yearly,100plus,1.74888930434593
947,1980,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1980,estimates,5yearly,0,48.1805035497722
947,1980,estimates,5yearly,1,53.4847585586476
947,1980,estimates,5yearly,5,54.641455127012
947,1980,estimates,5yearly,10,51.4998601406693
947,1980,estimates,5yearly,15,47.3940432713868
947,1980,estimates,5yearly,20,43.4341651113028
947,1980,estimates,5yearly,25,39.6887295048263
947,1980,estimates,5yearly,30,35.9757513265393
947,1980,estimates,5yearly,35,32.2435172919507
947,1980,estimates,5yearly,40,28.5346248010362
947,1980,estimates,5yearly,45,24.8523113414681
947,1980,estimates,5yearly,50,21.2203076286136
947,1980,estimates,5yearly,55,17.7096881504291
947,1980,estimates,5yearly,60,14.4064054607741
947,1980,estimates,5yearly,65,11.4116689270992
947,1980,estimates,5yearly,70,8.81324975503022
