region,year,variant,freq,age1yearinterval,lifeexpectancy
934,1950,estimates,5yearly,0,42.5233636791925
934,1950,estimates,5yearly,1,49.2863321641028
934,1950,estimates,5yearly,5,50.3760052583686
934,1950,estimates,5yearly,10,47.3712689626229
934,1950,estimates,5yearly,15,43.4720320184279
934,1950,estimates,5yearly,20,39.6520788938554
934,1950,estimates,5yearly,25,35.9728889083251
934,1950,estimates,5yearly,30,32.336746541665
934,1950,estimates,5yearly,35,28.7097999713455
934,1950,estimates,5yearly,40,25.1475999343553
934,1950,estimates,5yearly,45,21.7420655003107
934,1950,estimates,5yearly,50,18.4603129140595
934,1950,estimates,5yearly,55,15.2618769850454
934,1950,estimates,5yearly,60,12.3374864822518
934,1950,estimates,5yearly,65,9.8457894769884
934,1950,estimates,5yearly,70,7.72660053718325
934,1950,estimates,5yearly,75,5.98849842919569
934,1950,estimates,5yearly,80,4.61867594146237
934,1950,estimates,5yearly,85,3.57279898651222
934,1950,estimates,5yearly,90,2.79762224591229
934,1950,estimates,5yearly,95,2.23804195584736
934,1950,estimates,5yearly,100plus,1.84297178195724
934,1955,estimates,5yearly,0,44.8544389619096
934,1955,estimates,5yearly,1,51.3626128045515
934,1955,estimates,5yearly,5,52.0387937221783
934,1955,estimates,5yearly,10,48.7641413064308
934,1955,estimates,5yearly,15,44.7206119624945
934,1955,estimates,5yearly,20,40.7602735833961
934,1955,estimates,5yearly,25,36.9275270605211
934,1955,estimates,5yearly,30,33.1414665082809
934,1955,estimates,5yearly,35,29.3905868705628
934,1955,estimates,5yearly,40,25.7185901208956
934,1955,estimates,5yearly,45,22.1495964669381
934,1955,estimates,5yearly,50,18.6999635972853
934,1955,estimates,5yearly,55,15.432719823032
934,1955,estimates,5yearly,60,12.4687498129097
934,1955,estimates,5yearly,65,9.89820623015985
934,1955,estimates,5yearly,70,7.70226079107629
934,1955,estimates,5yearly,75,5.91859901216714
934,1955,estimates,5yearly,80,4.52316265356056
934,1955,estimates,5yearly,85,3.46865249066105
934,1955,estimates,5yearly,90,2.69721883755277
934,1955,estimates,5yearly,95,2.14883042301698
934,1955,estimates,5yearly,100plus,1.76821181505465
934,1960,estimates,5yearly,0,46.9537923220343
934,1960,estimates,5yearly,1,53.2240299978831
934,1960,estimates,5yearly,5,53.6472674008821
934,1960,estimates,5yearly,10,50.2628204643276
934,1960,estimates,5yearly,15,46.1582950501062
934,1960,estimates,5yearly,20,42.0914762147686
934,1960,estimates,5yearly,25,38.1168997645295
934,1960,estimates,5yearly,30,34.1892882292446
934,1960,estimates,5yearly,35,30.3189540865205
934,1960,estimates,5yearly,40,26.5378807391776
934,1960,estimates,5yearly,45,22.8837140854935
934,1960,estimates,5yearly,50,19.3743031589343
934,1960,estimates,5yearly,55,16.0629279115052
934,1960,estimates,5yearly,60,13.0661706758504
934,1960,estimates,5yearly,65,10.4427248869443
934,1960,estimates,5yearly,70,8.23475524929188
934,1960,estimates,5yearly,75,6.41713065096764
934,1960,estimates,5yearly,80,4.96918966012665
934,1960,estimates,5yearly,85,3.85084935153058
934,1960,estimates,5yearly,90,3.01203048799031
934,1960,estimates,5yearly,95,2.39928198022034
934,1960,estimates,5yearly,100plus,1.96169466502428
934,1965,estimates,5yearly,0,52.8663560681132
934,1965,estimates,5yearly,1,58.520205681238
934,1965,estimates,5yearly,5,58.2638005305124
934,1965,estimates,5yearly,10,54.4303786020501
934,1965,estimates,5yearly,15,50.011723820251
934,1965,estimates,5yearly,20,45.6852285743933
934,1965,estimates,5yearly,25,41.4867874526686
934,1965,estimates,5yearly,30,37.3495010413168
934,1965,estimates,5yearly,35,33.2614541962753
934,1965,estimates,5yearly,40,29.248950597298
934,1965,estimates,5yearly,45,25.3472178352093
934,1965,estimates,5yearly,50,21.5985310397505
934,1965,estimates,5yearly,55,18.0351167239335
934,1965,estimates,5yearly,60,14.7490058272724
934,1965,estimates,5yearly,65,11.8367243213465
934,1965,estimates,5yearly,70,9.29514855019858
934,1965,estimates,5yearly,75,7.16465750244713
934,1965,estimates,5yearly,80,5.46025705709189
934,1965,estimates,5yearly,85,4.14663068538945
934,1965,estimates,5yearly,90,3.17035640265769
934,1965,estimates,5yearly,95,2.46870949148844
934,1965,estimates,5yearly,100plus,1.97886629936821
934,1970,estimates,5yearly,0,56.6103529289346
934,1970,estimates,5yearly,1,61.7633273569643
934,1970,estimates,5yearly,5,60.8055402607592
934,1970,estimates,5yearly,10,56.7475839521968
934,1970,estimates,5yearly,15,52.238233627434
934,1970,estimates,5yearly,20,47.7704975401955
934,1970,estimates,5yearly,25,43.3909366155552
934,1970,estimates,5yearly,30,39.066011631081
934,1970,estimates,5yearly,35,34.7780133943106
934,1970,estimates,5yearly,40,30.5459839988873
934,1970,estimates,5yearly,45,26.4159902814803
934,1970,estimates,5yearly,50,22.4542297987888
934,1970,estimates,5yearly,55,18.7194182260789
934,1970,estimates,5yearly,60,15.2912487253781
934,1970,estimates,5yearly,65,12.2414093553964
934,1970,estimates,5yearly,70,9.57280011907576
934,1970,estimates,5yearly,75,7.33678393205568
934,1970,estimates,5yearly,80,5.54914631875732
934,1970,estimates,5yearly,85,4.17645817007882
934,1970,estimates,5yearly,90,3.16343337868605
934,1970,estimates,5yearly,95,2.44281596739432
934,1970,estimates,5yearly,100plus,1.94627365581899
934,1975,estimates,5yearly,0,59.434668608448
934,1975,estimates,5yearly,1,64.0812052783883
934,1975,estimates,5yearly,5,62.6925928603013
934,1975,estimates,5yearly,10,58.4360265137882
934,1975,estimates,5yearly,15,53.8369753184095
934,1975,estimates,5yearly,20,49.3127174366662
934,1975,estimates,5yearly,25,44.8708038929783
934,1975,estimates,5yearly,30,40.4519461819082
934,1975,estimates,5yearly,35,36.0698916367976
934,1975,estimates,5yearly,40,31.7412568942546
934,1975,estimates,5yearly,45,27.4943017233239
934,1975,estimates,5yearly,50,23.4008068465714
934,1975,estimates,5yearly,55,19.5291524024259
934,1975,estimates,5yearly,60,15.945462617638
934,1975,estimates,5yearly,65,12.7223760684253
934,1975,estimates,5yearly,70,9.91386945437424
934,1975,estimates,5yearly,75,7.56354788437938
934,1975,estimates,5yearly,80,5.68259056009654
934,1975,estimates,5yearly,85,4.24097760293488
934,1975,estimates,5yearly,90,3.18264781624624
934,1975,estimates,5yearly,95,2.43626875786867
934,1975,estimates,5yearly,100plus,1.92793159292507
934,1980,estimates,5yearly,0,61.4192293138067
934,1980,estimates,5yearly,1,65.4183645590914
934,1980,estimates,5yearly,5,63.5506040528893
934,1980,estimates,5yearly,10,59.2504016410451
934,1980,estimates,5yearly,15,54.6094917983584
934,1980,estimates,5yearly,20,50.0636008724897
934,1980,estimates,5yearly,25,45.6276522187218
934,1980,estimates,5yearly,30,41.1951306510901
934,1980,estimates,5yearly,35,36.7582134991789
934,1980,estimates,5yearly,40,32.3736050372033
934,1980,estimates,5yearly,45,28.077785077099
934,1980,estimates,5yearly,50,23.9282788292495
934,1980,estimates,5yearly,55,19.9964444066597
934,1980,estimates,5yearly,60,16.3590835308935
934,1980,estimates,5yearly,65,13.0754132165476
934,1980,estimates,5yearly,70,10.1907024083199
934,1980,estimates,5yearly,75,7.77097770781034
934,1980,estimates,5yearly,80,5.82873052767546
934,1980,estimates,5yearly,85,4.33722000881264
934,1980,estimates,5yearly,90,3.24157601528806
934,1980,estimates,5yearly,95,2.46958059669818
934,1980,estimates,5yearly,100plus,1.94506987248779
934,1985,estimates,5yearly,0,63.2079288793428
934,1985,estimates,5yearly,1,66.6395361382125
934,1985,estimates,5yearly,5,64.4398899955727
934,1985,estimates,5yearly,10,60.0989803957033
934,1985,estimates,5yearly,15,55.4403452076136
934,1985,estimates,5yearly,20,50.8550670340242
934,1985,estimates,5yearly,25,46.3595689963645
934,1985,estimates,5yearly,30,41.8838158893937
934,1985,estimates,5yearly,35,37.4042856908656
934,1985,estimates,5yearly,40,32.9605886458329
934,1985,estimates,5yearly,45,28.6158617076781
934,1985,estimates,5yearly,50,24.4209956371695
934,1985,estimates,5yearly,55,20.4241429779923
934,1985,estimates,5yearly,60,16.7172964395813
934,1985,estimates,5yearly,65,13.3830072550097
934,1985,estimates,5yearly,70,10.4506622851653
934,1985,estimates,5yearly,75,7.98471267994538
934,1985,estimates,5yearly,80,5.99702649705223
934,1985,estimates,5yearly,85,4.46392869847478
