region,year,variant,freq,age1yearinterval,lifeexpectancy
922,1950,estimates,5yearly,0,43.7588873553377
922,1950,estimates,5yearly,1,53.08152605531
922,1950,estimates,5yearly,5,54.5203250182351
922,1950,estimates,5yearly,10,51.7843212554416
922,1950,estimates,5yearly,15,47.6297386587262
922,1950,estimates,5yearly,20,43.5240026753305
922,1950,estimates,5yearly,25,39.6626002236606
922,1950,estimates,5yearly,30,35.8219141531332
922,1950,estimates,5yearly,35,32.0005044773067
922,1950,estimates,5yearly,40,28.2077621641155
922,1950,estimates,5yearly,45,24.462242040029
922,1950,estimates,5yearly,50,20.8446433031872
922,1950,estimates,5yearly,55,17.4144142085956
922,1950,estimates,5yearly,60,14.2262607996983
922,1950,estimates,5yearly,65,11.3218485311829
922,1950,estimates,5yearly,70,8.7459072732777
922,1950,estimates,5yearly,75,6.60985668466066
922,1950,estimates,5yearly,80,4.93630830757137
922,1950,estimates,5yearly,85,3.68166680787628
922,1950,estimates,5yearly,90,2.78030231488844
922,1950,estimates,5yearly,95,2.15714285429016
922,1950,estimates,5yearly,100plus,1.73997204029794
922,1955,estimates,5yearly,0,46.9263066276482
922,1955,estimates,5yearly,1,55.579870609094
922,1955,estimates,5yearly,5,56.5179705710344
922,1955,estimates,5yearly,10,53.5649814744558
922,1955,estimates,5yearly,15,49.3541018011379
922,1955,estimates,5yearly,20,45.1549865260429
922,1955,estimates,5yearly,25,41.1751451096473
922,1955,estimates,5yearly,30,37.2059305304784
922,1955,estimates,5yearly,35,33.221849274947
922,1955,estimates,5yearly,40,29.3154608975422
922,1955,estimates,5yearly,45,25.4711913871818
922,1955,estimates,5yearly,50,21.7127821297738
922,1955,estimates,5yearly,55,18.138979706487
922,1955,estimates,5yearly,60,14.8238683720532
922,1955,estimates,5yearly,65,11.8209260032296
922,1955,estimates,5yearly,70,9.16687496870101
922,1955,estimates,5yearly,75,6.950962562398
922,1955,estimates,5yearly,80,5.20103117921809
922,1955,estimates,5yearly,85,3.87839617007549
922,1955,estimates,5yearly,90,2.92066860159551
922,1955,estimates,5yearly,95,2.25379408173085
922,1955,estimates,5yearly,100plus,1.80462954928381
922,1960,estimates,5yearly,0,50.1405873015702
922,1960,estimates,5yearly,1,58.0470465222475
922,1960,estimates,5yearly,5,58.4050854604171
922,1960,estimates,5yearly,10,55.2264953632022
922,1960,estimates,5yearly,15,50.9553455614334
922,1960,estimates,5yearly,20,46.6905824405541
922,1960,estimates,5yearly,25,42.5901081733009
922,1960,estimates,5yearly,30,38.4843313451171
922,1960,estimates,5yearly,35,34.3609924764772
922,1960,estimates,5yearly,40,30.285417431636
922,1960,estimates,5yearly,45,26.3324281785316
922,1960,estimates,5yearly,50,22.5028324806273
922,1960,estimates,5yearly,55,18.8323035419224
922,1960,estimates,5yearly,60,15.4155911719497
922,1960,estimates,5yearly,65,12.3039356608088
922,1960,estimates,5yearly,70,9.57054321316285
922,1960,estimates,5yearly,75,7.28214227551844
922,1960,estimates,5yearly,80,5.46149217046523
922,1960,estimates,5yearly,85,4.07462081516451
922,1960,estimates,5yearly,90,3.06257161137837
922,1960,estimates,5yearly,95,2.35275817477421
922,1960,estimates,5yearly,100plus,1.87161695183173
922,1965,estimates,5yearly,0,53.7830385667596
