region,year,variant,freq,age1yearinterval,lifeexpectancy
926,1950,estimates,5yearly,"Region, subregion, country or area *",Western Europe
926,1950,estimates,5yearly,0,67.7372226782665
926,1950,estimates,5yearly,1,69.8163435929879
926,1950,estimates,5yearly,5,66.3934420533001
926,1950,estimates,5yearly,10,61.614512082475
926,1950,estimates,5yearly,15,56.7752232354563
926,1950,estimates,5yearly,20,52.0259530155595
926,1950,estimates,5yearly,25,47.3590939438185
926,1950,estimates,5yearly,30,42.7148430076614
926,1950,estimates,5yearly,35,38.0916323161235
926,1950,estimates,5yearly,40,33.5359817475356
926,1950,estimates,5yearly,45,29.0957743280101
926,1950,estimates,5yearly,50,24.8287345370623
926,1950,estimates,5yearly,55,20.7788497071962
926,1950,estimates,5yearly,60,16.9525908273935
926,1950,estimates,5yearly,65,13.405353538023
926,1950,estimates,5yearly,70,10.2547836927406
926,1950,estimates,5yearly,75,7.61967772110402
926,1950,estimates,5yearly,80,5.53541010299901
926,1950,estimates,5yearly,85,3.97935255769752
926,1950,estimates,5yearly,90,2.88403912470407
926,1950,estimates,5yearly,95,2.15430582290932
926,1950,estimates,5yearly,100plus,1.69032798896969
926,1955,estimates,5yearly,"Region, subregion, country or area *",Western Europe
926,1955,estimates,5yearly,0,69.3466737614451
926,1955,estimates,5yearly,1,70.8270412513955
926,1955,estimates,5yearly,5,67.2526652531134
926,1955,estimates,5yearly,10,62.4272792950427
926,1955,estimates,5yearly,15,57.5586334479544
926,1955,estimates,5yearly,20,52.7815388331757
926,1955,estimates,5yearly,25,48.0783958629837
926,1955,estimates,5yearly,30,43.3844440619252
926,1955,estimates,5yearly,35,38.7090715485103
926,1955,estimates,5yearly,40,34.085851475204
926,1955,estimates,5yearly,45,29.5677255604582
926,1955,estimates,5yearly,50,25.2202565110462
926,1955,estimates,5yearly,55,21.1149359282344
926,1955,estimates,5yearly,60,17.2874412310742
926,1955,estimates,5yearly,65,13.7397750651333
926,1955,estimates,5yearly,70,10.5516866150873
926,1955,estimates,5yearly,75,7.86010443346261
926,1955,estimates,5yearly,80,5.71947214009665
926,1955,estimates,5yearly,85,4.11216580397269
926,1955,estimates,5yearly,90,2.97455430390303
926,1955,estimates,5yearly,95,2.21302457218717
926,1955,estimates,5yearly,100plus,1.72704132469357
926,1960,estimates,5yearly,"Region, subregion, country or area *",Western Europe
926,1960,estimates,5yearly,0,70.4885455788425
926,1960,estimates,5yearly,1,71.4433566319465
926,1960,estimates,5yearly,5,67.7764115923258
926,1960,estimates,5yearly,10,62.9317483249771
926,1960,estimates,5yearly,15,58.0550310258259
926,1960,estimates,5yearly,20,53.2642389911977
926,1960,estimates,5yearly,25,48.5398177969658
926,1960,estimates,5yearly,30,43.8173396232934
926,1960,estimates,5yearly,35,39.1172125080054
926,1960,estimates,5yearly,40,34.4820250750729
926,1960,estimates,5yearly,45,29.9461504110962
926,1960,estimates,5yearly,50,25.5662385766938
926,1960,estimates,5yearly,55,21.4090476620101
926,1960,estimates,5yearly,60,17.5524346117714
926,1960,estimates,5yearly,65,14.0298751759559
926,1960,estimates,5yearly,70,10.8308191100344
926,1960,estimates,5yearly,75,8.09951813945787
926,1960,estimates,5yearly,80,5.91458616002977
926,1960,estimates,5yearly,85,4.26256226049886
926,1960,estimates,5yearly,90,3.08421786562048
926,1960,estimates,5yearly,95,2.28908801524071
926,1960,estimates,5yearly,100plus,1.77773464755051
926,1965,estimates,5yearly,"Region, subregion, country or area *",Western Europe
926,1965,estimates,5yearly,0,71.1131882032591
926,1965,estimates,5yearly,1,71.6444802117818
926,1965,estimates,5yearly,5,67.9191571358054
926,1965,estimates,5yearly,10,63.0686319360772
926,1965,estimates,5yearly,15,58.1995463582317
926,1965,estimates,5yearly,20,53.4168543423804
926,1965,estimates,5yearly,25,48.6879017610445
926,1965,estimates,5yearly,30,43.9477958533722
926,1965,estimates,5yearly,35,39.2312569824897
926,1965,estimates,5yearly,40,34.5896082200782
926,1965,estimates,5yearly,45,30.0656162634515
926,1965,estimates,5yearly,50,25.6932133238811
926,1965,estimates,5yearly,55,21.5175936212971
926,1965,estimates,5yearly,60,17.6180092300504
926,1965,estimates,5yearly,65,14.0901354904014
926,1965,estimates,5yearly,70,10.9443971052795
926,1965,estimates,5yearly,75,8.24543560683925
926,1965,estimates,5yearly,80,6.07454753676046
926,1965,estimates,5yearly,85,4.41802420725199
926,1965,estimates,5yearly,90,3.2209089803499
926,1965,estimates,5yearly,95,2.3995970016286
926,1965,estimates,5yearly,100plus,1.86119361546554
926,1970,estimates,5yearly,"Region, subregion, country or area *",Western Europe
926,1970,estimates,5yearly,0,71.8147469543609
