variant,region,year,totalpopulationannualdoubletime
estimates,947,1950,37.25
estimates,947,1951,36.694
estimates,947,1952,35.673
estimates,947,1953,34.776
estimates,947,1954,33.975
estimates,947,1955,33.245
estimates,947,1956,32.569
estimates,947,1957,31.932
estimates,947,1958,31.324
estimates,947,1959,30.745
estimates,947,1960,30.197
estimates,947,1961,29.691
estimates,947,1962,29.236
estimates,947,1963,28.839
estimates,947,1964,28.493
estimates,947,1965,28.178
estimates,947,1966,27.877
estimates,947,1967,27.584
estimates,947,1968,27.3
estimates,947,1969,27.023
estimates,947,1970,26.763
estimates,947,1971,26.522
estimates,947,1972,26.273
estimates,947,1973,25.994
estimates,947,1974,25.697
estimates,947,1975,25.403
estimates,947,1976,25.14
estimates,947,1977,24.935
estimates,947,1978,24.802
estimates,947,1979,24.734
estimates,947,1980,24.71
estimates,947,1981,24.704
estimates,947,1982,24.692
estimates,947,1983,24.657
estimates,947,1984,24.604
estimates,947,1985,24.552
estimates,947,1986,24.525
estimates,947,1987,24.553
estimates,947,1988,24.656
estimates,947,1989,24.827
estimates,947,1990,25.028
estimates,947,1991,25.223
estimates,947,1992,25.417
estimates,947,1993,25.624
estimates,947,1994,25.835
estimates,947,1995,26.041
estimates,947,1996,26.225
estimates,947,1997,26.358
estimates,947,1998,26.416
estimates,947,1999,26.403
estimates,947,2000,26.356
estimates,947,2001,26.302
estimates,947,2002,26.217
estimates,947,2003,26.079
estimates,947,2004,25.899
estimates,947,2005,25.712
estimates,947,2006,25.549
estimates,947,2007,25.428
estimates,947,2008,25.358
estimates,947,2009,25.339
estimates,947,2010,25.353
estimates,947,2011,25.389
estimates,947,2012,25.468
estimates,947,2013,25.615
estimates,947,2014,25.822
estimates,947,2015,26.067
medium_variant,947,2015,26.067
medium_variant,947,2016,26.325
medium_variant,947,2017,26.584
medium_variant,947,2018,26.837
medium_variant,947,2019,27.081
medium_variant,947,2020,27.326
medium_variant,947,2021,27.579
medium_variant,947,2022,27.833
medium_variant,947,2023,28.079
medium_variant,947,2024,28.316
medium_variant,947,2025,28.552
medium_variant,947,2026,28.792
medium_variant,947,2027,29.037
medium_variant,947,2028,29.285
medium_variant,947,2029,29.537
medium_variant,947,2030,29.795
medium_variant,947,2031,30.061
medium_variant,947,2032,30.336
medium_variant,947,2033,30.622
medium_variant,947,2034,30.919
medium_variant,947,2035,31.227
medium_variant,947,2036,31.547
medium_variant,947,2037,31.883
medium_variant,947,2038,32.238
medium_variant,947,2039,32.613
medium_variant,947,2040,33.004
medium_variant,947,2041,33.409
medium_variant,947,2042,33.829
medium_variant,947,2043,34.265
medium_variant,947,2044,34.719
medium_variant,947,2045,35.189
medium_variant,947,2046,35.673
medium_variant,947,2047,36.169
medium_variant,947,2048,36.677
medium_variant,947,2049,37.196
medium_variant,947,2050,37.727
medium_variant,947,2051,38.272
medium_variant,947,2052,38.833
medium_variant,947,2053,39.407
medium_variant,947,2054,39.997
medium_variant,947,2055,40.602
medium_variant,947,2056,41.222
medium_variant,947,2057,41.857
medium_variant,947,2058,42.509
medium_variant,947,2059,43.178
medium_variant,947,2060,43.865
medium_variant,947,2061,44.57
medium_variant,947,2062,45.291
medium_variant,947,2063,46.029
medium_variant,947,2064,46.783
medium_variant,947,2065,47.557
medium_variant,947,2066,48.353
medium_variant,947,2067,49.174
medium_variant,947,2068,50.021
medium_variant,947,2069,50.896
medium_variant,947,2070,51.799
medium_variant,947,2071,52.731
medium_variant,947,2072,53.695
medium_variant,947,2073,54.697
medium_variant,947,2074,55.739
medium_variant,947,2075,56.818
medium_variant,947,2076,57.933
medium_variant,947,2077,59.086
medium_variant,947,2078,60.281
medium_variant,947,2079,61.52
medium_variant,947,2080,62.803
medium_variant,947,2081,64.129
medium_variant,947,2082,65.494
medium_variant,947,2083,66.895
medium_variant,947,2084,68.331
medium_variant,947,2085,69.808
medium_variant,947,2086,71.334
medium_variant,947,2087,72.919
medium_variant,947,2088,74.57
medium_variant,947,2089,76.293
medium_variant,947,2090,78.082
medium_variant,947,2091,79.934
medium_variant,947,2092,81.844
medium_variant,947,2093,83.811
medium_variant,947,2094,85.838
medium_variant,947,2095,87.929
medium_variant,947,2096,90.09
medium_variant,947,2097,92.33
medium_variant,947,2098,94.656
medium_variant,947,2099,97.079
