variant,region,year,totalpopulationannualdoubletime
estimates,906,1950,28.493
estimates,906,1951,31.329
estimates,906,1952,37.43
estimates,906,1953,42.483
estimates,906,1954,45.704
estimates,906,1955,46.977
estimates,906,1956,46.842
estimates,906,1957,46.062
estimates,906,1958,45.259
estimates,906,1959,44.683
estimates,906,1960,44.149
estimates,906,1961,43.14
estimates,906,1962,41.076
estimates,906,1963,37.852
estimates,906,1964,34.205
estimates,906,1965,30.913
estimates,906,1966,28.434
estimates,906,1967,26.995
estimates,906,1968,26.625
estimates,906,1969,27.19
estimates,906,1970,28.263
estimates,906,1971,29.447
estimates,906,1972,30.884
estimates,906,1973,32.899
estimates,906,1974,35.564
estimates,906,1975,38.908
estimates,906,1976,42.788
estimates,906,1977,46.576
estimates,906,1978,49.341
estimates,906,1979,50.59
estimates,906,1980,51.106
estimates,906,1981,51.639
estimates,906,1982,51.379
estimates,906,1983,49.499
estimates,906,1984,46.577
estimates,906,1985,43.436
estimates,906,1986,40.874
estimates,906,1987,39.691
estimates,906,1988,40.378
estimates,906,1989,43.044
estimates,906,1990,47.27
estimates,906,1991,52.341
estimates,906,1992,58.126
estimates,906,1993,64.843
estimates,906,1994,72.399
estimates,906,1995,81.498
estimates,906,1996,93.116
estimates,906,1997,106.057
estimates,906,1998,116.858
estimates,906,1999,123.16
estimates,906,2000,125.928
estimates,906,2001,127.709
estimates,906,2002,129.448
estimates,906,2003,131.316
estimates,906,2004,133.667
estimates,906,2005,135.977
estimates,906,2006,137.594
estimates,906,2007,138.647
estimates,906,2008,139.545
estimates,906,2009,140.483
estimates,906,2010,141.538
estimates,906,2011,142.966
estimates,906,2012,145.59
estimates,906,2013,150.316
estimates,906,2014,157.629
estimates,906,2015,167.153
medium_variant,906,2015,167.153
medium_variant,906,2016,178.551
medium_variant,906,2017,193.368
medium_variant,906,2018,214.51
medium_variant,906,2019,245.091
medium_variant,906,2020,289.562
medium_variant,906,2021,354.706
medium_variant,906,2022,450.521
medium_variant,906,2023,592.744
medium_variant,906,2024,814.751
medium_variant,906,2025,1237.509
medium_variant,906,2026,2520.583
medium_variant,906,2027,1919428.729
medium_variant,906,2028,-2745.133
medium_variant,906,2029,-1429.72
medium_variant,906,2030,-988.3
medium_variant,906,2031,-763.746
medium_variant,906,2032,-626.305
medium_variant,906,2033,-532.802
medium_variant,906,2034,-464.63
medium_variant,906,2035,-413.06
medium_variant,906,2036,-372.849
medium_variant,906,2037,-340.011
medium_variant,906,2038,-312.099
medium_variant,906,2039,-288.006
medium_variant,906,2040,-267.247
medium_variant,906,2041,-249.394
medium_variant,906,2042,-233.84
medium_variant,906,2043,-220.085
medium_variant,906,2044,-207.83
medium_variant,906,2045,-196.865
medium_variant,906,2046,-187.009
medium_variant,906,2047,-178.067
medium_variant,906,2048,-169.885
medium_variant,906,2049,-162.375
medium_variant,906,2050,-155.575
medium_variant,906,2051,-149.443
medium_variant,906,2052,-143.719
medium_variant,906,2053,-138.21
medium_variant,906,2054,-132.956
medium_variant,906,2055,-128.069
medium_variant,906,2056,-123.696
medium_variant,906,2057,-120.024
medium_variant,906,2058,-117.158
medium_variant,906,2059,-115.031
medium_variant,906,2060,-113.375
medium_variant,906,2061,-111.961
medium_variant,906,2062,-110.828
medium_variant,906,2063,-110.06
medium_variant,906,2064,-109.619
medium_variant,906,2065,-109.439
medium_variant,906,2066,-109.432
medium_variant,906,2067,-109.499
medium_variant,906,2068,-109.557
medium_variant,906,2069,-109.576
medium_variant,906,2070,-109.631
medium_variant,906,2071,-109.78
medium_variant,906,2072,-109.93
medium_variant,906,2073,-109.969
medium_variant,906,2074,-109.896
medium_variant,906,2075,-109.802
medium_variant,906,2076,-109.785
medium_variant,906,2077,-109.849
medium_variant,906,2078,-109.977
medium_variant,906,2079,-110.194
medium_variant,906,2080,-110.506
medium_variant,906,2081,-110.944
medium_variant,906,2082,-111.621
medium_variant,906,2083,-112.652
medium_variant,906,2084,-114.072
medium_variant,906,2085,-115.767
medium_variant,906,2086,-117.646
medium_variant,906,2087,-119.874
medium_variant,906,2088,-122.667
medium_variant,906,2089,-126.056
medium_variant,906,2090,-129.907
medium_variant,906,2091,-134.011
medium_variant,906,2092,-138.154
medium_variant,906,2093,-142.151
medium_variant,906,2094,-145.878
medium_variant,906,2095,-149.263
medium_variant,906,2096,-152.262
medium_variant,906,2097,-154.855
medium_variant,906,2098,-157.033
medium_variant,906,2099,-158.792
