variant,region,year,totalpopulationannualdoubletime
Estimates,948,1950,36.233
Estimates,948,1951,35.348
Estimates,948,1952,33.812
Estimates,948,1953,32.599
Estimates,948,1954,31.631
Estimates,948,1955,30.852
Estimates,948,1956,30.22
Estimates,948,1957,29.702
Estimates,948,1958,29.275
Estimates,948,1959,28.923
Estimates,948,1960,28.637
Estimates,948,1961,28.415
Estimates,948,1962,28.258
Estimates,948,1963,28.166
Estimates,948,1964,28.127
Estimates,948,1965,28.128
Estimates,948,1966,28.151
Estimates,948,1967,28.181
Estimates,948,1968,28.207
Estimates,948,1969,28.226
Estimates,948,1970,28.244
Estimates,948,1971,28.269
Estimates,948,1972,28.307
Estimates,948,1973,28.361
Estimates,948,1974,28.427
Estimates,948,1975,28.514
Estimates,948,1976,28.616
Estimates,948,1977,28.673
Estimates,948,1978,28.639
Estimates,948,1979,28.531
Estimates,948,1980,28.406
Estimates,948,1981,28.329
Estimates,948,1982,28.35
Estimates,948,1983,28.5
Estimates,948,1984,28.779
Estimates,948,1985,29.134
Estimates,948,1986,29.518
Estimates,948,1987,29.956
Estimates,948,1988,30.485
Estimates,948,1989,31.1
Estimates,948,1990,31.775
Estimates,948,1991,32.478
Estimates,948,1992,33.178
Estimates,948,1993,33.85
Estimates,948,1994,34.485
Estimates,948,1995,35.102
Estimates,948,1996,35.721
Estimates,948,1997,36.331
Estimates,948,1998,36.915
Estimates,948,1999,37.471
Estimates,948,2000,38.003
Estimates,948,2001,38.517
Estimates,948,2002,39.004
Estimates,948,2003,39.454
Estimates,948,2004,39.868
Estimates,948,2005,40.267
Estimates,948,2006,40.665
Estimates,948,2007,41.027
Estimates,948,2008,41.318
Estimates,948,2009,41.551
Estimates,948,2010,41.755
Estimates,948,2011,41.98
Estimates,948,2012,42.3
Estimates,948,2013,42.772
Estimates,948,2014,43.403
Estimates,948,2015,44.134
Medium_variant,948,2015,44.134
Medium_variant,948,2016,44.897
Medium_variant,948,2017,45.676
Medium_variant,948,2018,46.475
Medium_variant,948,2019,47.287
Medium_variant,948,2020,48.124
Medium_variant,948,2021,48.996
Medium_variant,948,2022,49.897
Medium_variant,948,2023,50.814
Medium_variant,948,2024,51.745
Medium_variant,948,2025,52.694
Medium_variant,948,2026,53.665
Medium_variant,948,2027,54.646
Medium_variant,948,2028,55.626
Medium_variant,948,2029,56.603
Medium_variant,948,2030,57.587
Medium_variant,948,2031,58.589
Medium_variant,948,2032,59.611
Medium_variant,948,2033,60.652
Medium_variant,948,2034,61.713
Medium_variant,948,2035,62.798
Medium_variant,948,2036,63.909
Medium_variant,948,2037,65.049
Medium_variant,948,2038,66.221
Medium_variant,948,2039,67.428
Medium_variant,948,2040,68.671
Medium_variant,948,2041,69.952
Medium_variant,948,2042,71.29
Medium_variant,948,2043,72.702
Medium_variant,948,2044,74.194
Medium_variant,948,2045,75.755
Medium_variant,948,2046,77.374
Medium_variant,948,2047,79.043
Medium_variant,948,2048,80.762
Medium_variant,948,2049,82.531
Medium_variant,948,2050,84.356
Medium_variant,948,2051,86.246
Medium_variant,948,2052,88.21
Medium_variant,948,2053,90.253
Medium_variant,948,2054,92.378
Medium_variant,948,2055,94.581
Medium_variant,948,2056,96.856
Medium_variant,948,2057,99.205
Medium_variant,948,2058,101.63
Medium_variant,948,2059,104.131
Medium_variant,948,2060,106.716
Medium_variant,948,2061,109.385
Medium_variant,948,2062,112.112
Medium_variant,948,2063,114.866
Medium_variant,948,2064,117.644
Medium_variant,948,2065,120.47
Medium_variant,948,2066,123.382
Medium_variant,948,2067,126.41
Medium_variant,948,2068,129.579
Medium_variant,948,2069,132.904
Medium_variant,948,2070,136.372
Medium_variant,948,2071,139.965
Medium_variant,948,2072,143.683
Medium_variant,948,2073,147.531
Medium_variant,948,2074,151.516
Medium_variant,948,2075,155.645
Medium_variant,948,2076,159.938
Medium_variant,948,2077,164.429
Medium_variant,948,2078,169.154
Medium_variant,948,2079,174.129
Medium_variant,948,2080,179.36
Medium_variant,948,2081,184.83
Medium_variant,948,2082,190.475
Medium_variant,948,2083,196.227
Medium_variant,948,2084,202.081
Medium_variant,948,2085,208.106
Medium_variant,948,2086,214.411
Medium_variant,948,2087,221.108
Medium_variant,948,2088,228.296
Medium_variant,948,2089,236.039
Medium_variant,948,2090,244.333
Medium_variant,948,2091,253.145
Medium_variant,948,2092,262.459
Medium_variant,948,2093,272.286
Medium_variant,948,2094,282.688
Medium_variant,948,2095,293.771
Medium_variant,948,2096,305.684
Medium_variant,948,2097,318.613
Medium_variant,948,2098,332.799
Medium_variant,948,2099,348.539
