variant,region,year,totalpopulationannualdoubletime
estimates,920,1950,30.621
estimates,920,1951,29.9
estimates,920,1952,28.639
estimates,920,1953,27.631
estimates,920,1954,26.829
estimates,920,1955,26.196
estimates,920,1956,25.704
estimates,920,1957,25.334
estimates,920,1958,25.067
estimates,920,1959,24.889
estimates,920,1960,24.787
estimates,920,1961,24.749
estimates,920,1962,24.764
estimates,920,1963,24.823
estimates,920,1964,24.921
estimates,920,1965,25.066
estimates,920,1966,25.258
estimates,920,1967,25.479
estimates,920,1968,25.71
estimates,920,1969,25.956
estimates,920,1970,26.196
estimates,920,1971,26.444
estimates,920,1972,26.81
estimates,920,1973,27.394
estimates,920,1974,28.186
estimates,920,1975,29.134
estimates,920,1976,30.109
estimates,920,1977,30.826
estimates,920,1978,31.041
estimates,920,1979,30.782
estimates,920,1980,30.32
estimates,920,1981,29.944
estimates,920,1982,29.819
estimates,920,1983,30.02
estimates,920,1984,30.555
estimates,920,1985,31.273
estimates,920,1986,32.025
estimates,920,1987,32.841
estimates,920,1988,33.8
estimates,920,1989,34.898
estimates,920,1990,36.123
estimates,920,1991,37.438
estimates,920,1992,38.742
estimates,920,1993,39.934
estimates,920,1994,40.985
estimates,920,1995,41.977
estimates,920,1996,43.01
estimates,920,1997,44.099
estimates,920,1998,45.23
estimates,920,1999,46.414
estimates,920,2000,47.583
estimates,920,2001,48.713
estimates,920,2002,50.002
estimates,920,2003,51.673
estimates,920,2004,53.74
estimates,920,2005,56.166
estimates,920,2006,58.708
estimates,920,2007,60.627
estimates,920,2008,61.185
estimates,920,2009,60.4
estimates,920,2010,58.954
estimates,920,2011,57.641
estimates,920,2012,57.012
estimates,920,2013,57.378
estimates,920,2014,58.778
estimates,920,2015,60.812
medium_variant,920,2015,60.812
medium_variant,920,2016,62.975
medium_variant,920,2017,65.115
medium_variant,920,2018,67.243
medium_variant,920,2019,69.3
medium_variant,920,2020,71.415
medium_variant,920,2021,73.748
medium_variant,920,2022,76.275
medium_variant,920,2023,78.91
medium_variant,920,2024,81.651
medium_variant,920,2025,84.531
medium_variant,920,2026,87.587
medium_variant,920,2027,90.802
medium_variant,920,2028,94.148
medium_variant,920,2029,97.629
medium_variant,920,2030,101.284
medium_variant,920,2031,105.166
medium_variant,920,2032,109.324
medium_variant,920,2033,113.805
medium_variant,920,2034,118.656
medium_variant,920,2035,123.894
medium_variant,920,2036,129.537
medium_variant,920,2037,135.657
medium_variant,920,2038,142.349
medium_variant,920,2039,149.692
medium_variant,920,2040,157.752
medium_variant,920,2041,166.601
medium_variant,920,2042,176.364
medium_variant,920,2043,187.199
medium_variant,920,2044,199.276
medium_variant,920,2045,212.775
medium_variant,920,2046,227.91
medium_variant,920,2047,244.965
medium_variant,920,2048,264.293
medium_variant,920,2049,286.321
medium_variant,920,2050,311.666
medium_variant,920,2051,341.064
medium_variant,920,2052,375.088
medium_variant,920,2053,414.315
medium_variant,920,2054,459.829
medium_variant,920,2055,513.688
medium_variant,920,2056,579.186
medium_variant,920,2057,660.948
medium_variant,920,2058,765.994
medium_variant,920,2059,905.927
medium_variant,920,2060,1100.895
medium_variant,920,2061,1389.169
medium_variant,920,2062,1853.039
medium_variant,920,2063,2712.422
medium_variant,920,2064,4840.486
medium_variant,920,2065,19297.513
medium_variant,920,2066,-10244.502
medium_variant,920,2067,-4111.022
medium_variant,920,2068,-2589.693
medium_variant,920,2069,-1898.601
medium_variant,920,2070,-1506.066
medium_variant,920,2071,-1254.605
medium_variant,920,2072,-1079.373
medium_variant,920,2073,-949.677
medium_variant,920,2074,-849.825
medium_variant,920,2075,-771.079
medium_variant,920,2076,-707.656
medium_variant,920,2077,-655.004
medium_variant,920,2078,-610.136
medium_variant,920,2079,-571.547
medium_variant,920,2080,-538.406
medium_variant,920,2081,-510.129
medium_variant,920,2082,-486.18
medium_variant,920,2083,-466.027
medium_variant,920,2084,-449.081
medium_variant,920,2085,-434.505
medium_variant,920,2086,-421.742
medium_variant,920,2087,-410.909
medium_variant,920,2088,-402.146
medium_variant,920,2089,-395.177
medium_variant,920,2090,-389.515
medium_variant,920,2091,-384.701
medium_variant,920,2092,-380.403
medium_variant,920,2093,-376.434
medium_variant,920,2094,-372.741
medium_variant,920,2095,-369.346
medium_variant,920,2096,-366.303
medium_variant,920,2097,-363.677
medium_variant,920,2098,-361.532
medium_variant,920,2099,-359.929
