variant,region,year,totalpopulationannualdoubletime
estimates,910,1950,32.314
estimates,910,1951,32.116
estimates,910,1952,31.686
estimates,910,1953,31.198
estimates,910,1954,30.671
estimates,910,1955,30.124
estimates,910,1956,29.572
estimates,910,1957,29.026
estimates,910,1958,28.497
estimates,910,1959,27.99
estimates,910,1960,27.511
estimates,910,1961,27.06
estimates,910,1962,26.639
estimates,910,1963,26.249
estimates,910,1964,25.891
estimates,910,1965,25.557
estimates,910,1966,25.251
estimates,910,1967,24.995
estimates,910,1968,24.808
estimates,910,1969,24.68
estimates,910,1970,24.592
estimates,910,1971,24.516
estimates,910,1972,24.413
estimates,910,1973,24.26
estimates,910,1974,24.064
estimates,910,1975,23.853
estimates,910,1976,23.661
estimates,910,1977,23.537
estimates,910,1978,23.509
estimates,910,1979,23.564
estimates,910,1980,23.697
estimates,910,1981,23.864
estimates,910,1982,23.922
estimates,910,1983,23.765
estimates,910,1984,23.441
estimates,910,1985,23.025
estimates,910,1986,22.659
estimates,910,1987,22.616
estimates,910,1988,23.091
estimates,910,1989,24.069
estimates,910,1990,25.392
estimates,910,1991,26.752
estimates,910,1992,27.659
estimates,910,1993,27.71
estimates,910,1994,26.968
estimates,910,1995,25.912
estimates,910,1996,24.993
estimates,910,1997,24.42
estimates,910,1998,24.251
estimates,910,1999,24.446
estimates,910,2000,24.813
estimates,910,2001,25.142
estimates,910,2002,25.323
estimates,910,2003,25.317
estimates,910,2004,25.136
estimates,910,2005,24.895
estimates,910,2006,24.699
estimates,910,2007,24.564
estimates,910,2008,24.481
estimates,910,2009,24.451
estimates,910,2010,24.456
estimates,910,2011,24.48
estimates,910,2012,24.545
estimates,910,2013,24.673
estimates,910,2014,24.859
estimates,910,2015,25.082
medium_variant,910,2015,25.082
medium_variant,910,2016,25.321
medium_variant,910,2017,25.575
medium_variant,910,2018,25.843
medium_variant,910,2019,26.125
medium_variant,910,2020,26.419
medium_variant,910,2021,26.724
medium_variant,910,2022,27.029
medium_variant,910,2023,27.324
medium_variant,910,2024,27.61
medium_variant,910,2025,27.893
medium_variant,910,2026,28.184
medium_variant,910,2027,28.483
medium_variant,910,2028,28.787
medium_variant,910,2029,29.097
medium_variant,910,2030,29.415
medium_variant,910,2031,29.741
medium_variant,910,2032,30.076
medium_variant,910,2033,30.421
medium_variant,910,2034,30.777
medium_variant,910,2035,31.144
medium_variant,910,2036,31.522
medium_variant,910,2037,31.915
medium_variant,910,2038,32.326
medium_variant,910,2039,32.755
medium_variant,910,2040,33.199
medium_variant,910,2041,33.657
medium_variant,910,2042,34.13
medium_variant,910,2043,34.617
medium_variant,910,2044,35.12
medium_variant,910,2045,35.639
medium_variant,910,2046,36.172
medium_variant,910,2047,36.721
medium_variant,910,2048,37.286
medium_variant,910,2049,37.866
medium_variant,910,2050,38.462
medium_variant,910,2051,39.074
medium_variant,910,2052,39.705
medium_variant,910,2053,40.356
medium_variant,910,2054,41.03
medium_variant,910,2055,41.723
medium_variant,910,2056,42.435
medium_variant,910,2057,43.163
medium_variant,910,2058,43.906
medium_variant,910,2059,44.665
medium_variant,910,2060,45.442
medium_variant,910,2061,46.239
medium_variant,910,2062,47.059
medium_variant,910,2063,47.901
medium_variant,910,2064,48.767
medium_variant,910,2065,49.657
medium_variant,910,2066,50.573
medium_variant,910,2067,51.517
medium_variant,910,2068,52.492
medium_variant,910,2069,53.498
medium_variant,910,2070,54.536
medium_variant,910,2071,55.606
medium_variant,910,2072,56.714
medium_variant,910,2073,57.866
medium_variant,910,2074,59.062
medium_variant,910,2075,60.301
medium_variant,910,2076,61.582
medium_variant,910,2077,62.903
medium_variant,910,2078,64.266
medium_variant,910,2079,65.672
medium_variant,910,2080,67.125
medium_variant,910,2081,68.627
medium_variant,910,2082,70.18
medium_variant,910,2083,71.782
medium_variant,910,2084,73.434
medium_variant,910,2085,75.142
medium_variant,910,2086,76.911
medium_variant,910,2087,78.747
medium_variant,910,2088,80.658
medium_variant,910,2089,82.65
medium_variant,910,2090,84.721
medium_variant,910,2091,86.872
medium_variant,910,2092,89.1
medium_variant,910,2093,91.408
medium_variant,910,2094,93.801
medium_variant,910,2095,96.283
medium_variant,910,2096,98.861
medium_variant,910,2097,101.545
medium_variant,910,2098,104.342
medium_variant,910,2099,107.264
